"","Total_1982","Total_1983","Total_1984","Total_1985","Total_1986","Total_1987","Total_1988","Total_1989","Total_1990","Total_1991","Total_1992","Total_1993","Total_1994","Total_1995","Total_1996","Total_1997","Total_1998","Total_1999","Total_2000","Total_2001","Total_2002","Total_2003","Total_2004","Total_2005","Total_2006","Total_2007","Total_2008","Total_2009","Total_2010","Total_2011","Total_2012","Total_2013","Total_2014","Total_2015","Total_2016","Total_2017","Total_2018","Total_2019","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","EBS_2019","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018","NBS_2019"
"EBS_2005",1.71668475908899e-05,3.17176313379916e-05,8.07988776530291e-05,4.42567975167627e-05,3.16196201383522e-05,1.49682155084762e-05,2.4626904934061e-05,3.04168754384309e-05,1.83014464377902e-05,3.10956619164632e-05,2.52888869069742e-05,2.09966029418293e-05,3.95916573580034e-05,3.01543504481577e-05,4.02635974811257e-05,3.723792481444e-05,2.64964989202868e-05,1.94987718597438e-05,4.08386855786776e-05,4.21856661576742e-05,2.5611381063874e-05,8.98938069758348e-05,0.000325305307003905,0.00962541983068961,0.000303657497098365,8.7858614321569e-05,5.94762021476266e-05,5.38447332159083e-05,4.6081624441591e-05,4.64645944998514e-05,2.58567251614686e-05,1.68514633735394e-05,2.18053149261278e-05,1.49137678500488e-05,3.7404505329547e-05,2.92430800077791e-05,3.71570744886093e-05,6.38794968946536e-05,1.72402507827599e-05,3.23811781855589e-05,8.087630319502e-05,4.57451719996605e-05,3.15454780028981e-05,1.53320198929338e-05,2.46083992396018e-05,3.08545185123769e-05,1.82652753327416e-05,3.14906017136645e-05,2.49883771702154e-05,2.12877855818099e-05,3.9707315306741e-05,3.04687381518488e-05,4.1728234145678e-05,3.87083919544867e-05,2.9586609622791e-05,1.97003748293949e-05,4.1533710795385e-05,4.2759914120742e-05,2.74839892906044e-05,9.65420242688855e-05,0.000342854384949258,0.00972491484285235,0.000305027342995133,8.8344892974565e-05,6.00146119692047e-05,5.40252699846999e-05,4.61588064342856e-05,4.70752072382992e-05,2.59546620032066e-05,1.67802570397913e-05,2.18530529247762e-05,1.49270988046252e-05,3.90852019781121e-05,3.46310628738561e-05,4.60338611223932e-05,7.35265221889946e-05,3.21073550922357e-08,-2.41107491536594e-05,6.93817306884208e-05,1.39370071678082e-05,3.8738452624138e-05,-4.18027024462112e-05,3.66034971127066e-05,-6.08925178157604e-05,2.61337006042369e-05,1.40710629317001e-05,5.40919322179429e-05,-3.09023329563811e-06,2.48157873585915e-05,-2.25179866778054e-05,-7.1685737257904e-05,-8.69572961934251e-05,-0.00010068660766904,-3.00016954405349e-05,-6.45273565973798e-05,-3.49496184319357e-05,-0.000142365499647685,-0.000208823613725169,-0.000437157987098584,0.00114978167158289,-0.000290122847625635,-0.00016204278765056,-0.000136547048430464,-6.50416702398728e-05,-7.80125662026881e-06,-6.51814099591311e-05,5.22492114009488e-06,2.72174245350889e-05,1.95508822513572e-05,1.46963054396869e-05,2.51577448047476e-05,6.19507804626394e-06,5.90454842968494e-06,7.83267438584449e-06
"EBS_2006",2.34417247623984e-05,2.47579971142838e-06,-7.06813480502766e-06,1.56042398255742e-05,9.63562883886567e-06,1.76923673281364e-07,2.04407159670583e-05,6.70903428395352e-06,3.65635098879573e-05,1.87180529812148e-05,2.40039420303413e-05,1.20767437897209e-05,2.10224167381607e-05,3.31508762275647e-05,2.60349380315701e-05,2.84603685096224e-05,1.86717553887383e-05,4.68737558657933e-05,2.53640977012954e-05,1.61269339107295e-05,3.48558404437103e-05,2.80686295070157e-05,5.01489034794572e-05,0.000299083251108938,0.0103839880409366,0.000558107150356923,0.000140253634045193,7.7686612317451e-05,4.71570651049428e-05,3.77173385231539e-05,2.5699022999797e-05,4.09197906227406e-05,2.00288718310817e-05,1.96788628167232e-05,9.61423744964601e-06,7.57975519597596e-06,2.42448854984566e-05,-1.06291929566635e-05,2.43162458641769e-05,4.38578832835918e-06,-5.21331223345207e-06,1.56757777027945e-05,1.12671358976582e-05,1.18756425305048e-06,2.07416371479603e-05,7.00675083690592e-06,3.73697785519363e-05,1.98975207547787e-05,2.57895680991094e-05,1.37972566223973e-05,2.23926834968021e-05,3.38613945031294e-05,2.74174733161221e-05,2.94320867594251e-05,1.88116153876082e-05,4.78070757810232e-05,2.64868321419014e-05,1.78364577857106e-05,3.67088048386245e-05,2.92948434433989e-05,5.33106843868423e-05,0.000305027342995133,0.0104060796432925,0.000560108971255248,0.000140872905015895,7.79405952087291e-05,4.73080026364399e-05,3.82664259890795e-05,2.63878797172372e-05,4.17523381567288e-05,2.15066609514635e-05,2.28775235819661e-05,1.12808364426888e-05,8.4795663123996e-06,2.74270719922526e-05,-1.49714948494234e-05,-0.000180700513919756,-0.000158223586671389,-0.000280579709250503,1.41469362599498e-05,-0.000147015179511673,-0.000157531437980877,-0.00017431070339725,-5.5406235966047e-05,-0.000138020625551357,-3.21250527342701e-05,-0.000147143486078706,-0.000130245308266208,-0.000154035879826339,-8.58889516827326e-05,-7.9638987184552e-05,-5.3610668309512e-05,1.29153826053072e-05,-0.000182288403922613,-0.000144842797786364,-0.00021350315464166,-0.000131358947403297,-2.70275636763353e-05,-8.72225238615375e-05,-0.000207273509062463,0.0008080501245643,-0.000470640144859017,-8.52093939278216e-05,-8.95652593380766e-05,-5.82165949048721e-05,-6.26792267780965e-05,-0.000119418550129731,-8.02794756291645e-05,-4.97598954727796e-05,-3.24995821601788e-05,-2.52979745166369e-06,3.73066196530027e-06,1.30413531365342e-05,1.45985032540899e-05
"EBS_2007",2.62398963017628e-05,1.30831935694748e-05,-4.22346715530304e-05,2.55094051797781e-05,3.2202238230166e-06,2.57044632858208e-06,1.51075720735177e-05,1.46125661062716e-05,4.21097674908458e-05,4.0541592855113e-05,2.73103390173846e-05,2.16611267753523e-05,2.18551232024399e-05,2.85240374368329e-05,4.17043600750724e-05,4.4484637404429e-05,5.07131794206544e-05,5.43250653638106e-05,1.93341720204828e-05,3.3990131544146e-05,3.67748201428345e-05,2.09925132649109e-05,5.01615502612555e-05,8.43623340432329e-05,0.000556512755613617,0.0155943492337349,0.000725940910334337,0.000155683065154094,7.30266164522894e-05,9.00259996043714e-05,3.9539724734697e-05,4.69979092805719e-05,4.4608729884048e-05,3.61092196988298e-05,3.12849321781341e-05,9.16804943178283e-06,2.71149214122277e-05,-3.06879433078606e-05,2.79854196291212e-05,1.60428772071045e-05,-3.954582018722e-05,2.69162374213731e-05,6.06120720493271e-06,4.64121791055456e-06,1.56968532546603e-05,1.57793321623524e-05,4.35220336035997e-05,4.38595250182622e-05,3.08115572306942e-05,2.59377263774253e-05,2.50213011949843e-05,3.05365581322551e-05,4.55729039348257e-05,4.8358191237725e-05,5.44598716481267e-05,5.683803873719e-05,2.28086979642795e-05,3.84959461775322e-05,4.07889230715208e-05,2.38282509883114e-05,5.44286257103028e-05,8.83448929745649e-05,0.000560108971255248,0.015621295261634,0.000730019076632407,0.000156568259739719,7.34268813256232e-05,9.1974300104637e-05,4.20037301339175e-05,4.96229311158675e-05,4.928919483511e-05,4.34979847893677e-05,2.87392177575084e-05,1.10029006560252e-05,2.86967572293833e-05,-3.92760705205935e-05,-0.000381223158768925,-0.000235933654090559,-0.000438731879308709,-3.14928193828983e-06,-0.000269559682881447,-0.00032056915452761,-0.000366265869563928,-0.000228820283614288,-0.000263693086226249,-0.000102483913657851,-0.000308271955014321,-0.00033210225099809,-0.000382639638491499,-0.000308652535625293,-0.000253987344215521,-0.000282674577045112,-0.000103493579753346,-0.000562696382789867,-0.000507405057486091,-0.00057124892267182,-0.000323298621376447,-0.000106422735241554,-0.000135232144678098,-0.000254898174754869,-0.00100232110188062,0.00174663021896066,-0.000758830321732232,-0.000427231990595036,-0.00020640934795686,-0.000266206277652176,-0.000479538444442695,-0.000335143298687497,-0.000176426785155167,-8.44206836011044e-05,4.98348322452462e-05,1.31916504100869e-06,2.15457478884916e-05,1.92069441718471e-05
"EBS_2008",2.63656566531479e-05,3.76665005404629e-05,9.62341068159052e-07,6.46523253911508e-05,2.67588437636165e-05,2.19564424415079e-05,1.92581484768211e-05,4.21039904668647e-05,3.95559516659742e-05,3.87886799925739e-05,3.92704708728152e-05,3.98113182466209e-05,3.82479337059053e-05,2.64686691044563e-05,6.60865995255399e-05,7.82054259184991e-05,8.11127040752949e-05,4.88139286668849e-05,2.29240275006185e-05,3.3329890113392e-05,3.04917140294659e-05,1.21732300551225e-05,5.06413657898505e-05,5.65008890105615e-05,0.000138695376563041,0.000726341670599289,0.0146528104999058,0.000576743614414071,0.000139005289412238,0.000126113879525444,7.32389772725857e-05,4.81169894060405e-05,7.03981610101024e-05,4.44317246616696e-05,4.01847234882546e-05,1.89306037915628e-05,1.71041230305997e-05,1.57453571469797e-05,2.79431032178958e-05,4.07906029830982e-05,3.31581410765333e-06,7.02048856289176e-05,2.9565695645313e-05,2.40350096838581e-05,1.97006021335699e-05,4.34230289220634e-05,4.06202142511172e-05,4.20426393777194e-05,4.22825371123097e-05,4.38308445011525e-05,4.09706301624883e-05,2.81995345076543e-05,7.02073551047528e-05,8.26726955598863e-05,8.67282808385785e-05,5.08823300390724e-05,2.60001074602453e-05,3.71657869747097e-05,3.44333879222377e-05,1.6205841898383e-05,5.60109475480207e-05,6.00146119692047e-05,0.000140872905015895,0.000730019076632408,0.0146896396725206,0.000579017257284615,0.000139588504612776,0.000128480537417356,7.5828508422136e-05,5.07791959557199e-05,7.64055737294447e-05,5.64825886949434e-05,4.96228298535563e-05,2.38575725537218e-05,2.051069227569e-05,1.64496670005442e-05,-0.000341862705837959,-0.000225183937979557,-0.000346080080299268,-4.84593035978381e-05,-0.000242743892259087,-0.000302399655011996,-0.000267090846257022,-0.000233098813357158,-0.000190892497605194,-0.000101479163455965,-0.000249427929751785,-0.000292686768355484,-0.000309589887466343,-0.000263519536438435,-0.000248882878488916,-0.000299098850595676,-0.000150013804584644,-0.000459049793063097,-0.00044341066507157,-0.000481923127888588,-0.000323084691242709,-0.000169019916228966,-0.000182653455057147,-0.000242821094487368,-0.000805187142249907,-0.00116349848099238,0.00124411355072349,-0.000920487256807181,-0.000268153351972978,-0.00030661193982731,-0.000472282996243306,-0.000339437435122909,-0.000213302620505459,-0.000152149092134214,-2.8588084836313e-05,-2.14533288391665e-06,5.11060572572757e-06,1.16534917118327e-05
"EBS_2009",3.31873323856739e-05,2.16330096786845e-05,0.000142595739390617,5.79966512772396e-05,4.95183367104731e-05,8.3198321648626e-06,4.88584573717458e-05,1.96775576732365e-05,8.37701621276358e-05,2.5751266528843e-05,4.39661317105958e-05,1.67198640402779e-05,7.39992997512902e-05,0.00010952304955188,3.26202654231825e-05,3.92625824750691e-05,2.96012823032905e-05,7.25111202757848e-05,5.33960631919912e-05,2.86169894436486e-05,4.67731607600692e-05,7.83920391202875e-05,3.09095754257929e-05,5.31662792792675e-05,7.77896555451968e-05,0.000156482280695208,0.000577344911613515,0.0198494592404856,0.000594747815829682,7.00303458952184e-05,3.62418535299137e-05,7.53307900911323e-05,2.39059479752353e-05,2.27898659590431e-05,3.10222257879643e-05,4.44986498450127e-05,6.55964414357341e-05,5.57971456157486e-05,3.2947358164424e-05,2.34755046493263e-05,0.000143645636544941,5.52024887169702e-05,4.8972029253796e-05,8.67028117991892e-06,4.87015513378046e-05,1.97019937218692e-05,8.44953354608204e-05,2.66046405666952e-05,4.43409446202975e-05,1.70194387410607e-05,7.37895504454969e-05,0.000109451305396482,3.37767775705746e-05,3.94258316675608e-05,2.85969381256738e-05,7.20527700230485e-05,5.28688155542592e-05,2.83997835482487e-05,4.80884728160136e-05,7.97067242269144e-05,3.38525336941616e-05,5.40252699846997e-05,7.79405952087289e-05,0.000156568259739718,0.000579017257284615,0.0198771201456508,0.00059571771753395,7.03201483521451e-05,3.52272185707178e-05,7.44745553532686e-05,2.36590658297799e-05,2.78664738959919e-05,5.08670752935371e-05,5.54922716181272e-05,7.81722428273907e-05,6.25118677254486e-05,8.92052772170457e-05,-0.000133387710639251,-1.22217768969412e-05,0.00011491675035104,0.00010197260237418,-4.63670081553868e-05,0.000150405555913435,1.45792460440403e-05,-7.32541215547664e-05,-1.10349750230532e-05,8.04132827837691e-06,-8.06116946854862e-06,0.000100795801925548,0.000121543024558485,-5.57776073405582e-05,2.5474603818946e-05,7.09381873170594e-05,0.00018505188161196,0.00013332697145125,5.7792954587818e-05,-7.12130859974709e-05,1.93206630245377e-05,-9.69545586722443e-05,-2.00081868887252e-05,1.23625840686736e-05,0.000112297154257056,-3.15196027322559e-05,0.00163430255262893,-8.23673550573907e-05,1.70421188872327e-05,0.000249989297902969,0.00019997835401927,3.55649867127364e-05,-6.00227632468164e-05,-0.000113581572734023,-2.52841436232695e-06,2.13207843856304e-05,1.67862767939254e-05
"EBS_2010",3.3912896053874e-05,2.3948098595653e-05,4.12815148811411e-05,4.65328357050041e-05,2.95081600037924e-05,9.66448605924854e-06,3.20780234416051e-05,2.82621866313008e-05,4.62161837272297e-05,2.04929131953437e-05,1.88038821920881e-05,1.57543861620731e-05,2.04819869206545e-05,2.40373349524245e-05,3.19898905625559e-05,4.17160161162365e-05,4.06277009392981e-05,4.27667055453227e-05,2.73463264711541e-05,2.38582164279568e-05,1.81476873157923e-05,2.34878253399768e-05,9.95416434415566e-06,4.37675814887044e-05,4.62443856026223e-05,7.23086049796024e-05,0.000137690838408071,0.000593382417857712,0.0142607447090577,0.000291314619667329,5.9524621826718e-05,3.59012752278485e-05,2.51261012271366e-05,1.38301699244905e-05,2.22969659343464e-05,1.77298350603933e-05,3.14878490214349e-05,4.17899442929707e-05,3.61337302328638e-05,2.78993472278287e-05,4.45043881725024e-05,5.13290116445408e-05,3.27190731464709e-05,1.18299920048021e-05,3.27816495944912e-05,2.97072321254457e-05,4.74965255850069e-05,2.17341382799934e-05,2.15237230824273e-05,1.93219094482614e-05,2.3117393138163e-05,2.58847586750499e-05,3.55006683910362e-05,4.53537467506713e-05,4.55195621961796e-05,4.47179010395818e-05,2.98421569439955e-05,2.6701483885123e-05,2.10415092136976e-05,2.74236770356102e-05,1.38464077113206e-05,4.61588064342856e-05,4.73080026364397e-05,7.34268813256232e-05,0.000139588504612776,0.00059571771753395,0.014280012298925,0.000298284657075388,6.35211260479712e-05,3.95996352565158e-05,3.32804733312273e-05,2.66892646656654e-05,3.42900683728697e-05,2.05544379733586e-05,3.97605548372006e-05,4.77373706210051e-05,-0.000484503480788564,-0.000308495364683401,-0.000433962404223353,-5.11704309371846e-05,-0.000278790928641492,-0.000328258215306422,-0.000423297671833819,-0.000273230594012736,-0.00023102065591843,-3.30123538490936e-05,-0.000241885509273265,-0.00027935369161829,-0.000316204078243933,-0.000285478985151269,-0.000236356008339816,-0.000265525640502666,-0.000160712047553716,-0.000436318939515979,-0.000351022360799691,-0.000358060847426336,-0.000241434198956271,-0.000153357698046884,-0.00015915401948239,-0.000159932653883944,-0.000414796444183372,-0.000502380053355452,-0.000553207958465442,-0.000944450464380947,0.000809508003053121,-0.000983104956832403,-0.000782396461191023,-0.000502492634439364,-0.000359965093065535,-0.000195934983884831,-6.50933752313597e-05,5.64712152964175e-06,2.36211188807084e-06,7.236873515058e-06
"EBS_2011",3.76652355018542e-05,5.6306140304551e-05,6.16373109724572e-05,7.45473592921892e-05,3.98696554148288e-05,2.70671341219147e-05,3.09348778500986e-05,5.03268035248184e-05,3.936297248081e-05,4.86808214319745e-05,4.48675764214935e-05,3.85845594801785e-05,1.65917766219516e-05,3.09269164287927e-05,6.05653108879104e-05,6.58613082584772e-05,6.68551332953718e-05,4.74603262824781e-05,3.22034581092691e-05,5.26445786493433e-05,3.83422920918974e-05,2.67609815182536e-05,3.88694572600552e-05,4.63924241935996e-05,3.79444272695892e-05,9.15090461796211e-05,0.000127636511146512,7.00764940486588e-05,0.000297658892455271,0.00913932130944631,0.000246880802004556,5.64785792422551e-05,7.10395256387047e-05,4.83648422664184e-05,7.81835595498836e-05,4.68816882159953e-05,4.36899142027232e-05,7.9602455010899e-05,3.84601783900459e-05,5.77489879553456e-05,6.28652673527099e-05,7.9661203045831e-05,4.11435427147787e-05,2.80150708273798e-05,3.11094068569288e-05,5.12240504253168e-05,3.96789733968919e-05,4.97614974797357e-05,4.58357117736078e-05,4.02882314999707e-05,1.73442433339011e-05,3.15718290662206e-05,6.23832575902442e-05,6.83395869626145e-05,7.06410434540233e-05,4.82216790045372e-05,3.30238376505607e-05,5.3777654115545e-05,3.94907295314544e-05,2.88440505045423e-05,4.04584033408786e-05,4.70752072382991e-05,3.82664259890795e-05,9.1974300104637e-05,0.000128480537417356,7.03201483521451e-05,0.000298284657075388,0.00917643830973188,0.000251262062987507,5.91923955682634e-05,7.70016185439227e-05,5.61298101344303e-05,9.15894508138046e-05,5.60833910421801e-05,5.82142777875274e-05,9.24619919530013e-05,-0.000147900807968345,-6.50897308915447e-05,-0.000119436764823891,-2.96271426700086e-05,-8.24439283422514e-05,-0.000120856418289174,-8.20175294947623e-05,-0.000136873851438223,-2.90617960813363e-05,2.09631291750778e-06,-4.79255780238398e-05,-0.00010234440848903,-7.95395350260217e-05,-7.71213801684165e-05,-7.83892358900026e-05,-0.000143453380249476,-8.8965761683462e-05,-0.000139477969269971,-9.21663392306635e-05,-9.95546526402437e-05,-6.46749520035834e-05,-6.68353868457993e-05,-3.01662531461261e-05,-1.17715169163059e-05,-0.000101630769517685,-0.000147587626933399,-0.00017965501020255,-9.03738342761995e-05,-0.000139204674044533,0.00235275345973841,-0.000676094825579025,-0.000338589010325119,-0.00021052102225477,-7.83019030949573e-05,-1.95013737015011e-05,7.51985837002264e-06,-7.44605088801615e-06,4.89173719384502e-06
"EBS_2012",1.35902092292203e-05,2.76541032935749e-05,2.96745775211527e-05,3.8581513493531e-05,2.64232115222094e-05,1.43367460240919e-05,1.46050269663967e-05,2.02481514163927e-05,2.09960980576114e-05,2.67895058321323e-05,2.20453896947383e-05,2.40376937898446e-05,2.95060540619361e-05,1.51815629141904e-05,2.47191326143147e-05,3.13635108223782e-05,2.59248078588212e-05,1.50799728187296e-05,1.72764534921666e-05,1.5496012632141e-05,1.55503694923547e-05,2.03334949669624e-05,2.2260059226714e-05,2.54505717564573e-05,2.60574300449834e-05,4.16727172986815e-05,7.53041454669898e-05,3.50416972802182e-05,6.32964022898732e-05,0.000248025908288374,0.00840484975358277,0.000200860604971483,5.08986306483626e-05,2.27409633000318e-05,2.57134173224787e-05,1.51251698478183e-05,1.65590869016271e-05,3.06752998081365e-05,1.41413789824689e-05,2.88219831672583e-05,3.04780896102114e-05,4.06792651629993e-05,2.71753416528126e-05,1.4977668039e-05,1.47388980372128e-05,2.07803467573785e-05,2.12518647476018e-05,2.76334988153499e-05,2.25322843828437e-05,2.49963055577716e-05,3.006410948138e-05,1.55806812881639e-05,2.57309119045149e-05,3.26803167027745e-05,2.75659861124412e-05,1.56015933215691e-05,1.80017120095456e-05,1.63456567945293e-05,1.64452829261567e-05,2.12826580331211e-05,2.31967776737485e-05,2.59546620032065e-05,2.63878797172371e-05,4.20037301339174e-05,7.5828508422136e-05,3.52272185707178e-05,6.3521126047971e-05,0.000251262062987507,0.0084348739750203,0.000205071752951115,5.61496221810131e-05,2.91721699178252e-05,3.01459581833831e-05,1.81446437742853e-05,2.03326368887091e-05,3.50182808848371e-05,-0.000115071097049563,-7.06069949173353e-05,-8.88110716901592e-05,-4.15194609867484e-06,-4.57933273577897e-05,-8.56778021176913e-05,-7.20342085158056e-05,-9.0788527948045e-05,-3.4385945721354e-05,-9.59234828093774e-06,-2.46221489842337e-05,-5.52593572667872e-05,-4.17882618079154e-05,-5.16865025354303e-05,-5.26161008821201e-05,-7.98535255102644e-05,-4.16229821261926e-05,-0.000112995812419282,-9.26729666061964e-05,-9.86315916106396e-05,-6.47252402004596e-05,-2.23142601302067e-05,-1.84380010927328e-05,-1.74911439954263e-05,-0.000117180959578927,-0.000128436686203705,-0.000115604947997056,-8.71270949243753e-05,-9.35894606745692e-05,-0.000343680944875224,0.00207981576637287,-0.000412183124508092,-0.000197080070190495,-8.21686802257746e-05,-6.58525268812474e-06,2.20886281603726e-06,3.2735395328353e-06,5.44365770724967e-06
"EBS_2013",2.46998752257356e-05,3.43731863925233e-06,2.82234305662542e-05,2.87721531873033e-05,1.88861181380387e-05,-3.87006282512327e-07,1.8371420374688e-05,1.05941328013096e-05,4.42988580915142e-05,1.25001282449867e-05,2.55347328762107e-05,1.38872370424477e-05,2.71931497179681e-05,4.6893462378088e-05,2.37330343071603e-05,2.65103930827143e-05,2.19375396149693e-05,4.43570614664887e-05,2.03243770756744e-05,1.10014552289533e-05,3.04111869034177e-05,2.7220620562309e-05,1.23369573465947e-05,1.66237964228162e-05,4.15628640139373e-05,4.96447429905656e-05,5.09609661874826e-05,7.44568684719373e-05,3.94953951929675e-05,5.86068057916625e-05,0.000203093587441355,0.00899122059350117,0.000119910244056002,2.73112558385101e-05,2.16097508972601e-05,2.39259756320498e-05,3.39015920085183e-05,2.53473645961161e-05,2.50881089146593e-05,4.91313118578307e-06,2.9456557144894e-05,2.83542757734716e-05,1.96144296805138e-05,1.6478732428581e-07,1.84483154939978e-05,1.07408862512505e-05,4.48800749360403e-05,1.28876144045278e-05,2.65798290012247e-05,1.46494098107945e-05,2.76569434492092e-05,4.70561501699289e-05,2.446840580497e-05,2.69481673641869e-05,2.12639011785594e-05,4.44962896598169e-05,2.02718830015795e-05,1.1352770564607e-05,3.1029562002742e-05,2.68997190909697e-05,1.29692671708907e-05,1.67802570397911e-05,4.17523381567288e-05,4.96229311158675e-05,5.07791959557198e-05,7.44745553532685e-05,3.95996352565159e-05,5.91923955682634e-05,0.000205071752951115,0.00904109245908926,0.00012875238770946,3.87515393727375e-05,4.07074512999636e-05,2.94443655762896e-05,4.13880029621353e-05,2.81797457999302e-05,-6.59267479791599e-05,-0.000120732097105423,-0.000153613041117085,3.72847659224003e-05,-5.10434547957525e-05,-8.64932516096664e-05,-3.1393882235595e-05,-2.00243535161838e-05,-8.15540304522813e-05,-4.20316811820218e-06,-7.46349034505403e-05,-4.91602394726878e-05,-3.20587733375137e-05,1.96368422329703e-05,-3.24750014181861e-05,-1.04638936311203e-05,4.9663222384105e-05,1.01717483987154e-05,2.82824952736024e-05,-3.6188626652046e-05,-2.5058354889164e-05,4.16393520196374e-05,-1.51353140185858e-05,3.29545415856141e-06,-4.05675581494001e-05,6.08539910856661e-05,0.000117139535488999,6.28097689728458e-05,-3.32774725409367e-05,-4.84639359288461e-05,-0.000213635422754223,0.0017310543338372,-0.000297661043610394,-0.000159309410972161,-0.000117549783695853,3.20135483592415e-07,7.54416526524453e-06,8.89193281648438e-06
"EBS_2014",1.46034450482963e-05,3.32439555563332e-05,3.25852250234853e-05,4.31995875124983e-05,1.73658546843496e-05,1.42252196161841e-05,1.84738378182844e-05,3.06511353319401e-05,2.03485924540828e-05,2.50511343813353e-05,3.01264688588677e-05,2.11178010759261e-05,2.0125236803312e-05,1.6742118070222e-05,3.59415308521307e-05,5.17334499385196e-05,4.24076031508564e-05,2.80018148327446e-05,1.75026597359775e-05,2.33882594777132e-05,1.88293369801572e-05,7.45214667350993e-06,1.83746285903819e-05,2.15485990793877e-05,2.13503223524923e-05,4.90978751622478e-05,7.61185678333236e-05,2.35633673332392e-05,3.32115238620912e-05,7.59617212236689e-05,5.47562691059371e-05,0.000125516849443035,0.00644121685593289,0.000140227871097916,6.51328322706136e-05,3.47026484148391e-05,2.04049305614082e-05,3.89286017021837e-05,1.50344285764743e-05,3.39774917315476e-05,3.31199803678009e-05,4.48087445418696e-05,1.746492534892e-05,1.44160868838303e-05,1.85301358210653e-05,3.08713575610499e-05,2.0469702056436e-05,2.59775976564694e-05,3.06280467382422e-05,2.21245432404475e-05,2.05300068986141e-05,1.70688838427799e-05,3.6803262664067e-05,5.25980238638918e-05,4.36486484546693e-05,2.83804975959985e-05,1.80155022507234e-05,2.40542012974931e-05,1.95826982892249e-05,8.1327352678818e-06,1.92480000649664e-05,2.18530529247761e-05,2.15066609514635e-05,4.928919483511e-05,7.64055737294446e-05,2.36590658297798e-05,3.32804733312273e-05,7.70016185439227e-05,5.61496221810132e-05,0.00012875238770946,0.00652956523181365,0.000164355680764834,8.80483224842292e-05,4.35016475037218e-05,2.74376828332604e-05,4.55577941779735e-05,-8.60024089112484e-05,-2.84730684099633e-05,-4.62696360339693e-05,1.04193266769423e-05,7.85348413929271e-06,-1.55592207433254e-05,-1.79613373970301e-05,-1.52958002359109e-05,-5.87568757131095e-06,-1.48857518097959e-05,-1.7948413983177e-05,-6.2160630810439e-05,-3.15861273798037e-05,-3.80040336748902e-05,-2.99248409275943e-05,-2.12882088360973e-05,-8.67147211689008e-06,-6.49778360833828e-05,-6.02444273328889e-05,-6.60637109142364e-05,-4.87487505978239e-05,-2.31280315166322e-05,-1.9571165117783e-05,-4.38677771647865e-06,-4.64169990489988e-05,-4.92224072120937e-05,-2.83740072220805e-05,-3.94556517032189e-05,-1.49240050945107e-05,-0.000114175780901142,-0.000238773592255184,-0.000345501137889506,0.00226895427734777,-0.000253359220974575,-0.000101845855521999,-2.93654853522802e-06,-4.35529886726063e-06,4.14638824394622e-07
