"","Stock","Alt","Sim","Yr","SSB","Rec","Tot_biom","SPR_Implied","F","Ntot","Catch","ABC","OFL","AvgAge","AvgAgeTot","SexRatio","FABC","FOFL"
"25","EBS_Pollock_2018",1,2,2028,1938.98,15647.7,8406.34,0.44544,0.373875,7798.45,943.182,943.182,1164.2,3.79958,2.44324,0.5,0.373875,0.476951
"26","EBS_Pollock_2018",1,2,2029,2035.55,26882.2,8391.18,0.434433,0.393717,8062.12,1025.28,1025.28,1262.02,3.90898,2.09371,0.5,0.393717,0.501804
"27","EBS_Pollock_2018",1,2,2030,2033.95,17128,8505.87,0.434613,0.393383,7916.68,1105.42,1105.42,1355.78,3.99546,2.32269,0.5,0.393383,0.500684
"28","EBS_Pollock_2018",1,2,2031,1958.11,25341.9,8786.47,0.443206,0.377799,7572,1008.74,1008.74,1239.92,3.70263,2.14455,0.5,0.377799,0.481199
"29","EBS_Pollock_2018",1,3,2018,3559.29,36799.1,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,2.17451,0.5,0.465179,0.603371
"30","EBS_Pollock_2018",1,3,2019,3004.65,5113.74,11382.7,0.4,0.465179,10667.3,2163.41,2163.41,2659.87,4.53852,2.97742,0.5,0.465179,0.603371
"31","EBS_Pollock_2018",1,3,2020,2349.62,6969.43,10356.5,0.403022,0.458261,8690.1,1537.05,1537.05,1862.56,3.73028,3.1632,0.5,0.458261,0.580717
"32","EBS_Pollock_2018",1,3,2021,2281.65,7572.4,8985.83,0.409311,0.444293,9207.16,1258.31,1258.31,1537.09,3.99731,3.17659,0.5,0.444293,0.565267
"33","EBS_Pollock_2018",1,3,2022,2285.33,13065.5,7808.87,0.408965,0.445047,8898.81,1363.66,1363.66,1669.97,4.64929,2.62459,0.5,0.445047,0.565839
"34","EBS_Pollock_2018",1,3,2023,1974.55,17479,6582.08,0.441309,0.381172,6997.8,1059.04,1059.04,1300.07,4.89082,2.22007,0.5,0.381172,0.484922
"35","EBS_Pollock_2018",1,3,2024,1609.6,35441.5,6099.92,0.489174,0.306168,5430.38,808.208,808.208,994.332,4.55326,1.73723,0.5,0.306168,0.389733
"36","EBS_Pollock_2018",1,3,2025,1401.6,13594.4,6619.78,0.523,0.263454,4989.01,545.885,545.885,677.941,3.94262,2.26182,0.5,0.263454,0.336669
"37","EBS_Pollock_2018",1,3,2026,1470.84,10780.3,8002.35,0.511088,0.27769,5656.44,546.966,546.966,680.818,3.2733,2.61535,0.5,0.27769,0.355296
"38","EBS_Pollock_2018",1,3,2027,1848.55,12906.7,8474.38,0.456423,0.355302,7813.76,757.374,757.374,938.846,3.56733,2.64877,0.5,0.355302,0.454358
"39","EBS_Pollock_2018",1,3,2028,2173.74,13676.8,8397.12,0.419847,0.422118,8912.66,1156.99,1156.99,1424.83,4.11239,2.57626,0.5,0.422118,0.537976
"40","EBS_Pollock_2018",1,3,2029,2115.02,36423,7818.76,0.42589,0.410044,8041.24,1161.13,1161.13,1424.94,4.30998,1.84882,0.5,0.410044,0.521777
"41","EBS_Pollock_2018",1,3,2030,1883.54,11809.5,7811.33,0.452105,0.362464,6911.6,1023.08,1023.08,1253.77,4.19684,2.39824,0.5,0.362464,0.461033
"42","EBS_Pollock_2018",1,3,2031,1708.72,35164.8,8467.42,0.474878,0.326553,6416.73,804.663,804.663,992.403,3.44773,1.93632,0.5,0.326553,0.41636
"43","EBS_Pollock_2018",1,4,2018,3559.29,6129.65,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,3.43351,0.5,0.465179,0.603371
"44","EBS_Pollock_2018",1,4,2019,3004.65,10623.7,10610.3,0.4,0.465179,10667.3,2163.4,2163.4,2659.85,4.59103,3.02616,0.5,0.465179,0.603371
"45","EBS_Pollock_2018",1,4,2020,2342,7724.12,8173.22,0.403715,0.456693,8590.35,1530.73,1530.73,1855.03,4.67047,3.02866,0.5,0.456693,0.578726
"46","EBS_Pollock_2018",1,4,2021,1950.41,12124.3,6743.61,0.444107,0.37621,6934.58,1058.22,1058.22,1298.49,4.77217,2.56861,0.5,0.37621,0.478567
"47","EBS_Pollock_2018",1,4,2022,1675.55,16141,5900.37,0.479542,0.319733,5790.4,780.214,780.214,962.769,4.75644,2.22874,0.5,0.319733,0.407579
"48","EBS_Pollock_2018",1,4,2023,1478.79,34593,5707.81,0.509776,0.279308,5080.97,631.651,631.651,782.629,4.49321,1.73546,0.5,0.279308,0.356513
"49","EBS_Pollock_2018",1,4,2024,1385.63,16281.3,6423.98,0.525839,0.260179,4922.28,512.884,512.884,638.531,3.99303,2.16597,0.5,0.260179,0.332763
"50","EBS_Pollock_2018",1,4,2025,1453.45,8551.59,7869.51,0.514014,0.274117,5499.86,543.118,543.118,676.025,3.29741,2.69122,0.5,0.274117,0.350689
"51","EBS_Pollock_2018",1,4,2026,1795.41,14457.4,8394.24,0.463213,0.344383,7547.48,724.184,724.184,897.908,3.5026,2.57509,0.5,0.344383,0.440436
"52","EBS_Pollock_2018",1,4,2027,2142.19,11823.4,8313.25,0.423064,0.415634,8847.51,1112.31,1112.31,1370.84,4.09735,2.66165,0.5,0.415634,0.52993
"53","EBS_Pollock_2018",1,4,2028,2110.67,10017.7,7808.02,0.426346,0.409151,8043.95,1155.88,1155.88,1419.57,4.29788,2.72634,0.5,0.409151,0.520729
"54","EBS_Pollock_2018",1,4,2029,1886.94,30222.8,7063.43,0.451689,0.363164,6933.98,1015.5,1015.5,1244.66,4.28834,1.9088,0.5,0.363164,0.46198
"55","EBS_Pollock_2018",1,4,2030,1696.89,30521.1,6843.76,0.47653,0.324119,6277.4,810.382,810.382,999.194,4.3213,1.8803,0.5,0.324119,0.413162
"56","EBS_Pollock_2018",1,4,2031,1591.17,68670.4,7928.18,0.491935,0.302404,5865.13,682.388,682.388,845.587,3.61192,1.57252,0.5,0.302404,0.38612
"57","EBS_Pollock_2018",1,5,2018,3559.29,59683.9,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,1.84738,0.5,0.465179,0.603371
"58","EBS_Pollock_2018",1,5,2019,3004.65,17602.5,11958.9,0.4,0.465179,10667.3,2163.42,2163.42,2659.88,4.50011,2.36592,0.5,0.465179,0.603371
"59","EBS_Pollock_2018",1,5,2020,2355.31,14214.6,12403.6,0.402507,0.45943,8764.53,1541.79,1541.79,1868.19,3.26797,2.66076,0.5,0.45943,0.582203
"60","EBS_Pollock_2018",1,5,2021,2543.67,15405,12112.3,0.4,0.465179,10956.9,1339.13,1339.13,1660.29,3.43053,2.74791,0.5,0.465179,0.603371
"61","EBS_Pollock_2018",1,5,2022,2983.01,8093.56,11626.4,0.4,0.465179,12562.1,1713.71,1713.71,2137.63,4.07377,3.14522,0.5,0.465179,0.603371
"62","EBS_Pollock_2018",1,5,2023,2906.83,21518.4,10330.2,0.4,0.465179,11218.5,1737.84,1737.84,2160.85,4.35812,2.42424,0.5,0.465179,0.603371
"63","EBS_Pollock_2018",1,5,2024,2478.07,23243.9,8920.4,0.4,0.465179,9180.34,1727.3,1727.3,2128.13,4.5488,2.16624,0.5,0.465179,0.603371
"64","EBS_Pollock_2018",1,5,2025,1978.21,15220.5,8112.36,0.440893,0.381917,7184.49,1130.68,1130.68,1382.68,4.16168,2.3693,0.5,0.381917,0.485298
"65","EBS_Pollock_2018",1,5,2026,1798.08,11435.2,8150.53,0.462876,0.344915,6796.09,855.392,855.392,1052.98,3.70868,2.61521,0.5,0.344915,0.439646
"66","EBS_Pollock_2018",1,5,2027,1906.73,8953.39,8145.66,0.44928,0.367247,7629.49,915.841,915.841,1128.59,3.83243,2.84305,0.5,0.367247,0.468409
"67","EBS_Pollock_2018",1,5,2028,2022.68,42320.9,7736.15,0.435859,0.391074,8004.37,1013.52,1013.52,1249.35,4.15028,1.7777,0.5,0.391074,0.49858
"68","EBS_Pollock_2018",1,5,2029,1967.14,9633.86,7866.44,0.44216,0.379654,7403.33,1031.18,1031.18,1267.54,4.36933,2.46605,0.5,0.379654,0.483425
"69","EBS_Pollock_2018",1,5,2030,1769.53,24694.5,8746.09,0.466629,0.339043,6457.16,886.786,886.786,1091.59,3.42446,2.16443,0.5,0.339043,0.43185
"70","EBS_Pollock_2018",1,5,2031,1913.7,25355.5,8899.69,0.448443,0.36868,7958.85,869.683,869.683,1069.93,3.59048,2.16487,0.5,0.36868,0.47046
"71","EBS_Pollock_2018",1,6,2018,3559.29,61299.6,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,1.83104,0.5,0.465179,0.603371
"72","EBS_Pollock_2018",1,6,2019,3004.65,15269,11999.6,0.4,0.465179,10667.3,2163.42,2163.42,2659.88,4.49742,2.42092,0.5,0.465179,0.603371
"73","EBS_Pollock_2018",1,6,2020,2355.71,12652.4,12467.1,0.402471,0.459513,8769.78,1542.12,1542.12,1868.59,3.2439,2.7393,0.5,0.459513,0.582308
"74","EBS_Pollock_2018",1,6,2021,2561.81,19863.2,12037.4,0.4,0.465179,11070,1341.1,1341.1,1662.85,3.45402,2.59026,0.5,0.465179,0.603371
"75","EBS_Pollock_2018",1,6,2022,2996.01,12899.9,11559.5,0.4,0.465179,12577.3,1731.19,1731.19,2159.65,4.14316,2.8071,0.5,0.465179,0.603371
"76","EBS_Pollock_2018",1,6,2023,2872.73,17713.7,10559.5,0.4,0.465179,10992.4,1729.59,1729.59,2150.03,4.27554,2.54393,0.5,0.465179,0.603371
"77","EBS_Pollock_2018",1,6,2024,2461.2,17750.9,9353.79,0.4,0.465179,9208.14,1705.19,1705.19,2099.71,4.25411,2.39338,0.5,0.465179,0.603371
"78","EBS_Pollock_2018",1,6,2025,2070.77,9618.63,8315.87,0.430598,0.400943,7825.95,1192.46,1192.46,1457.31,4.12971,2.71302,0.5,0.400943,0.509554
"79","EBS_Pollock_2018",1,6,2026,1922.56,10040.1,7847.02,0.447388,0.370494,7324.16,966.784,966.784,1188.76,3.97659,2.75854,0.5,0.370494,0.471977
"80","EBS_Pollock_2018",1,6,2027,1907.26,19077.4,7312.68,0.44922,0.367351,7346.8,955.224,955.224,1175.39,4.19748,2.26589,0.5,0.367351,0.468118
"81","EBS_Pollock_2018",1,6,2028,1840.19,16511.7,6929.35,0.457483,0.353569,6903.62,901.36,901.36,1111.6,4.41036,2.27194,0.5,0.353569,0.450699
"82","EBS_Pollock_2018",1,6,2029,1697.16,9745.93,6999.06,0.476491,0.324176,6144.89,793.291,793.291,979.42,4.07582,2.59404,0.5,0.324176,0.413361
"83","EBS_Pollock_2018",1,6,2030,1644.29,35039.5,6994.67,0.484036,0.313319,6194.75,725.242,725.242,896.212,3.87525,1.8406,0.5,0.313319,0.399872
"84","EBS_Pollock_2018",1,6,2031,1717.09,50098.4,7376.97,0.473714,0.328282,6692.77,755.654,755.654,935.346,4.06843,1.68061,0.5,0.328282,0.4192
"85","EBS_Pollock_2018",1,7,2018,3559.29,11319.4,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,3.05987,0.5,0.465179,0.603371
"86","EBS_Pollock_2018",1,7,2019,3004.65,6298.02,10741,0.4,0.465179,10667.3,2163.4,2163.4,2659.85,4.58206,3.29787,0.5,0.465179,0.603371
"87","EBS_Pollock_2018",1,7,2020,2343.29,22366.6,8457.2,0.403598,0.456959,8607.22,1531.8,1531.8,1856.3,4.47706,2.2514,0.5,0.456959,0.579063
"88","EBS_Pollock_2018",1,7,2021,2005.61,85398.5,7238.06,0.437775,0.387556,7308.1,1091.23,1091.23,1337.93,4.70555,1.42673,0.5,0.387556,0.493014
"89","EBS_Pollock_2018",1,7,2022,1746.41,12764.8,8910.15,0.469724,0.334292,6111.63,851.017,851.017,1049.22,4.02596,2.23363,0.5,0.334292,0.42594
"90","EBS_Pollock_2018",1,7,2023,1672.99,19132.3,12406.7,0.479901,0.319215,6375.01,734.896,734.896,907.399,2.55954,2.48909,0.5,0.319215,0.407365
"91","EBS_Pollock_2018",1,7,2024,2511.07,10084.7,13358.8,0.4,0.465179,11963.1,1135.59,1135.59,1412.08,3.15457,3.01336,0.5,0.465179,0.603371
"92","EBS_Pollock_2018",1,7,2025,3414.75,24253.1,13325.7,0.4,0.465179,14966.8,1872.81,1872.81,2347.55,3.99476,2.54373,0.5,0.465179,0.603371
"93","EBS_Pollock_2018",1,7,2026,3443.42,40265.2,12019.7,0.4,0.465179,13385.2,2014.84,2014.84,2507.92,4.47424,2.03863,0.5,0.465179,0.603371
"94","EBS_Pollock_2018",1,7,2027,2854.87,16480.9,11427.1,0.4,0.465179,10427.6,2100.71,2100.71,2584.49,4.25119,2.42347,0.5,0.465179,0.603371
"95","EBS_Pollock_2018",1,7,2028,2278.08,9669.42,10990.3,0.409652,0.443553,8727.32,1420.67,1420.67,1724.1,3.45938,2.83318,0.5,0.443553,0.562605
"96","EBS_Pollock_2018",1,7,2029,2353.1,42298.9,10465.5,0.402706,0.458977,9926.77,1335.29,1335.29,1628.86,3.61353,1.95918,0.5,0.458977,0.583863
"97","EBS_Pollock_2018",1,7,2030,2555.92,51188.4,10363.1,0.4,0.465179,10527,1478.18,1478.18,1841.7,4.15491,1.80973,0.5,0.465179,0.603371
"98","EBS_Pollock_2018",1,7,2031,2404.31,27354.4,11784.7,0.4,0.465179,9209.48,1501.55,1501.55,1843.24,3.56594,2.16296,0.5,0.465179,0.59549
"99","EBS_Pollock_2018",1,8,2018,3559.29,11681.5,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,3.03804,0.5,0.465179,0.603371
"100","EBS_Pollock_2018",1,8,2019,3004.65,8805.9,10750.1,0.4,0.465179,10667.3,2163.4,2163.4,2659.85,4.58144,3.0769,0.5,0.465179,0.603371
"101","EBS_Pollock_2018",1,8,2020,2343.38,18031.9,8547.78,0.40359,0.456977,8608.4,1531.87,1531.87,1856.39,4.45876,2.41148,0.5,0.456977,0.579086
"102","EBS_Pollock_2018",1,8,2021,2010.18,13557.6,7350.4,0.437262,0.388494,7343.3,1094.04,1094.04,1341.29,4.5865,2.45235,0.5,0.388494,0.494207
"103","EBS_Pollock_2018",1,8,2022,1780.68,18377.2,7022.2,0.465155,0.341335,6326.53,872.011,872.011,1074.56,4.26593,2.23079,0.5,0.341335,0.434906
"104","EBS_Pollock_2018",1,8,2023,1670.79,17912.6,6963.47,0.480216,0.318762,6139.66,749.849,749.849,925.914,4.05556,2.23058,0.5,0.318762,0.406662
"105","EBS_Pollock_2018",1,8,2024,1676.72,19778,7280.22,0.479369,0.319983,6352.42,741.593,741.593,917.806,3.91031,2.19511,0.5,0.319983,0.408504
"106","EBS_Pollock_2018",1,8,2025,1749.09,36310.6,7698.52,0.469353,0.334857,6766.69,763.494,763.494,945.106,3.81769,1.86677,0.5,0.334857,0.427608
"107","EBS_Pollock_2018",1,8,2026,1852.28,10107.8,8622.23,0.455963,0.356056,7253.94,881.855,881.855,1087.96,3.75059,2.5318,0.5,0.356056,0.45417
"108","EBS_Pollock_2018",1,8,2027,1947.63,51186.5,9569.69,0.444426,0.37565,7757.19,953.219,953.219,1174.45,3.38803,1.78955,0.5,0.37565,0.478986
"109","EBS_Pollock_2018",1,8,2028,2206.39,46630.2,10347.5,0.416585,0.428826,9277.24,1151.66,1151.66,1412.29,3.68295,1.8645,0.5,0.428826,0.546369
"110","EBS_Pollock_2018",1,8,2029,2344.8,11683.3,12588.6,0.403459,0.457273,9563.51,1404.5,1404.5,1719.15,3.29596,2.57739,0.5,0.457273,0.581484
"111","EBS_Pollock_2018",1,8,2030,2583.85,8521.86,13795.3,0.4,0.465179,11077.6,1386.33,1386.33,1720.72,3.09396,3.078,0.5,0.465179,0.603371
"112","EBS_Pollock_2018",1,8,2031,3169.7,17777.3,13242.3,0.4,0.465179,13966.9,1779.11,1779.11,2211.75,3.72564,2.7903,0.5,0.465179,0.603371
"113","EBS_Pollock_2018",1,9,2018,3559.29,18097.6,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,2.7158,0.5,0.465179,0.603371
"114","EBS_Pollock_2018",1,9,2019,3004.65,28830.3,10911.7,0.4,0.465179,10667.3,2163.4,2163.4,2659.86,4.5704,2.18136,0.5,0.465179,0.603371
"115","EBS_Pollock_2018",1,9,2020,2344.97,54786.9,9537.8,0.403444,0.457305,8629.27,1533.2,1533.2,1857.97,4.20313,1.72711,0.5,0.457305,0.579503
"116","EBS_Pollock_2018",1,9,2021,2084.82,9857.6,10352.4,0.429086,0.403836,7887.61,1139.6,1139.6,1395.75,3.69072,2.51789,0.5,0.403836,0.513746
"117","EBS_Pollock_2018",1,9,2022,2149.03,8416.04,11997.2,0.422362,0.417037,8679.43,1128.54,1128.54,1383.95,3.07672,2.98483,0.5,0.417037,0.531122
"118","EBS_Pollock_2018",1,9,2023,2660.96,24395.9,11709.6,0.4,0.465179,11737.3,1385.64,1385.64,1723.29,3.57485,2.45227,0.5,0.465179,0.603371
"119","EBS_Pollock_2018",1,9,2024,3008.96,14064.7,10992.5,0.4,0.465179,12415,1775.86,1775.86,2214.32,4.3637,2.67674,0.5,0.465179,0.603371
"120","EBS_Pollock_2018",1,9,2025,2695.96,31088.8,10109,0.4,0.465179,10034.5,1721.9,1721.9,2134.19,4.24893,2.0854,0.5,0.465179,0.603371
"121","EBS_Pollock_2018",1,9,2026,2249.77,10914.1,9329.81,0.412357,0.43773,8434.46,1476.92,1476.92,1787.83,4.04479,2.5776,0.5,0.43773,0.554631
"122","EBS_Pollock_2018",1,9,2027,2007.84,21773.3,9123.8,0.437523,0.388016,7808.82,1090.33,1090.33,1336.8,3.66696,2.29019,0.5,0.388016,0.493775
"123","EBS_Pollock_2018",1,9,2028,2099.69,19458.8,8934.34,0.427501,0.406899,8530.72,1045.23,1045.23,1284.81,3.84169,2.33514,0.5,0.406899,0.518657
"124","EBS_Pollock_2018",1,9,2029,2179.43,64762.5,9145.13,0.419276,0.423282,8618.51,1247.05,1247.05,1528.47,3.94012,1.62971,0.5,0.423282,0.538512
"125","EBS_Pollock_2018",1,9,2030,2120.5,25340.8,10145.6,0.425316,0.411172,8285.35,1128.85,1128.85,1384.47,3.77314,2.11402,0.5,0.411172,0.523411
"126","EBS_Pollock_2018",1,9,2031,2112.68,9004.91,12607.4,0.426136,0.409562,8429.3,1191.47,1191.47,1457.57,2.96588,2.78852,0.5,0.409562,0.520953
"127","EBS_Pollock_2018",1,10,2018,3559.29,6100.11,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,3.43602,0.5,0.465179,0.603371
"128","EBS_Pollock_2018",1,10,2019,3004.65,12657,10609.6,0.4,0.465179,10667.3,2163.4,2163.4,2659.85,4.59109,2.88218,0.5,0.465179,0.603371
"129","EBS_Pollock_2018",1,10,2020,2341.99,17074.7,8222.18,0.403716,0.456692,8590.25,1530.72,1530.72,1855.02,4.66725,2.4071,0.5,0.456692,0.578724
"130","EBS_Pollock_2018",1,10,2021,1950.61,17727.2,7130.43,0.444085,0.37625,6938.99,1058.4,1058.4,1298.7,4.64967,2.25128,0.5,0.37625,0.478617
"131","EBS_Pollock_2018",1,10,2022,1699.53,8713.04,6924.56,0.476159,0.324663,5969.32,792.856,792.856,978.012,4.19725,2.65196,0.5,0.324663,0.413869
"132","EBS_Pollock_2018",1,10,2023,1628.33,13830.9,6931.99,0.486376,0.310039,6031.58,717.07,717.07,886.394,3.90989,2.45648,0.5,0.310039,0.395685
"133","EBS_Pollock_2018",1,10,2024,1704.03,34879,6750.89,0.475523,0.3256,6591.88,726.542,726.542,900.298,4.13513,1.82726,0.5,0.3256,0.415941
"134","EBS_Pollock_2018",1,10,2025,1736.13,8536.99,7283.24,0.471108,0.332192,6503.43,790.738,790.738,978.73,4.18698,2.52181,0.5,0.332192,0.423972
"135","EBS_Pollock_2018",1,10,2026,1680.83,5426.94,8142.37,0.478787,0.320826,6238.91,755.019,755.019,933.351,3.46882,3.0411,0.5,0.320826,0.409375
"136","EBS_Pollock_2018",1,10,2027,1862.66,24407.5,7878.59,0.454667,0.358194,7659.18,845.442,845.442,1041.86,3.74138,2.17503,0.5,0.358194,0.457169
"137","EBS_Pollock_2018",1,10,2028,2043.48,24594.7,7603.71,0.433561,0.395347,8193.6,1060.31,1060.31,1307.24,4.42469,2.06785,0.5,0.395347,0.503956
"138","EBS_Pollock_2018",1,10,2029,1896,49839.5,7919.7,0.450582,0.365034,6905.62,958.083,958.083,1180.52,4.04494,1.69431,0.5,0.365034,0.465001
"139","EBS_Pollock_2018",1,10,2030,1771.13,18628.4,9176.3,0.466418,0.33937,6687.17,875.106,875.106,1074.78,3.5233,2.2274,0.5,0.33937,0.432272
"140","EBS_Pollock_2018",1,10,2031,1902.9,12937.4,11044,0.449742,0.366461,7880.53,901.565,901.565,1111.45,3.05609,2.6501,0.5,0.366461,0.467565
"141","EBS_Pollock_2018",1,11,2018,3559.29,21576.9,11904.2,0.533819,0.251205,12416,1350,2310.79,2853.5,4.81433,2.5803,0.5,0.465179,0.603371
"142","EBS_Pollock_2018",1,11,2019,3004.65,26081.6,10999.3,0.4,0.465179,10667.3,2163.41,2163.41,2659.86,4.56443,2.24335,0.5,0.465179,0.603371
"143","EBS_Pollock_2018",1,11,2020,2345.84,19121.9,9732,0.403366,0.457483,8640.59,1533.92,1533.92,1858.83,4.10083,2.344,0.5,0.457483,0.579729
"144","EBS_Pollock_2018",1,11,2021,2121.86,22566.6,9549.97,0.425175,0.41145,8138.51,1161.89,1161.89,1422.33,3.74483,2.27214,0.5,0.41145,0.523441
"145","EBS_Pollock_2018",1,11,2022,2185.87,11721.6,9667.49,0.418629,0.424608,8757.72,1176.91,1176.91,1442.68,3.76113,2.65979,0.5,0.424608,0.540593
"146","EBS_Pollock_2018",1,11,2023,2267.65,12511.7,9613.76,0.41064,0.441414,9091.85,1287.08,1287.08,1576.22,3.80088,2.7075,0.5,0.441414,0.561609
"147","EBS_Pollock_2018",1,11,2024,2276.83,43864.3,8912.96,0.409768,0.443301,9063.75,1307.79,1307.79,1598.83,4.03916,1.82109,0.5,0.443301,0.563744
"148","EBS_Pollock_2018",1,11,2025,2159.93,30797.7,8880.86,0.421252,0.419271,8320.44,1259.67,1259.67,1540.58,4.2195,1.97804,0.5,0.419271,0.532977
"149","EBS_Pollock_2018",1,11,2026,1949.81,10135.4,10117,0.444176,0.376089,7328.05,1032.1,1032.1,1266.88,3.37323,2.61304,0.5,0.376089,0.478675
"150","EBS_Pollock_2018",1,11,2027,2107.76,7648.16,10834.4,0.42665,0.408556,8877.65,1063.98,1063.98,1303.26,3.23589,3.05173,0.5,0.408556,0.520591
"151","EBS_Pollock_2018",1,11,2028,2550.4,20041.8,10383.9,0.4,0.465179,11069,1414.24,1414.24,1761.58,3.84218,2.50851,0.5,0.465179,0.603371
"152","EBS_Pollock_2018",1,11,2029,2659.52,44054.2,9425.06,0.4,0.465179,10604.6,1569.89,1569.89,1955.7,4.47693,1.83732,0.5,0.465179,0.603371
"153","EBS_Pollock_2018",1,11,2030,2286.59,60060.3,9354.89,0.408849,0.445301,8343.26,1498.84,1498.84,1820.67,4.25037,1.66261,0.5,0.445301,0.564453
"154","EBS_Pollock_2018",1,11,2031,1907.54,17430.8,11053.3,0.449194,0.367395,7129.83,1041.38,1041.38,1273.51,3.23571,2.30464,0.5,0.367395,0.467136
