Sci,Year,vessel,AreaSwept,Lat,Lon,LAT,LON,Num
MN,2010,1,0.000001,56.5,-168,56.5,-168,109.91008
MN,2010,1,0.000001,56.5,-167,56.5,-167,73.98335
MN,2010,1,0.000001,56.5,-166,56.5,-166,21.59798
MN,2010,1,0.000001,56.5,-165,56.5,-165,0
MN,2010,1,0.000001,56.5,-164,56.5,-164,0.546079
MN,2010,1,0.000001,56.5,-163,56.5,-163,0
MN,2010,1,0.000001,56.5,-162,56.5,-162,0
MN,2010,1,0.000001,56.5,-161,56.5,-161,0
MN,2010,1,0.000001,57,-169,57,-169,0
MN,2010,1,0.000001,57,-168,57,-168,0
MN,2010,1,0.000001,57,-167,57,-167,0
MN,2010,1,0.000001,57,-166,57,-166,0
MN,2010,1,0.000001,57,-165,57,-165,0
MN,2010,1,0.000001,57,-164,57,-164,0
MN,2010,1,0.000001,57,-163,57,-163,0
MN,2010,1,0.000001,57,-162,57,-162,0
MN,2010,1,0.000001,57,-161,57,-161,0
MN,2010,1,0.000001,57.5,-169,57.5,-169,0
MN,2010,1,0.000001,57.5,-168,57.5,-168,0
MN,2010,1,0.000001,57.5,-167,57.5,-167,0
MN,2010,1,0.000001,57.5,-166,57.5,-166,0
MN,2010,1,0.000001,57.5,-165,57.5,-165,0
MN,2010,1,0.000001,57.5,-164,57.5,-164,0
MN,2010,1,0.000001,57.5,-163,57.5,-163,0
MN,2010,1,0.000001,57.5,-162,57.5,-162,0
MN,2010,1,0.000001,57.5,-161,57.5,-161,0
MN,2010,1,0.000001,58,-169,58,-169,0
MN,2010,1,0.000001,58,-168,58,-168,0
MN,2010,1,0.000001,58,-167,58,-167,0
MN,2010,1,0.000001,58,-166,58,-166,0
MN,2010,1,0.000001,58,-165,58,-165,0
MN,2010,1,0.000001,58,-164,58,-164,0
MN,2010,1,0.000001,58,-163,58,-163,0
MN,2010,1,0.000001,58,-162,58,-162,0
MN,2010,1,0.000001,58,-161,58,-161,0
MN,2010,1,0.000001,58.5,-170,58.5,-170,0
MN,2010,1,0.000001,58.5,-169,58.5,-169,0
MN,2010,1,0.000001,58.5,-168,58.5,-168,0
MN,2010,1,0.000001,58.5,-167,58.5,-167,0
MN,2010,1,0.000001,58.5,-166,58.5,-166,0
MN,2010,1,0.000001,58.5,-164,58.5,-164,0
MN,2010,1,0.000001,58.5,-163,58.5,-163,0
MN,2010,1,0.000001,58.5,-162,58.5,-162,0
MN,2010,1,0.000001,59,-171,59,-171,164.13254
MN,2010,1,0.000001,59,-169,59,-169,0
MN,2010,1,0.000001,59,-168,59,-168,0
MN,2010,1,0.000001,59,-167,59,-167,0
MN,2010,1,0.000001,59,-166,59,-166,0
MN,2010,1,0.000001,59,-165,59,-165,0
MN,2010,1,0.000001,59,-164,59,-164,0
MN,2010,1,0.000001,59.5,-170,59.5,-170,0
MN,2010,1,0.000001,59.5,-169,59.5,-169,0
MN,2010,1,0.000001,59.5,-168,59.5,-168,0
MN,2011,1,0.000001,55,-167,55,-167,8774.352619
MN,2011,1,0.000001,55,-166,55,-166,965.4432
MN,2011,1,0.000001,55,-165,55,-165,1328.46231
MN,2011,1,0.000001,55.5,-168,55.5,-168,2266.33104
MN,2011,1,0.000001,55.5,-167,55.5,-167,3584.42568
MN,2011,1,0.000001,55.5,-166,55.5,-166,1780.26592
MN,2011,1,0.000001,55.5,-165,55.5,-165,933.81918
MN,2011,1,0.000001,55.5,-164,55.5,-164,67.20472
MN,2011,1,0.000001,55.5,-163,55.5,-163,61.63448
MN,2011,1,0.000001,56,-168,56,-168,2444.43015
MN,2011,1,0.000001,56,-167,56,-167,3450.3768
MN,2011,1,0.000001,56,-166,56,-166,441.4311
MN,2011,1,0.000001,56,-165,56,-165,122.9166
MN,2011,1,0.000001,56,-164,56,-164,79.01852
MN,2011,1,0.000001,56,-163,56,-163,2.056
MN,2011,1,0.000001,56,-162,56,-162,0
MN,2011,1,0.000001,56.5,-170,56.5,-170,1200.67175
MN,2011,1,0.000001,56.5,-168,56.5,-168,551.2518
MN,2011,1,0.000001,56.5,-167,56.5,-167,316.239
MN,2011,1,0.000001,56.5,-166,56.5,-166,0.62566
MN,2011,1,0.000001,56.5,-165,56.5,-165,0.6327
MN,2011,1,0.000001,56.5,-164,56.5,-164,22.24145
MN,2011,1,0.000001,56.5,-163,56.5,-163,246.10725
MN,2011,1,0.000001,56.5,-162,56.5,-162,19.23705
MN,2011,1,0.000001,57,-171,57,-171,912.68397
MN,2011,1,0.000001,57,-170,57,-170,60.74432
MN,2011,1,0.000001,57,-169,57,-169,1.209
MN,2011,1,0.000001,57,-168,57,-168,110.89575
MN,2011,1,0.000001,57,-167,57,-167,0.5271
MN,2011,1,0.000001,57,-166,57,-166,0
MN,2011,1,0.000001,57,-165,57,-165,0
MN,2011,1,0.000001,57,-164,57,-164,4.9761
MN,2011,1,0.000001,57,-163,57,-163,0
MN,2011,1,0.000001,57.5,-171,57.5,-171,179.97756
MN,2011,1,0.000001,57.5,-170,57.5,-170,389.58848
MN,2011,1,0.000001,57.5,-169,57.5,-169,1.17719
MN,2011,1,0.000001,57.5,-168,57.5,-168,38.74677
MN,2011,1,0.000001,57.5,-167,57.5,-167,0
MN,2011,1,0.000001,57.5,-166,57.5,-166,0
MN,2011,1,0.000001,57.5,-165,57.5,-165,0
MN,2011,1,0.000001,57.5,-164,57.5,-164,0
MN,2011,1,0.000001,57.5,-162,57.5,-162,9.25408
MN,2011,1,0.000001,58,-171,58,-171,178.12872
MN,2011,1,0.000001,58,-170,58,-170,0
MN,2011,1,0.000001,58,-169,58,-169,0
MN,2011,1,0.000001,58,-167,58,-167,0
MN,2011,1,0.000001,58,-165,58,-165,0
MN,2011,1,0.000001,58,-164,58,-164,0
MN,2011,1,0.000001,58,-164,58,-164,0
MN,2011,1,0.000001,58,-163,58,-163,0
MN,2011,1,0.000001,58,-162,58,-162,0
MN,2011,1,0.000001,58.5,-171,58.5,-171,215.46954
MN,2011,1,0.000001,58.5,-170,58.5,-170,0
MN,2011,1,0.000001,58.5,-169,58.5,-169,10.27789
MN,2011,1,0.000001,58.5,-167,58.5,-167,0
MN,2011,1,0.000001,58.5,-166,58.5,-166,0
MN,2011,1,0.000001,58.5,-164,58.5,-164,0
MN,2011,1,0.000001,58.5,-163,58.5,-163,0
MN,2011,1,0.000001,58.5,-162,58.5,-162,0
MN,2011,1,0.000001,59,-171,59,-171,9.9936
MN,2011,1,0.000001,59,-170,59,-170,180.86073
MN,2011,1,0.000001,59,-169,59,-169,0.59173
MN,2011,1,0.000001,59.5,-171,59.5,-171,0
MN,2011,1,0.000001,59.5,-170,59.5,-170,0
MN,2011,1,0.000001,59.5,-169,59.5,-169,0
MN,2011,1,0.000001,59.5,-168,59.5,-168,0
MN,2011,1,0.000001,59.5,-167,59.5,-167,0
MN,2012,1,0.000001,55,-167,55,-167,1908.458402
MN,2012,1,0.000001,55,-166,55,-166,10778.69402
MN,2012,1,0.000001,55,-165,55,-165,10505.55035
MN,2012,1,0.000001,55.5,-168,55.5,-168,16599.92293
MN,2012,1,0.000001,55.5,-167,55.5,-167,6286.60626
MN,2012,1,0.000001,55.5,-166,55.5,-166,2208.633336
MN,2012,1,0.000001,55.5,-165,55.5,-165,3085.495716
MN,2012,1,0.000001,55.5,-164,55.5,-164,1787.887625
MN,2012,1,0.000001,55.5,-163,55.5,-163,9.5682
MN,2012,1,0.000001,56,-170,56,-170,14462.17594
MN,2012,1,0.000001,56,-168,56,-168,3270.260259
MN,2012,1,0.000001,56,-167,56,-167,1329.53782
MN,2012,1,0.000001,56,-166,56,-166,876.869575
MN,2012,1,0.000001,56,-165,56,-165,24.2788
MN,2012,1,0.000001,56,-164,56,-164,26.4741
MN,2012,1,0.000001,56,-163,56,-163,139.3918
MN,2012,1,0.000001,56,-162,56,-162,4.9931
MN,2012,1,0.000001,56.5,-171,56.5,-171,1554.95406
MN,2012,1,0.000001,56.5,-170,56.5,-170,431.662464
MN,2012,1,0.000001,56.5,-169,56.5,-169,1029.010584
MN,2012,1,0.000001,56.5,-168,56.5,-168,1131.664464
MN,2012,1,0.000001,56.5,-167,56.5,-167,444.37
MN,2012,1,0.000001,56.5,-166,56.5,-166,52.0742
MN,2012,1,0.000001,56.5,-165,56.5,-165,1.86
MN,2012,1,0.000001,56.5,-164,56.5,-164,15.2383
MN,2012,1,0.000001,56.5,-163,56.5,-163,3.495
MN,2012,1,0.000001,56.5,-162,56.5,-162,2.6202
MN,2012,1,0.000001,56.5,-161,56.5,-161,0
MN,2012,1,0.000001,57,-172,57,-172,1590.144927
MN,2012,1,0.000001,57,-171,57,-171,699.417376
MN,2012,1,0.000001,57,-170,57,-170,5.0368
MN,2012,1,0.000001,57,-169,57,-169,90.285
MN,2012,1,0.000001,57,-168,57,-168,83.2275
MN,2012,1,0.000001,57,-167,57,-167,4.753
MN,2012,1,0.000001,57,-166,57,-166,0
MN,2012,1,0.000001,57,-165,57,-165,0
MN,2012,1,0.000001,57,-164,57,-164,0
MN,2012,1,0.000001,57,-163,57,-163,105.0322
MN,2012,1,0.000001,57,-162,57,-162,0
MN,2012,1,0.000001,57,-161,57,-161,0
MN,2012,1,0.000001,57,-160,57,-160,0
MN,2012,1,0.000001,57.5,-172,57.5,-172,11067.24351
MN,2012,1,0.000001,57.5,-171,57.5,-171,9.877056
MN,2012,1,0.000001,57.5,-170,57.5,-170,13.819
MN,2012,1,0.000001,57.5,-169,57.5,-169,0
MN,2012,1,0.000001,57.5,-168,57.5,-168,10.8942
MN,2012,1,0.000001,57.5,-167,57.5,-167,0
MN,2012,1,0.000001,57.5,-166,57.5,-166,0
MN,2012,1,0.000001,57.5,-165,57.5,-165,0
MN,2012,1,0.000001,57.5,-164,57.5,-164,0
MN,2012,1,0.000001,57.5,-163,57.5,-163,0
MN,2012,1,0.000001,57.5,-162,57.5,-162,0
MN,2012,1,0.000001,57.5,-161,57.5,-161,0
MN,2012,1,0.000001,57.5,-160,57.5,-160,0
MN,2012,1,0.000001,58,-172,58,-172,905.692095
MN,2012,1,0.000001,58,-171,58,-171,56.20272
MN,2012,1,0.000001,58,-170,58,-170,0
MN,2012,1,0.000001,58,-169,58,-169,0
MN,2012,1,0.000001,58,-168,58,-168,0
MN,2012,1,0.000001,58,-167,58,-167,0
MN,2012,1,0.000001,58,-166,58,-166,0
MN,2012,1,0.000001,58,-165,58,-165,0
MN,2012,1,0.000001,58,-164,58,-164,0
MN,2012,1,0.000001,58,-163,58,-163,0
MN,2012,1,0.000001,58,-162,58,-162,0
MN,2012,1,0.000001,58,-161,58,-161,0
MN,2012,1,0.000001,58,-160,58,-160,0
MN,2012,1,0.000001,58.5,-172,58.5,-172,582.81132
MN,2012,1,0.000001,58.5,-171,58.5,-171,1045.686642
MN,2012,1,0.000001,58.5,-170,58.5,-170,0
MN,2012,1,0.000001,58.5,-169,58.5,-169,0
MN,2012,1,0.000001,58.5,-168,58.5,-168,0
MN,2012,1,0.000001,58.5,-167,58.5,-167,0
MN,2012,1,0.000001,58.5,-166,58.5,-166,0
MN,2012,1,0.000001,58.5,-165,58.5,-165,0
MN,2012,1,0.000001,58.5,-164,58.5,-164,0
MN,2012,1,0.000001,59,-172,59,-172,83.8736
MN,2012,1,0.000001,59,-171,59,-171,64.9919
MN,2012,1,0.000001,59,-170,59,-170,0
MN,2012,1,0.000001,59,-169,59,-169,0
MN,2012,1,0.000001,59,-168,59,-168,0
MN,2012,1,0.000001,59,-167,59,-167,0
MN,2012,1,0.000001,59.5,-172,59.5,-172,0
MN,2012,1,0.000001,59.5,-171,59.5,-171,0
MN,2012,1,0.000001,59.5,-170,59.5,-170,0
MN,2012,1,0.000001,59.5,-169,59.5,-169,0
MN,2012,1,0.000001,59.5,-168,59.5,-168,1.314495
MN,2014,1,0.000001,55,-167,55,-167,11564.36005
MN,2014,1,0.000001,55,-166,55,-166,957.4548984
MN,2014,1,0.000001,55,-165,55,-165,889.5215043
MN,2014,1,0.000001,55.5,-168,55.5,-168,3168.280904
MN,2014,1,0.000001,55.5,-167,55.5,-167,126.7507137
MN,2014,1,0.000001,55.5,-166,55.5,-166,211.4871876
MN,2014,1,0.000001,55.5,-165,55.5,-165,4568.009963
MN,2014,1,0.000001,55.5,-164,55.5,-164,102.21027
MN,2014,1,0.000001,55.5,-163,55.5,-163,0
MN,2014,1,0.000001,56,-168,56,-168,460.4855808
MN,2014,1,0.000001,56,-167,56,-167,188.03421
MN,2014,1,0.000001,56,-165,56,-165,396.499831
MN,2014,1,0.000001,56,-164,56,-164,490.6732236
MN,2014,1,0.000001,56,-163,56,-163,0
MN,2014,1,0.000001,56,-162,56,-162,0
MN,2014,1,0.000001,56.5,-171,56.5,-171,415.377072
MN,2014,1,0.000001,56.5,-170,56.5,-170,1.9391658
MN,2014,1,0.000001,56.5,-169,56.5,-169,26.2949544
MN,2014,1,0.000001,56.5,-168,56.5,-168,0
MN,2014,1,0.000001,56.5,-167,56.5,-167,74.39862
MN,2014,1,0.000001,56.5,-166,56.5,-166,0
MN,2014,1,0.000001,56.5,-165,56.5,-165,0
MN,2014,1,0.000001,56.5,-164,56.5,-164,0
MN,2014,1,0.000001,56.5,-163,56.5,-163,0
MN,2014,1,0.000001,56.5,-162,56.5,-162,0
MN,2014,1,0.000001,57,-173,57,-173,1121.764121
MN,2014,1,0.000001,57,-172,57,-172,287.8504048
MN,2014,1,0.000001,57,-171,57,-171,0
MN,2014,1,0.000001,57,-170,57,-170,1.5436512
MN,2014,1,0.000001,57,-169,57,-169,0
MN,2014,1,0.000001,57,-168,57,-168,0
MN,2014,1,0.000001,57,-167,57,-167,0
MN,2014,1,0.000001,57,-166,57,-166,0
MN,2014,1,0.000001,57,-165,57,-165,0
MN,2014,1,0.000001,57,-164,57,-164,0
MN,2014,1,0.000001,57,-163,57,-163,0
MN,2014,1,0.000001,57,-162,57,-162,0
MN,2014,1,0.000001,57.5,-173,57.5,-173,2147.207726
MN,2014,1,0.000001,57.5,-172,57.5,-172,92.8868626
MN,2014,1,0.000001,57.5,-171,57.5,-171,3.4885149
MN,2014,1,0.000001,57.5,-170,57.5,-170,864.871371
MN,2014,1,0.000001,57.5,-169,57.5,-169,0
MN,2014,1,0.000001,57.5,-168,57.5,-168,0
MN,2014,1,0.000001,57.5,-167,57.5,-167,0
MN,2014,1,0.000001,57.5,-166,57.5,-166,0
MN,2014,1,0.000001,57.5,-165,57.5,-165,0
MN,2014,1,0.000001,57.5,-164,57.5,-164,0
MN,2014,1,0.000001,57.5,-163,57.5,-163,0
MN,2014,1,0.000001,57.5,-162,57.5,-162,0
MN,2014,1,0.000001,58,-173,58,-173,3033.290169
MN,2014,1,0.000001,58,-172,58,-172,45.1079046
MN,2014,1,0.000001,58,-171,58,-171,18.3482208
MN,2014,1,0.000001,58,-170,58,-170,0
MN,2014,1,0.000001,58,-169,58,-169,3.007563
MN,2014,1,0.000001,58,-168,58,-168,0
MN,2014,1,0.000001,58,-167,58,-167,0
MN,2014,1,0.000001,58,-166,58,-166,0
MN,2014,1,0.000001,58,-165,58,-165,0
MN,2014,1,0.000001,58.5,-173,58.5,-173,1218.615311
MN,2014,1,0.000001,58.5,-172,58.5,-172,2681.439986
MN,2014,1,0.000001,58.5,-171,58.5,-171,0
MN,2014,1,0.000001,58.5,-170,58.5,-170,0
MN,2014,1,0.000001,58.5,-169,58.5,-169,0
MN,2014,1,0.000001,58.5,-168,58.5,-168,0
MN,2014,1,0.000001,58.5,-167,58.5,-167,0
MN,2014,1,0.000001,59,-173,59,-173,1816.898383
MN,2014,1,0.000001,59,-172,59,-172,73.8225189
MN,2014,1,0.000001,59,-171,59,-171,0
MN,2014,1,0.000001,59,-170,59,-170,0
MN,2014,1,0.000001,59,-169,59,-169,0
MN,2014,1,0.000001,59.5,-173,59.5,-173,441.4034898
MN,2014,1,0.000001,59.5,-172,59.5,-172,0
MN,2014,1,0.000001,59.5,-171,59.5,-171,0
MN,2014,1,0.000001,59.5,-170,59.5,-170,0
MN,2015,1,0.000001,55,-167,55,-167,5671.05444
MN,2015,1,0.000001,55,-166,55,-166,725.682048
MN,2015,1,0.000001,55,-165,55,-165,1814.677368
MN,2015,1,0.000001,55.5,-168,55.5,-168,608.88282
MN,2015,1,0.000001,55.5,-167,55.5,-167,358.46514
MN,2015,1,0.000001,55.5,-166,55.5,-166,1278.91179
MN,2015,1,0.000001,55.5,-165,55.5,-165,194.370078
MN,2015,1,0.000001,55.5,-164,55.5,-164,345.653
MN,2015,1,0.000001,55.5,-163,55.5,-163,0
MN,2015,1,0.000001,56,-168,56,-168,337.282556
MN,2015,1,0.000001,56,-167,56,-167,1254.825
MN,2015,1,0.000001,56,-166,56,-166,127.13107
MN,2015,1,0.000001,56,-165,56,-165,228.708207
MN,2015,1,0.000001,56,-164,56,-164,14.687166
MN,2015,1,0.000001,56,-163,56,-163,2.126007
MN,2015,1,0.000001,56,-162,56,-162,0
MN,2015,1,0.000001,56.5,-168,56.5,-168,289.985007
MN,2015,1,0.000001,56.5,-167,56.5,-167,752.0838
MN,2015,1,0.000001,56.5,-166,56.5,-166,44.680311
MN,2015,1,0.000001,56.5,-165,56.5,-165,176.4243
MN,2015,1,0.000001,56.5,-164,56.5,-164,126.234108
MN,2015,1,0.000001,56.5,-163,56.5,-163,2.184975
MN,2015,1,0.000001,56.5,-162,56.5,-162,0
MN,2015,1,0.000001,57,-168,57,-168,0
MN,2015,1,0.000001,57,-167,57,-167,1.846026
MN,2015,1,0.000001,57,-166,57,-166,9.876048
MN,2015,1,0.000001,57,-165,57,-165,70.775718
MN,2015,1,0.000001,57,-164,57,-164,22.853025
MN,2015,1,0.000001,57,-163,57,-163,3.565692
MN,2015,1,0.000001,57,-162,57,-162,0
MN,2015,1,0.000001,57.5,-168,57.5,-168,0
MN,2015,1,0.000001,57.5,-167,57.5,-167,1.7745
MN,2015,1,0.000001,57.5,-166,57.5,-166,0
MN,2015,1,0.000001,57.5,-165,57.5,-165,3.24441
MN,2015,1,0.000001,57.5,-164,57.5,-164,0
MN,2015,1,0.000001,57.5,-163,57.5,-163,0
MN,2015,1,0.000001,57.5,-162,57.5,-162,0
MN,2015,1,0.000001,58,-168,58,-168,0
MN,2015,1,0.000001,58,-167,58,-167,30.078672
MN,2015,1,0.000001,58,-166,58,-166,8.533824
MN,2015,1,0.000001,58,-165,58,-165,0
MN,2015,1,0.000001,58.5,-168,58.5,-168,3.571659
MN,2015,1,0.000001,58.5,-167,58.5,-167,0
MN,2016,1,0.000001,55,-165,55,-165,4172.394786
MN,2016,1,0.000001,55.5,-166,55.5,-166,383.390324
MN,2016,1,0.000001,55.5,-165,55.5,-165,2700.886968
MN,2016,1,0.000001,55.5,-164,55.5,-164,1994.412186
MN,2016,1,0.000001,56,-168,56,-168,629.63208
MN,2016,1,0.000001,56,-167,56,-167,1654.93614
MN,2016,1,0.000001,56,-166,56,-166,2566.626696
MN,2016,1,0.000001,56,-165,56,-165,171.443103
MN,2016,1,0.000001,56,-164,56,-164,1842.563502
MN,2016,1,0.000001,56,-163,56,-163,24.83832
MN,2016,1,0.000001,56.5,-170,56.5,-170,54.97099
MN,2016,1,0.000001,56.5,-169,56.5,-169,2995.298262
MN,2016,1,0.000001,56.5,-168,56.5,-168,105.85102
MN,2016,1,0.000001,56.5,-167,56.5,-167,63.3789
MN,2016,1,0.000001,56.5,-166,56.5,-166,71.339697
MN,2016,1,0.000001,56.5,-165,56.5,-165,9.823944
MN,2016,1,0.000001,56.5,-165,56.5,-165,51.445836
MN,2016,1,0.000001,56.5,-164,56.5,-164,18.934032
MN,2016,1,0.000001,56.5,-162,56.5,-162,6.394752
MN,2016,1,0.000001,57,-171,57,-171,547.707202
MN,2016,1,0.000001,57,-170,57,-170,1.929369
MN,2016,1,0.000001,57,-169,57,-169,3.39885
MN,2016,1,0.000001,57,-169,57,-169,9.000225
MN,2016,1,0.000001,57,-168,57,-168,64.787814
MN,2016,1,0.000001,57,-167,57,-167,8.42283
MN,2016,1,0.000001,57,-166,57,-166,102.915618
MN,2016,1,0.000001,57,-165,57,-165,7.907328
MN,2016,1,0.000001,57,-164,57,-164,1.832922
MN,2016,1,0.000001,57,-163,57,-163,2.171871
MN,2016,1,0.000001,57,-162,57,-162,9.052524
MN,2016,1,0.000001,57,-161,57,-161,0
MN,2016,1,0.000001,57.5,-171,57.5,-171,948.253171
MN,2016,1,0.000001,57.5,-170,57.5,-170,119.890368
MN,2016,1,0.000001,57.5,-169,57.5,-169,0
MN,2016,1,0.000001,57.5,-168,57.5,-168,0
MN,2016,1,0.000001,57.5,-167,57.5,-167,0
MN,2016,1,0.000001,57.5,-166,57.5,-166,3.915834
MN,2016,1,0.000001,57.5,-165,57.5,-165,0
MN,2016,1,0.000001,57.5,-164,57.5,-164,0
MN,2016,1,0.000001,57.5,-163,57.5,-163,0
MN,2016,1,0.000001,57.5,-162,57.5,-162,0
MN,2016,1,0.000001,57.5,-161,57.5,-161,0
MN,2016,1,0.000001,57.5,-160,57.5,-160,0
MN,2016,1,0.000001,58,-172,58,-172,30.070124
MN,2016,1,0.000001,58,-171,58,-171,1.259193
MN,2016,1,0.000001,58,-170,58,-170,15.952365
MN,2016,1,0.000001,58,-169,58,-169,0
MN,2016,1,0.000001,58,-168,58,-168,0
MN,2016,1,0.000001,58,-167,58,-167,0
MN,2016,1,0.000001,58,-166,58,-166,6.684288
MN,2016,1,0.000001,58,-165,58,-165,0
MN,2016,1,0.000001,58,-164,58,-164,0
MN,2016,1,0.000001,58,-163,58,-163,0
MN,2016,1,0.000001,58,-162,58,-162,0
MN,2016,1,0.000001,58,-161,58,-161,0
MN,2016,1,0.000001,58.5,-172,58.5,-172,82.669334
MN,2016,1,0.000001,58.5,-171,58.5,-171,18.905016
MN,2016,1,0.000001,58.5,-170,58.5,-170,0
MN,2016,1,0.000001,58.5,-169,58.5,-169,0
MN,2016,1,0.000001,58.5,-168,58.5,-168,0
MN,2016,1,0.000001,58.5,-167,58.5,-167,0
MN,2016,1,0.000001,58.5,-166,58.5,-166,0
MN,2016,1,0.000001,58.5,-164,58.5,-164,0
MN,2016,1,0.000001,59,-171,59,-171,0
MN,2016,1,0.000001,59,-170,59,-170,0
MN,2016,1,0.000001,59,-169,59,-169,0
MN,2016,1,0.000001,59,-168,59,-168,0
MN,2016,1,0.000001,59,-167,59,-167,0
MN,2016,1,0.000001,59.5,-170,59.5,-170,0
MN,2016,1,0.000001,59.5,-169,59.5,-169,0
MN,2018,1,0.000001,55,-165,55,-165,27.9928905
MN,2018,1,0.000001,55.5,-164,55.5,-164,4.357836
MN,2018,1,0.000001,56,-163,56,-163,0
MN,2018,1,0.000001,56,-164,56,-164,1.34810325
MN,2018,1,0.000001,56.5,-167,56.5,-167,0
MN,2018,1,0.000001,56.5,-166,56.5,-166,0
MN,2018,1,0.000001,57,-168,57,-168,1.262625
MN,2018,1,0.000001,57,-163,57,-163,0
MN,2018,1,0.000001,57,-169,57,-169,1.8837
MN,2018,1,0.000001,57,-164,57,-164,0
MN,2018,1,0.000001,57,-167,57,-167,0
MN,2018,1,0.000001,57.5,-164,57.5,-164,0
MN,2018,1,0.000001,57.5,-168,57.5,-168,0
MN,2018,1,0.000001,57.5,-170,57.5,-170,6.78234375
MN,2018,1,0.000001,57.5,-166,57.5,-166,0
MN,2018,1,0.000001,58,-170,58,-170,0
MN,2018,1,0.000001,58,-168,58,-168,0
MN,2018,1,0.000001,58,-169,58,-169,0
MN,2018,1,0.000001,58,-167,58,-167,0
MN,2018,1,0.000001,58.5,-169,58.5,-169,0
MN,2018,1,0.000001,58.5,-168,58.5,-168,29.315052
MN,2018,1,0.000001,58.5,-170,58.5,-170,0
MN,2018,1,0.000001,58.5,-171,58.5,-171,0.39260325
MN,2018,1,0.000001,59,-169,59,-169,0
MN,2018,1,0.000001,59,-171,59,-171,0.33841275
