Sci,Year,vessel,AreaSwept,Lat,Lon,LAT,LON,Num
MN,2004,1,0.000001,59,-167,59,-167,0
MN,2004,1,0.000001,59,-166,59,-166,0
MN,2004,1,0.000001,59,-165,59,-165,0
MN,2004,1,0.000001,59,-164,59,-164,0
MN,2004,1,0.000001,59.5,-172,59.5,-172,0
MN,2004,1,0.000001,59.5,-171,59.5,-171,0
MN,2004,1,0.000001,59.5,-169,59.5,-169,0
MN,2004,1,0.000001,59.5,-168,59.5,-168,0
MN,2004,1,0.000001,59.5,-167,59.5,-167,0
MN,2004,1,0.000001,59.5,-166,59.5,-166,0
MN,2005,1,0.000001,55,-167,55,-167,9125.21064
MN,2005,1,0.000001,55,-166,55,-166,142.40044
MN,2005,1,0.000001,55,-165,55,-165,1154.64
MN,2005,1,0.000001,55.5,-169,55.5,-169,19.60713
MN,2005,1,0.000001,55.5,-168,55.5,-168,4076.44254
MN,2005,1,0.000001,55.5,-167,55.5,-167,1137.16862
MN,2005,1,0.000001,55.5,-166,55.5,-166,108.21662
MN,2005,1,0.000001,55.5,-164,55.5,-164,514.35096
MN,2005,1,0.000001,55.5,-163,55.5,-163,0
MN,2005,1,0.000001,56,-168,56,-168,1113.63916
MN,2005,1,0.000001,56,-167,56,-167,522.48302
MN,2005,1,0.000001,56,-166,56,-166,1332.9272
MN,2005,1,0.000001,56,-165,56,-165,1702.926
MN,2005,1,0.000001,56,-164,56,-164,88.6216
MN,2005,1,0.000001,56,-163,56,-163,83.56932
MN,2005,1,0.000001,56.5,-168,56.5,-168,314.04282
MN,2005,1,0.000001,56.5,-167,56.5,-167,154.78351
MN,2005,1,0.000001,56.5,-165,56.5,-165,36.633
MN,2005,1,0.000001,56.5,-164,56.5,-164,0
MN,2005,1,0.000001,56.5,-163,56.5,-163,2.48625
MN,2005,1,0.000001,56.5,-162,56.5,-162,0
MN,2005,1,0.000001,56.5,-161,56.5,-161,0
MN,2005,1,0.000001,57,-170,57,-170,0
MN,2005,1,0.000001,57,-168,57,-168,14.76966
MN,2005,1,0.000001,57,-167,57,-167,0
MN,2005,1,0.000001,57,-166,57,-166,0
MN,2005,1,0.000001,57,-165,57,-165,0
MN,2005,1,0.000001,57,-164,57,-164,0
MN,2005,1,0.000001,57,-163,57,-163,0
MN,2005,1,0.000001,57,-162,57,-162,0
MN,2005,1,0.000001,57,-161,57,-161,0
MN,2005,1,0.000001,57,-160,57,-160,0
MN,2005,1,0.000001,57.5,-170,57.5,-170,0
MN,2005,1,0.000001,57.5,-169,57.5,-169,0
MN,2005,1,0.000001,57.5,-168,57.5,-168,0
MN,2005,1,0.000001,57.5,-167,57.5,-167,0
MN,2005,1,0.000001,57.5,-165,57.5,-165,0
MN,2005,1,0.000001,57.5,-164,57.5,-164,0
MN,2005,1,0.000001,57.5,-163,57.5,-163,0
MN,2005,1,0.000001,57.5,-162,57.5,-162,0
MN,2005,1,0.000001,57.5,-161,57.5,-161,79.8444
MN,2005,1,0.000001,57.5,-160,57.5,-160,0
MN,2005,1,0.000001,58,-169,58,-169,0
MN,2005,1,0.000001,58,-167,58,-167,0
MN,2005,1,0.000001,58,-166,58,-166,0
MN,2005,1,0.000001,58,-165,58,-165,0
MN,2005,1,0.000001,58,-164,58,-164,0
MN,2005,1,0.000001,58,-163,58,-163,0
MN,2005,1,0.000001,58,-162,58,-162,0
MN,2005,1,0.000001,58,-161,58,-161,0
MN,2005,1,0.000001,58,-160,58,-160,0
MN,2005,1,0.000001,58.5,-169,58.5,-169,0
MN,2005,1,0.000001,58.5,-168,58.5,-168,0
MN,2005,1,0.000001,58.5,-167,58.5,-167,0
MN,2005,1,0.000001,58.5,-166,58.5,-166,0
MN,2005,1,0.000001,58.5,-165,58.5,-165,0
MN,2005,1,0.000001,58.5,-164,58.5,-164,0
MN,2005,1,0.000001,58.5,-163,58.5,-163,0
MN,2005,1,0.000001,58.5,-162,58.5,-162,0
MN,2005,1,0.000001,59,-169,59,-169,0
MN,2005,1,0.000001,59,-168,59,-168,0
MN,2005,1,0.000001,59,-167,59,-167,0
MN,2005,1,0.000001,59,-166,59,-166,0
MN,2005,1,0.000001,59,-165,59,-165,0
MN,2005,1,0.000001,59,-164,59,-164,0
MN,2005,1,0.000001,59.5,-173,59.5,-173,0
MN,2005,1,0.000001,59.5,-172,59.5,-172,94.64625
MN,2005,1,0.000001,59.5,-171,59.5,-171,12.28624
MN,2005,1,0.000001,59.5,-170,59.5,-170,0
MN,2005,1,0.000001,59.5,-169,59.5,-169,0
MN,2005,1,0.000001,59.5,-168,59.5,-168,0
MN,2005,1,0.000001,59.5,-167,59.5,-167,0
MN,2005,1,0.000001,59.5,-166,59.5,-166,0
MN,2006,1,0.000001,55,-166,55,-166,1713.18656
MN,2006,1,0.000001,55,-165,55,-165,578.11903
MN,2006,1,0.000001,55.5,-166,55.5,-166,1740.62149
MN,2006,1,0.000001,55.5,-165,55.5,-165,227.05663
MN,2006,1,0.000001,56,-168,56,-168,1615.55856
MN,2006,1,0.000001,56,-166,56,-166,230.52435
MN,2006,1,0.000001,56,-165,56,-165,39.1773
MN,2006,1,0.000001,56,-164,56,-164,10.66284
MN,2006,1,0.000001,56,-163,56,-163,0
MN,2006,1,0.000001,56,-162,56,-162,0
MN,2006,1,0.000001,56.5,-171,56.5,-171,374.68578
MN,2006,1,0.000001,56.5,-170,56.5,-170,0
MN,2006,1,0.000001,56.5,-169,56.5,-169,19.63765
MN,2006,1,0.000001,56.5,-168,56.5,-168,96.86082
MN,2006,1,0.000001,56.5,-167,56.5,-167,0
MN,2006,1,0.000001,56.5,-166,56.5,-166,0
MN,2006,1,0.000001,56.5,-165,56.5,-165,0
MN,2006,1,0.000001,56.5,-164,56.5,-164,0
MN,2006,1,0.000001,56.5,-163,56.5,-163,0
MN,2006,1,0.000001,56.5,-162,56.5,-162,0
MN,2006,1,0.000001,56.5,-161,56.5,-161,0
MN,2006,1,0.000001,57,-173,57,-173,261.61773
MN,2006,1,0.000001,57,-172,57,-172,46.84644
MN,2006,1,0.000001,57,-171,57,-171,11.42784
MN,2006,1,0.000001,57,-170,57,-170,1136.75016
MN,2006,1,0.000001,57,-169,57,-169,0
MN,2006,1,0.000001,57,-168,57,-168,0
MN,2006,1,0.000001,57,-167,57,-167,0
MN,2006,1,0.000001,57,-166,57,-166,0
MN,2006,1,0.000001,57,-165,57,-165,0
MN,2006,1,0.000001,57,-164,57,-164,0
MN,2006,1,0.000001,57,-163,57,-163,0
MN,2006,1,0.000001,57,-160,57,-160,0
MN,2006,1,0.000001,57.5,-172,57.5,-172,418.65611
MN,2006,1,0.000001,57.5,-170,57.5,-170,0
MN,2006,1,0.000001,57.5,-169,57.5,-169,0
MN,2006,1,0.000001,57.5,-168,57.5,-168,0
MN,2006,1,0.000001,57.5,-167,57.5,-167,0
MN,2006,1,0.000001,57.5,-166,57.5,-166,0
MN,2006,1,0.000001,57.5,-165,57.5,-165,0
MN,2006,1,0.000001,57.5,-160,57.5,-160,0
MN,2006,1,0.000001,58,-172,58,-172,3471.9404
MN,2006,1,0.000001,58,-171,58,-171,3403.53171
MN,2006,1,0.000001,58,-170,58,-170,29.35416
MN,2006,1,0.000001,58,-169,58,-169,0
MN,2006,1,0.000001,58,-168,58,-168,0
MN,2006,1,0.000001,58,-167,58,-167,0
MN,2006,1,0.000001,58,-165,58,-165,0
MN,2006,1,0.000001,58,-164,58,-164,0
MN,2006,1,0.000001,58,-163,58,-163,0
MN,2006,1,0.000001,58,-162,58,-162,0
MN,2006,1,0.000001,58.5,-172,58.5,-172,16901.21085
MN,2006,1,0.000001,58.5,-171,58.5,-171,3469.94879
MN,2006,1,0.000001,58.5,-170,58.5,-170,0
MN,2006,1,0.000001,58.5,-168,58.5,-168,0
MN,2006,1,0.000001,58.5,-167,58.5,-167,0
MN,2006,1,0.000001,58.5,-166,58.5,-166,0
MN,2006,1,0.000001,58.5,-164,58.5,-164,0
MN,2006,1,0.000001,58.5,-163,58.5,-163,0
MN,2006,1,0.000001,59,-173,59,-173,8746.25004
MN,2006,1,0.000001,59,-171,59,-171,0
MN,2006,1,0.000001,59,-170,59,-170,0
MN,2006,1,0.000001,59,-169,59,-169,0
MN,2006,1,0.000001,59,-168,59,-168,0
MN,2006,1,0.000001,59,-167,59,-167,0
MN,2006,1,0.000001,59,-166,59,-166,0
MN,2006,1,0.000001,59,-165,59,-165,0
MN,2006,1,0.000001,59.5,-173,59.5,-173,1030.3524
MN,2006,1,0.000001,59.5,-172,59.5,-172,0
MN,2006,1,0.000001,59.5,-171,59.5,-171,11.11664
MN,2006,1,0.000001,59.5,-170,59.5,-170,0
MN,2006,1,0.000001,59.5,-169,59.5,-169,0
MN,2006,1,0.000001,59.5,-168,59.5,-168,0
MN,2006,1,0.000001,59.5,-167,59.5,-167,0
MN,2006,1,0.000001,59.5,-166,59.5,-166,0
MN,2007,1,0.000001,55,-167,55,-167,8564.30776
MN,2007,1,0.000001,55,-166,55,-166,809.4385
MN,2007,1,0.000001,55,-165,55,-165,3324.46184
MN,2007,1,0.000001,55.5,-168,55.5,-168,1210.35108
MN,2007,1,0.000001,55.5,-167,55.5,-167,2773.8659
MN,2007,1,0.000001,55.5,-166,55.5,-166,4139.2295
MN,2007,1,0.000001,55.5,-165,55.5,-165,3802.234
MN,2007,1,0.000001,55.5,-164,55.5,-164,132.43312
MN,2007,1,0.000001,55.5,-163,55.5,-163,0
MN,2007,1,0.000001,56,-170,56,-170,13651.40603
MN,2007,1,0.000001,56,-168,56,-168,6466.79088
MN,2007,1,0.000001,56,-167,56,-167,4427.36859
MN,2007,1,0.000001,56,-166,56,-166,46.94946
MN,2007,1,0.000001,56,-165,56,-165,2.0812
MN,2007,1,0.000001,56,-164,56,-164,3.54327
MN,2007,1,0.000001,56,-163,56,-163,1.7963
MN,2007,1,0.000001,56.5,-171,56.5,-171,7115.67258
MN,2007,1,0.000001,56.5,-170,56.5,-170,36.25674
MN,2007,1,0.000001,56.5,-168,56.5,-168,48.466
MN,2007,1,0.000001,56.5,-167,56.5,-167,36.42606
MN,2007,1,0.000001,56.5,-166,56.5,-166,19.512
MN,2007,1,0.000001,56.5,-165,56.5,-165,1.82938
MN,2007,1,0.000001,56.5,-164,56.5,-164,0
MN,2007,1,0.000001,56.5,-163,56.5,-163,0
MN,2007,1,0.000001,56.5,-162,56.5,-162,1.30601
MN,2007,1,0.000001,56.5,-161,56.5,-161,1.58356
MN,2007,1,0.000001,57,-172,57,-172,1826.22
MN,2007,1,0.000001,57,-171,57,-171,1144.73955
MN,2007,1,0.000001,57,-170,57,-170,2.9736
MN,2007,1,0.000001,57,-169,57,-169,0
MN,2007,1,0.000001,57,-168,57,-168,0
MN,2007,1,0.000001,57,-167,57,-167,2.22306
MN,2007,1,0.000001,57,-166,57,-166,0
MN,2007,1,0.000001,57,-165,57,-165,0
MN,2007,1,0.000001,57,-164,57,-164,0
MN,2007,1,0.000001,57,-163,57,-163,0
MN,2007,1,0.000001,57,-162,57,-162,13.86774
MN,2007,1,0.000001,57,-161,57,-161,0
MN,2007,1,0.000001,57.5,-172,57.5,-172,1109.995
MN,2007,1,0.000001,57.5,-171,57.5,-171,50.53496
MN,2007,1,0.000001,57.5,-170,57.5,-170,0
MN,2007,1,0.000001,57.5,-169,57.5,-169,0
MN,2007,1,0.000001,57.5,-167,57.5,-167,0
MN,2007,1,0.000001,57.5,-166,57.5,-166,0
MN,2007,1,0.000001,57.5,-165,57.5,-165,0
MN,2007,1,0.000001,57.5,-164,57.5,-164,0
MN,2007,1,0.000001,57.5,-163,57.5,-163,0
MN,2007,1,0.000001,57.5,-162,57.5,-162,0
MN,2007,1,0.000001,57.5,-161,57.5,-161,0
MN,2007,1,0.000001,57.5,-160,57.5,-160,0
MN,2007,1,0.000001,58,-172,58,-172,336.2734
MN,2007,1,0.000001,58,-171,58,-171,152.2504
MN,2007,1,0.000001,58,-170,58,-170,0
MN,2007,1,0.000001,58,-169,58,-169,0
MN,2007,1,0.000001,58,-168,58,-168,0
MN,2007,1,0.000001,58,-167,58,-167,0
MN,2007,1,0.000001,58,-166,58,-166,0
MN,2007,1,0.000001,58,-165,58,-165,0
MN,2007,1,0.000001,58,-164,58,-164,0
MN,2007,1,0.000001,58,-163,58,-163,0
MN,2007,1,0.000001,58,-162,58,-162,0
MN,2007,1,0.000001,58,-161,58,-161,0
MN,2007,1,0.000001,58,-160,58,-160,0
MN,2007,1,0.000001,58.5,-172,58.5,-172,158.08728
MN,2007,1,0.000001,58.5,-171,58.5,-171,215.90569
MN,2007,1,0.000001,58.5,-170,58.5,-170,0
MN,2007,1,0.000001,58.5,-169,58.5,-169,0
MN,2007,1,0.000001,58.5,-167,58.5,-167,0
MN,2007,1,0.000001,58.5,-166,58.5,-166,0
MN,2007,1,0.000001,58.5,-165,58.5,-165,0
MN,2007,1,0.000001,58.5,-164,58.5,-164,0
MN,2007,1,0.000001,58.5,-162,58.5,-162,0
MN,2007,1,0.000001,59,-171,59,-171,0
MN,2007,1,0.000001,59,-170,59,-170,0
MN,2007,1,0.000001,59,-169,59,-169,0
MN,2007,1,0.000001,59,-168,59,-168,0
MN,2007,1,0.000001,59,-167,59,-167,0
MN,2007,1,0.000001,59,-166,59,-166,0
MN,2007,1,0.000001,59,-165,59,-165,0
MN,2007,1,0.000001,59,-164,59,-164,0
MN,2007,1,0.000001,59.5,-171,59.5,-171,0
MN,2007,1,0.000001,59.5,-170,59.5,-170,0
MN,2007,1,0.000001,59.5,-169,59.5,-169,0
MN,2007,1,0.000001,59.5,-168,59.5,-168,0
MN,2007,1,0.000001,59.5,-167,59.5,-167,0
MN,2007,1,0.000001,59.5,-166,59.5,-166,0
MN,2008,1,0.000001,55.5,-163,55.5,-163,63.7750464
MN,2008,1,0.000001,56,-165,56,-165,614.83416
MN,2008,1,0.000001,56,-163,56,-163,329.449895
MN,2008,1,0.000001,56.5,-169,56.5,-169,773.4552
MN,2008,1,0.000001,56.5,-167,56.5,-167,849.42297
MN,2008,1,0.000001,56.5,-165,56.5,-165,430.6395
MN,2008,1,0.000001,56.5,-163,56.5,-163,0
MN,2008,1,0.000001,56.5,-161,56.5,-161,0
MN,2008,1,0.000001,57,-169,57,-169,31.55775
MN,2008,1,0.000001,57,-167,57,-167,0
MN,2008,1,0.000001,57,-165,57,-165,0
MN,2008,1,0.000001,57,-163,57,-163,0
MN,2008,1,0.000001,57,-161,57,-161,0
MN,2008,1,0.000001,57.5,-169,57.5,-169,0
MN,2008,1,0.000001,57.5,-167,57.5,-167,0
MN,2008,1,0.000001,57.5,-165,57.5,-165,0
MN,2008,1,0.000001,57.5,-163,57.5,-163,0
MN,2008,1,0.000001,57.5,-161,57.5,-161,0
MN,2008,1,0.000001,58,-169,58,-169,0
MN,2008,1,0.000001,58,-167,58,-167,0
MN,2008,1,0.000001,58,-165,58,-165,0
MN,2008,1,0.000001,58,-163,58,-163,0
MN,2008,1,0.000001,58,-161,58,-161,0
MN,2008,1,0.000001,58.5,-169,58.5,-169,0
MN,2008,1,0.000001,58.5,-167,58.5,-167,0
MN,2008,1,0.000001,58.5,-165,58.5,-165,0
MN,2008,1,0.000001,58.5,-163,58.5,-163,0
MN,2008,1,0.000001,59,-169,59,-169,0
MN,2008,1,0.000001,59,-167,59,-167,0
MN,2008,1,0.000001,59,-165,59,-165,0
MN,2008,1,0.000001,59.5,-169,59.5,-169,0
MN,2009,1,0.000001,55,-167,55,-167,24978.15835
MN,2009,1,0.000001,55,-165,55,-165,4290.89276
MN,2009,1,0.000001,55.5,-167,55.5,-167,13392.50905
MN,2009,1,0.000001,55.5,-165,55.5,-165,732.722
MN,2009,1,0.000001,55.5,-163,55.5,-163,0
MN,2009,1,0.000001,56,-165,56,-165,119.67732
MN,2009,1,0.000001,56,-163,56,-163,1.5312176
MN,2009,1,0.000001,56.5,-171,56.5,-171,1687.07079
MN,2009,1,0.000001,56.5,-169,56.5,-169,1224.693943
MN,2009,1,0.000001,56.5,-167,56.5,-167,324.561787
MN,2009,1,0.000001,56.5,-165,56.5,-165,0
MN,2009,1,0.000001,56.5,-161,56.5,-161,0
MN,2009,1,0.000001,57,-173,57,-173,1047.381426
MN,2009,1,0.000001,57,-171,57,-171,145.3308543
MN,2009,1,0.000001,57,-169,57,-169,0
MN,2009,1,0.000001,57,-167,57,-167,0
MN,2009,1,0.000001,57,-165,57,-165,0
MN,2009,1,0.000001,57,-163,57,-163,0
MN,2009,1,0.000001,57,-161,57,-161,0.7208402
MN,2009,1,0.000001,57.5,-173,57.5,-173,1035.461928
MN,2009,1,0.000001,57.5,-171,57.5,-171,24.627724
MN,2009,1,0.000001,57.5,-169,57.5,-169,0
MN,2009,1,0.000001,57.5,-167,57.5,-167,0
MN,2009,1,0.000001,57.5,-165,57.5,-165,0
MN,2009,1,0.000001,57.5,-163,57.5,-163,0
MN,2009,1,0.000001,57.5,-161,57.5,-161,0
MN,2009,1,0.000001,58,-173,58,-173,1412.962874
MN,2009,1,0.000001,58,-171,58,-171,143.298372
MN,2009,1,0.000001,58,-169,58,-169,0
MN,2009,1,0.000001,58,-167,58,-167,0
MN,2009,1,0.000001,58,-165,58,-165,0
MN,2009,1,0.000001,58,-163,58,-163,0
MN,2009,1,0.000001,58,-161,58,-161,0
MN,2009,1,0.000001,58.5,-173,58.5,-173,124.33554
MN,2009,1,0.000001,58.5,-171,58.5,-171,204.3539499
MN,2009,1,0.000001,58.5,-169,58.5,-169,0
MN,2009,1,0.000001,58.5,-167,58.5,-167,0
MN,2009,1,0.000001,58.5,-165,58.5,-165,0
MN,2009,1,0.000001,58.5,-163,58.5,-163,0
MN,2009,1,0.000001,59,-173,59,-173,238.7454832
MN,2009,1,0.000001,59,-171,59,-171,0
MN,2009,1,0.000001,59,-169,59,-169,0
MN,2009,1,0.000001,59,-167,59,-167,0
MN,2009,1,0.000001,59,-165,59,-165,0
MN,2009,1,0.000001,59.5,-173,59.5,-173,970.5591927
MN,2009,1,0.000001,59.5,-171,59.5,-171,0
MN,2009,1,0.000001,59.5,-169,59.5,-169,0
MN,2010,1,0.000001,55,-167,55,-167,3023.62214
MN,2010,1,0.000001,55,-166,55,-166,628.6572575
MN,2010,1,0.000001,55.5,-168,55.5,-168,16411.45818
MN,2010,1,0.000001,55.5,-167,55.5,-167,10087.28544
MN,2010,1,0.000001,55.5,-166,55.5,-166,7595.419662
MN,2010,1,0.000001,55.5,-165,55.5,-165,0.530378
MN,2010,1,0.000001,55.5,-164,55.5,-164,68.1975479
MN,2010,1,0.000001,55.5,-163,55.5,-163,13.8395623
MN,2010,1,0.000001,56,-168,56,-168,2373.46081
MN,2010,1,0.000001,56,-167,56,-167,3620.292
MN,2010,1,0.000001,56,-166,56,-166,980.9701
MN,2010,1,0.000001,56,-165,56,-165,176.4366294
MN,2010,1,0.000001,56,-164,56,-164,99.8533532
MN,2010,1,0.000001,56,-163,56,-163,53.859128
MN,2010,1,0.000001,56,-162,56,-162,0
MN,2010,1,0.000001,56.5,-169,56.5,-169,110.385
