Sci,Year,vessel,AreaSwept,Lat,Lon,Num,Station
C,2016,1,0.000001,58,-161,85.1799,BON007
C,2016,1,0.000001,57,-162,0,BON008
C,2016,1,0.000001,57.5,-162,9.1896,BON009
C,2016,1,0.000001,57.5,-163,0,BON010
C,2016,1,0.000001,57,-163,11.1378,BON011
C,2016,1,0.000001,56.5,-165,136.7964,BON012
C,2016,1,0.000001,56,-165,344.0384,BON013
C,2016,1,0.000001,56,-164,155.5224,BON014
C,2016,1,0.000001,56.5,-164,48.5488,BON015
C,2016,1,0.000001,57,-164,23.499,BON016
C,2016,1,0.000001,57.5,-164,22.056,BON017
C,2016,1,0.000001,58,-163,97.7652,BON018
C,2016,1,0.000001,58,-164,27.9702,BON019
C,2016,1,0.000001,58.5,-164,28.8896,BON020
C,2016,1,0.000001,58,-165,55.0228,BON021
C,2016,1,0.000001,57.5,-165,3350.5805,BON022
C,2016,1,0.000001,58,-162,123.57,BON023
C,2016,1,0.000001,58.5,-166,4.9968,BON024
C,2016,1,0.000001,58,-166,1251.4632,BON025
C,2016,1,0.000001,57.5,-166,145.6192,BON026
C,2016,1,0.000001,57,-166,204.7319,BON027
C,2016,1,0.000001,57,-165,55.7502,BON028
C,2016,1,0.000001,56.5,-165,65.4826,BON029
C,2016,1,0.000001,56.5,-166,76.221,BON030
C,2016,1,0.000001,56,-166,4261.4532,BON031
C,2016,1,0.000001,55.5,-166,4485.9288,BON032
C,2016,1,0.000001,55.5,-165,2092.5198,BON033
C,2016,1,0.000001,55,-165,18360.8488,BON034
C,2016,1,0.000001,56,-167,2505.048,BON035
C,2016,1,0.000001,56.5,-167,1381.36,BON036
C,2016,1,0.000001,57,-167,377.9751,BON037
C,2016,1,0.000001,57.5,-167,154.2775,BON038
C,2016,1,0.000001,58,-167,77.604,BON039
C,2016,1,0.000001,58.5,-167,341.8539,BON040
C,2016,1,0.000001,59,-167,0,BON041
C,2016,1,0.000001,59,-168,27.0914,BON042
C,2016,1,0.000001,58.5,-168,56.8841,BON043
C,2016,1,0.000001,58,-168,65.0538,BON044
C,2016,1,0.000001,57.5,-168,267.4584,BON045
C,2016,1,0.000001,57,-168,85.7438,BON046
C,2016,1,0.000001,56,-168,1446.522,BON047
C,2016,1,0.000001,56.5,-168,2866.93,BON048
C,2016,1,0.000001,57,-169,87.18,BON049
C,2016,1,0.000001,57.5,-169,78.078,BON050
C,2016,1,0.000001,58,-170,207.6933,BON051
C,2016,1,0.000001,58,-171,219.6678,BON052
C,2016,1,0.000001,58,-172,2240.2114,BON053
C,2016,1,0.000001,58.5,-172,907.805,BON054
C,2016,1,0.000001,58.5,-171,764.4593,BON055
C,2016,1,0.000001,59,-171,1068.624,BON056
C,2016,1,0.000001,59,-170,158.916,BON057
C,2016,1,0.000001,59.5,-170,94.6792,BON058
C,2016,1,0.000001,59.5,-169,8.408,BON059
C,2016,1,0.000001,59,-169,70.594,BON060
C,2016,1,0.000001,58.5,-169,134.598,BON061
C,2016,1,0.000001,58.5,-170,0,BON062
C,2016,1,0.000001,57,-169,51.915,BON063
C,2016,1,0.000001,56.5,-169,6368.868,BON064
C,2016,1,0.000001,56.5,-170,4299.6145,BON065
C,2016,1,0.000001,57,-170,336.2015,BON066
C,2016,1,0.000001,57,-171,2538.69,BON067
C,2016,1,0.000001,57.5,-170,1421.792,BON068
C,2016,1,0.000001,57.5,-171,1944.9473,BON069
C,2016,1,0.000001,58,-169,446.952,BON070
C,2018,1,0.000001,59.003,-170.997,1890.91155,1
C,2018,1,0.000001,58.5058,-170.994,1232.7732,2
C,2018,1,0.000001,57.501,-169.998,1277.63125,4
C,2018,1,0.000001,57.9976,-169.9957,766.04715,5
C,2018,1,0.000001,58.5023,-169.9982,1577.704,6
C,2018,1,0.000001,58.9997,-168.9857,985.4741,7
C,2018,1,0.000001,58.4963,-169.0002,2682.1395,8
C,2018,1,0.000001,58.0013,-169.01,1017.7794,9
C,2018,1,0.000001,57.0038,-169.0018,2858.66625,10
C,2018,1,0.000001,56.9928,-168.0058,1497.02925,11
C,2018,1,0.000001,57.4983,-168.005,453.994125,12
C,2018,1,0.000001,58.4997,-168.0038,39688.0128,13
C,2018,1,0.000001,57.9998,-168.0025,1908.6669,14
C,2018,1,0.000001,58.0048,-167.0032,3542.7966,15
C,2018,1,0.000001,57.0122,-167.0073,154.1232,16
C,2018,1,0.000001,56.4967,-167.0252,1131.12,17
C,2018,1,0.000001,56.5026,-166.0138,1157.38875,18
C,2018,1,0.000001,55.0087,-165.0125,17421.2,19
C,2018,1,0.000001,55.5119,-163.9946,6033.1194,20
C,2018,1,0.000001,56.0077,-164.0083,685.918125,21
C,2018,1,0.000001,55.9998,-162.9755,0,23
C,2018,1,0.000001,56.9978,-163.0273,170.1336,24
C,2018,1,0.000001,57.0058,-163.9911,331.907625,25
C,2018,1,0.000001,57.4972,-164.005,0,27
C,2018,1,0.000001,57.5018,-166.0038,1092.6825,28
