"BARCODE","T_TABLE","CRUISE","PERMIT","VESSEL","GEAR","NMFS_AREA","LATDD_START","LONDD_START","LATDD_END","LONDD_END","LENGTH_SEQ","PERFORMANCE","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","LENGTH","WEIGHT","SPECIES","SEX","HAUL_OFFLOAD_DATE","HAUL_OFFLOAD","SPECIMEN_NUMBER","AGE","MATURITY_CODE","MATURITY_DESCRIPTION","SPECIMEN_TYPE","SPECIMEN_TYPE_DESCRIPTION","HAUL_JOIN","PORT_JOIN","YEAR","VIABILITY","INJURY","SPECIAL_PROJECT_CODE","SAMPLE_SYSTEM","ADIPOSE_PRESENT","LANDING_REPORT_ID","HAUL_PURPOSE_CODE"
1347249,"ATL_HAUL",24549,"5137","A439",2,517,54.6,-165.51667,54.66667,-165.63333,73,1,140,156,55,NA,201,"F",2020-10-06,153,5302,NA,NA,NA,1,"Otoliths",2.4549005137e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
682558,"ATL_OFFLOAD",24348,"5358","P015",2,509,NA,NA,NA,NA,124,NA,NA,NA,45,NA,201,"M",2020-06-23,10,682558,NA,NA,NA,1,"Otoliths",NA,2.4348005358e+19,2020,NA,NA,NA,6,NA,6248373,NA
1328895,"ATL_HAUL",24330,"3414","A091",2,524,60.715,-176.76,60.55667,-177.24,2699,1,55,67,38,NA,201,"F",2020-08-29,429,42910,NA,NA,NA,1,"Otoliths",2.4330003414e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341491,"ATL_HAUL",24381,"3357","A039",2,524,59.75,-177.88333,60,-178,895,1,69,78,47,NA,201,"F",2020-07-19,431,43110,NA,NA,NA,1,"Otoliths",2.4381003357e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1353897,"ATL_OFFLOAD",24484,"5310","P009",2,517,NA,NA,NA,NA,4384,NA,NA,NA,36,NA,201,"M",2020-10-12,24,317,NA,NA,NA,1,"Otoliths",NA,2.448400531e+19,2020,NA,NA,NA,6,NA,6558822,NA
1286119,"ATL_HAUL",24225,"3870","A225",2,521,59.41833,-176.94667,59.41333,-177.00333,22,1,67,80,43,NA,201,"M",2020-06-30,175,175011,NA,NA,NA,1,"Otoliths",2.422500387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341326,"ATL_HAUL",24364,"4111","A291",2,524,60.18333,-178.46667,60.08333,-178.91667,4929,1,86,96,42,NA,201,"F",2020-09-02,867,86707,NA,NA,NA,1,"Otoliths",2.4364004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1338226,"ATL_HAUL",24533,"1641","A060",2,517,54.75,-165.5,54.7,-165.51667,588,1,124,140,35,NA,201,"M",2020-10-15,170,1338226,NA,NA,NA,1,"Otoliths",2.4533001641e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1328819,"ATL_HAUL",24330,"3414","A091",2,521,59.58,-177.785,59.64333,-177.53,2213,1,128,140,55,NA,201,"M",2020-08-14,404,40409,NA,NA,NA,1,"Otoliths",2.4330003414e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1340217,"ATL_HAUL",24336,"4133","A503",2,521,56.98833,-171.90639,56.98361,-171.94861,189,1,61,62,46,NA,201,"M",2020-06-30,31,42,NA,NA,NA,1,"Otoliths",2.4336004133e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
656986,"ATL_HAUL",24443,"3261","A041",2,521,56.86333,-172.515,56.91667,-172.87667,3017,1,49,67,30,NA,201,"F",2020-10-08,429,656986,NA,NA,NA,1,"Otoliths",2.4443003261e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1336454,"ATL_OFFLOAD",24352,"5306","P001",2,521,NA,NA,NA,NA,4321,NA,NA,NA,49,NA,201,"F",2020-08-24,346,695,NA,NA,NA,1,"Otoliths",NA,2.4352005306e+19,2020,NA,NA,NA,6,NA,6530977,NA
1285716,"ATL_HAUL",24544,"823","A014",2,517,54.68333,-165.46667,54.65,-165.46667,8,1,124,136,35,NA,201,"F",2020-09-24,1,11,NA,NA,NA,1,"Otoliths",2.4544000823e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1420108,"ATL_HAUL",24513,"901","A065",2,517,54.35,-165.86667,54.61667,-165.85,107,1,200,210,52,NA,201,"M",2020-10-03,106,21,NA,NA,NA,1,"Otoliths",2.4513000901e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1288945,"ATL_HAUL",24350,"3794","A115",2,521,59.58833,-176.96833,59.54167,-176.935,1100,1,74,86,40,NA,201,"M",2020-06-27,277,1288945,NA,NA,NA,1,"Otoliths",2.4350003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1327153,"ATL_HAUL",24522,"2943","A054",2,521,56.55,-171.58333,56.6,-171.61667,1713,2,58,70,51,NA,201,"M",2020-10-04,372,372010,NA,NA,NA,1,"Otoliths",2.4522002943e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1424688,"ATL_OFFLOAD",24484,"5310","P009",2,517,NA,NA,NA,NA,3225,NA,NA,NA,34,NA,201,"F",2020-09-22,9,77,NA,NA,NA,1,"Otoliths",NA,2.448400531e+19,2020,NA,NA,NA,6,NA,6554099,NA
1368330,"ATL_HAUL",24364,"4111","A291",2,521,56.16667,-170.3,56.21667,-170.03333,5960,1,53,63,43,NA,201,"F",2020-09-14,933,93311,NA,NA,NA,1,"Otoliths",2.4364004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1073541,"ATL_HAUL",24350,"3794","A115",2,521,59.35333,-176.865,59.43333,-176.855,1603,1,61,77,46,NA,201,"M",2020-07-10,307,1073541,NA,NA,NA,1,"Otoliths",2.4350003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1338252,"ATL_HAUL",24533,"1641","A060",2,517,54.7,-165.55,54.66667,-165.41667,70,1,100,120,50,NA,201,"F",2020-09-15,140,1338252,NA,NA,NA,1,"Otoliths",2.4533001641e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1327102,"ATL_HAUL",24432,"2943","A054",2,524,60.4,-176.38333,60.5,-176.48333,684,1,51,67,43,NA,201,"F",2020-07-30,228,22809,NA,NA,NA,1,"Otoliths",2.4432002943e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1424646,"ATL_OFFLOAD",24484,"5310","P009",2,517,NA,NA,NA,NA,3227,NA,NA,NA,36,NA,201,"F",2020-09-22,9,80,NA,NA,NA,1,"Otoliths",NA,2.448400531e+19,2020,NA,NA,NA,6,NA,6554099,NA
1286123,"ATL_HAUL",24225,"3870","A225",2,521,59.57167,-176.88667,59.52,-176.81667,150,1,70,82,50,NA,201,"M",2020-07-02,185,18509,NA,NA,NA,1,"Otoliths",2.422500387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1364135,"ATL_HAUL",24285,"3800","A327",2,521,56.48,-170.17833,56.49333,-170.15,983,1,45,59,43,NA,201,"F",2020-08-21,150,15002,NA,NA,NA,1,"Otoliths",2.42850038e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1233392,"ATL_OFFLOAD",24355,"4078","P059",2,519,NA,NA,NA,NA,1293,NA,NA,NA,54,NA,201,"F",2020-07-02,24,1233392,NA,NA,NA,1,"Otoliths",NA,2.4355004078e+19,2020,NA,NA,NA,6,NA,6305044,NA
1315027,"ATL_HAUL",24507,"3396","A069",2,523,56.57333,-172.555,56.62333,-172.73333,773,1,60,75,47,NA,201,"F",2020-09-23,443,4439,NA,NA,NA,1,"Otoliths",2.4507003396e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1371852,"ATL_HAUL",24281,"236","A188",2,517,54.3125,-165.99222,54.54972,-165.66417,1095,1,167,187,53,NA,201,"F",2020-09-05,143,14302,NA,NA,NA,1,"Otoliths",2.4281000236e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1313933,"ATL_HAUL",24325,"2889","A044",2,517,54.66333,-165.58833,54.625,-165.625,470,2,163,177,52,NA,201,"M",2020-08-17,85,65,NA,NA,NA,1,"Otoliths",2.4325002889e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
655258,"ATL_HAUL",24478,"249","A037",2,519,54.08,-166.48667,54.06333,-166.51,1083,4,79,100,40,NA,201,"F",2020-10-13,179,206,NA,NA,NA,1,"Otoliths",2.4478000249e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1258025,"ATL_HAUL",24183,"4063","A282",2,521,59.975,-178.28833,59.96167,-178.15167,1021,1,66,76,27,NA,201,"F",2020-07-03,215,21501,NA,NA,NA,1,"Otoliths",2.4183004063e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1366047,"ATL_HAUL",24350,"3794","A115",2,521,59.51,-177.46167,59.32833,-177.4,2113,2,71,89,33,NA,201,"M",2020-07-18,337,1366047,NA,NA,NA,1,"Otoliths",2.4350003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1277042,"ATL_HAUL",24226,"1318","A083",2,517,55.26833,-167.58333,55.35833,-167.51167,232,1,80,90,50,NA,201,"M",2020-07-31,78,20,NA,NA,NA,1,"Otoliths",2.4226001318e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1235842,"ATL_HAUL",24340,"3988","A288",2,521,56.46667,-170.31667,56.46667,-170.36667,1024,1,50,62,46,NA,201,"M",2020-09-04,127,185,NA,NA,NA,1,"Otoliths",2.4340003988e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1314168,"ATL_HAUL",24364,"4111","A291",2,521,56.33333,-171.05,56.45,-171.25,304,1,64,74,46,NA,201,"F",2020-06-18,546,54611,NA,NA,NA,1,"Otoliths",2.4364004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
592665,"ATL_OFFLOAD",24352,"5306","P001",2,519,NA,NA,NA,NA,1286,NA,NA,NA,49,NA,201,"M",2020-07-19,144,235,NA,NA,NA,1,"Otoliths",NA,2.4352005306e+19,2020,NA,NA,NA,6,NA,6440404,NA
1240892,"ATL_HAUL",24183,"4063","A282",2,521,59.41667,-175.495,59.52833,-175.54,2642,1,61,73,35,NA,201,"M",2020-08-10,310,31001,NA,NA,NA,1,"Otoliths",2.4183004063e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1338223,"ATL_HAUL",24533,"1641","A060",2,517,54.68333,-165.61667,54.7,-165.6,41,1,130,151,52,NA,201,"F",2020-09-14,139,1338223,NA,NA,NA,1,"Otoliths",2.4533001641e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1286181,"ATL_HAUL",24225,"3870","A225",2,521,58.68167,-175.255,58.755,-175.10667,1172,1,59,78,46,NA,201,"F",2020-07-23,236,23601,NA,NA,NA,1,"Otoliths",2.422500387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1286250,"ATL_HAUL",24369,"3442","A136",2,523,56.57333,-172.15167,56.66,-172.29667,446,1,61,92,30,NA,201,"F",2020-06-23,229,22909,NA,NA,NA,1,"Otoliths",2.4369003442e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1272211,"ATL_HAUL",24517,"3794","A115",2,524,60.33,-178.61333,60.14667,-178.845,987,1,134,162,53,NA,201,"F",2020-09-27,561,165,NA,NA,NA,1,"Otoliths",2.4517003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1378871,"ATL_HAUL",24349,"4194","A574",2,521,58,-172.31667,58.08333,-172.31667,606,1,47,58,31,NA,201,"M",2020-07-18,105,10509,NA,NA,NA,1,"Otoliths",2.4349004194e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1272246,"ATL_HAUL",24350,"3794","A115",2,524,60.60333,-176.855,60.68667,-177.02,4401,4,54,70,42,NA,201,"M",2020-08-29,474,1272246,NA,NA,NA,1,"Otoliths",2.4350003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1327975,"ATL_HAUL",24428,"901","A065",2,517,55.38333,-167.91667,55.28333,-167.55,160,1,85,95,53,NA,201,"F",2020-08-11,70,23,NA,NA,NA,1,"Otoliths",2.4428000901e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1221768,"ATL_HAUL",24359,"3996","A315",2,519,54.47111,-165.66028,54.38361,-165.78167,1254,1,100,120,33,NA,201,"F",2020-09-11,141,1221768,NA,NA,NA,1,"Otoliths",2.4359003996e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341330,"ATL_HAUL",24364,"4111","A291",2,521,56.73167,-172.14,56.68667,-172.295,7737,1,62,72,34,NA,201,"F",2020-10-16,1058,105808,NA,NA,NA,1,"Otoliths",2.4364004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1371881,"ATL_HAUL",24281,"236","A188",2,521,56.55806,-170.63917,56.71306,-170.97194,217,1,54,62,51,NA,201,"M",2020-06-19,70,7007,NA,NA,NA,1,"Otoliths",2.4281000236e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
698608,"ATL_HAUL",24408,"3245","A045",2,517,55.76333,-168.71167,55.69167,-168.815,814,1,118,132,50,NA,201,"F",2020-07-26,218,698608,NA,NA,NA,1,"Otoliths",2.4408003245e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
656939,"ATL_HAUL",24443,"3261","A041",2,521,56.86333,-172.515,56.91667,-172.87667,3008,1,49,67,51,NA,201,"M",2020-10-08,429,656939,NA,NA,NA,1,"Otoliths",2.4443003261e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1362634,"ATL_HAUL",24441,"3671","A105",2,524,59.96667,-175.02167,60,-175.03667,914,1,52,62,40,NA,201,"M",2020-08-23,317,95,NA,NA,NA,1,"Otoliths",2.4441003671e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1268099,"ATL_HAUL",24324,"1116","A167",2,517,54.5,-165.615,54.64333,-165.49,962,1,100,110,36,NA,201,"F",2020-10-14,127,12711,NA,NA,NA,1,"Otoliths",2.4324001116e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1270914,"ATL_OFFLOAD",24352,"5306","P001",2,521,NA,NA,NA,NA,5639,NA,NA,NA,46,NA,201,"M",2020-09-09,458,916,NA,NA,NA,1,"Otoliths",NA,2.4352005306e+19,2020,NA,NA,NA,6,NA,6546679,NA
668156,"ATL_HAUL",24327,"411","A082",2,517,54.41833,-165.74833,54.58833,-165.61333,723,1,140,160,53,NA,201,"F",2020-08-01,106,94,NA,NA,NA,1,"Otoliths",2.4327000411e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1328853,"ATL_HAUL",24330,"3414","A091",2,524,60.52167,-178.85833,60.32667,-178.6,3025,1,141,153,45,NA,201,"F",2020-09-04,444,44409,NA,NA,NA,1,"Otoliths",2.4330003414e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341664,"ATL_OFFLOAD",24355,"4078","P059",2,519,NA,NA,NA,NA,4015,NA,NA,NA,48,NA,201,"M",2020-09-22,152,1341664,NA,NA,NA,1,"Otoliths",NA,2.4355004078e+19,2020,NA,NA,NA,6,NA,6554218,NA
1272242,"ATL_HAUL",24350,"3794","A115",2,524,59.98167,-175.60833,60.17167,-175.56333,4088,1,50,65,56,NA,201,"M",2020-08-24,454,1272242,NA,NA,NA,1,"Otoliths",2.4350003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1371844,"ATL_HAUL",24281,"236","A188",2,517,55.3275,-167.69694,55.39528,-167.89417,837,1,72,89,52,NA,201,"F",2020-08-13,117,11701,NA,NA,NA,1,"Otoliths",2.4281000236e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1286155,"ATL_HAUL",24225,"3870","A225",2,521,59.63,-177.08,59.62167,-177.10833,1448,1,87,97,26,NA,201,"F",2020-07-26,251,25102,NA,NA,NA,1,"Otoliths",2.422500387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1284504,"ATL_HAUL",24303,"2888","A048",2,517,54.44333,-165.73,54.56333,-165.63,628,1,166,178,52,NA,201,"M",2020-09-08,97,96,NA,NA,NA,1,"Otoliths",2.4303002888e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1406809,"ATL_HAUL",24470,"1228","A279",2,519,54.35,-165.78333,54.31667,-165.86667,113,1,46,76,55,NA,201,"F",2020-08-19,78,19,NA,NA,NA,1,"Otoliths",2.4470001228e+19,NA,2020,NA,NA,NA,9,NA,NA,"CA"
1222109,"ATL_HAUL",24285,"3800","A327",2,517,54.68667,-165.47833,54.77,-165.83167,802,2,96,110,49,NA,201,"M",2020-08-08,135,13502,NA,NA,NA,1,"Otoliths",2.42850038e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1353019,"ATL_HAUL",24362,"1292","A297",2,517,54.72278,-165.67944,54.51611,-165.63806,184,1,132,147,65,NA,201,"F",2020-07-20,68,27,NA,NA,NA,1,"Otoliths",2.4362001292e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1329989,"ATL_HAUL",24306,"2047","A254",2,517,54.71,-165.76,54.73333,-165.51667,494,1,135,152,52,NA,201,"F",2020-08-16,183,82,NA,NA,NA,1,"Otoliths",2.4306002047e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1327148,"ATL_HAUL",24522,"2943","A054",2,517,56.4,-168.3,56.43333,-168.4,2045,1,52,68,30,NA,201,"M",2020-10-15,392,39209,NA,NA,NA,1,"Otoliths",2.4522002943e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1376552,"ATL_HAUL",24369,"3442","A136",2,521,59.66333,-177.71167,59.655,-177.9,849,1,90,105,49,NA,201,"F",2020-07-05,257,25709,NA,NA,NA,1,"Otoliths",2.4369003442e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1338238,"ATL_HAUL",24533,"1641","A060",2,517,54.63333,-165.48333,54.68333,-165.41667,515,1,105,120,48,NA,201,"M",2020-10-11,165,1338238,NA,NA,NA,1,"Otoliths",2.4533001641e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1371842,"ATL_HAUL",24281,"236","A188",2,521,56.73833,-171.81611,56.76361,-171.83778,345,1,52,63,48,NA,201,"F",2020-07-02,80,8001,NA,NA,NA,1,"Otoliths",2.4281000236e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1371840,"ATL_HAUL",24281,"236","A188",2,517,54.67472,-165.55361,54.73722,-165.42583,1080,1,96,116,38,NA,201,"F",2020-09-02,138,13802,NA,NA,NA,1,"Otoliths",2.4281000236e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
664726,"ATL_HAUL",24220,"3404","A124",2,517,55.41833,-168.03833,55.50333,-168.26833,441,1,95,110,49,NA,201,"F",2020-07-29,153,664726,NA,NA,NA,1,"Otoliths",2.4220003404e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1322151,"ATL_HAUL",24413,"2047","A254",2,517,54.74167,-166.17667,54.74167,-166.085,547,1,112,125,51,NA,201,"F",2020-08-11,204,109,NA,NA,NA,1,"Otoliths",2.4413002047e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1268608,"ATL_HAUL",24402,"1607","A255",2,519,54.36667,-165.83333,54.36667,-165.81667,7526,1,152,162,48,NA,201,"M",2020-09-24,763,76301,NA,NA,NA,1,"Otoliths",2.4402001607e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1353508,"ATL_HAUL",24332,"543","A134",2,517,56.26,-169.98167,56.24,-169.99667,1536,1,50,62,52,NA,201,"F",2020-09-08,152,1353508,NA,NA,NA,1,"Otoliths",2.4332000543e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1289792,"ATL_HAUL",24350,"3794","A115",2,521,59.35333,-176.865,59.43333,-176.855,1608,1,61,77,47,NA,201,"F",2020-07-10,307,1289792,NA,NA,NA,1,"Otoliths",2.4350003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
697952,"ATL_HAUL",24406,"3681","A074",2,524,60.345,-176.40833,60.29,-176.31333,1627,1,55,67,50,NA,201,"F",2020-07-30,260,26007,NA,NA,NA,1,"Otoliths",2.4406003681e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341674,"ATL_OFFLOAD",24355,"4078","P059",2,519,NA,NA,NA,NA,3094,NA,NA,NA,47,NA,201,"F",2020-08-31,118,1341674,NA,NA,NA,1,"Otoliths",NA,2.4355004078e+19,2020,NA,NA,NA,10,NA,6540063,NA
1336882,"ATL_HAUL",24238,"3002","A007",2,517,54.635,-165.34,54.63,-165.35,557,1,41,51,31,NA,201,"F",2020-08-14,82,75,NA,NA,NA,1,"Otoliths",2.4238003002e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1370630,"ATL_HAUL",24345,"1641","A060",2,521,56.43333,-171.11667,56.38333,-171.01667,169,1,60,70,45,NA,201,"M",2020-07-09,78,32,NA,NA,NA,1,"Otoliths",2.4345001641e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1335798,"ATL_HAUL",24313,"516","A285",2,521,57.6,-171.88333,57.75,-172.08333,305,1,55,56,45,NA,201,"M",2020-07-15,68,51,NA,NA,NA,1,"Otoliths",2.4313000516e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1406819,"ATL_HAUL",24470,"1228","A279",2,517,54.33333,-165.86667,54.65,-165.83333,930,1,150,170,47,NA,201,"M",2020-10-23,130,126,NA,NA,NA,1,"Otoliths",2.4470001228e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
635872,"ATL_HAUL",24313,"516","A285",2,517,55.06667,-166.51667,55.11667,-166.43333,1334,1,65,74,33,NA,201,"M",2020-09-29,135,197,NA,NA,NA,1,"Otoliths",2.4313000516e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1222594,"ATL_HAUL",24302,"34279","78139",2,517,54.66667,-165.5,54.63333,-165.9,553,1,130,143,48,NA,201,"M",2020-08-08,88,83,NA,NA,NA,1,"Otoliths",2.4302034279e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1420211,"ATL_HAUL",24519,"586","A149",2,519,54.305,-165.93833,54.33167,-165.905,172,1,65,75,52,NA,201,"F",2020-09-25,75,20,NA,NA,NA,1,"Otoliths",2.4519000586e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1274915,"ATL_HAUL",24225,"3870","A225",2,521,58.69167,-176.85833,58.705,-176.78667,2319,1,55,69,47,NA,201,"F",2020-08-12,296,29601,NA,NA,NA,1,"Otoliths",2.422500387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1336421,"ATL_OFFLOAD",24352,"5306","P001",2,521,NA,NA,NA,NA,4314,NA,NA,NA,45,NA,201,"M",2020-08-24,346,696,NA,NA,NA,1,"Otoliths",NA,2.4352005306e+19,2020,NA,NA,NA,6,NA,6530977,NA
1319862,"ATL_HAUL",24461,"1222","A093",2,517,54.55167,-165.60333,54.625,-165.55833,169,1,120,146,33,NA,201,"M",2020-10-15,161,1618,NA,NA,NA,1,"Otoliths",2.4461001222e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1272216,"ATL_HAUL",24517,"3794","A115",2,521,56.25833,-170.19833,56.29167,-170.17667,1752,1,37,60,47,NA,201,"F",2020-10-10,592,287,NA,NA,NA,1,"Otoliths",2.4517003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341433,"ATL_HAUL",24381,"3357","A039",2,521,59.98333,-175.75,59.95,-175.91667,1356,1,63,73,47,NA,201,"F",2020-07-30,461,46109,NA,NA,NA,1,"Otoliths",2.4381003357e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1326225,"ATL_HAUL",24369,"3442","A136",2,524,59.83667,-175.41,60,-175.645,1837,1,46,65,46,NA,201,"M",2020-07-31,324,32409,NA,NA,NA,1,"Otoliths",2.4369003442e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1376982,"ATL_HAUL",24402,"1607","A255",2,517,54.35,-165.51667,54.66667,-165.65,8721,1,165,180,51,NA,201,"M",2020-10-05,833,83302,NA,NA,NA,1,"Otoliths",2.4402001607e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1325921,"ATL_HAUL",24304,"3011","A004",2,517,55.38056,-167.88639,55.37056,-167.82611,1036,1,85,95,53,NA,201,"F",2020-07-30,118,11802,NA,NA,NA,1,"Otoliths",2.4304003011e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341273,"ATL_HAUL",24284,"3396","A069",2,521,59.43833,-174.47167,59.33167,-174.18,1013,1,50,64,44,NA,201,"M",2020-07-20,296,2969,NA,NA,NA,1,"Otoliths",2.4284003396e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1314157,"ATL_HAUL",24364,"4111","A291",2,524,59.93167,-174.99167,60.055,-174.99833,2337,1,46,61,37,NA,201,"F",2020-07-28,702,70211,NA,NA,NA,1,"Otoliths",2.4364004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1327984,"ATL_HAUL",24285,"3800","A327",2,521,56.83833,-171.815,56.71833,-171.90667,270,1,51,65,47,NA,201,"F",2020-07-03,95,9501,NA,NA,NA,1,"Otoliths",2.42850038e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1341492,"ATL_HAUL",24381,"3357","A039",2,524,60.61667,-178.11667,60.58333,-178.11667,446,1,76,86,52,NA,201,"F",2020-07-10,401,40110,NA,NA,NA,1,"Otoliths",2.4381003357e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1334702,"ATL_HAUL",24285,"3800","A327",2,521,56.64833,-171.28333,56.64833,-171.545,203,1,52,66,46,NA,201,"M",2020-06-28,90,9001,NA,NA,NA,1,"Otoliths",2.42850038e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1323251,"ATL_HAUL",24193,"3011","A004",2,521,56.69667,-171.48167,56.70333,-171.54,119,2,51,63,55,NA,201,"F",2020-06-21,55,5502,NA,NA,NA,1,"Otoliths",2.4193003011e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1352853,"ATL_OFFLOAD",24307,"5306","P001",2,517,NA,NA,NA,NA,7849,NA,NA,NA,49,NA,201,"F",2020-10-03,64,163,NA,NA,NA,1,"Otoliths",NA,2.4307005306e+19,2020,NA,NA,NA,6,NA,6556784,NA
1345895,"ATL_HAUL",24443,"3261","A041",2,524,60.13,-178.94667,60.05833,-179.06167,2133,1,148,166,50,NA,201,"M",2020-09-18,386,1345895,NA,NA,NA,1,"Otoliths",2.4443003261e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1327198,"ATL_HAUL",24432,"2943","A054",2,524,60.26667,-178.51667,60.35,-178.58333,1599,1,125,141,45,NA,201,"F",2020-08-22,283,28301,NA,NA,NA,1,"Otoliths",2.4432002943e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1424629,"ATL_OFFLOAD",24484,"5310","P009",2,521,NA,NA,NA,NA,2803,NA,NA,NA,49,NA,201,"M",2020-09-13,6,55,NA,NA,NA,1,"Otoliths",NA,2.448400531e+19,2020,NA,NA,NA,6,NA,6550764,NA
1352879,"ATL_OFFLOAD",24307,"5306","P001",2,519,NA,NA,NA,NA,7519,NA,NA,NA,32,NA,201,"F",2020-09-28,35,113,NA,NA,NA,1,"Otoliths",NA,2.4307005306e+19,2020,NA,NA,NA,5,NA,6555444,NA
1392032,"ATL_HAUL",24488,"2657","A150",2,521,56.46167,-170.69333,56.49333,-171.045,54,1,52,66,49,NA,201,"F",2020-09-10,151,15101,NA,NA,NA,1,"Otoliths",2.4488002657e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
