-173.63 57.15 0
-173.88 57.71 0
-174.59 58.28 0
-175.93 58.43 0
-176.55 58.38 0
-177  58.53 0
-177.25 58.7  0
-177.81 58.91 0
-177.65 59.62 0
-178.33 60.33 0
-178.76 60.69 0
-177.59 61.19 0
-176.8178 61.8039 0
-176.5261 61.955  0
-176.2331 62.1053 0
-175.9386 62.2547 0
-175.6433 62.4036 0
-175.3467 62.5517 0
-175.0489 62.6989 0
-174.7497 62.8456 0
-174.4495 62.9914 0
-174.1478 63.1364 0
-173.845  63.2806 0
-173.5408 63.4242 0
-175.3  62.16 0
-174.16 62.16 0
-173.14 62.11 0
-173.08 61.3  0
-170.95 61.28 0
-170.95 60.6  0
-167  60.56 0
-167.11 59.83 0
-165.03 59.64 0
-163.31 59.28 0
-161.55 58.72 0
-157.47 58.13 0
-158.46 56.96 0
-161.15 56.06 0
-162.23 55.72 0
-165  54.57 0
-167.82 55.03 0
-168.84 56.08 0
-171.1  56.29 0
-172.91 56.5  0
-173.63 57.15 0
