"","Total_1982","Total_1983","Total_1984","Total_1985","Total_1986","Total_1987","Total_1988","Total_1989","Total_1990","Total_1991","Total_1992","Total_1993","Total_1994","Total_1995","Total_1996","Total_1997","Total_1998","Total_1999","Total_2000","Total_2001","Total_2002","Total_2003","Total_2004","Total_2005","Total_2006","Total_2007","Total_2008","Total_2009","Total_2010","Total_2011","Total_2012","Total_2013","Total_2014","Total_2015","Total_2016","Total_2017","Total_2018","Total_2019","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","EBS_2019","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018","NBS_2019"
"Total_1982",0.00946446465806863,0.000197903433608164,6.21330526662002e-05,7.63761067518672e-05,6.13775111219882e-05,3.31840622312613e-05,6.10474314962437e-05,4.16614311688384e-05,7.9293292767023e-05,4.25767927947227e-05,4.67038027588939e-05,4.01087585286421e-05,4.55450007020952e-05,4.5669231163566e-05,4.32478279700696e-05,4.88214166786721e-05,4.56806125420324e-05,8.85860785703142e-05,4.82099821430878e-05,5.65606965278079e-05,2.07654187517737e-05,2.57702082955108e-05,4.24219502949116e-05,3.78049036659401e-05,5.93149484959389e-05,9.26026136356012e-05,0.000105639681735873,4.75003356510573e-05,7.59097147028758e-05,6.62000976259279e-05,4.35038700434426e-05,3.79633436158826e-05,4.09271053747762e-05,5.07863563874098e-05,7.76430769316571e-05,4.31208513792371e-05,3.10361781941728e-05,3.78410026864206e-05,0.00948561118709569,0.000199077223119158,6.25254391962623e-05,7.52139485135397e-05,6.14056386358217e-05,3.36051382080906e-05,6.1256178628571e-05,4.18679811309707e-05,7.94750922686572e-05,4.24546429415334e-05,4.65282874073062e-05,3.93040665631396e-05,4.53460434968896e-05,4.53905113862213e-05,4.21075177770262e-05,4.84420882399402e-05,4.32370988196769e-05,8.86822492508625e-05,4.83877786554986e-05,5.68067059739064e-05,2.0373214701578e-05,2.27421431328595e-05,4.05484004792805e-05,3.75018869495378e-05,5.9409449573226e-05,9.26121377800957e-05,0.000105663326535495,4.74483945227911e-05,7.60092250585725e-05,6.66779045996945e-05,4.35910592200503e-05,3.81262198761864e-05,4.15915600317491e-05,5.16625650995595e-05,7.91466722772238e-05,5.00801339669935e-05,3.80005051987941e-05,4.3786456618353e-05,0.00343793225988908,0.000102689542358861,-2.21332543926903e-05,0.000115001527983349,5.62035894674009e-05,-2.65742133871766e-05,-9.58643947914199e-05,6.8394476015067e-06,2.24121334757414e-05,4.95249213153228e-05,7.79052256376297e-05,0.000109477123911042,8.66479085666312e-05,0.00012169559787807,0.000106150182408494,8.31901234274001e-05,0.000109802422564786,3.55201553886501e-05,1.33229894725119e-05,-3.4538139127289e-06,5.45234690482113e-05,0.000130646931166692,0.000114066227641327,6.51566877596532e-05,-5.85273287817816e-06,8.60813268148674e-05,9.24045762977196e-05,8.44191437286539e-05,-9.14865762639468e-07,6.35872958666586e-07,1.23986037671383e-05,1.00053062602696e-05,1.79639201933646e-05,4.0098188347396e-05,6.96062111203505e-05,1.17897850257615e-05,9.07105141640081e-06,6.98116176250166e-06
"Total_1983",0.000197903433608164,0.00750629961309871,0.000375360893787605,0.000191470484437614,0.00010127116371785,6.66837438368242e-05,3.85348765569626e-05,6.0238906473407e-05,3.92683343093186e-05,4.3821669294084e-05,4.95986096125676e-05,5.53682996376364e-05,3.93024212099153e-05,3.29606102796299e-05,6.90841483252127e-05,7.06648800127815e-05,8.00509409902811e-05,2.84332428191426e-05,6.15862274295047e-05,5.35081822113215e-05,3.65168182770503e-05,5.15567381358258e-05,5.12806602725557e-05,4.31677480606845e-05,5.83286039335848e-05,7.74306533570464e-05,8.39840679143256e-05,4.31196642896364e-05,4.2067560889739e-05,8.4270357790358e-05,4.44570170805398e-05,3.08778037512591e-05,6.346827542815e-05,6.33228360587122e-05,9.53239829842206e-05,4.2453530034035e-05,2.56948194121688e-05,3.92968184587733e-05,0.00019349534039707,0.00748206191589254,0.000364873637310272,0.000186606448897724,9.81808329845006e-05,6.28412367905377e-05,3.80022596958681e-05,5.80338570226137e-05,3.78721138787743e-05,4.21810787376942e-05,4.72134610289748e-05,4.99311597808662e-05,3.69863871505003e-05,3.14298127725594e-05,6.10789049152143e-05,6.58452945914376e-05,6.85113754200591e-05,2.77579688525505e-05,5.97823963794849e-05,5.17105930412198e-05,3.30203359415969e-05,4.26909487629445e-05,4.39862649186772e-05,4.03768679109031e-05,5.78529544448751e-05,7.70319433820772e-05,8.35752772012501e-05,4.28264480902421e-05,4.19738832621642e-05,8.30904053282145e-05,4.38064720683494e-05,2.92006455067014e-05,5.54187972114008e-05,4.6408661781693e-05,6.3451851453796e-05,5.00739833556411e-05,2.61051551468121e-05,4.4845374310189e-05,0.00145416239303018,0.00947238079230517,0.00262753395993416,0.000353131276760888,0.000669722723126239,0.000612004796979673,0.000438894313615762,0.000431985262405338,0.000476115718386674,0.000137141748998457,0.000473607272740893,0.000524076228123008,0.000517775841948348,0.000450516098257201,0.000510673341698716,0.000507339015361646,0.000382868078651195,0.000401041986292566,0.000415531531346549,0.000492033758069418,0.000337468393055425,0.000358622433604475,0.000330217296730012,0.000295086362302297,0.000386335175030038,0.000350431772376607,0.000312803439462405,0.000251532399091892,0.000114389123676512,0.000246182327628484,0.00027654288617779,0.000318765386418369,0.000341653787358866,0.0002696452960205,0.000265683677822092,8.14583730104437e-06,2.44006417512273e-05,1.04970745044004e-05
"Total_1984",6.21330526661998e-05,0.000375360893787605,0.00867663920885524,0.000414185072173389,0.000136553157086821,3.09471813113917e-05,5.31578880656682e-05,4.96781511107763e-05,5.25810642863844e-05,3.01222231654043e-05,5.74052440734761e-05,4.16737822268626e-05,3.78024140516633e-05,6.34182861629353e-05,5.34635316905536e-05,7.26717370656104e-05,5.27585539523075e-05,7.13535391192182e-05,6.09018940793366e-05,4.39610526464458e-05,2.32822226442409e-05,5.07652257683363e-05,4.60590089959868e-05,4.72997913374959e-05,5.80782081441829e-05,8.54100169917289e-05,9.63640946795377e-05,6.18964283034691e-05,5.40625553010636e-05,7.14154541976849e-05,4.5215700400025e-05,4.20945376193352e-05,4.21315435097734e-05,4.78155435124221e-05,5.35849480131679e-05,4.02486323726447e-05,4.33713210857769e-05,4.07281284240573e-05,6.14580093922966e-05,0.000367698249031498,0.00868507000929216,0.000416091001996008,0.000135258139479482,3.02955219179416e-05,5.30881404828634e-05,4.94242162671249e-05,5.24240367034228e-05,2.93868340536536e-05,5.66120204853119e-05,3.99655555893196e-05,3.67973821158466e-05,6.27837406841894e-05,5.14793816622183e-05,7.11302709216118e-05,4.8827557856278e-05,7.09932077285058e-05,6.01609344364749e-05,4.3378786462318e-05,2.22970607940401e-05,4.77028149840378e-05,4.4000243346012e-05,4.64869892313103e-05,5.79656975848762e-05,8.51872059684412e-05,9.61122847496382e-05,6.17382986171899e-05,5.40801641197971e-05,7.15313880855688e-05,4.47206399672157e-05,4.14786376753107e-05,4.14101766176927e-05,4.80273174408392e-05,5.84365159097353e-05,4.74467858304324e-05,5.387310237568e-05,4.68010419694096e-05,0.000254513095516501,0.000996929086087409,0.00686609688912629,0.000350839703351745,0.000374765452751151,0.000123429402539881,0.000105586012347422,9.24886888687809e-05,0.00010171162228717,7.19526300606417e-05,0.000198416867203794,0.000188931235549374,0.000245433673327313,0.000236503195040669,0.000162914196170076,0.000212334869213696,0.000155914342505347,0.000270180435119924,0.000206291999200318,0.00018600608604131,0.000108077734757458,0.000156831505683327,0.000124785913392904,0.000120667320308282,0.000135665178478902,0.000237971183016993,0.000237313945217228,0.00017429212962895,4.04680896577107e-05,5.55071148701674e-05,0.000221831505073326,0.000147815000566321,6.70615840365733e-05,4.52322830380229e-05,2.76528378386314e-05,7.84215645151786e-06,1.02492466524396e-05,9.20670918511133e-06
"Total_1985",7.6376106751867e-05,0.000191470484437614,0.000414185072173389,0.0103425198466066,0.000537228449005484,8.66549763523492e-05,6.53465593216891e-05,0.000103429780445947,7.86266841782662e-05,6.79692950302148e-05,7.04218078122793e-05,3.57808161604403e-05,3.75158959351532e-05,3.89015295348713e-05,5.46513513891228e-05,0.00011374914757559,9.89577808357537e-05,6.63956703299116e-05,3.96753556160707e-05,4.44994579094255e-05,1.74464113524195e-05,4.16298297425593e-05,4.70843482189018e-05,5.02091772400418e-05,8.2116173811645e-05,0.000138451372072884,0.000202078050156786,6.58345487819739e-05,0.000109658065109699,0.000129164977306012,8.65079367657322e-05,6.79201974100016e-05,7.30463209709767e-05,6.5897004272686e-05,4.40238937134779e-05,3.66965688983959e-05,4.31765772596623e-05,6.51938047851793e-05,7.79043381768572e-05,0.000194197751724694,0.000414955302608439,0.0105170747972972,0.000537196048719848,8.94328790459195e-05,6.5650874225234e-05,0.000105327154176185,7.90421302091164e-05,6.72298111670009e-05,7.06605553976593e-05,3.71847942093876e-05,3.72837660912499e-05,3.85948109163405e-05,5.66441613594826e-05,0.000115304545290525,0.000103351581848846,6.62646393991078e-05,3.93592663940776e-05,4.44090810973431e-05,1.7164463878233e-05,4.10668353473602e-05,4.65889136114292e-05,4.84652356998784e-05,8.19900810458091e-05,0.000138336139301147,0.000202203597967022,6.5614252804682e-05,0.000109706655469516,0.00013038901668869,8.68860342782644e-05,6.85139206402488e-05,7.77513741117002e-05,7.49053861357898e-05,6.02836622732592e-05,4.43491662507051e-05,5.66149975280246e-05,7.57605607068721e-05,-0.000359153345048743,-2.97563440930004e-05,0.000248775534960892,0.00454102201602431,0.00054318832659955,-0.000307579517986377,-0.000163402007183676,-0.000216445934723762,-5.1357455741191e-05,0.000110032619597345,2.79795695390327e-05,-8.52489274724492e-05,8.54719957241677e-05,0.000122565137452299,-5.52770170922794e-05,-2.71762418334063e-05,-1.63427682308325e-05,0.000138697095971701,0.000101697957867014,6.65470671306628e-05,4.17143836229626e-05,6.11290822327611e-05,6.60296968446225e-05,0.0002076259463374,0.000169069396180652,0.000217352522298624,0.000131803041165695,0.000222416917656274,7.21450446669443e-05,-3.87965584054876e-05,-4.83806384370477e-05,-3.39935880562985e-05,-8.95577114109379e-05,-4.39890283429415e-05,-4.2886177153118e-05,2.2441620018227e-06,7.92495539819441e-07,1.03471251945872e-05
"Total_1986",6.13775111219874e-05,0.00010127116371785,0.000136553157086821,0.000537228449005483,0.00950080020192827,0.00023937559467678,9.06123893605341e-05,5.68597110004898e-05,7.89235402567652e-05,3.9106206938563e-05,6.87738057931406e-05,3.08843430734103e-05,4.74383100308797e-05,4.79696544521286e-05,3.05894478548736e-05,6.20772062696535e-05,4.18672900727924e-05,0.000127192591644797,3.06685682337707e-05,4.37717010306408e-05,1.56492491489844e-05,3.65181624765331e-05,3.75299468438018e-05,2.95862935604198e-05,7.52577219937749e-05,0.000110817958165902,0.000149154980118507,8.25224415174059e-05,7.95087625471657e-05,7.58707979067395e-05,7.95012385954586e-05,3.43469373841544e-05,4.11614553779776e-05,4.95821611754007e-05,4.4547325405472e-05,3.12853288554706e-05,2.25773228418474e-05,3.4791318064404e-05,6.09539875293537e-05,9.85290327453122e-05,0.000134698283339097,0.000541552017828022,0.00951409309628829,0.000236556836577118,9.03536126278067e-05,5.62655300910239e-05,7.84514207808985e-05,3.864617063907e-05,6.76223785281448e-05,2.90846270364367e-05,4.61610107627231e-05,4.70829139186733e-05,2.8141112675754e-05,6.03128006644916e-05,3.77594823887104e-05,0.000126776059282769,2.9775175656796e-05,4.303743720061e-05,1.46227925855265e-05,3.37504062518171e-05,3.50333299098204e-05,2.84505735752766e-05,7.50264184605734e-05,0.000110618896754154,0.000149016509462918,8.23004448101657e-05,7.95049034221639e-05,7.60789050844666e-05,7.91378500692815e-05,3.37070265037969e-05,4.0406114229676e-05,4.92171713607132e-05,4.17859407036971e-05,3.78697800092736e-05,2.72398544773312e-05,4.00525549627273e-05,0.000182077161128139,0.000323703684851147,0.000534893438432651,0.000393530575957076,0.00705563585546391,0.000639408208006271,0.000285130653062324,0.0001570318807352,0.000226639583864538,6.52739938786822e-05,0.000273463416611844,0.000186028628078604,0.000311317741189177,0.000289845784016091,0.000165645723033837,0.000221939564684691,0.000149662904854432,0.000357030565135071,0.000205968858785405,0.000222896872817162,0.000103999107542924,0.000132379112278666,0.000133000221801855,0.00013210198376166,0.000234763998377484,0.00024711750312956,0.000226663512911557,0.000240313658266922,8.24881073317895e-05,4.73145262229126e-05,0.00020914229392185,0.000144188925798986,6.72656273956512e-05,5.40343794861374e-05,5.93071997074256e-05,1.64177387697857e-06,7.87193947733544e-06,7.48290131370174e-06
"Total_1987",3.31840622312614e-05,6.66837438368244e-05,3.09471813113916e-05,8.66549763523492e-05,0.00023937559467678,0.0109051843743031,0.000307052596690601,0.000111007212034604,6.39823288160663e-05,6.57706280401029e-05,2.98211185878738e-05,4.91633414045145e-05,2.0616474178361e-05,6.55931338896488e-06,5.29991419405652e-05,4.88756139768503e-05,6.20273809893195e-05,-1.78519332839894e-05,3.63616284903175e-05,3.86368098231604e-05,2.57377888429865e-05,5.13732887870029e-05,4.70418151863223e-05,6.03112506924991e-05,3.96554125649621e-05,5.34961756784895e-05,4.9474536479171e-05,1.97503208236287e-05,2.29900122812283e-05,8.58423542029833e-05,6.01263780624105e-06,1.00499717022189e-05,5.21582724222291e-05,4.56200087786923e-05,6.6451682979179e-05,2.46727069370788e-05,4.67686434899673e-05,3.57021412500832e-05,3.21965865834791e-05,6.25826709311549e-05,2.88018656443371e-05,8.23102823213892e-05,0.000235667210111237,0.0109405923277122,0.000306447792384136,0.00010832010513443,6.27792086956413e-05,6.50500341729236e-05,2.84838341133558e-05,4.50883855398183e-05,1.95088394050513e-05,5.91686733280488e-06,4.72885826420634e-05,4.59708011078638e-05,5.4083193435666e-05,-1.79680352588127e-05,3.56767605020605e-05,3.76353968630427e-05,2.35878139374633e-05,4.45895151089327e-05,4.20833630914666e-05,5.84185389631899e-05,3.94665106809761e-05,5.3413810210208e-05,4.94133522679572e-05,1.97462719425972e-05,2.2942168406633e-05,8.54893706358878e-05,5.97168633731795e-06,9.51113101033961e-06,4.72052559671201e-05,3.62780991924768e-05,4.10146203130364e-05,2.89498955859965e-05,5.33098452801277e-05,4.06515740256951e-05,0.000314603957485544,0.000399349103331078,0.000491660826883577,0.000231054965556153,0.000921515200777714,0.00588015716939398,0.000761674163062279,0.000564022992601143,0.000440412773350887,0.000106759451764421,0.000267550627836527,0.000400444377450133,0.000249444628393022,0.00018179926200398,0.000368007836265495,0.000312063530990925,0.000270495899271026,4.62118587372168e-05,0.00017074550454339,0.000282933561445573,0.000210791872197103,0.000286328586589379,0.000236652315066764,0.000231156751185862,0.000169921628992619,0.000109892720588618,8.37222145965569e-05,2.26281917271108e-05,5.99267267357098e-05,0.000134278428115059,2.06223221136896e-05,0.000102543059179897,0.000223331779706051,0.000159574478858102,0.000202415298379021,5.4165724611879e-06,2.61380317302768e-05,1.00121418206591e-05
"Total_1988",6.1047431496244e-05,3.85348765569628e-05,5.31578880656684e-05,6.53465593216888e-05,9.06123893605344e-05,0.0003070525966906,0.0126671760658713,0.000186143178585578,0.000141835330125327,5.96084259627974e-05,8.48976185957169e-05,2.7115706325755e-05,4.43070818164717e-05,5.94541129455494e-05,2.49815018016398e-05,4.11758193937656e-05,2.76992999871435e-05,8.78090149956599e-05,6.00882734187061e-05,4.06806048045455e-05,9.80651266862329e-06,2.29165173067921e-05,2.48255867582646e-05,2.99191378419627e-05,5.47864917221517e-05,9.08769112665143e-05,9.28137124922088e-05,6.39008766058135e-05,6.38941742503592e-05,6.23577867533394e-05,3.94672066094268e-05,3.12743049803381e-05,2.85422501504486e-05,4.03158157952554e-05,5.06881603470034e-05,3.57634890429634e-05,2.98394717839464e-05,2.74378632414995e-05,6.16301360931616e-05,3.93968296541881e-05,5.37356239511481e-05,6.63966463334244e-05,9.14089050399617e-05,0.000310629837787217,0.0126815889188904,0.000188124609012173,0.000142526901641449,6.01501675779861e-05,8.53455426555534e-05,2.70005371438814e-05,4.43726966046308e-05,5.95284194936156e-05,2.4163942638556e-05,4.11205256822919e-05,2.70253458291734e-05,8.79521961821077e-05,6.02046286841264e-05,4.08098516300924e-05,9.56487860406593e-06,2.21340259234735e-05,2.43086800037517e-05,2.97545161697325e-05,5.48179612489171e-05,9.09186466405378e-05,9.2831865657097e-05,6.38693887292243e-05,6.39617746985681e-05,6.27977279076577e-05,3.95819931830683e-05,3.13585641543754e-05,2.90193301479606e-05,4.03373164075497e-05,5.00859846015743e-05,4.28621263861709e-05,3.77725399767036e-05,3.16321081784054e-05,-0.000105017085635992,-3.1383884594388e-05,-7.09128070142477e-05,3.04459306290931e-05,-5.59028606666766e-05,-0.000200622433869817,0.00183326872522655,-0.000147903543293864,-7.4542543390582e-05,2.87930768729931e-05,5.27000834924561e-06,3.70438505492683e-05,3.07516109831595e-05,3.91855230147874e-05,7.00801044138176e-05,4.61856556218264e-05,4.53849630902494e-05,8.80321200253537e-06,3.72571996430052e-05,9.15057583935439e-06,3.06046020830314e-05,5.00180252167218e-05,4.45920272198749e-05,4.47787023222352e-05,3.30851931533767e-05,6.23002401855791e-05,8.26525330713537e-05,8.62818858632736e-05,1.17048715739667e-05,1.98947430547268e-06,-1.48359803153351e-06,1.68110484511175e-05,1.20546294915428e-05,4.00535470526766e-05,5.39068492549677e-05,3.80504004843954e-06,4.81898545770017e-06,5.66766149900624e-06
"Total_1989",4.16614311688389e-05,6.02389064734072e-05,4.96781511107764e-05,0.000103429780445947,5.685971100049e-05,0.000111007212034604,0.000186143178585579,0.00875999580547334,0.000145418396279237,7.99028893788166e-05,5.00895679666826e-05,5.04591392738471e-05,2.5047999220081e-05,1.95739782960034e-05,7.33762336365871e-05,7.64851919395658e-05,9.03161759371462e-05,1.25509898284657e-05,3.73740642275009e-05,3.60635376196981e-05,2.11852018699885e-05,7.09315145052583e-05,5.01712579498999e-05,6.89009496563269e-05,5.90431212454884e-05,6.92053807397217e-05,8.78849642260259e-05,2.64520276623874e-05,5.22300455378169e-05,9.69681479983238e-05,1.59690997962616e-05,2.89659752513839e-05,6.64461471243288e-05,5.11197349793723e-05,5.84192849268352e-05,2.21068381476386e-05,6.99805014515848e-05,5.29440468315505e-05,4.19014030284375e-05,5.99352138908099e-05,4.94699635338955e-05,0.000103613286742973,5.64511435973204e-05,0.000111827824734977,0.000186388299611234,0.0087968402842212,0.000145499936007959,8.04879921770064e-05,4.96153786345544e-05,4.96889051464556e-05,2.45036235550435e-05,1.91638903242262e-05,7.27751379933997e-05,7.59813544592648e-05,9.07227243780045e-05,1.24539301248629e-05,3.75467306981243e-05,3.59605675755015e-05,2.12064395116716e-05,7.03435290965084e-05,4.863109396667e-05,6.86265863235618e-05,5.9078383847388e-05,6.92309683626841e-05,8.78568017264809e-05,2.64584967983805e-05,5.22513179610003e-05,9.79690105625976e-05,1.58301955619228e-05,2.88228587019515e-05,6.59845291906814e-05,4.80119011581566e-05,4.54359465369655e-05,2.52199959698958e-05,9.015771852431e-05,6.14727959527496e-05,-2.67279572115063e-05,8.48734361414424e-05,9.4387122839563e-05,9.7330776207615e-05,0.000132013730908096,-5.452530680118e-06,1.88968792202277e-06,0.00254843410746969,0.000119906366508272,4.66210692746439e-05,0.000134386364471687,0.000116857071239674,0.000137511494978458,0.000131433634702743,0.000106534168582577,0.000122134926684924,7.96476776793742e-05,6.61074661483954e-05,3.49368146067289e-06,6.11832917206428e-05,1.93572213181391e-05,9.12963281579891e-05,0.00010906690868354,9.36663379494207e-05,3.47261285614252e-05,5.16852529765012e-05,0.000103648838602587,2.18538836073732e-05,3.58071820567202e-05,-4.03692740737081e-05,6.55240258101797e-05,5.35322185319164e-05,8.23994074140064e-05,8.90297096931073e-05,0.000127816512531887,8.09123336826413e-06,6.34260352821179e-06,8.67562861261107e-06
"Total_1990",7.92932927670226e-05,3.92683343093187e-05,5.25810642863842e-05,7.86266841782664e-05,7.89235402567656e-05,6.39823288160662e-05,0.000141835330125327,0.000145418396279238,0.0132559169570754,0.000309375241416101,0.000120136554522453,4.82257459338347e-05,4.44407325393665e-05,3.63877303160787e-05,4.81280900261794e-05,4.15856325333933e-05,5.70797519122661e-05,8.57636350261763e-05,5.26596892289845e-05,5.98888944817042e-05,1.91974696500223e-05,4.34923362619946e-05,4.15738985437875e-05,5.49448075184443e-05,6.41802714783894e-05,0.000109915740344415,0.000114590217689312,9.28261694607759e-05,6.51281872964238e-05,0.000102872618372689,3.8248385646946e-05,3.451166259141e-05,4.37795814210127e-05,6.74172692857716e-05,7.16617271178205e-05,5.20164636358981e-05,4.78438876694366e-05,4.68854713178062e-05,7.91637397310825e-05,3.85996889018373e-05,5.26816728346577e-05,7.71423426400241e-05,7.86868306868734e-05,6.3473181011365e-05,0.000141715975486286,0.000144205945216529,0.0132867921319558,0.000313057545474228,0.000120237952658523,4.72297436020188e-05,4.40641877263458e-05,3.59498463453399e-05,4.64115811380437e-05,4.01982956119904e-05,5.03092999014834e-05,8.56856757317552e-05,5.23674061752583e-05,6.00839630413166e-05,1.85941962325125e-05,3.94256847261482e-05,3.93227349875334e-05,5.47122964503365e-05,6.43112965951292e-05,0.000109911153022446,0.000114508295722763,9.28178381329905e-05,6.51909655940219e-05,0.000103003195002785,3.80727653765702e-05,3.43861496792318e-05,4.43740854539937e-05,7.16331884018127e-05,8.0699073934429e-05,6.09356597380171e-05,5.89520451190151e-05,5.29204794981168e-05,0.000116214508886305,9.3506620233536e-05,3.09750452921935e-05,0.000127960170165918,0.000122465133614356,0.000136239585268716,0.000231552272240238,0.000349823909336993,0.00359573788763151,9.99184047533807e-05,0.000102110973888105,0.00013408599636145,0.000122231766749261,0.000155829298671455,0.000142815001655045,0.000167284027235203,0.000234747523380729,0.000128780715757338,0.000110011077142777,1.23015180897746e-05,7.11228242215831e-05,0.000184340390458151,0.00012765807139622,7.59324038787615e-05,-2.61742864246478e-05,0.000113056730310646,0.000160445791953503,9.87479255299438e-05,1.66617101989072e-05,8.49550156966428e-05,0.000100901979660322,5.60562061654714e-05,2.3233851088342e-05,1.59906498850449e-05,2.33562146875757e-05,1.18617607090794e-05,1.28093342250682e-05,1.55607996356891e-05
"Total_1991",4.25767927947227e-05,4.3821669294084e-05,3.01222231654045e-05,6.79692950302147e-05,3.91062069385628e-05,6.57706280401029e-05,5.96084259627973e-05,7.99028893788162e-05,0.000309375241416101,0.00855360509209346,0.000184782103184532,5.71020792809193e-05,5.20909683221214e-05,2.77402114601616e-05,4.09345215236486e-05,4.07640901231551e-05,4.3350255887654e-05,2.39327664711734e-05,3.65350598792562e-05,4.48055751660972e-05,2.54481444315525e-05,5.316960374767e-05,5.25988555298309e-05,5.67009102369616e-05,6.53828697609497e-05,9.80725948214069e-05,9.66384807532448e-05,5.74956850683644e-05,5.79857608091682e-05,0.000100270623368528,2.79101516591538e-05,3.91127528857065e-05,4.37431051969988e-05,4.60226988620694e-05,3.9323659491946e-05,3.74831874401941e-05,5.34780338914517e-05,5.09326940174064e-05,4.29413068012152e-05,4.41550233911253e-05,3.00745057261684e-05,6.71232482761487e-05,3.92465108428925e-05,6.65781142648429e-05,5.98112245554982e-05,8.13162922691073e-05,0.000311691656947372,0.00868015034460511,0.000189022800077746,6.0297017589922e-05,5.32223991225742e-05,2.83403756329742e-05,4.36609344153697e-05,4.20529224589082e-05,4.65801255982283e-05,2.42555494815173e-05,3.75179156121516e-05,4.52852354849623e-05,2.69433209079626e-05,5.56982907638023e-05,5.4832128845523e-05,5.76317370695289e-05,6.56495665992487e-05,9.84065188877338e-05,9.69919904631766e-05,5.77318414942237e-05,5.80776116992566e-05,0.000102042868844629,2.83970859407157e-05,4.02060165177436e-05,4.92559407878808e-05,5.9090930583243e-05,5.41388705445123e-05,4.27136833968628e-05,6.56943893056793e-05,5.91448182096691e-05,-6.13057624422209e-05,1.67810964776054e-05,4.03697012989423e-05,9.6088454004959e-05,1.32979747171641e-05,-4.88262310337318e-05,-9.28319797787759e-05,-0.000158380825183953,-0.000415381425321617,0.00135545744666063,-0.000569088004863467,-0.000218317158755885,-0.00018165324766673,-0.000135966511923129,-0.000109461213870796,-7.60093865605859e-05,-4.14068257219001e-05,-0.000154175346456534,-0.000156319570870494,-7.22085463278627e-05,-0.000103245688963435,-3.44112088087799e-05,-3.28011970787953e-05,-2.73201129437217e-05,-0.000118530531870115,-0.000130568897736843,-0.000101237515630471,-0.000110360001814808,-1.29255131686078e-05,-0.000142915238162085,-0.000145806599391,-0.000148548146296686,-0.000146777441569442,-0.000113386189322727,-3.98651086475337e-05,1.39352119393459e-05,1.49482814461983e-05,8.30771548387868e-06
