5.44904E+11	3.205E+11	2.02968E+11	2.62732E+11	2.63861E+11	2.72112E+11	4.59392E+11	3.78936E+11	4.67682E+11	2.70678E+11	2.03081E+11	2.04233E+11	2.14227E+11	3.30343E+11	1.12287E+11	1.65338E+11	1.2923E+11	2.01479E+11	2.57722E+11	1.78332E+11	2.41788E+11	4.22214E+11	1.61117E+11	2.35236E+11	92441588095	2.1687E+11	1.28983E+11	88934189689	1.87409E+11	1.00703E+11	1.70312E+11	2.05064E+11	3.80043E+11	2.52888E+11	2.27734E+11	1.73925E+11	1.22779E+11	2.50854E+11
3.205E+11	1.50355E+12	5.65044E+11	6.09234E+11	6.48536E+11	6.75246E+11	1.09983E+12	8.279E+11	1.0396E+12	6.17281E+11	4.99734E+11	4.75961E+11	4.59292E+11	6.95428E+11	2.41877E+11	4.32267E+11	2.091E+11	3.77473E+11	6.09738E+11	3.62134E+11	5.18933E+11	1.02064E+12	3.83548E+11	5.25152E+11	2.4602E+11	5.09664E+11	3.58506E+11	2.12364E+11	4.17129E+11	2.75689E+11	2.70457E+11	4.76811E+11	8.54875E+11	6.08879E+11	4.34617E+11	4.44038E+11	2.87508E+11	5.00433E+11
2.02968E+11	5.65044E+11	9.84802E+11	4.28896E+11	4.27093E+11	4.3704E+11	7.9741E+11	6.19999E+11	7.31064E+11	4.0019E+11	3.41518E+11	3.59512E+11	2.92758E+11	6.27869E+11	1.75054E+11	2.66206E+11	1.53173E+11	3.48355E+11	5.42683E+11	2.5821E+11	3.78926E+11	7.24313E+11	2.61146E+11	3.72376E+11	1.73446E+11	3.60619E+11	2.34583E+11	1.33989E+11	3.03182E+11	1.91559E+11	2.34049E+11	3.39713E+11	6.16174E+11	4.14282E+11	3.30934E+11	3.275E+11	1.77362E+11	3.82162E+11
2.62732E+11	6.09234E+11	4.28896E+11	1.09746E+12	5.66126E+11	5.31E+11	9.48003E+11	8.09762E+11	1.07938E+12	5.53623E+11	4.5462E+11	4.74133E+11	4.85449E+11	7.93561E+11	2.45682E+11	3.66519E+11	2.05779E+11	4.15252E+11	5.82808E+11	3.51153E+11	5.14888E+11	8.08509E+11	3.30696E+11	5.02921E+11	2.0443E+11	4.7081E+11	3.13472E+11	2.21745E+11	3.84708E+11	2.34767E+11	2.62064E+11	4.30982E+11	8.04253E+11	5.50517E+11	4.5906E+11	3.88124E+11	2.91219E+11	5.10385E+11
2.63861E+11	6.48536E+11	4.27093E+11	5.66126E+11	1.22674E+12	5.98374E+11	9.07836E+11	7.06469E+11	9.35814E+11	5.1814E+11	3.93816E+11	3.96961E+11	4.45271E+11	6.64987E+11	2.13481E+11	3.38485E+11	2.09781E+11	3.36818E+11	5.63985E+11	2.90231E+11	4.35664E+11	7.40346E+11	2.99155E+11	4.52263E+11	1.94584E+11	4.36555E+11	2.82772E+11	1.88703E+11	3.34571E+11	2.46148E+11	2.30687E+11	4.09053E+11	7.3821E+11	5.10066E+11	4.17132E+11	3.55523E+11	2.35118E+11	4.3133E+11
2.72112E+11	6.75246E+11	4.3704E+11	5.31E+11	5.98374E+11	2.15093E+12	9.78148E+11	8.07703E+11	1.08715E+12	5.74482E+11	4.22394E+11	4.28922E+11	4.01599E+11	7.37913E+11	2.31453E+11	3.79131E+11	2.29335E+11	4.06377E+11	5.64352E+11	3.30617E+11	4.4835E+11	9.8934E+11	2.99943E+11	4.06306E+11	2.15173E+11	4.57597E+11	2.9435E+11	2.14828E+11	3.94704E+11	2.86484E+11	2.78709E+11	4.07869E+11	7.47835E+11	5.33935E+11	4.51286E+11	4.07571E+11	2.33284E+11	4.18928E+11
4.59392E+11	1.09983E+12	7.9741E+11	9.48003E+11	9.07836E+11	9.78148E+11	3.95602E+12	1.21564E+12	1.63184E+12	9.69235E+11	8.10631E+11	7.97934E+11	7.52862E+11	1.37805E+12	3.37291E+11	5.96102E+11	3.14953E+11	7.04516E+11	9.40059E+11	5.56147E+11	7.6477E+11	1.86716E+12	5.26126E+11	8.19386E+11	3.4867E+11	7.12473E+11	4.63185E+11	3.49701E+11	6.1735E+11	4.06887E+11	3.94712E+11	6.93353E+11	1.1813E+12	8.49154E+11	6.58532E+11	6.59722E+11	4.15833E+11	7.73191E+11
3.78936E+11	8.279E+11	6.19999E+11	8.09762E+11	7.06469E+11	8.07703E+11	1.21564E+12	2.19091E+12	1.17574E+12	6.81352E+11	6.1303E+11	6.37882E+11	6.12781E+11	9.30968E+11	2.91146E+11	4.87856E+11	2.65205E+11	5.42354E+11	8.80239E+11	4.61901E+11	5.8627E+11	1.03288E+12	4.15745E+11	6.73113E+11	2.71376E+11	6.22922E+11	3.88486E+11	2.57218E+11	4.87184E+11	3.30296E+11	3.97548E+11	5.46712E+11	1.08339E+12	7.34241E+11	5.62849E+11	5.51342E+11	2.98946E+11	6.47399E+11
4.67682E+11	1.0396E+12	7.31064E+11	1.07938E+12	9.35814E+11	1.08715E+12	1.63184E+12	1.17574E+12	5.67985E+12	9.56602E+11	7.44361E+11	7.62767E+11	6.91314E+11	1.4653E+12	3.64915E+11	6.23447E+11	3.66284E+11	6.07768E+11	1.00043E+12	5.39834E+11	8.33921E+11	1.73684E+12	5.25667E+11	8.67776E+11	2.95863E+11	7.13285E+11	5.33215E+11	3.66818E+11	6.93445E+11	3.70875E+11	4.09937E+11	7.1626E+11	1.25539E+12	9.38474E+11	7.55223E+11	7.08678E+11	3.08017E+11	8.06887E+11
2.70678E+11	6.17281E+11	4.0019E+11	5.53623E+11	5.1814E+11	5.74482E+11	9.69235E+11	6.81352E+11	9.56602E+11	2.1448E+12	3.86097E+11	3.69958E+11	4.19443E+11	6.57291E+11	2.26792E+11	3.28454E+11	1.88863E+11	3.52456E+11	5.39265E+11	3.1087E+11	4.69257E+11	9.53236E+11	2.60117E+11	4.46769E+11	1.72384E+11	4.36691E+11	2.42497E+11	1.80472E+11	3.24422E+11	2.28492E+11	2.69512E+11	3.9581E+11	6.4215E+11	5.12999E+11	3.79769E+11	3.80903E+11	3.02004E+11	4.41313E+11
