5.7473800E+11	3.4252600E+11	2.1139200E+11	2.9245400E+11	2.7843600E+11	3.0959200E+11	4.7790800E+11	4.3537700E+11	4.4363600E+11	2.4878700E+11	2.1754800E+11	2.4482500E+11	3.0279900E+11	2.2849900E+11	1.5149900E+11	1.6970200E+11	9.5578675E+10	1.8562400E+11	2.6862400E+11	1.5904100E+11	2.4659500E+11	5.4594000E+11	1.7783400E+11	2.7869400E+11	9.1663933E+10	2.7759300E+11	1.3796900E+11	9.0770888E+10	1.6256300E+11	1.2515200E+11	1.5527800E+11	1.9906900E+11	3.8000700E+11	3.2027900E+11	2.5573700E+11	1.9717000E+11
3.4252600E+11	1.4804500E+12	5.0457000E+11	6.7363800E+11	6.1397300E+11	6.7924500E+11	9.9200900E+11	9.6197500E+11	9.4500600E+11	5.4167700E+11	4.5316500E+11	5.3623800E+11	5.5560800E+11	6.4987700E+11	3.2208500E+11	3.6770000E+11	2.2285700E+11	4.5975500E+11	5.5314800E+11	3.7068400E+11	5.5423600E+11	1.5078500E+12	4.1578300E+11	5.8281600E+11	2.2665100E+11	5.5340000E+11	2.9505100E+11	2.1164700E+11	4.0664800E+11	2.6426000E+11	3.5745000E+11	4.9026700E+11	8.5504000E+11	6.5870400E+11	4.5606700E+11	4.5621600E+11
2.1139200E+11	5.0457000E+11	9.6432800E+11	4.7755100E+11	4.2269000E+11	4.6700000E+11	6.4655000E+11	6.0984500E+11	7.9179300E+11	4.1187200E+11	3.5675500E+11	3.7549100E+11	3.9127500E+11	4.8275800E+11	2.1927600E+11	2.4295300E+11	1.7522700E+11	3.5127800E+11	3.8562700E+11	2.5807700E+11	3.5905500E+11	7.8902400E+11	2.7446300E+11	4.0354300E+11	1.5470600E+11	4.0205500E+11	1.9030300E+11	1.4728300E+11	2.9579900E+11	1.8179900E+11	2.2223800E+11	3.1608900E+11	5.6060600E+11	4.7979600E+11	3.0602400E+11	2.9132900E+11
2.9245400E+11	6.7363800E+11	4.7755100E+11	1.0744600E+12	5.7139400E+11	5.9085300E+11	8.5896500E+11	8.6964500E+11	9.5515500E+11	4.8796600E+11	4.5942600E+11	5.2286800E+11	5.2260100E+11	5.6061000E+11	2.6784000E+11	3.4641200E+11	2.3122400E+11	3.6344900E+11	5.2944100E+11	3.2549700E+11	4.5374700E+11	1.1578500E+12	3.6364100E+11	5.1168300E+11	2.1928800E+11	5.2438900E+11	2.6775700E+11	1.9801700E+11	3.8983200E+11	2.3279100E+11	3.0842200E+11	4.1867500E+11	7.8961000E+11	6.0616600E+11	4.0492000E+11	4.1496800E+11
2.7843600E+11	6.1397300E+11	4.2269000E+11	5.7139400E+11	1.2064000E+12	4.9963700E+11	9.1328200E+11	8.0735300E+11	8.6824500E+11	4.5642700E+11	4.1451700E+11	4.6451600E+11	4.7184700E+11	4.9804000E+11	2.3397000E+11	3.0980800E+11	1.9567700E+11	3.0974500E+11	4.9461300E+11	3.1174200E+11	4.3332100E+11	8.5334800E+11	3.5438300E+11	4.7962100E+11	2.1567500E+11	4.7272600E+11	2.3401700E+11	1.7541600E+11	3.1782400E+11	2.1337400E+11	2.8651200E+11	3.7689800E+11	6.6580400E+11	5.4196800E+11	3.8518700E+11	3.6559200E+11
3.0959200E+11	6.7924500E+11	4.6700000E+11	5.9085300E+11	4.9963700E+11	1.9713500E+12	1.0245600E+12	8.5955500E+11	1.0387000E+12	5.3488000E+11	4.8226000E+11	4.8011400E+11	4.5133200E+11	4.7760900E+11	2.8064600E+11	3.5573800E+11	1.9934700E+11	4.3222900E+11	5.4350500E+11	3.1559200E+11	4.7502300E+11	1.1053500E+12	3.8213900E+11	5.2027400E+11	1.8534700E+11	4.6804100E+11	2.8291900E+11	1.9384800E+11	4.1735600E+11	2.3597800E+11	2.9423200E+11	4.2085600E+11	7.8722700E+11	6.0166200E+11	4.2003200E+11	4.0520200E+11
4.7790800E+11	9.9200900E+11	6.4655000E+11	8.5896500E+11	9.1328200E+11	1.0245600E+12	3.5909400E+12	1.2886700E+12	1.4834100E+12	7.1617000E+11	7.5562300E+11	7.7563600E+11	7.2858300E+11	6.1400300E+11	3.5921000E+11	5.0057200E+11	2.8776700E+11	5.3757800E+11	7.3266800E+11	4.9578400E+11	6.9147800E+11	1.6488200E+12	5.6426400E+11	7.3454900E+11	3.1174600E+11	7.3745900E+11	3.9257700E+11	2.7161800E+11	5.0414900E+11	3.3581200E+11	4.6561000E+11	6.8241400E+11	1.0477300E+12	8.9881800E+11	6.2260000E+11	5.6933800E+11
4.3537700E+11	9.6197500E+11	6.0984500E+11	8.6964500E+11	8.0735300E+11	8.5955500E+11	1.2886700E+12	2.4403900E+12	1.2124300E+12	7.6772000E+11	6.8810700E+11	7.2106400E+11	6.5707200E+11	7.6586000E+11	3.9469000E+11	5.0124500E+11	2.7900100E+11	5.4541100E+11	7.3326200E+11	4.1924600E+11	7.0020300E+11	1.4924500E+12	5.2952700E+11	7.3185200E+11	3.3088100E+11	7.2120000E+11	3.6696200E+11	2.4158800E+11	4.7786900E+11	3.1782500E+11	4.3542400E+11	5.9167500E+11	1.0753500E+12	7.7909600E+11	6.0175200E+11	5.4215900E+11
4.4363600E+11	9.4500600E+11	7.9179300E+11	9.5515500E+11	8.6824500E+11	1.0387000E+12	1.4834100E+12	1.2124300E+12	5.4960300E+12	7.7410800E+11	6.4051200E+11	8.0686600E+11	7.0066700E+11	7.7366700E+11	4.0633500E+11	5.7013700E+11	3.4245900E+11	5.3636400E+11	8.0911300E+11	5.0959300E+11	9.0449400E+11	1.9550400E+12	6.0722000E+11	8.5860800E+11	3.2219500E+11	8.1079700E+11	4.6170400E+11	3.2166900E+11	5.6521100E+11	3.6269600E+11	5.0100400E+11	7.4746900E+11	1.2357000E+12	8.9423000E+11	7.1394400E+11	5.6303800E+11
2.4878700E+11	5.4167700E+11	4.1187200E+11	4.8796600E+11	4.5642700E+11	5.3488000E+11	7.1617000E+11	7.6772000E+11	7.7410800E+11	1.9032200E+12	3.9198300E+11	3.5490800E+11	4.2144800E+11	5.5404500E+11	2.6536600E+11	2.9419500E+11	1.6356200E+11	3.9389200E+11	4.3310400E+11	2.6967700E+11	3.5235300E+11	1.1163000E+12	2.9442100E+11	3.9448900E+11	1.9814800E+11	3.9236700E+11	2.3976700E+11	1.7428400E+11	3.2583300E+11	1.9538000E+11	2.7360000E+11	3.6065000E+11	6.6964100E+11	4.6069200E+11	3.3730400E+11	3.0546900E+11
