"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1982,1,"All",3304589.52413226,0.0992701349515601,328047.048020122
1983,1,"All",8477105.39985768,0.0901727502280529,764403.907878247
1984,1,"All",6372477.91685602,0.111419048936639,710015.428865832
1985,1,"All",7339043.42454744,0.102786686892508,754355.958569487
1986,1,"All",6297917.12680079,0.101893019917561,641713.795240258
1987,1,"All",6683586.01366089,0.1076182649097,719275.930164922
1988,1,"All",9818135.61113848,0.116175227721725,1140624.1404268
1989,1,"All",8860041.35896331,0.0942232098071632,834821.535865741
1990,1,"All",10817909.2154305,0.127351128769771,1377672.94951398
1991,1,"All",6381551.8026123,0.0952190059787191,607645.019246446
1992,1,"All",5900301.05694173,0.102171362787423,602841.799843812
1993,1,"All",6939532.43615291,0.0913956170855118,634242.849287115
1994,1,"All",6636815.50789595,0.102983554199203,683482.84956751
1995,1,"All",6634246.76202373,0.119192991697602,790755.719225739
1996,1,"All",3702697.44114406,0.0914699904928351,338685.699739292
1997,1,"All",4314731.81612343,0.0894947455123164,386145.825837861
1998,1,"All",3129392.11528177,0.0866045726466836,271019.666787878
1999,1,"All",4674578.4038036,0.105502423222394,493179.349144347
2000,1,"All",6914077.8038102,0.109895374557525,759825.169969593
2001,1,"All",5238246.03557192,0.0930321160430308,487325.113043274
2002,1,"All",6299258.85809495,0.0841390431567006,530013.61291648
2003,1,"All",10195150.0951307,0.0998387844167501,1017871.39244416
2004,1,"All",4903081.82045497,0.0918397955530021,450298.031970228
2005,1,"All",6368743.36596873,0.0980447264122606,624421.700906304
2006,1,"All",3870439.44211488,0.101866719249285,394268.968021272
2007,1,"All",6317970.20258553,0.12462791691887,787395.465503725
2008,1,"All",3957382.29519049,0.121137193425108,479386.18454959
2009,1,"All",3051457.96246148,0.141337181210582,431284.466996893
2010,1,"All",4901846.64814959,0.119599005204588,586255.982784137
2011,1,"All",3757896.44415269,0.0959084992493859,360414.208293287
2012,1,"All",4375585.99737591,0.091481686590381,400285.9868612
2013,1,"All",5686289.15453768,0.0949569534001825,539952.694267396
2014,1,"All",10211099.9600518,0.0810446412097037,827554.932618816
2015,1,"All",8642994.91880739,0.0815494751662804,704831.699493563
2016,1,"All",7205127.97590641,0.109706182217249,790447.082623373
2017,1,"All",7551318.90223759,0.0794987004890137,600320.039706012
2018,1,"All",4825046.51973193,0.101572881804683,490093.879850825
1982,1,"EBS",3291491.48643652,0.0995331551768459,327612.532882757
1983,1,"EBS",8381982.27577661,0.0902635765249852,756587.698580628
1984,1,"EBS",6330830.26721311,0.111739862964628,707406.106510713
1985,1,"EBS",6993442.00776392,0.105421089290798,737256.274350497
1986,1,"EBS",6234237.42318234,0.102260076366258,637513.594980009
1987,1,"EBS",6642688.40351269,0.108003245023131,717431.903256894
1988,1,"EBS",9803650.73584255,0.116318402528428,1140344.99253986
1989,1,"EBS",8819968.76964759,0.0945504698975995,833932.191652332
1990,1,"EBS",10768782.8826438,0.127812900251424,1376389.37240859
1991,1,"EBS",6235427.61883881,0.0970457345380041,605121.653428771
1992,1,"EBS",5839511.00226159,0.102536518128983,598763.125747796
1993,1,"EBS",6858137.50496801,0.0917419010889653,629178.572635296
1994,1,"EBS",6585388.89737244,0.103435494949599,681162.96003531
1995,1,"EBS",6595125.21864877,0.119718561932499,789558.906941388
1996,1,"EBS",3655815.35898177,0.0920173268233398,336398.35669321
1997,1,"EBS",4266176.35976607,0.0898441581554268,383291.023585765
1998,1,"EBS",3057715.2779452,0.0872995423490076,266937.144398185
1999,1,"EBS",4656040.77696537,0.105800717955712,492612.457034006
2000,1,"EBS",6868889.78304437,0.110364207392491,758079.576572076
2001,1,"EBS",5199511.85778004,0.0933755849130964,485507.460982792
2002,1,"EBS",6230123.33518706,0.0846690526893689,527498.64092822
2003,1,"EBS",9978186.53450644,0.100926999001642,1007068.42240633
2004,1,"EBS",4794192.1876641,0.0926943603179789,444394.578076976
2005,1,"EBS",6294162.90021712,0.0988816022830099,622376.912603745
2006,1,"EBS",3861509.40903742,0.102069417965929,394142.017850405
2007,1,"EBS",6305895.65765027,0.124832634252936,787181.566268633
2008,1,"EBS",3946862.31873627,0.121419948103319,479227.817911904
2009,1,"EBS",3046794.66548567,0.141532741844363,431221.202842965
2010,1,"EBS",4894912.2926868,0.119758052269144,586205.16220046
2011,1,"EBS",3737845.19137759,0.0962462865962448,359753.719541724
2012,1,"EBS",4355568.78813239,0.0917397577562545,399578.825513967
2013,1,"EBS",5648215.63265083,0.0953664414357275,538650.225347555
2014,1,"EBS",10001997.8536155,0.0810351333742638,810513.23007683
2015,1,"EBS",8143545.91637804,0.0765759735424368,623599.956634181
2016,1,"EBS",6342381.2665008,0.0968759609407248,614424.279844715
2017,1,"EBS",6115493.91476183,0.0916727153632865,560623.932953872
2018,1,"EBS",3797574.80598802,0.116992949056398,444289.475814816
1982,1,"NBS",13098.0376957419,0.615744011679908,8065.03827591077
1983,1,"NBS",95123.1240810131,0.610198300189087,58043.9686229098
1984,1,"NBS",41647.6496428576,0.718470535326908,29922.6091340114
1985,1,"NBS",345601.41678363,0.394561978207012,136361.178677295
1986,1,"NBS",63679.7036184581,0.670377572804974,42689.4451486821
1987,1,"NBS",40897.6101482185,0.648443610584973,26519.7939888075
1988,1,"NBS",14484.8752959174,0.601768865274396,8716.54697046536
1989,1,"NBS",40072.5893156396,0.553721534060346,22189.0556296262
1990,1,"NBS",49126.3327866906,0.598052370410751,29380.1197726677
1991,1,"NBS",146124.183773515,0.317248396324651,46357.6629663963
1992,1,"NBS",60790.0546800989,0.736382585903207,44764.7376625285
1993,1,"NBS",81394.9311848873,0.74788904018941,60874.3769601484
1994,1,"NBS",51426.6105235349,0.780585823238,40142.8831118535
1995,1,"NBS",39121.5433749353,0.723396215727666,28300.3764308539
1996,1,"NBS",46882.0821622695,0.652791996389129,30604.248009587
1997,1,"NBS",48555.4563573824,0.660936359177429,32092.0665430469
1998,1,"NBS",71676.8373365524,0.512871116809418,36760.9796141647
