#	Number	of	strata	
10				
#	SqKm	per	stratum	
2004	6	42	509.389803	3
2004	6	42	0	3
2004	6	42	493.2011968	3
2004	6	42	556.0237319	3
2004	6	42	203.9836398	3
2004	6	42	183.4236071	3
2004	6	42	107.5172317	3
2004	6	42	61.14877277	3
2004	6	42	214.5610551	3
2004	6	42	15.49549732	3
2004	6	42	122.0975315	3
2004	6	42	26.68939637	3
2004	6	42	500.1735647	3
2004	6	42	469.7411437	3
2004	6	42	893.8009487	3
2004	7	43	16.28005729	3
2004	7	43	6.813602547	3
2004	7	43	33.13075978	3
2004	7	43	79.52974747	3
2004	7	43	109.9149993	3
2004	7	43	22.68372873	3
2004	7	43	70.24038241	3
2004	7	43	27.21539899	3
2004	7	43	137.7410029	3
2004	7	43	51.26214052	3
2004	8	50	64.93631518	3
2004	8	50	19.78939834	3
2004	8	50	12.17083208	3
2004	8	50	16.93542254	3
2004	8	50	9.734108708	3
2004	8	50	15.60246832	3
2004	8	50	1.913080854	3
2004	8	50	1.459250099	3
2004	8	50	2.926837325	3
2004	8	50	360.8598729	3
2004	9	61	10.77710517	3
2004	9	61	16.7099552	3
2004	9	61	287.2120795	3
2004	9	61	157.5406709	3
2004	9	61	546.2471325	3
2004	9	61	129.9892648	3
2004	9	61	46.95864489	3
2004	9	61	44.65244977	3
2004	9	61	44.14913493	3
2004	9	61	38.34658515	3
2004	9	61	38.00930851	3
2004	9	61	33.68469045	3
2004	9	61	8.765574961	3
2004	9	61	14.57991768	3
2004	9	61	37.90885921	3
2004	9	61	94.41608195	3
2004	9	61	30.86993005	3
2004	9	61	21.83401229	3
2004	9	61	38.1725215	3
2004	9	61	78.83551627	3
2004	9	61	36.74796778	3
2004	9	61	172.7439177	3
2004	9	61	319.1542458	3
2004	9	61	22.88751927	3
2004	9	61	55.3148082	3
2004	9	61	144.4261271	3
2004	9	61	126.725007	3
2004	9	61	77.935268	3
2004	9	61	56.3122185	3
2004	9	61	42.18773841	3
2004	9	61	485.3910182	3
2004	9	61	1871.242965	3
2004	9	61	94.90710233	3
2004	9	61	0.319478552	3
2004	9	61	93.76388969	3
2004	9	61	27.91982841	3
2004	9	61	0.071791069	3
2004	9	61	0	3
2004	9	61	0.113314957	3
2004	9	61	0.024118973	3
2004	9	61	104.7841643	3
2004	9	61	0.932460539	3
2004	10	62	23.13672474	3
2004	10	62	26.68254107	3
2005	1	10	0.600386911	3
2005	1	10	0.312874381	3
2005	1	10	1.159653608	3
2005	1	10	0	3
2005	1	10	0.71446339	3
2005	1	10	2.14047279	3
2005	1	10	8.293245904	3
2005	1	10	14.13086946	3
2005	1	10	0.006775045	3
2005	1	10	4.07051726	3
2005	1	10	3.759016898	3
2005	1	10	0	3
2005	1	10	0	3
2005	1	10	2.057784079	3
2005	1	10	7.49998271	3
2005	1	10	2.385165844	3
2005	1	10	85.61698661	3
2005	1	10	4.420699615	3
2005	1	10	9.409000657	3
2005	1	10	7.042872093	3
2005	1	10	0.793258645	3
2005	1	10	1.471590935	3
2005	1	10	1.181671599	3
2005	1	10	2.179540541	3
2005	1	10	0.260786406	3
2005	1	10	1.968851252	3
2005	1	10	9.45029552	3
2005	1	10	7.261759721	3
2005	1	10	6.869151545	3
2005	1	10	7.973460364	3
2005	1	10	4.148991649	3
2005	1	10	5.678106345	3
2005	1	10	11.60837352	3
2005	2	20	8.600697139	3
2005	2	20	3.674445116	3
2005	2	20	3.07479872	3
2005	2	20	12.51489924	3
2005	2	20	5.993018194	3
2005	2	20	28.31388339	3
2005	2	20	4.13023089	3
2005	2	20	3.926376436	3
2005	2	20	8.925225895	3
2005	2	20	9.397991725	3
2005	2	20	8.058283003	3
2005	2	20	7.671462063	3
2005	2	20	30.97532399	3
2005	2	20	13.59771183	3
2005	2	20	12.30360811	3
2005	2	20	15.59961169	3
2005	2	20	19.08380494	3
2005	3	31	161.8851141	3
2005	3	31	14.38442364	3
2005	3	31	13.43543431	3
2005	3	31	8.526291325	3
2005	3	31	67.4336049	3
2005	3	31	25.02879404	3
2005	3	31	63.06814911	3
2005	3	31	11.20468529	3
2005	3	31	41.16873013	3
2005	3	31	820.329688	3
2005	3	31	83.85294682	3
2005	3	31	11.66965445	3
2005	3	31	24.13753895	3
2005	3	31	18.94187702	3
2005	3	31	13.6855935	3
2005	3	31	43.57493998	3
2005	3	31	312.043151	3
2005	3	31	37.14163747	3
2005	3	31	3.512569884	3
2005	3	31	61.62706851	3
2005	3	31	428.152244	3
2005	3	31	6.835475933	3
2005	3	31	45.54173213	3
2005	3	31	570.5201599	3
2005	3	31	26.87800321	3
2005	3	31	15.87441515	3
2005	3	31	18.63833629	3
2005	3	31	4.232963874	3
2005	3	31	18.09830087	3
2005	3	31	254.2738736	3
2005	3	31	83.91045977	3
2005	3	31	1.414817517	3
2005	3	31	90.92093375	3
2005	4	32	372.249629	3
2005	4	32	744.4886794	3
2005	4	32	519.9384412	3
2005	5	41	44.32835049	3
2005	5	41	68.47969818	3
2005	5	41	54.68170051	3
2005	5	41	31.3093288	3
2005	5	41	32.24340195	3
2005	5	41	29.06381066	3
2005	5	41	54.76293079	3
2005	5	41	5.979441377	3
2005	5	41	3.601987149	3
2005	5	41	3.937805322	3
2005	5	41	8.53790109	3
2005	5	41	8.23292916	3
2005	5	41	72.53104566	3
2005	5	41	260.39669	3
2005	5	41	324.3279511	3
2005	5	41	2.480115883	3
2005	5	41	18.67329305	3
2005	5	41	78.58055524	3
2005	5	41	69.95232643	3
2005	5	41	55.88253757	3
2005	6	42	41.72291171	3
2005	6	42	14.62529319	3
2005	6	42	9.720056921	3
2005	6	42	218.4290943	3
2005	6	42	439.4474373	3
2005	6	42	0	3
2005	6	42	15.82927988	3
2005	6	42	101.7018148	3
2005	6	42	4.028770879	3
2005	6	42	12.3009033	3
2005	6	42	328.116016	3
2005	6	42	84.99754624	3
2005	6	42	300.2624582	3
2005	6	42	199.7623059	3
2005	6	42	160.495634	3
2005	6	42	35.46424265	3
2005	6	42	187.1817846	3
2005	7	43	173.0208261	3
2005	7	43	159.5470105	3
2005	7	43	35.80983532	3
2005	7	43	27.5771648	3
2005	7	43	15.18242663	3
2005	7	43	4.656679792	3
2005	7	43	72.77147878	3
2005	7	43	166.2783151	3
2005	7	43	210.3003139	3
2005	8	50	190.2084053	3
2005	8	50	666.188326	3
2005	8	50	10.58435032	3
2005	8	50	0	3
2005	8	50	84.62349323	3
2005	8	50	6.864459917	3
2005	8	50	0.678508318	3
2005	8	50	1.169484451	3
2005	8	50	5.127612788	3
2005	8	50	53.26735959	3
2005	8	50	346.8970054	3
2005	9	61	371.2772859	3
2005	9	61	45.46466491	3
2005	9	61	777.2451489	3
2005	9	61	3.904977899	3
2005	9	61	849.4798525	3
2005	9	61	240.5356766	3
2005	9	61	91.5671405	3
2005	9	61	1167.726034	3
2005	9	61	962.206977	3
2005	9	61	87.50805277	3
2005	9	61	69.26696871	3
2005	9	61	253.7640315	3
2005	9	61	53.54214732	3
2005	9	61	703.6543719	3
2005	9	61	62.71672525	3
2005	9	61	1619.142663	3
2005	9	61	0	3
2005	9	61	0.084157919	3
2005	9	61	0.051347924	3
2005	9	61	0.618027981	3
2005	9	61	185.9809772	3
2005	9	61	364.6640093	3
2005	9	61	1.029084693	3
2005	9	61	0.298918534	3
2005	10	62	251.4071971	3
2005	10	62	65.53498147	3
2005	10	82	1.320730541	3
2005	10	82	4.572253665	3
2005	10	82	2.310406538	3
2005	10	82	37.59415276	3
2005	10	82	39.01433501	3
2005	10	90	142.6505049	3
2005	10	90	31.29065685	3
2005	10	90	55.32391243	3
2005	10	90	61.8690689	3
2005	10	90	104.9607356	3
2005	10	90	10.43138795	3
2005	1	10	2.248745814	3
2005	1	10	0.788254554	3
2005	1	10	0.628459208	3
2005	1	10	0	3
2005	1	10	0.002759485	3
2005	1	10	1.217826511	3
2005	1	10	287.8154543	3
2005	1	10	20.98856548	3
2005	1	10	1.626230862	3
2005	1	10	3.395245356	3
2005	1	10	1.2702213	3
2005	1	10	4.496075819	3
2005	1	10	3.468521564	3
2005	1	10	7.393595318	3
2005	1	10	1.069532761	3
2005	1	10	6.074915852	3
2005	1	10	8.133448009	3
2005	1	10	2.620373737	3
2005	1	10	3.668530112	3
2005	1	10	1.012561135	3
2005	1	10	1.265940966	3
2005	1	10	36.69380403	3
2005	1	10	5.761075715	3
2005	1	10	5.318933093	3
2005	1	10	14.28974031	3
2005	2	20	2.992022188	3
2005	2	20	5.16952621	3
2005	2	20	0.896533965	3
2005	2	20	8.34852748	3
2005	2	20	10.57122887	3
2005	2	20	12.03483376	3
2005	2	20	17.6262692	3
2005	2	20	8.210096472	3
2005	2	20	10.01994523	3
2005	2	20	7.49671184	3
2005	2	20	15.23796371	3
2005	2	20	15.66854916	3
2005	2	20	18.52311966	3
2005	2	20	21.49497163	3
2005	3	31	15.25322717	3
2005	3	31	22.22074759	3
2005	3	31	10.35128677	3
2005	3	31	3.574023885	3
2005	3	31	26.73102261	3
2005	3	31	68.55639286	3
2005	3	31	62.29464613	3
2005	3	31	27.98112582	3
2005	3	31	39.12037564	3
2005	3	31	156.7473338	3
2005	3	31	43.89015302	3
2005	3	31	47.80203664	3
2005	3	31	70.07883611	3
2005	3	31	168.7057833	3
2005	3	31	36.19975743	3
2005	3	31	62.40745583	3
2005	3	31	38.14491353	3
2005	3	31	6.239104577	3
2005	3	31	7.142363629	3
2005	3	31	9.76614167	3
2005	3	31	10.63410462	3
2005	3	31	21.04348282	3
2005	3	31	69.99850463	3
2005	3	31	324.533519	3
2005	3	31	577.6943791	3
2005	3	31	0.3868552	3
2005	3	31	906.6165594	3
2005	3	31	326.0433082	3
2005	3	31	24.06105965	3
2005	3	31	340.3586847	3
2005	3	31	35.01186656	3
2005	3	31	8.872237621	3
2005	3	31	175.2952197	3
2005	3	31	329.6259439	3
2005	3	31	15.06121535	3
2005	3	31	291.7549981	3
2005	4	32	330.2375298	3
2005	4	32	1640.547618	3
2005	4	32	1284.019476	3
2005	4	32	17.46855054	3
2005	4	32	50.06209985	3
2005	5	41	38.74094966	3
2005	5	41	85.29832576	3
2005	5	41	48.14165973	3
2005	5	41	224.1889137	3
2005	5	41	74.88932412	3
2005	5	41	39.50598513	3
2005	5	41	3.958249861	3
2005	5	41	19.14798117	3
2005	5	41	28.58047518	3
2005	5	41	38.08815541	3
2005	5	41	21.06543983	3
2005	5	41	9.144765207	3
2005	5	41	27.31567274	3
2005	5	41	1354.288404	3
2005	5	41	1549.250751	3
2005	5	41	383.700318	3
2005	5	41	150.5096304	3
2005	5	41	640.3279626	3
2005	5	41	0.278010137	3
2005	5	41	2.435320046	3
2005	5	41	4.901627359	3
2005	5	41	21.89580433	3
2005	5	41	42.09921787	3
2005	5	41	214.3382577	3
2005	6	42	32.36502551	3
2005	6	42	48.75528046	3
2005	6	42	302.6645952	3
2005	6	42	188.0458058	3
2005	6	42	218.7222561	3
2005	6	42	765.1518052	3
2005	6	42	37.14502833	3
2005	6	42	1.371356743	3
2005	6	42	0	3
2005	6	42	36.48773243	3
2005	6	42	109.6770631	3
2005	6	42	249.7211057	3
2005	6	42	769.9733092	3
2005	6	42	103.4431624	3
2005	7	43	1.514228522	3
2005	7	43	5.174939892	3
2005	7	43	11.20355357	3
2005	7	43	318.7133768	3
2005	7	43	81.65616317	3
2005	7	43	131.7358615	3
2005	7	43	23.55651025	3
2005	7	43	208.7846558	3
2005	7	43	27.79912538	3
2005	7	43	8.406623437	3
2005	7	43	46.47482099	3
2005	7	43	72.1420914	3
2005	8	50	0.140372416	3
2005	8	50	1.998404205	3
2005	8	50	2.056672066	3
2005	8	50	0	3
2005	8	50	0.230902515	3
2005	8	50	0.457687292	3
2005	8	50	275.8389198	3
2005	8	50	19.74324163	3
2005	8	50	17.01594719	3
2005	8	50	0.895759496	3
2005	8	50	0.049835117	3
2005	8	50	14.6927767	3
2005	8	50	244.0776594	3
2005	8	50	7.118076209	3
2005	8	50	467.2394114	3
2005	9	61	2003.136902	3
2005	9	61	4.64460318	3
2005	9	61	0	3
2005	9	61	138.9842447	3
2005	9	61	0.373923847	3
2005	9	61	0	3
2005	9	61	0.028584021	3
2005	9	61	16.93935777	3
2005	9	61	38.45261316	3
2005	9	61	1718.198497	3
2005	9	61	140.857528	3
2005	9	61	37.26760964	3
2005	9	61	237.2407081	3
2005	9	61	199.6422404	3
2005	9	61	452.6378503	3
2005	9	61	151.8203278	3
2005	9	61	87.10023618	3
2005	9	61	38.70130525	3
2005	9	61	59.97694706	3
2005	9	61	90.68056281	3
2005	9	61	165.5004897	3
2005	9	61	30.34471582	3
2005	9	61	288.8157989	3
2005	9	61	2555.817035	3
2005	9	61	641.4269693	3
2005	9	61	297.8087076	3
2005	9	61	96.89586969	3
2005	9	61	246.0405033	3
2005	9	61	714.1269535	3
2005	9	61	50.89925054	3
2005	9	61	52.1506504	3
2005	9	61	0.399732078	3
2005	9	61	10.54766485	3
2005	9	61	220.0816373	3
2005	10	62	174.1550925	3
2005	10	62	377.8745663	3
2005	10	62	105.3125245	3
2005	10	62	480.3371046	3
2005	10	62	60.54048438	3
2005	10	82	5.183511536	3
2005	10	82	1.984476488	3
2005	10	82	24.19085984	3
2005	10	82	120.6712715	3
2005	10	82	65.34496524	3
2005	10	82	19.10420274	3
2005	10	82	33.76918602	3
2005	10	90	184.5533374	3
2005	10	90	100.0757303	3
2006	1	10	3.248575713	3
2006	1	10	0.004362717	3
2006	1	10	0	3
2006	1	10	0.335949919	3
2006	1	10	0.700485214	3
2006	1	10	0.8546115	3
2006	1	10	1.430296094	3
2006	1	10	11.1022527	3
2006	1	10	2.804908213	3
2006	1	10	0.382894694	3
2006	1	10	0.007791148	3
2006	1	10	2.088643884	3
2006	1	10	0.657528889	3
2006	1	10	5.501289055	3
2006	1	10	14.00080768	3
2006	1	10	341.9127387	3
2006	1	10	7.702806714	3
2006	1	10	4.1938874	3
2006	1	10	1.194109867	3
2006	1	10	1.540303242	3
2006	1	10	0	3
2006	1	10	0.003084698	3
2006	1	10	0	3
2006	1	10	0.001829961	3
2006	1	10	0.715899181	3
2006	1	10	2.70588429	3
2006	1	10	5.461429914	3
2006	1	10	9.045015844	3
2006	1	10	13.73593675	3
2006	1	10	12.92947976	3
2006	1	10	9.601906703	3
2006	1	10	7.404202431	3
2006	2	20	9.114831192	3
2006	2	20	0.647147451	3
2006	2	20	0.494334512	3
2006	2	20	2.951889992	3
2006	2	20	1.530095714	3
2006	2	20	4.172116232	3
2006	2	20	9.93330115	3
2006	2	20	9.922587597	3
2006	2	20	18.79242074	3
2006	2	20	11.94026933	3
2006	2	20	5.97203549	3
2006	2	20	12.02437014	3
2006	2	20	5.554265974	3
2006	2	20	3.54244213	3
2006	2	20	0	3
2006	2	20	14.47235807	3
2006	3	31	32.41684888	3
2006	3	31	7.652212427	3
2006	3	31	10.13898681	3
2006	3	31	16.44289757	3
2006	3	31	9.653005842	3
2006	3	31	4.218543706	3
2006	3	31	5.179745791	3
2006	3	31	21.62911519	3
2006	3	31	30.86958918	3
2006	3	31	142.8783389	3
2006	3	31	45.73411695	3
2006	3	31	214.626853	3
2006	3	31	45.92089749	3
2006	3	31	90.85750616	3
2006	3	31	12.82137544	3
2006	3	31	17.78197348	3
2006	3	31	38.60862865	3
2006	3	31	15.71587442	3
2006	3	31	11.03436975	3
2006	3	31	60.73130582	3
2006	3	31	23.65197282	3
2006	3	31	82.34745747	3
2006	3	31	86.17109832	3
2006	3	31	316.6717111	3
2006	3	31	0.597971574	3
2006	3	31	15.13532604	3
2006	3	31	19.68321549	3
2006	3	31	97.29374019	3
2006	3	31	582.2546521	3
2006	3	31	26.36070689	3
2006	3	31	10.84396068	3
2006	3	31	42.75754276	3
2006	3	31	24.28370875	3
2006	4	32	1066.92711	3
2006	4	32	691.3010714	3
2006	4	32	183.4313895	3
2006	4	32	50.16445053	3
2006	5	41	0.081732427	3
2006	5	41	0.01285237	3
2006	5	41	0.019001028	3
2006	5	41	3.061951241	3
2006	5	41	9.122908707	3
2006	5	41	12.65413446	3
2006	5	41	4.585504253	3
2006	5	41	20.18334695	3
2006	5	41	7.918235509	3
2006	5	41	40.8191355	3
2006	5	41	138.9362931	3
2006	5	41	21.203228	3
2006	5	41	9.42953423	3
2006	5	41	0.444308935	3
2006	5	41	13.75654783	3
2006	6	42	56.1707701	3
2006	6	42	46.86448444	3
2006	6	42	235.1156808	3
2006	6	42	316.0371437	3
2006	6	42	130.4138429	3
2006	6	42	0.501646091	3
2006	6	42	309.8376409	3
2006	6	42	234.4529482	3
2006	6	42	194.2635286	3
2006	6	42	359.2830067	3
2006	6	42	148.9708639	3
2006	6	42	103.1231068	3
2006	6	42	1838.759886	3
2006	6	42	41.48604032	3
2006	6	42	2.093865266	3
2006	6	42	621.1185414	3
2006	6	42	585.3953754	3
2006	7	43	83.93161017	3
2006	7	43	113.523779	3
2006	7	43	37.0651141	3
2006	7	43	43.65134314	3
2006	7	43	9.838124571	3
2006	7	43	0.492262315	3
2006	7	43	6.121540982	3
2006	7	43	22.14953534	3
2006	7	43	125.0196517	3
2006	7	43	38.8504504	3
2006	8	50	6.292399854	3
2006	8	50	21.56388179	3
2006	8	50	0.38925234	3
2006	8	50	0.66546512	3
2006	8	50	3.719235043	3
2006	8	50	1.100131512	3
2006	8	50	2.319671792	3
2006	8	50	1.746413754	3
2006	8	50	1.918672179	3
2006	8	50	16.49720644	3
2006	8	50	695.6736349	3
2006	8	50	183.1494695	3
2006	8	50	194.3926327	3
2006	9	61	20.34005856	3
2006	9	61	146.1407704	3
2006	9	61	177.9775801	3
2006	9	61	150.4727926	3
2006	9	61	69.67636764	3
2006	9	61	177.4056538	3
2006	9	61	32.07744454	3
2006	9	61	15.78579188	3
2006	9	61	1.518033927	3
2006	9	61	14.06837856	3
2006	9	61	8.333616156	3
2006	9	61	270.7312669	3
2006	9	61	1170.417981	3
2006	9	61	30.87726028	3
2006	9	61	820.6815924	3
2006	9	61	188.7248058	3
2006	10	62	54.08876662	3
2006	10	62	72.01829464	3
2006	10	62	446.5807168	3
2006	10	62	82.40273242	3
2006	10	62	152.6380217	3
2006	10	62	263.980487	3
2006	10	62	218.8331876	3
2006	10	82	0.043252378	3
2006	10	82	0.02969874	3
2006	10	82	0.107850047	3
2006	10	82	0.492117372	3
2006	1	10	0	3
2006	1	10	0.72266545	3
2006	1	10	0	3
2006	1	10	0.491465251	3
2006	1	10	0	3
2006	1	10	6.426992233	3
2006	1	10	42.59555255	3
2006	1	10	48.4753133	3
2006	1	10	38.60253899	3
2006	1	10	1.705736008	3
2006	1	10	0.473723981	3
2006	1	10	0	3
2006	1	10	0	3
2006	1	10	1.303731477	3
2006	1	10	3.754538563	3
2006	1	10	11.13029591	3
2006	1	10	9.117021903	3
2006	1	10	7.693540647	3
2006	1	10	1.719901698	3
2006	1	10	0.417919672	3
2006	1	10	0.013539653	3
2006	1	10	0.346603316	3
2006	1	10	7.513408412	3
2006	1	10	13.56959482	3
2006	1	10	17.03500242	3
2006	1	10	10.34942447	3
2006	2	20	0.001841947	3
2006	2	20	6.608970483	3
2006	2	20	18.95756671	3
2006	2	20	2.965890422	3
2006	2	20	2.171016961	3
2006	2	20	7.398019074	3
2006	2	20	26.36420407	3
2006	2	20	3.415523361	3
2006	2	20	10.11128542	3
2006	2	20	4.112707471	3
2006	2	20	11.23158206	3
2006	2	20	52.20027106	3
2006	2	20	4.7341491	3
2006	2	20	7.629265258	3
2006	2	20	0.211875639	3
2006	3	31	36.84215631	3
2006	3	31	10.44481835	3
2006	3	31	6.270872728	3
2006	3	31	36.51411163	3
2006	3	31	37.6024201	3
2006	3	31	20.73984213	3
2006	3	31	42.56813382	3
2006	3	31	11.76295179	3
2006	3	31	81.83569612	3
2006	3	31	4.324297813	3
2006	3	31	2.956475996	3
2006	3	31	24.88475088	3
2006	3	31	181.8130511	3
2006	3	31	78.8250405	3
2006	3	31	35.24634178	3
2006	3	31	17.68841241	3
2006	3	31	14.588905	3
2006	3	31	6.525006676	3
2006	3	31	9.910841164	3
2006	3	31	73.95602793	3
2006	3	31	41.57029742	3
2006	3	31	13.46258362	3
2006	3	31	8.653325461	3
2006	3	31	1.257665448	3
2006	3	31	5.945889243	3
2006	3	31	13.8071705	3
2006	3	31	84.35119388	3
2006	3	31	120.8853478	3
2006	3	31	7.03471572	3
2006	3	31	3.498400479	3
2006	3	31	18.99944261	3
2006	3	31	52.70563209	3
2006	3	31	293.4674775	3
2006	3	31	10.59670705	3
2006	3	31	40.80501813	3
2006	3	31	2.531643503	3
2006	4	32	210.314796	3
2006	4	32	139.8168724	3
2006	4	32	93.95621827	3
2006	4	32	683.0457452	3
2006	5	41	40.5516248	3
2006	5	41	34.59023382	3
2006	5	41	7.764335866	3
2006	5	41	0.001586804	3
2006	5	41	0.007219717	3
2006	5	41	0.021206235	3
2006	5	41	0.015924427	3
2006	5	41	0.395646996	3
2006	5	41	0.430278603	3
2006	5	41	6.083528163	3
2006	5	41	9.473436793	3
2006	5	41	14.28922217	3
2006	5	41	35.18352668	3
2006	5	41	24.31372252	3
2006	5	41	508.3376803	3
2006	5	41	32.31599752	3
2006	5	41	210.7981988	3
2006	5	41	56.30846433	3
2006	5	41	23.64522891	3
2006	5	41	29.22285514	3
2006	5	41	1.476450599	3
2006	5	41	0.071445841	3
2006	5	41	0.010315828	3
2006	5	41	69.72222374	3
2006	5	41	8.785667904	3
2006	5	41	453.5200551	3
2006	5	41	29.61602629	3
2006	5	41	0.683283338	3
2006	5	41	220.5129598	3
2006	6	42	17.13701629	3
2006	6	42	37.40187743	3
2006	6	42	14.02844219	3
2006	6	42	34.45907904	3
2006	6	42	73.62804148	3
2006	6	42	183.3690164	3
2006	6	42	60.28821673	3
2006	6	42	25.68105285	3
2006	6	42	121.159115	3
2006	6	42	0.844995069	3
2006	6	42	6.375702937	3
2006	6	42	166.9819723	3
2006	6	42	176.0678627	3
2006	6	42	183.4162961	3
2006	7	43	0.398537807	3
2006	7	43	1.858827163	3
2006	7	43	0.316773554	3
2006	7	43	0.786238613	3
2006	7	43	29.69606985	3
2006	7	43	33.35319565	3
2006	7	43	72.98557878	3
2006	7	43	54.09119067	3
2006	7	43	65.07259916	3
2006	7	43	7.517074687	3
2006	7	43	22.74694638	3
2006	7	43	9.408354856	3
2006	8	50	57.25097821	3
2006	8	50	204.9986943	3
2006	8	50	0.37109179	3
2006	8	50	0.001764889	3
2006	8	50	0.203826911	3
2006	8	50	0.483913234	3
2006	8	50	0	3
2006	8	50	11.99205206	3
2006	8	50	2.086839333	3
2006	8	50	0.725607041	3
2006	8	50	126.6432324	3
2006	8	50	14.59969448	3
2006	8	50	416.5140122	3
2006	9	61	242.350959	3
2006	9	61	104.7999596	3
2006	9	61	286.7016447	3
2006	9	61	143.6088036	3
2006	9	61	74.61302336	3
2006	9	61	39.23414528	3
2006	9	61	4.283658121	3
2006	9	61	100.9758288	3
2006	9	61	81.69950991	3
2006	9	61	23.17434843	3
2006	9	61	98.47503867	3
2006	9	61	109.2193954	3
2006	9	61	42.68412011	3
2006	9	61	106.3479419	3
2006	9	61	101.1641897	3
2006	9	61	1863.54265	3
2006	9	61	17.00105585	3
2006	9	61	37.32082855	3
2006	9	61	186.9231922	3
2006	9	61	96.7360388	3
2006	9	61	63.86937274	3
2006	9	61	39.9205445	3
2006	9	61	73.88266576	3
2006	9	61	180.9159469	3
2006	9	61	25.212721	3
2006	9	61	83.67643792	3
2006	9	61	35.1876238	3
2006	9	61	106.0919032	3
2006	9	61	223.0443425	3
2006	9	61	339.7347128	3
2006	9	61	160.5211196	3
2006	9	61	217.8987808	3
2006	9	61	797.5588693	3
2006	9	61	0.952083605	3
2006	9	61	96.51345722	3
2006	9	61	1.679559397	3
2006	9	61	0.109237025	3
2006	9	61	0.161815458	3
2006	9	61	0	3
2006	9	61	0.059335497	3
2006	9	61	0.046178792	3
2006	9	61	0	3
2006	9	61	0.158902568	3
2006	9	61	0	3
2006	10	82	0.744179527	3
2006	10	82	0.076815385	3
2006	10	82	0.003234487	3
2006	10	82	0.004890497	3
2006	10	82	0.056549155	3
2006	10	82	0.419712603	3
2006	10	82	0.056284193	3
2006	10	82	0.083103391	3
2006	10	90	92.91689421	3
2006	10	90	350.1829331	3
2006	10	90	209.2772995	3
2006	10	90	556.4225138	3
2006	10	90	145.5026162	3
2006	10	90	215.3195697	3
2006	10	90	90.33459468	3
2006	10	90	61.81329658	3
2007	1	10	0	3
2007	1	10	0.008872718	3
2007	1	10	0.002143791	3
2007	1	10	0	3
2007	1	10	0.097259662	3
2007	1	10	0.005125988	3
2007	1	10	7.316478247	3
2007	1	10	3.722822979	3
2007	1	10	0.177421214	3
2007	1	10	0.007048307	3
2007	1	10	0.010252736	3
2007	1	10	0	3
2007	1	10	0	3
2007	1	10	4.087680209	3
2007	1	10	1.841833507	3
2007	1	10	4.265259915	3
2007	1	10	1.343265107	3
2007	1	10	0.969513728	3
2007	1	10	0.758010126	3
2007	1	10	1.403070207	3
2007	1	10	0.146856294	3
2007	1	10	0.0045745	3
2007	1	10	0	3
2007	1	10	0.139820031	3
2007	1	10	4.919386034	3
2007	1	10	1.362282624	3
2007	1	10	2.679538135	3
2007	1	10	0.224901206	3
2007	1	10	2.247390505	3
2007	1	10	1.306067041	3
2007	2	20	0	3
2007	2	20	0	3
2007	2	20	0.436155491	3
2007	2	20	0.009405516	3
2007	2	20	2.187456811	3
2007	2	20	17.05986018	3
2007	3	31	2.421545665	3
2007	3	31	48.41719856	3
2007	3	31	28.22283278	3
2007	3	31	20.38760893	3
2007	3	31	9.506881887	3
2007	3	31	3.838066465	3
2007	3	31	15.33398474	3
2007	3	31	3.716529887	3
2007	3	31	32.31394923	3
2007	3	31	75.34541232	3
2007	3	31	241.5025301	3
2007	3	31	8.044253667	3
2007	3	31	326.8299013	3
2007	3	31	423.2850659	3
2007	3	31	3.152198633	3
2007	3	31	2.624662232	3
2007	3	31	1.089116669	3
2007	3	31	1.460055092	3
2007	3	31	11.4027705	3
2007	3	31	76.96573235	3
2007	3	31	439.7688672	3
2007	3	31	539.2890291	3
2007	3	31	122.0408428	3
2007	3	31	2690.539364	3
2007	3	31	5.930503702	3
2007	3	31	28.36985968	3
2007	3	31	34.19364053	3
2007	3	31	11.45459015	3
2007	3	31	2.90938303	3
2007	3	31	0.206618834	3
2007	3	31	4.475901601	3
2007	3	31	5.994837036	3
2007	3	31	20.32901347	3
2007	3	31	112.8312866	3
2007	3	31	75.46299104	3
2007	3	31	149.1180773	3
2007	3	31	19.80836785	3
2007	3	31	23.88335723	3
2007	3	31	0.900150213	3
2007	4	32	245.3957346	3
2007	4	32	269.8475895	3
2007	4	32	119.0856957	3
2007	4	32	1982.003942	3
2007	5	41	3.802288095	3
2007	5	41	2.743932696	3
2007	5	41	18.0549475	3
2007	5	41	6.437111056	3
2007	5	41	4.711475558	3
2007	5	41	17.20422568	3
2007	5	41	47.51186008	3
2007	5	41	171.2212897	3
2007	5	41	257.9805695	3
2007	5	41	228.3798534	3
2007	5	41	2.33623053	3
2007	5	41	0.712502182	3
2007	5	41	29.42276174	3
2007	6	42	15.00528751	3
2007	6	42	58.4578604	3
2007	6	42	326.9737214	3
2007	6	42	625.0608644	3
2007	6	42	173.3701457	3
2007	6	42	0.350726386	3
2007	6	42	164.3886825	3
2007	6	42	229.1295952	3
2007	6	42	0.245812836	3
2007	6	42	82.90187505	3
2007	6	42	175.1302166	3
2007	6	42	12.28938698	3
2007	6	42	482.7678142	3
2007	6	42	687.6921536	3
2007	6	42	245.2736647	3
2007	6	42	226.3985945	3
2007	6	42	60.37950711	3
2007	7	43	90.86588787	3
2007	7	43	342.8668371	3
2007	7	43	55.81395594	3
2007	7	43	24.9557289	3
