"","All_1982","All_1983","All_1984","All_1985","All_1986","All_1987","All_1988","All_1989","All_1990","All_1991","All_1992","All_1993","All_1994","All_1995","All_1996","All_1997","All_1998","All_1999","All_2000","All_2001","All_2002","All_2003","All_2004","All_2005","All_2006","All_2007","All_2008","All_2009","All_2010","All_2011","All_2012","All_2013","All_2014","All_2015","All_2016","All_2017","All_2018","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018"
"All_1982",0.00985455969330095,0.000198901244695313,7.5908399830186e-05,4.17463760941322e-05,4.98668095394418e-05,1.28627979242042e-05,2.29107438204131e-05,2.42644105797092e-05,5.25319337815861e-05,8.5798298566869e-06,2.30757927674396e-05,2.85151945217214e-05,3.84422489417596e-05,2.47225326940404e-05,4.04549402459717e-05,2.91976026427932e-05,2.2787726222534e-05,4.39217325482384e-05,2.25339065681739e-05,3.49630299314897e-05,2.87631777149425e-05,1.06362704315674e-05,2.03727922680285e-05,1.97083080700164e-05,2.44368307647242e-05,2.77236195402116e-05,2.96578296016733e-05,3.39827799272373e-05,3.60783078607106e-05,4.20644363045186e-05,1.38661151452699e-05,2.65759428809986e-05,1.80970128058825e-05,2.68068025358493e-05,5.86808174015448e-05,2.34048280463438e-05,3.52154048438292e-05,0.00987768841575497,0.000197473899237113,7.53371811909627e-05,3.47679956778903e-05,4.8819850481905e-05,1.23077761015606e-05,2.29846549958489e-05,2.39907425388926e-05,5.23451534326046e-05,6.22586850822731e-06,2.19024878053058e-05,2.65162889868724e-05,3.74500617356503e-05,2.37205172071203e-05,3.86920237867689e-05,2.8042944493157e-05,2.02687119030019e-05,4.36187498940287e-05,2.16408723345464e-05,3.38777938092295e-05,2.70917167463984e-05,6.43703928848764e-06,1.65546177882169e-05,1.7842334327497e-05,2.40999778285615e-05,2.73822504356017e-05,2.9317109505059e-05,3.3787331597983e-05,3.60796712099906e-05,4.16187313418213e-05,1.3413864609438e-05,2.59611944876712e-05,1.63903967050235e-05,2.1671135278984e-05,5.46809880849717e-05,2.4799395729314e-05,3.8539312790429e-05,0.00404239188480184,0.000324674913795667,0.000162738948046068,0.000182957888486886,0.000152364009843103,0.000103010779960507,-2.71138048698552e-05,8.44986907825142e-05,9.34752916697572e-05,0.000109028333498424,0.000135783821596991,0.000196938078082825,0.000165495899662747,0.000193642698852538,0.000177925307834469,0.00013064810215682,0.000130248223314845,0.000120020987594737,0.000158281248879265,0.000180640527374526,0.00017938629512212,0.000203759537429183,0.000188479358458815,0.000177185773309507,0.000170098192955367,0.000206002632615949,0.000157488468427378,0.000161680185868983,3.51159292852663e-05,0.000125150324765078,0.000112271856641801,0.000117774006870252,9.97297178447932e-05,0.000110544164937413,8.80850935929871e-05,1.74650580511485e-05,2.29301137680932e-05
"All_1983",0.000198901244695313,0.00813112488369081,0.000485374650807072,0.000149661514467652,6.54800709863507e-05,4.14458408463651e-05,3.62966664100381e-05,3.67586427800141e-05,2.86891380841012e-05,4.5621315738207e-05,4.58921345622497e-05,4.61002532182305e-05,4.86557263199674e-05,2.28481281113737e-05,6.97371181332564e-05,6.48529535362116e-05,4.28476921816292e-05,2.16239920580028e-05,5.20946320785332e-05,5.05172740505935e-05,3.47982310486288e-05,1.36876064222055e-05,3.98010488384377e-05,3.8844914067858e-05,4.46937334845802e-06,1.52708526486946e-05,4.3215787666786e-05,2.19901846642055e-05,2.65477917824878e-05,6.36446658241548e-05,3.16635365658382e-05,7.75847126603883e-06,4.74224427816671e-05,4.86285797103361e-05,0.00011087400757599,5.45195496396829e-05,3.3112107276172e-05,0.000191409059777094,0.0081160371162935,0.000469005435318276,0.00012930560961363,5.56403656576525e-05,3.61020003667078e-05,3.50191738120814e-05,3.38849701480508e-05,2.53806785480316e-05,3.92744385122961e-05,3.7508800447517e-05,3.65970986737239e-05,4.15629160567957e-05,1.81089590455497e-05,6.1391077733595e-05,5.707520601454e-05,3.26415356020061e-05,1.75886782614895e-05,4.62611002803586e-05,4.33076015562339e-05,2.80180528464105e-05,4.42123569490266e-06,3.01055309941959e-05,3.32288595581291e-05,2.21886885918146e-06,1.38087977861559e-05,4.18406065382231e-05,2.11851007283909e-05,2.61131748224735e-05,6.15671601637139e-05,2.84685751508561e-05,3.31763549897004e-06,3.70323527054478e-05,2.53800729075591e-05,8.8778483672316e-05,6.03380661972542e-05,3.57828194753895e-05,0.00208166135326962,0.00946061653073627,0.00297364771677031,0.000561574872454632,0.00102878636337585,0.000909405290209118,0.000900928980620912,0.000669253405437467,0.000753923048255403,0.000316455975171415,0.000851197740153526,0.000846812774852132,0.000956919239757187,0.000821779119199061,0.000720552552782929,0.000748220902236954,0.000478239682987941,0.00103516179538901,0.000938831565643103,0.00101831315255839,0.000645791605479139,0.000439849379158919,0.000466675258190483,0.000512807654639132,0.000977628619783809,0.000778824713983246,0.000559153309133003,0.000547996881987127,0.000333340818390319,0.00045092194122602,0.000726859058031749,0.00066655746748258,0.000544412455998532,0.000427696876402614,0.000273306660581099,2.97372099317693e-05,2.3241052700004e-05
"All_1984",7.59083998301856e-05,0.000485374650807072,0.0124142044659451,0.000566338816635105,0.000157063281242217,5.94675273810888e-05,8.40261249639834e-05,8.18261479669164e-05,6.69718614444878e-05,7.14083482437226e-05,7.62211896216539e-05,4.15457466904821e-05,9.67654106937158e-05,0.000100578112382973,8.01457759412836e-05,7.86386206422674e-05,5.37349477316079e-05,3.97804872861188e-05,9.44750347998871e-05,7.60738273804621e-05,5.65682463414718e-05,9.01869132282101e-05,6.02616621906763e-05,9.04149679389901e-05,-9.15712704610395e-06,-4.9416499295661e-05,3.95519433551041e-06,0.000149485882308603,4.61925914003172e-05,7.03067449664694e-05,3.62464163866067e-05,3.38827773568165e-05,4.72111333216551e-05,4.29028705153e-05,0.000123729019265367,0.000105467301251102,8.33992230142551e-05,7.18061758218432e-05,0.000472255046972614,0.0124389367880407,0.000550858280620521,0.000146682526394895,5.49410946249909e-05,8.28366887929088e-05,7.97032895778387e-05,6.43639416790751e-05,6.54581090084675e-05,6.85432295011962e-05,3.28077973683359e-05,8.97748431378327e-05,9.62702071988527e-05,7.42225282440008e-05,7.27133301662806e-05,4.59956625165596e-05,3.54188876463409e-05,8.867714599843e-05,6.84954882876731e-05,5.13653116129316e-05,8.39852209095447e-05,5.48308361978967e-05,8.55987357816361e-05,-1.16118912103815e-05,-5.13969831027956e-05,1.99057498212335e-06,0.00014872062153372,4.58185204963383e-05,6.84721928807112e-05,3.19646116076075e-05,2.89086414150546e-05,3.87449882850993e-05,3.18115019947752e-05,0.000136166392541154,0.000122901055779174,9.89120784220567e-05,0.00110678307841425,0.00164143725775327,0.00865466137904084,0.000879596302309657,0.00117333827425666,0.000794661644330784,0.000889060103899269,0.000549066848254956,0.000638643308010247,0.000325317626692261,0.000813768356406069,0.000777783950844235,0.000991936325132813,0.000826806468125834,0.000542034388989485,0.000599246108446529,0.000383890846370766,0.00113527053857527,0.000975793987849448,0.00109335794752822,0.000525428879782015,0.000375403668554296,0.000299370040829065,0.000496877296353498,0.00105232773364911,0.000984885356933098,0.000741036891259611,0.000649473864776943,0.000310246586888293,0.000412293939938284,0.000967929500945812,0.000771796975800937,0.000452172928912103,0.000223748298943392,3.22971280638486e-05,3.12131124343286e-05,2.606311528729e-05
"All_1985",4.17463760941325e-05,0.000149661514467653,0.000566338816635105,0.0105651030023384,0.00042682358937329,7.16027391526136e-05,5.15836138258985e-05,6.19342119632658e-05,4.70984883450627e-05,6.15513242921221e-05,5.32067976309022e-05,3.74244493269397e-05,5.41447462977528e-05,4.43407823464587e-05,6.56895575669615e-05,7.63256606445635e-05,8.88094505592751e-05,3.59500985215045e-05,4.98681563473293e-05,4.23252841317501e-05,3.93878319271629e-05,5.98661037087455e-05,4.17146513682013e-05,5.82091862252822e-05,1.73623732943063e-05,2.80666184316432e-05,7.57916698159528e-05,6.1628016780693e-05,5.15947830970671e-05,8.78458675747213e-05,4.46019450169731e-05,3.58076515727738e-05,6.31339418816224e-05,7.63478552449545e-05,8.85346710729342e-05,5.28707494089259e-05,5.99641947345462e-05,3.75441058306603e-05,0.000135273473577403,0.000551083488699928,0.010657590199714,0.000400010404935804,6.24123937470038e-05,4.98532827937711e-05,5.84514262821702e-05,4.30204878194871e-05,4.76989361960423e-05,4.27028475165855e-05,2.55721043326832e-05,4.47406059266234e-05,3.7794997590228e-05,5.46975761148308e-05,6.70398206648742e-05,7.48327601689077e-05,3.09753799314987e-05,4.1853996501697e-05,3.2970582031846e-05,2.9421281582499e-05,4.34732629671078e-05,2.58354925808466e-05,4.7257525789524e-05,1.4250880003262e-05,2.57436649165789e-05,7.35906846696949e-05,6.02832034264436e-05,5.11101687311311e-05,8.46925718295814e-05,4.03217309769784e-05,2.98627660699046e-05,4.9428265146352e-05,4.60513966254014e-05,5.79321442715684e-05,5.01457270647256e-05,6.06610456629224e-05,0.0010977623318994,0.00141749522883053,0.00288529060998919,0.00869357175305343,0.00305183200424233,0.00156432078866458,0.00122270595695099,0.000828494633022981,0.000941020337663473,0.000652661988456742,0.0010622194162618,0.0010360740033432,0.0012583835821633,0.00114783175937429,0.000922832686987468,0.000892197531157694,0.00068505143513642,0.00128543541890543,0.00126807554296311,0.00129806084551047,0.000937520011478134,0.000813775296017009,0.000740842172086728,0.000982466417871975,0.00136282890351317,0.00124122227458488,0.000901552580556964,0.000940270353956374,0.000393680623614611,0.000675666063662226,0.000975938898751396,0.000917732768228006,0.000718718678090104,0.000570333428690646,0.000313505558329385,6.44772179610928e-05,5.73886070139766e-05
"All_1986",4.98668095394415e-05,6.54800709863509e-05,0.000157063281242217,0.00042682358937329,0.0103821875079204,0.00026340853169443,6.19075113399006e-05,5.18290964674577e-05,6.50594271396601e-05,2.77934977431493e-05,3.78904303961476e-05,3.68414266137153e-05,6.11441332212947e-05,3.02017290167529e-05,2.2647044809802e-05,3.40070534535883e-05,4.01446872634486e-05,3.52419584086812e-05,2.59253155489366e-05,3.08608807879349e-05,2.1528346109691e-05,5.49138191299312e-05,2.43935907554563e-05,3.81912922382071e-05,9.94454842873123e-06,1.69154633087536e-06,2.99198731580526e-05,5.18404032587884e-05,3.13937098258231e-05,4.60902438004863e-05,2.89266016982184e-05,2.26259282562801e-05,2.82364576887089e-05,3.49315699855976e-05,4.17613241074073e-05,1.92445259110059e-05,3.79184473175411e-05,4.69047630607141e-05,5.71220436958974e-05,0.000150317268630027,0.000399871606152145,0.0103966050325001,0.000252804260800083,6.0311983366525e-05,4.84549102305732e-05,6.22404274526755e-05,2.15826372764872e-05,3.09365577742155e-05,2.83896543766568e-05,5.50249553580002e-05,2.5788222199814e-05,1.45658991242099e-05,2.66071328149879e-05,2.89057180255905e-05,3.17059963903309e-05,2.05189194401061e-05,2.45395899072985e-05,1.51204034318161e-05,4.48477299918001e-05,1.46295632283051e-05,3.23117530838659e-05,7.96968603689694e-06,1.90924975278452e-07,2.83935156998867e-05,5.10925959644763e-05,3.10538586032555e-05,4.38826708757241e-05,2.59610201231826e-05,1.8828458363271e-05,1.9488308934675e-05,1.88451714707379e-05,2.54587190677143e-05,1.8519099434497e-05,4.19307263262284e-05,0.000794218825780671,0.000801965939023367,0.00118251996834192,0.000972212359493406,0.00897071311062984,0.00198577976664728,0.00114179247208245,0.000794486801913019,0.000683000841714369,0.000292824034716698,0.000705881533505587,0.000748967050637937,0.000844730015155866,0.000774232449688877,0.000652806268823768,0.000684178401039655,0.000519596198016009,0.0009233590559759,0.00084773468816089,0.000879404176751484,0.000598977847160245,0.000517854760937273,0.000454284144071199,0.000534390623291805,0.00086391111735662,0.000785386645474946,0.000602575407391612,0.000540425043464956,0.000271292275146309,0.000457613949280421,0.000674211086150571,0.000585981450708109,0.000446687359749534,0.00029722126182135,0.000161608013375143,2.23342765709966e-05,2.30889104318134e-05
"All_1987",1.28627979242045e-05,4.14458408463651e-05,5.94675273810887e-05,7.16027391526135e-05,0.00026340853169443,0.0115816909421744,0.000275457635044318,4.74958033878823e-05,2.79617190142698e-05,2.43610019234081e-05,2.40503673205753e-05,1.99469993702857e-05,2.33453633755649e-05,1.29113264221975e-05,3.09446835565881e-05,2.73495597016814e-05,2.60540689135972e-05,6.39395649563439e-06,2.77402275506843e-05,1.78581484174072e-05,9.26103341108342e-06,1.17779680346397e-05,1.93594790984825e-05,1.90513256852209e-05,1.08043946803845e-06,3.27685146182389e-06,2.48565964504302e-05,8.37469937711296e-06,1.13181823117837e-05,3.18887899905914e-05,1.76284498211558e-05,1.98972705351492e-06,2.26079020392706e-05,2.6330416188805e-05,3.43082939669824e-05,1.65489368376255e-05,1.03756001842627e-05,1.07435104376611e-05,3.62441229730823e-05,5.51459701012882e-05,5.79536358737267e-05,0.000253193269599486,0.0116152395518232,0.000274216347938551,4.48286825127608e-05,2.55186803257256e-05,2.01750809907624e-05,1.8945374209076e-05,1.41218648576498e-05,1.92695834863713e-05,1.02376251477754e-05,2.64297530075083e-05,2.32264732603734e-05,2.09888118799211e-05,4.12642752237767e-06,2.46161934075638e-05,1.37951637059656e-05,5.53319171001255e-06,6.74423255511346e-06,1.39875746523057e-05,1.59739318240863e-05,-1.72160959560705e-07,2.43674411662807e-06,2.41457147240457e-05,7.94887356343506e-06,1.1065150912784e-05,3.05981685947316e-05,1.56596190859461e-05,-5.63206601954674e-07,1.67513969493599e-05,1.45126736576609e-05,2.26413701165566e-05,1.68693212824358e-05,9.99842758205057e-06,0.000545432399668991,0.000499806596326875,0.000716384444975974,0.000347800137668006,0.00126348179870401,0.0061326449108518,0.00111558535442387,0.000634528566311366,0.000563490257752196,0.00020298309116062,0.000514437546571614,0.000510758563321794,0.000545265734117183,0.000463644942248238,0.000383014209584286,0.000389611913405449,0.000242136619345697,0.000575922486472822,0.000502614892205241,0.000563255995729595,0.000345194177399254,0.000243280214013568,0.000255873660188667,0.000278765690229618,0.000542727743008982,0.000442020447052529,0.000291563685686661,0.000286590696398539,0.000189931250540304,0.000272479392109683,0.00044602871256926,0.000380718015567832,0.000302742580437872,0.000219019416391435,0.000120076316562636,1.51843491338818e-05,1.17696445676845e-05
"All_1988",2.29107438204128e-05,3.6296666410038e-05,8.40261249639833e-05,5.15836138258983e-05,6.19075113399007e-05,0.000275457635044318,0.0134966835361947,0.000159856571683454,6.02213818237497e-05,4.50712923636055e-05,4.4252553758828e-05,2.13127995016503e-05,3.44511279684745e-05,4.52756838427078e-05,3.24687547849051e-05,3.55131247851406e-05,1.59392104616682e-05,3.87367870341701e-05,5.19523499846182e-05,2.61260251966081e-05,2.37729552994913e-05,2.83398865876418e-05,1.32146902199794e-05,2.65609407228347e-05,2.10268275699299e-05,1.5623236755142e-05,2.19585891965062e-05,5.04324109083072e-05,3.40788671740831e-05,3.39863751164947e-05,1.49548277442027e-05,1.93593358841498e-05,2.04683777036185e-05,1.67733692161072e-05,4.50796992174435e-05,3.4672640096137e-05,2.82703940515015e-05,2.32771441251399e-05,3.6814654752454e-05,8.46181081350924e-05,4.9348964041197e-05,6.19853463633682e-05,0.000277776322575938,0.013512922629497,0.000160871421070372,6.0510176645708e-05,4.47047903874691e-05,4.40184604783369e-05,2.08134268534422e-05,3.39488837296536e-05,4.49397197924752e-05,3.1902172307911e-05,3.51018207086197e-05,1.50322311114443e-05,3.85689143639179e-05,5.15272910323745e-05,2.54402826297221e-05,2.32373177527333e-05,2.70540762701293e-05,1.18879401069779e-05,2.56250859670212e-05,2.07542144150905e-05,1.53964868727225e-05,2.16578320282158e-05,5.03090698052637e-05,3.40826376747524e-05,3.41192178491024e-05,1.47659305925712e-05,1.90733724997693e-05,2.03633271363893e-05,1.55642202843119e-05,4.69894104885974e-05,4.00605006054465e-05,3.3372103001479e-05,-6.91643830686497e-05,-9.34701010727566e-06,-5.96082530747732e-06,9.68030282096754e-05,5.4287469338544e-05,-0.000101149181877284,0.00250574327956832,-6.35115722582072e-05,-3.0841522832122e-06,6.07107059424423e-05,6.67396249374967e-05,6.33887155058818e-05,9.87655675249502e-05,0.000101912635994043,7.66502592308958e-05,7.16510969009481e-05,5.46307141475504e-05,8.09008679594527e-05,0.000116564232623408,0.000118177200943459,7.20417444693032e-05,8.74744949946211e-05,7.16288373128719e-05,0.000105541706324965,0.000138909734969658,0.000134042697431112,0.000134796021839249,0.000131018103117586,3.1417297499453e-05,9.22255737877451e-06,5.60571876066507e-05,6.17820690046777e-05,2.54932699249291e-05,3.64886150126587e-05,3.10406807447603e-05,1.17245590656166e-05,9.41428237777397e-06
"All_1989",2.42644105797091e-05,3.67586427800141e-05,8.18261479669166e-05,6.19342119632661e-05,5.18290964674577e-05,4.74958033878826e-05,0.000159856571683454,0.0088780132663647,0.000208725573504374,4.6665939274763e-05,4.03392423000858e-05,3.31233556832228e-05,2.74979455405353e-05,2.5337394036004e-05,3.2550365929163e-05,4.71191274964051e-05,4.10622579331804e-05,2.13587135998962e-05,2.1397522523524e-05,2.84684979756241e-05,1.51903534660082e-05,2.6145290915775e-05,2.23558625108441e-05,3.49237600643699e-05,6.76370718211275e-06,1.4691668993901e-05,4.57317357828591e-05,2.17444998147999e-05,3.13439320243183e-05,5.67452669702536e-05,2.23832824243455e-05,1.27128829240705e-05,3.69223820778462e-05,2.78959562180858e-05,4.76093691590993e-05,2.28893906937057e-05,2.32995287590028e-05,2.38638637141206e-05,3.52476156565642e-05,8.06202744267463e-05,5.7213194720331e-05,4.92791589577982e-05,4.60672814718849e-05,0.00015965820208148,0.00890570357445106,0.00020822803270471,4.49570922155287e-05,3.7881005937759e-05,3.02989003066716e-05,2.54427181094755e-05,2.40593119088056e-05,3.0293985966071e-05,4.53437974792858e-05,3.91775534178612e-05,2.05259498922071e-05,2.03360607038937e-05,2.68821683367443e-05,1.37570780982677e-05,2.38335485965822e-05,1.97027947424919e-05,3.35389915188393e-05,6.25577536441483e-06,1.43622861568488e-05,4.54965081877661e-05,2.16246872526941e-05,3.12637320200822e-05,5.65652571571726e-05,2.16746434009486e-05,1.16557089709651e-05,3.41509782227845e-05,2.18632628379314e-05,3.98869231835345e-05,2.53943961827198e-05,2.6384058448759e-05,0.000124920449941988,0.000169906104969368,0.000265130146440095,0.000157466691584892,0.0003014677559807,0.00027951977572179,0.000294117050603184,0.00278338208045898,0.000317789461300753,0.000119586053347861,0.000276478169293905,0.00027110504652108,0.000290678267329016,0.000240796983342494,0.000208500497500184,0.000203103058407824,0.000121463263404976,0.000230521505277536,0.000182747015693736,0.000241410665280634,0.000144349459215202,0.000132462665198677,0.000139165116453382,0.000151790270843428,0.000226402702490502,0.000186710889011367,0.000133983922985593,0.000100024797418374,8.79565456602913e-05,9.03017146271943e-05,0.000176576905262905,0.000169544879346769,0.000169487165294249,0.000126259383318299,0.000104380025196401,1.2220022241313e-05,1.18989888887099e-05
"All_1990",5.25319337815865e-05,2.86891380841011e-05,6.69718614444879e-05,4.70984883450626e-05,6.50594271396597e-05,2.79617190142697e-05,6.02213818237498e-05,0.000208725573504373,0.0162183099989347,0.000187471793580693,6.79560936475499e-05,2.60467156246504e-05,3.92819154472674e-05,2.90136984114002e-05,3.5273909166079e-05,2.8853783844015e-05,3.63548174427641e-05,6.31668163534459e-05,2.77549669473151e-05,3.53054326433328e-05,3.7351092955587e-05,1.60325934501529e-05,1.92977073916823e-05,1.89434074604629e-05,3.7868860623137e-05,4.38645611145242e-05,4.32048722253471e-05,8.75742467405867e-05,4.79989680448303e-05,4.40229020353586e-05,2.10388736769824e-05,4.71744727021087e-05,2.4439547335728e-05,2.39004557661786e-05,5.45397521625047e-05,2.76348922813908e-05,2.8574841305362e-05,5.17069461798488e-05,2.7560286913089e-05,6.70482512934662e-05,4.19228283292896e-05,6.38444572603803e-05,2.66046779685122e-05,5.96338116592684e-05,0.000206796102647758,0.0162734193692022,0.000186959487158828,6.58877775665027e-05,2.31981871898631e-05,3.75653359396271e-05,2.76754403422304e-05,3.31748107252769e-05,2.64752818727527e-05,3.07491914740694e-05,6.23642139587265e-05,2.62480043616881e-05,3.43115481922485e-05,3.61923695965942e-05,1.21703861736066e-05,1.70437479448542e-05,1.77212525842928e-05,3.76934169569269e-05,4.35927157231383e-05,4.27062733937868e-05,8.74306644371295e-05,4.7958086110586e-05,4.32293136725984e-05,2.02430953230216e-05,4.61957870876865e-05,2.20853952368361e-05,1.94281959122348e-05,5.38200206686848e-05,3.08905662263819e-05,2.80266682608415e-05,0.000259848459440392,0.000128160329753606,5.53598936103527e-05,0.000151830924077444,0.000184004872218506,0.000248375596135596,0.000457900516634298,0.000633401717171934,0.00413800989213804,0.000209332990881666,0.000266639160716919,0.000266056743377656,0.000259096978427275,0.000254617771758749,0.000198959393384094,0.000237833569900538,0.000275489366397088,0.000264754080472505,0.000256823638965093,0.000168720268918253,0.000141769040984628,0.000193656082525509,0.000118535022224583,0.000122086258639815,0.000113733906351331,0.000185835019000446,0.000230268117944012,0.000181384655661895,7.68572351860655e-05,0.000191959316733949,0.000194193248924299,0.00019236270622616,0.000137045893783394,9.68209207052812e-05,5.98307738419403e-05,1.37682620356037e-05,3.06009098728254e-05
"All_1991",8.57982985668679e-06,4.56213157382071e-05,7.14083482437225e-05,6.15513242921218e-05,2.77934977431494e-05,2.43610019234079e-05,4.50712923636057e-05,4.6665939274763e-05,0.000187471793580693,0.00906665909957535,0.000212283781044296,4.4341455283783e-05,4.74668295888526e-05,2.10988505038247e-05,3.35720791157655e-05,3.85030552661277e-05,2.02236058991086e-05,2.08565019611303e-05,4.70722418150859e-05,3.70125175192465e-05,3.12122385149195e-05,2.83449582473326e-05,2.28180680338118e-05,3.15070824495128e-05,1.839602670747e-05,4.01650795031458e-05,3.98863128044612e-05,2.43801489914644e-05,2.18728546473083e-05,5.20778045701712e-05,2.62321302382509e-05,1.09543440452269e-05,2.78408368585393e-05,2.12614083663179e-05,4.37335609546425e-05,4.15193187034793e-05,3.63327971319798e-05,7.7216610663083e-06,4.31328038231036e-05,6.90602117383958e-05,5.04882109878501e-05,2.43278946434696e-05,2.25070654256924e-05,4.46634870392154e-05,4.5843884229726e-05,0.000187825324082645,0.00921367485662727,0.000212545849257867,4.0865079563203e-05,4.53184597756452e-05,1.96929261420782e-05,3.10932220715621e-05,3.61373718933794e-05,1.7343356341699e-05,1.9612784522091e-05,4.54667387439322e-05,3.42667028304874e-05,2.97413147472973e-05,2.63597217114146e-05,2.08677900026633e-05,3.0425478620366e-05,1.78306785527158e-05,3.99267471802172e-05,3.98091778051242e-05,2.43293649506837e-05,2.16849303358469e-05,5.20207343710784e-05,2.57552666274132e-05,1.04588264377423e-05,2.71017107969671e-05,2.03427377986174e-05,4.13381950030818e-05,4.37825853369242e-05,3.62844706400615e-05,0.000224234673233898,0.000264901989781455,0.000428346945906555,0.000285419739065672,0.000367075738554858,0.000325481835869861,0.000321082019890792,0.000227600087730693,0.000109975815309862,0.00279318616543423,0.000187109429339492,0.000337252357272709,0.000322574416328872,0.000258110134153632,0.000226870739007494,0.000246356574450965,0.000143094304485466,0.000333237324047711,0.000291119745008727,0.000405599043607072,0.000163764016581535,0.000119646282826933,0.00010868489907239,0.000122788232621171,0.000262862894857212,0.000164633435734375,6.88256572636513e-05,5.75602242336823e-05,0.000154527291983061,6.27165198523039e-05,0.000129993460515423,8.44644938321062e-05,6.31955131335224e-05,3.62403870281418e-05,6.13428128613223e-05,3.18795691204491e-05,3.65114136969904e-05
