"","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Age_1",0.626465884463258,0.611860416983597,0.393885382363301,0.737405499240689,0.73348746882348,0.294173583091622,0.680669819530245,0.36460238395154,0.865994741553366,0.920901430119019,0.896627431640234,0.88665255759723,0.690021705371735,0.698688256234962,0.744322352149835,0.606149501409795,0.21609961013239,0.675862783144514,0.697937807749832,0.851926115996268,0.560347374486951,0.209080513483335,0.32314847336183,0.419035540991226,0.778485509577573,0.937945602001332,0.676234827442176,0.905020667674993,0.709444790702459,0.762471029703787,0.764587736251505,0.810257219133208,0.432984325495789,0.143824772403984,0.0540350452011117,0.119555353650359,0.243455407624255,0.358439851710939
"Age_2",0.0693413377656651,0.00529065279724784,0.0131180256244117,0.0075457548940729,0.00378028931501917,0.00622453987889664,0.00218119024593965,0.00675241225069417,0.00305639392132917,0.0220317126127911,0.0120734428696754,0.0101579390701951,0.00594250353143742,0.00282978287632789,0.0306702684319364,0.028204497153312,0.0096639283406912,0.00506119060510906,0.00246489917615289,0.00436281513456139,0.00349964833215291,0.00388320074494436,0.00954119028274709,0.00999822777331528,0.0035822155334799,0.000520314263166171,0.00448038678653206,0.00451682812094413,0.0229042628388894,0.00426733296476052,0.00960391744166791,0.00296700864185179,0.00363238437646909,0.00393716363193873,0.00424534926864182,0.00539183303292868,0.0200593460569136,0.0614659773721373
"Age_3",0.0449532221185934,0.0176888827279715,0.0139728681371525,0.0200678436845234,0.0032446486944467,0.0112306686757591,0.0077345672184924,0.0194202464651636,0.000749830109157856,0.000712931369879811,0.00405823271486108,0.00361240141059252,0.00137922509514507,0.00397340959788703,0.00717165785520528,0.00855420697552954,0.00594738340368035,0.000737831242157212,0.000691678928825327,0.000991137052217999,0.00288119360199413,0.00861095368597678,0.00273192673887149,0.00557403788742822,0.00968915700856212,0.00150445819381065,0.00696160694463713,0.00558011676000194,0.0125179774800384,0.00334883406550132,0.00962126980039379,0.00546314360242679,0.00348001024252016,0.00600128074337864,0.00485144992151075,0.00324538484667143,0.0110313004005438,0.0300266122228561
"Age_4",0.108059517769862,0.0573980787164246,0.0672629349052,0.0137119462528207,0.0169374514899726,0.0100015393164556,0.0254466739095343,0.0886741076174796,0.00337269017734687,0.000148836673422387,0.00104772520962964,0.0113889731546953,0.00509970615620821,0.010921637825046,0.0223097060696309,0.0118806538308399,0.0123252649404152,0.00274256960485084,0.00316729389548621,0.00107329393392653,0.00531109824724165,0.0153194385867946,0.0179301156140464,0.00851461216085664,0.0212183342170998,0.00281411045484615,0.00677186297030571,0.00418797072282404,0.0785266587815757,0.00210809379264485,0.0595247913699544,0.0168624122010535,0.00750755166307062,0.0028961361408118,0.0590742318091751,0.0241055686314153,0.0177522999552537,0.0246483500467281
"Age_5",0.0678576991032502,0.146666392699151,0.0792288561424228,0.0565740135782664,0.00922160713453978,0.0678672590268959,0.00851241253382812,0.16577865478942,0.00406098024730259,0.000607342823063971,0.00192898898635769,0.00215588347802326,0.0212263151799419,0.00757193733391354,0.0194829258074267,0.144831968200612,0.0568283963441583,0.00268037310930469,0.00412980279828864,0.00360782987316866,0.0194675442313631,0.0306036885501392,0.0240909535110895,0.0220627639523511,0.0160743786490129,0.00273753524525021,0.0162383327339079,0.00176992298479042,0.0224534074870155,0.00974306551433381,0.00908848647146223,0.0461843743466893,0.0402770363594008,0.0257562692009911,0.0737007438027436,0.150817827590693,0.149453126367745,0.0605756047502215
"Age_6",0.0177725061898998,0.0901324022427701,0.235286559499089,0.0574233542968567,0.0267237016471576,0.0284195414180142,0.0287569515241444,0.019106882019484,0.012362720999042,0.000516700870588558,0.00318584017107395,0.00224445201454801,0.0037336112310077,0.0147647420110476,0.021743253676876,0.0498182752053304,0.347253337540399,0.00807845776573691,0.00378056875028619,0.00639330687529965,0.0438686809134978,0.0577407193577058,0.0506595910674397,0.0247700761612553,0.0141667341986404,0.00292802878671108,0.0323886411156792,0.00179024113701649,0.00706940569433849,0.0114747203196014,0.0149623220945175,0.0107866675493029,0.178546883490809,0.119890890054753,0.098040175524215,0.107669893648976,0.176302308110646,0.248151557980481
"Age_7",0.016976686087008,0.0241210842474112,0.0931142463127066,0.0579164402718319,0.0351048537823902,0.0574699519913094,0.0107080358980568,0.0758831787013951,0.00184394316857248,0.0017319687822223,0.00246145630316894,0.001991861186377,0.00143983740079316,0.00790442010688875,0.0251205848589541,0.0186408188670102,0.122006495154934,0.0468169195121058,0.00455700422003116,0.0036017488908075,0.0285572541926138,0.0949642541276167,0.0420152434561802,0.0272097865676898,0.00998931552343803,0.00274043180450981,0.0252194609451817,0.00314883714878363,0.00855742291578818,0.00637424449418578,0.00951351776114051,0.0100921769327904,0.125146684593871,0.399719537993383,0.202647565268055,0.12637176581087,0.0910243657454609,0.117330249512333
"Age_8",0.0139148111775251,0.0169005152421186,0.0422576645140573,0.0228675911609392,0.08845567815625,0.0532291247534809,0.0236722976670815,0.0161218996023945,0.0146703823300068,0.00116818267937934,0.00627687368687932,0.00497635801162114,0.00771903529514896,0.00778484867464586,0.0118900759090268,0.0324395810222084,0.0802315352721834,0.0321056795463953,0.0495240178884196,0.0039122932988161,0.0188367805455761,0.0837988245696733,0.0774764944854551,0.0328787558941365,0.00748912971818143,0.0034294926619929,0.0211798032942407,0.00320293979914976,0.0116478351080769,0.010621091771083,0.0083899658042934,0.00981893165596429,0.0605920283823193,0.170816605197778,0.36523921284383,0.140199526617774,0.0730998364709823,0.0341136005716773
"Age_9",0.0113913076359013,0.00987352424305847,0.030377461866441,0.011672994519866,0.0565289994298928,0.341358560271752,0.0269105270250887,0.0461878058087449,0.0032706249872692,0.00669351477421209,0.00464885986951677,0.0121023697011125,0.0185533322649163,0.0135001725790623,0.00504971550482697,0.0101526915517255,0.0801642433022382,0.0413475956354059,0.0517469680969654,0.0250807191706497,0.044213360154783,0.0472000417525461,0.0738491559464709,0.0497299031530531,0.0132299141163407,0.00420631730890158,0.0333761254382125,0.00671759414808676,0.0145829267262391,0.0241075990380556,0.00945485931560324,0.00623752134836137,0.0483413549813761,0.0639606438989595,0.0831833703111649,0.215646579375534,0.0971860572438784,0.0285230711498905
"Age_10",0.00770789314570381,0.00766692588200701,0.00810033335516241,0.0079247976252737,0.0114276041777413,0.0731193702858633,0.127380696133255,0.0164266347859905,0.0138802939748388,0.00250004535293255,0.0109297060188886,0.00762138484842589,0.0316928151450074,0.0151377100307424,0.00852407753323274,0.00399661185636922,0.0187491831798602,0.0428235763915582,0.0389731863949002,0.0234133920934091,0.0989012723878879,0.0754861006881655,0.0483353458258968,0.0443917842530628,0.0143490111699834,0.0036529136158454,0.0129226298041413,0.00382921463830301,0.0124758290886342,0.0257135341916144,0.0156902926768816,0.00688606041891154,0.0184469143615453,0.0289719744733875,0.0313552307943424,0.0633175571984719,0.0779996363866599,0.019357261522372
