"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Age_4",2000,1,"Both",1988902.27782988,0.178504900400856,305280.603661277
"Age_4",2001,1,"Both",606399.7083546,0.148233031909725,76514.5581925712
"Age_4",2002,1,"Both",1367828.76191248,0.142668063998034,168944.260480117
"Age_4",2003,1,"Both",1903895.86450065,0.123213307207176,201684.838998211
"Age_4",2004,1,"Both",1652601.30599616,0.127790880801836,181087.688078562
"Age_4",2005,1,"Both",1178545.73527208,0.193540749173446,188361.101916008
"Age_4",2006,1,"Both",426767.623579353,0.189954922941623,65606.1083104121
"Age_4",2007,1,"Both",582596.186704682,0.236948330509152,108947.403216344
"Age_4",2008,1,"Both",234598.103248755,0.199589671772491,38111.5186893698
"Age_4",2009,1,"Both",537828.468191326,0.204138213030658,90399.5283605403
"Age_4",2010,1,"Both",3314625.28188758,0.166935393407681,465327.944901189
"Age_4",2011,1,"Both",385280.607308824,0.148065309912008,48153.8889975192
"Age_4",2012,1,"Both",3875825.82878894,0.14353840256277,477949.302298301
"Age_4",2013,1,"Both",1143197.06827875,0.142122555737128,138315.332084576
"Age_4",2014,1,"Both",431654.353448276,0.15121475273321,55161.3238042675
"Age_4",2015,1,"Both",663243.39446031,0.114835020689929,64919.4265959104
"Age_4",2016,1,"Both",4004367.1189208,0.109542217005267,379775.998120354
"Age_4",2017,1,"Both",2551661.12685782,0.0994383607855542,223465.67434491
"Age_4",2018,1,"Both",463222.054942631,0.153268713252161,58592.9300253488
"Age_4",2019,1,"Both",577784.831639295,0.103617735504728,51411.5899092884
"Age_4",1982,1,"EBS",4514665.96556642,0.136933273680098,535217.602599721
"Age_4",1983,1,"EBS",4286518.3828927,0.142212972632043,507657.267934586
"Age_4",1984,1,"EBS",1773598.57015899,0.157849923794611,228072.041593326
"Age_4",1985,1,"EBS",970665.731658008,0.149890147382206,120246.344168797
"Age_4",1986,1,"EBS",2153830.31518507,0.161318242810681,295990.340222518
"Age_4",1987,1,"EBS",867993.948384835,0.162798099122027,119865.524506895
"Age_4",1988,1,"EBS",3855630.52906198,0.158355356619431,528769.053327938
"Age_4",1989,1,"EBS",2130028.72441699,0.143652193871851,263207.363654459
"Age_4",1990,1,"EBS",923359.938757869,0.171904173708232,135324.218444473
"Age_4",1991,1,"EBS",115982.755468084,0.1803652158061,17383.9342427266
"Age_4",1992,1,"EBS",390603.194350348,0.15271942909604,50219.3191533192
"Age_4",1993,1,"EBS",4448581.95434255,0.139126544792441,536049.604350568
"Age_4",1994,1,"EBS",1677037.14357169,0.140653898686956,202629.45257002
"Age_4",1995,1,"EBS",1717884.82283653,0.195575664405941,290685.108838706
"Age_4",1996,1,"EBS",376015.268725246,0.144628606354151,46458.7955452077
"Age_4",1997,1,"EBS",231447.087817313,0.191605497995326,37500.1703909777
"Age_4",1998,1,"EBS",254430.036166738,0.139479252754503,30216.0624058656
"Age_4",1999,1,"EBS",969072.540212724,0.16365478680084,137603.783248975
"Age_4",2000,1,"EBS",1987276.30708673,0.178560740304311,305247.481241337
"Age_4",2001,1,"EBS",605458.391157067,0.148325400958827,76495.800184198
"Age_4",2002,1,"EBS",1363472.36177204,0.142794840202225,168775.595689171
"Age_4",2003,1,"EBS",1887606.67484796,0.123694835039385,201361.146206032
"Age_4",2004,1,"EBS",1643781.83712297,0.128093873267703,180909.133876204
"Age_4",2005,1,"EBS",1176422.48264533,0.193750249615917,188314.116351776
"Age_4",2006,1,"EBS",421454.479514912,0.189991232433161,64851.4120791017
"Age_4",2007,1,"EBS",580776.892022051,0.236928441647891,108686.326818854
"Age_4",2008,1,"EBS",233305.552383377,0.200007407714275,38011.7116906179
"Age_4",2009,1,"EBS",537042.929639346,0.204223170448924,90347.9992264708
"Age_4",2010,1,"EBS",3301126.6803398,0.167307145538759,464777.512199629
"Age_4",2011,1,"EBS",384372.294202961,0.148119455841815,48097.3217664677
"Age_4",2012,1,"EBS",3850727.74406222,0.143838201870343,476653.670496505
"Age_4",2013,1,"EBS",1131835.4428563,0.142076829639049,137190.396145149
"Age_4",2014,1,"EBS",421814.591269882,0.150437147935608,53859.6885394955
"Age_4",2015,1,"EBS",657380.11113986,0.114724699080718,64495.8638391
"Age_4",2016,1,"EBS",3835840.71413237,0.11100707672343,372651.944961459
"Age_4",2017,1,"EBS",2498975.54577747,0.101134196386605,222798.732255837
"Age_4",2018,1,"EBS",411459.508793718,0.167299763591009,57166.5387894446
"Age_4",2019,1,"EBS",493633.79385028,0.112457261533689,47741.5193054214
"Age_4",1982,1,"NBS",48675.7110454452,0.934239014146482,22547.3455271619
"Age_4",1983,1,"NBS",132829.450414777,1.04105893080839,66320.7860051137
"Age_4",1984,1,"NBS",28842.4537965287,1.08594268865053,15975.4293174314
"Age_4",1985,1,"NBS",22347.0252966999,0.678162366547653,9345.92781561593
"Age_4",1986,1,"NBS",15648.918430459,0.997869674692358,8356.78907022894
"Age_4",1987,1,"NBS",5600.15020592841,0.668839055725058,2307.42204017527
"Age_4",1988,1,"NBS",15577.4222547751,0.942672883146262,8374.36995596111
"Age_4",1989,1,"NBS",72725.8827621762,0.462794138019822,25074.9045055728
"Age_4",1990,1,"NBS",3393.58962282018,1.01254463923325,1999.08262573472
"Age_4",1991,1,"NBS",199.043618681177,1.07214941909169,115.335213128538
"Age_4",1992,1,"NBS",1115.49100947309,0.797720552852771,559.826673182146
"Age_4",1993,1,"NBS",17743.8931494785,0.719826389842422,7204.50747435605
"Age_4",1994,1,"NBS",1968.730893597,1.02983302456234,1034.09476270736
"Age_4",1995,1,"NBS",3053.40517834623,1.01920900897382,1685.0655326276
"Age_4",1996,1,"NBS",18100.1297512253,0.576402537027565,6915.50186523321
"Age_4",1997,1,"NBS",12727.177876853,0.533893680404905,4983.19362553005
"Age_4",1998,1,"NBS",14723.7181183236,0.584039427166295,5621.57981844083
"Age_4",1999,1,"NBS",1098.42050983659,0.920993783742159,530.785123470533
"Age_4",2000,1,"NBS",1625.97074314374,0.935766875032371,674.048591482197
"Age_4",2001,1,"NBS",941.317197532639,0.770164207217412,344.966349577131
"Age_4",2002,1,"NBS",4356.40014043977,0.731834138380574,1633.8237808059
"Age_4",2003,1,"NBS",16289.1896526918,0.630803512841933,5670.29793878966
"Age_4",2004,1,"NBS",8819.46887319329,0.660157846099944,3133.00604109431
"Age_4",2005,1,"NBS",2123.25262674583,0.611554058030203,791.876221162144
"Age_4",2006,1,"NBS",5313.14406444109,0.617772201224053,2494.73357865362
"Age_4",2007,1,"NBS",1819.29468263059,1.10983751400746,1180.11649746934
"Age_4",2008,1,"NBS",1292.55086537821,0.687367146905738,617.141442593102
"Age_4",2009,1,"NBS",785.538551980502,1.06275011310982,463.931177545195
"Age_4",2010,1,"NBS",13498.6015477834,0.571111524044081,5416.21980696332
"Age_4",2011,1,"NBS",908.313105862835,0.861143520262478,431.251252858013
"Age_4",2012,1,"NBS",25098.0847267117,0.596652239140475,9515.25112098362
"Age_4",2013,1,"NBS",11361.6254224462,0.605382016482403,4603.67661100361
"Age_4",2014,1,"NBS",9839.76217839439,0.542885344124655,3673.58316108851
"Age_4",2015,1,"NBS",5863.28332045016,0.744940481493093,2345.34233036743
"Age_4",2016,1,"NBS",168526.40478843,0.436985398314006,48036.3168649933
"Age_4",2017,1,"NBS",52685.5810803547,0.200746337492895,8888.52079468301
"Age_4",2018,1,"NBS",51762.5461489128,0.224502740436655,9112.0413238131
"Age_4",2019,1,"NBS",84151.0377890148,0.178919999198404,12817.0396427931
"Age_5",1982,1,"Both",1554499.63612782,0.121400755056262,162880.335891264
"Age_5",1983,1,"Both",9415351.75779802,0.111332760949065,881352.746291952
"Age_5",1984,1,"Both",2197983.7165048,0.128207863327905,235308.693420663
"Age_5",1985,1,"Both",3725373.08684172,0.136573936305777,423837.344175787
"Age_5",1986,1,"Both",1263959.15312439,0.141505803878442,152906.111264794
"Age_5",1987,1,"Both",5251497.89855212,0.161222281863894,727811.16132144
"Age_5",1988,1,"Both",1685263.84666345,0.143307039949727,210765.8408941
"Age_5",1989,1,"Both",5037987.00656721,0.132189077158939,577504.895655998
"Age_5",1990,1,"Both",1881755.0376469,0.153595071210812,250844.960339298
"Age_5",1991,1,"Both",646559.781708155,0.149757517488559,82865.0950396909
"Age_5",1992,1,"Both",469818.322716686,0.137100098345692,55313.8909976878
"Age_5",1993,1,"Both",986413.884857753,0.137736294703417,117737.275975258
"Age_5",1994,1,"Both",4654329.22444252,0.132213490671368,539071.95639898
"Age_5",1995,1,"Both",2321263.23794638,0.154374477605932,315771.708558497
"Age_5",1996,1,"Both",1018965.19045271,0.136413290416784,121019.825756603
"Age_5",1997,1,"Both",3111986.157688,0.158184167210186,424232.731394211
"Age_5",1998,1,"Both",548350.521785959,0.147461835173765,68088.2105329487
"Age_5",1999,1,"Both",560413.140988932,0.154201796476033,75455.4293397211
"Age_5",2000,1,"Both",2022933.93251194,0.158647519199054,278473.809475262
"Age_5",2001,1,"Both",1527534.80313576,0.138714554177739,183345.665357819
"Age_5",2002,1,"Both",1436717.5904951,0.119267914780254,149220.599979052
"Age_5",2003,1,"Both",2311614.09197669,0.115901416863708,229519.420189542
"Age_5",2004,1,"Both",1630377.81798888,0.121160602876537,171009.833234699
"Age_5",2005,1,"Both",3456020.61733905,0.141488888193116,415604.427877199
"Age_5",2006,1,"Both",1106821.30539386,0.148207357039833,138477.619755047
"Age_5",2007,1,"Both",1641079.5264701,0.18260909213203,249290.950821101
"Age_5",2008,1,"Both",654034.309398114,0.170651079747131,94168.5138784062
"Age_5",2009,1,"Both",324529.807690131,0.177610474949024,48362.0585382105
"Age_5",2010,1,"Both",1565827.25428837,0.150088055759031,199145.171431635
"Age_5",2011,1,"Both",1990961.19475843,0.131827746415832,225497.294826549
"Age_5",2012,1,"Both",906058.895036463,0.11693522245366,91665.4200072618
"Age_5",2013,1,"Both",5543418.47218235,0.126302256362189,606317.441531711
"Age_5",2014,1,"Both",2109919.85390526,0.121234305004337,220274.511225062
"Age_5",2015,1,"Both",1427137.37671633,0.102541682314518,125510.417844219
"Age_5",2016,1,"Both",1767171.23514078,0.105093392997673,156551.189266277
"Age_5",2017,1,"Both",3437652.59800039,0.0881610709115945,265809.524743869
"Age_5",2018,1,"Both",3138125.62757162,0.12911387559274,340398.774777758
"Age_5",2019,1,"Both",1693630.90075599,0.0965031383752809,141380.219953909
"Age_5",1982,1,"EBS",1523932.94638196,0.121449797166319,161121.882778222
"Age_5",1983,1,"EBS",9075939.41556972,0.107640417072521,834965.587267692
"Age_5",1984,1,"EBS",2164010.25659169,0.126265609354512,229750.437592129
"Age_5",1985,1,"EBS",3633171.66705353,0.136192297875791,414945.425124945
"Age_5",1986,1,"EBS",1255439.08870198,0.141288503726747,152060.712921204
"Age_5",1987,1,"EBS",5213497.06362165,0.161763792988268,726763.378262795
"Age_5",1988,1,"EBS",1680052.89277149,0.14340697222245,210520.24986326
"Age_5",1989,1,"EBS",4902023.991696,0.132558389744275,566386.899201227
"Age_5",1990,1,"EBS",1877668.89284822,0.153682307901357,250644.518533435
"Age_5",1991,1,"EBS",645747.564460195,0.149797125125852,82824.8314230491
"Age_5",1992,1,"EBS",467764.568686643,0.13726085089528,55203.2189606421
"Age_5",1993,1,"EBS",983055.042444379,0.137916934558508,117653.327754072
"Age_5",1994,1,"EBS",4646134.84987035,0.132278973591338,538892.82862372
"Age_5",1995,1,"EBS",2319146.32168933,0.15442696559355,315726.238636844
"Age_5",1996,1,"EBS",1003158.46113287,0.13656502255601,119834.404946911
"Age_5",1997,1,"EBS",2956834.57699309,0.152488570198573,391801.36629083
"Age_5",1998,1,"EBS",480463.519524118,0.128910652431557,53891.9963902707
"Age_5",1999,1,"EBS",559339.630660492,0.154313545999754,75418.506588691
"Age_5",2000,1,"EBS",2020813.84553973,0.158704946858252,278429.756663916
"Age_5",2001,1,"EBS",1524370.60719835,0.138834991393467,183303.464762254
"Age_5",2002,1,"EBS",1420749.4406934,0.119754908127655,148680.156870562
"Age_5",2003,1,"EBS",2279073.12880492,0.116607927765206,228776.888935437
"Age_5",2004,1,"EBS",1618527.95493222,0.121543639832943,170782.025487291
"Age_5",2005,1,"EBS",3450518.91971265,0.141605839858128,415520.554308362
"Age_5",2006,1,"EBS",1102796.22554382,0.148378248044646,138205.187915214
"Age_5",2007,1,"EBS",1639309.736906,0.182628099835586,249122.531913739
"Age_5",2008,1,"EBS",650934.885927859,0.171005402422765,93981.2986022175
"Age_5",2009,1,"EBS",324197.822862489,0.177648837268981,48340.272419198
"Age_5",2010,1,"EBS",1561967.55102632,0.15028347449598,199019.349967111
"Age_5",2011,1,"EBS",1986763.20597405,0.131924960515377,225393.848577758
"Age_5",2012,1,"EBS",902226.817707865,0.117073372907948,91538.3600934007
"Age_5",2013,1,"EBS",5512300.1745485,0.126479885553704,604694.572788082
"Age_5",2014,1,"EBS",2057130.81204272,0.120817945230559,215505.100914469
"Age_5",2015,1,"EBS",1374993.3143309,0.102474120678839,122509.631518474
"Age_5",2016,1,"EBS",1556918.45651081,0.0993267471885084,135105.392833258
"Age_5",2017,1,"EBS",3108022.33681929,0.0948852186319996,259535.127499886
"Age_5",2018,1,"EBS",2702346.91888547,0.143426659903917,329933.899733007
"Age_5",2019,1,"EBS",1486821.92592544,0.104602089756543,134748.017723084
"Age_5",1982,1,"NBS",30566.6897458594,0.940324735685693,14124.2638202968
"Age_5",1983,1,"NBS",339412.342228302,1.00006953346437,159404.294241291
"Age_5",1984,1,"NBS",33973.4599131056,1.02165234302613,16130.0278630928
"Age_5",1985,1,"NBS",92201.4197881859,0.557069509601333,31526.3533183839
"Age_5",1986,1,"NBS",8520.06442241829,0.964747759847333,4169.24827106637
"Age_5",1987,1,"NBS",38000.8349304732,0.673474737213751,14539.7559554169
"Age_5",1988,1,"NBS",5210.95389195827,0.877444840345161,2401.93030285799
"Age_5",1989,1,"NBS",135963.01487121,0.480543596896566,46153.3423613614
"Age_5",1990,1,"NBS",4086.14479867963,0.942144072790027,2102.2167231794
"Age_5",1991,1,"NBS",812.21724796028,0.988649288852834,410.380812766618
"Age_5",1992,1,"NBS",2053.75403004307,0.678319627656102,867.432575552776
"Age_5",1993,1,"NBS",3358.84241337419,0.731668642377807,1264.53078340889
"Age_5",1994,1,"NBS",8194.37457217142,0.994011580335095,3352.3747046605
"Age_5",1995,1,"NBS",2116.91625705299,0.892580473330156,883.371262233123
"Age_5",1996,1,"NBS",15806.7293198432,0.601764355667585,5816.62487623897
"Age_5",1997,1,"NBS",155151.580694914,0.482739080219184,54312.6711842062
"Age_5",1998,1,"NBS",67887.0022618411,0.605832542136687,26461.2452816924
"Age_5",1999,1,"NBS",1073.51032844064,0.801969406006388,476.072562144982
"Age_5",2000,1,"NBS",2120.08697220682,0.891495546832559,813.698942775907
"Age_5",2001,1,"NBS",3164.19593741796,0.726258360527665,1053.4799819847
"Age_5",2002,1,"NBS",15968.149801705,0.568207685034115,5455.22929697441
"Age_5",2003,1,"NBS",32540.9631717735,0.552938475522764,10155.3279896736
"Age_5",2004,1,"NBS",11849.8630566639,0.672236604090391,4250.09605663751
"Age_5",2005,1,"NBS",5501.69762640013,0.599695454695088,1810.03675159248
"Age_5",2006,1,"NBS",4025.07985003617,0.634565348585527,1847.96753782944
"Age_5",2007,1,"NBS",1769.78956409506,1.0088695741052,1073.72006075854
"Age_5",2008,1,"NBS",3099.42347025437,0.587623644434818,1315.19512124124
"Age_5",2009,1,"NBS",331.984827642667,1.04920439834459,190.363503379123
"Age_5",2010,1,"NBS",3859.70326205133,0.573583204410109,1469.85466586009
"Age_5",2011,1,"NBS",4197.98878438258,0.800912299152285,1637.55480703126
"Age_5",2012,1,"NBS",3832.07732859807,0.692199918972024,1391.54921093634
"Age_5",2013,1,"NBS",31118.2976338541,0.579413059925077,11340.8139980537
"Age_5",2014,1,"NBS",52789.0418625442,0.568271752007926,18874.8865342908
"Age_5",2015,1,"NBS",52144.0623854321,0.689314859731148,19629.1870370106
"Age_5",2016,1,"NBS",210252.778629962,0.506138958105406,65508.1210312487
"Age_5",2017,1,"NBS",329630.261181102,0.165194143429875,46219.7815939678
"Age_5",2018,1,"NBS",435778.708686154,0.225455117720093,75765.6037550363
"Age_5",2019,1,"NBS",206808.974830548,0.175187143384077,30979.4152777189
"Age_6",1982,1,"Both",209344.570882012,0.107349132482043,19157.1599439301
"Age_6",1983,1,"Both",2911774.94638452,0.104940284360564,256768.51272429
"Age_6",1984,1,"Both",5078552.78986996,0.109366003511199,478058.976987584
"Age_6",1985,1,"Both",2610386.50148346,0.112431880698223,250439.41237647
"Age_6",1986,1,"Both",2057662.00133222,0.114045835883589,203901.722047594
"Age_6",1987,1,"Both",1486032.58088857,0.141342311915628,182646.878142482
"Age_6",1988,1,"Both",5287177.07521426,0.12990604230158,609072.55683933
"Age_6",1989,1,"Both",1035399.99267178,0.122628784692748,111821.193322587
"Age_6",1990,1,"Both",6099331.61296759,0.138926710599943,748820.809233672
"Age_6",1991,1,"Both",630096.182180517,0.13194601084894,72797.2970252476
"Age_6",1992,1,"Both",766861.121410269,0.131487066491554,88190.6081100012
"Age_6",1993,1,"Both",774539.367536746,0.122592873085111,83696.1645353295
"Age_6",1994,1,"Both",831196.29302016,0.130674641684909,95725.5626461793
"Age_6",1995,1,"Both",3599672.88557782,0.128622815588103,415971.340448312
"Age_6",1996,1,"Both",1403904.01673782,0.121153438931441,150727.27880374
"Age_6",1997,1,"Both",1589106.36661992,0.117417664720987,163644.872173205
"Age_6",1998,1,"Both",3130989.66392389,0.136987789797422,365812.601040779
"Age_6",1999,1,"Both",975332.103404234,0.133674550860769,115163.910779035
"Age_6",2000,1,"Both",1045973.77564892,0.13333335599594,122528.077243118
"Age_6",2001,1,"Both",1553429.91673046,0.12072689535075,165307.848369656
"Age_6",2002,1,"Both",1826345.70842187,0.104377915053569,167877.804720436
"Age_6",2003,1,"Both",2051072.15687829,0.106360068730954,188962.368411744
"Age_6",2004,1,"Both",1262017.97574938,0.111719072072486,122968.783193188
"Age_6",2005,1,"Both",2277858.58476014,0.122365336521996,242191.541720362
"Age_6",2006,1,"Both",1362762.89357887,0.122658163128967,145814.454191391
"Age_6",2007,1,"Both",1891212.14058552,0.142359951759254,232314.485255887
"Age_6",2008,1,"Both",1351357.98674761,0.144246391458066,167972.820448997
"Age_6",2009,1,"Both",454320.333139422,0.162916635787036,63595.1995001066
"Age_6",2010,1,"Both",486009.81704795,0.133553364948271,55769.1212684416
"Age_6",2011,1,"Both",1003515.10025462,0.118269815325036,103378.87913382
"Age_6",2012,1,"Both",1319808.82156775,0.104411264017548,121146.630540955
"Age_6",2013,1,"Both",1258748.14294395,0.108397324852706,119852.010163644
"Age_6",2014,1,"Both",7581799.32867962,0.101326399414821,672755.675652707
"Age_6",2015,1,"Both",2763677.66090508,0.0975947092315788,230460.921700568
"Age_6",2016,1,"Both",1297913.67891973,0.121050526167996,129423.258887928
"Age_6",2017,1,"Both",1567189.62274417,0.0804552231157155,111588.565488284
"Age_6",2018,1,"Both",2122824.6769386,0.100741019566693,181050.573824311
"Age_6",2019,1,"Both",6216497.34026289,0.0821294305458514,448235.655106128
"Age_6",1982,1,"EBS",201338.89591967,0.10538946151502,18413.7821021596
"Age_6",1983,1,"EBS",2703192.39933413,0.0964928612295339,226181.334513164
"Age_6",1984,1,"EBS",4977661.53778794,0.108114352847172,467686.747218546
"Age_6",1985,1,"EBS",2516800.86984279,0.112578408045128,244645.533361618
"Age_6",1986,1,"EBS",2032971.33122262,0.113598286970039,201789.900722964
"Age_6",1987,1,"EBS",1470119.66031817,0.141923543080454,182217.605476614
"Age_6",1988,1,"EBS",5269573.23519005,0.1300323442481,608542.190813864
"Age_6",1989,1,"EBS",1019729.52359084,0.12335156969265,111203.09587169
"Age_6",1990,1,"EBS",6086892.28427563,0.139018122411118,748456.564068677
"Age_6",1991,1,"EBS",629405.18305582,0.131992214093742,72778.8206862816
"Age_6",1992,1,"EBS",763469.224340514,0.131681730400306,88041.1482632035
"Age_6",1993,1,"EBS",771042.536331304,0.122787737413708,83620.9851606226
"Age_6",1994,1,"EBS",829754.940214721,0.130741599016838,95693.8322182625
"Age_6",1995,1,"EBS",3595545.04866951,0.128674062912692,415917.667096289
"Age_6",1996,1,"EBS",1386263.4565468,0.121622941335445,150113.105473813
"Age_6",1997,1,"EBS",1535738.42415784,0.115823483182068,157327.518961042
"Age_6",1998,1,"EBS",2716162.04907672,0.11852884412328,284251.734103348
"Age_6",1999,1,"EBS",972096.618083446,0.133751617625574,114977.252422968
"Age_6",2000,1,"EBS",1044032.97243227,0.133407797328988,122480.527960591
"Age_6",2001,1,"EBS",1547822.75775882,0.120905543904469,165226.044291164
"Age_6",2002,1,"EBS",1790362.65580338,0.10485320919514,166228.673924996
"Age_6",2003,1,"EBS",1989676.3346377,0.10735378169595,186896.617256815
"Age_6",2004,1,"EBS",1237099.52590972,0.112545793263802,122322.933549361
"Age_6",2005,1,"EBS",2271681.77620087,0.122515961829528,242113.629018244
"Age_6",2006,1,"EBS",1359215.49447817,0.12276134810083,145643.36750247
"Age_6",2007,1,"EBS",1889319.19882374,0.142375109338904,232177.843306963
"Age_6",2008,1,"EBS",1345175.94108513,0.14447349731377,167604.034332342
"Age_6",2009,1,"EBS",453984.53723168,0.162941693642928,63574.287602665
"Age_6",2010,1,"EBS",484794.598011152,0.13370941731247,55729.6025407791
"Age_6",2011,1,"EBS",998570.994404698,0.118457610390364,103263.394978233
"Age_6",2012,1,"EBS",1313500.09508599,0.104522225982937,120967.661552481
"Age_6",2013,1,"EBS",1251480.25773331,0.108535972057414,119576.279082332
"Age_6",2014,1,"EBS",7347787.10337787,0.100920542507375,656794.522906441
"Age_6",2015,1,"EBS",2520956.24804536,0.0934219219936704,208013.892671068
"Age_6",2016,1,"EBS",1018225.60173416,0.0919363966497802,82177.0082337556
"Age_6",2017,1,"EBS",1331864.29196713,0.0892537082261652,105680.23949681
"Age_6",2018,1,"EBS",1608758.53436892,0.110716625301779,154302.950272752
"Age_6",2019,1,"EBS",5369292.10772481,0.0902184586801145,426176.941511833
"Age_6",1982,1,"NBS",8005.67496234211,0.878671904024129,3282.10642410793
"Age_6",1983,1,"NBS",208582.547050393,0.876884068481339,90130.1131842401
"Age_6",1984,1,"NBS",100891.252082015,0.984256677992335,44618.2688404222
"Age_6",1985,1,"NBS",93585.6316406754,0.545754177822417,29669.6356694738
"Age_6",1986,1,"NBS",24690.6701096014,0.940644096780986,10861.0580539102
"Age_6",1987,1,"NBS",15912.9205703992,0.752465921774149,6258.14946684188
"Age_6",1988,1,"NBS",17603.8400242106,0.815736795448871,7042.07588119186
"Age_6",1989,1,"NBS",15670.4690809407,0.512051493802641,5301.77863561438
"Age_6",1990,1,"NBS",12439.3286919622,0.859109447335928,5295.86557481104
"Age_6",1991,1,"NBS",690.999124696852,0.850705412540033,283.37643126363
"Age_6",1992,1,"NBS",3391.89706975496,0.619843201041313,1318.11085805833
"Age_6",1993,1,"NBS",3496.83120544127,0.748507685404072,1269.27667227199
"Age_6",1994,1,"NBS",1441.35280543907,0.906406858310025,560.032140631783
"Age_6",1995,1,"NBS",4127.83690831543,0.916383882437415,1562.57678584304
"Age_6",1996,1,"NBS",17640.5601910188,0.65237275032387,6427.46147458922
"Age_6",1997,1,"NBS",53367.9424620884,0.510458218494461,18049.9161460057
"Age_6",1998,1,"NBS",414827.614847172,0.567389787949029,154465.004020205
"Age_6",1999,1,"NBS",3235.48532078794,0.768747810608098,1454.44331187084
"Age_6",2000,1,"NBS",1940.80321664157,0.825413969564388,717.448980923386
"Age_6",2001,1,"NBS",5607.15897164029,0.673666635568744,1818.77405359713
"Age_6",2002,1,"NBS",35983.0526184905,0.545987154356688,12567.8769100164
"Age_6",2003,1,"NBS",61395.8222405928,0.528550182154404,18862.7439745826
"Age_6",2004,1,"NBS",24918.4498396636,0.622095568974153,8599.76986580965
"Age_6",2005,1,"NBS",6176.80855927421,0.680144676519335,2087.56549159465
"Age_6",2006,1,"NBS",3547.39910069665,0.606210982839717,1450.58267000417
"Age_6",2007,1,"NBS",1892.94176178454,0.889896911560368,1008.66769187803
"Age_6",2008,1,"NBS",6182.04566248119,0.566596374116426,2483.47127249738
"Age_6",2009,1,"NBS",335.795907742057,1.00327745983571,188.987442196269
"Age_6",2010,1,"NBS",1215.21903679794,0.55574593311491,435.101232607301
"Age_6",2011,1,"NBS",4944.10584992432,0.765830708071463,1807.84305027379
"Age_6",2012,1,"NBS",6308.72648175462,0.775793612205899,2283.95757869664
"Age_6",2013,1,"NBS",7267.88521063304,0.631822436733714,2497.51767872143
"Age_6",2014,1,"NBS",234012.225301756,0.66020446488991,86786.9143763943
"Age_6",2015,1,"NBS",242721.412859726,0.634503112076342,85531.7055565896
"Age_6",2016,1,"NBS",279688.077185566,0.510050737126816,89422.5813853515
"Age_6",2017,1,"NBS",235325.330777033,0.156298080094466,31716.2743295625
"Age_6",2018,1,"NBS",514066.142569681,0.226589455784546,91431.9283135495
"Age_6",2019,1,"NBS",847205.232538084,0.154797979972884,113597.083717825
"Age_7",1982,1,"Both",138244.902709395,0.100960108302553,11913.8432166092
"Age_7",1983,1,"Both",523139.325061884,0.10103774874455,44931.709204125
"Age_7",1984,1,"Both",1019367.03413454,0.0988954731162105,87701.7644038313
"Age_7",1985,1,"Both",1881270.33824873,0.0965288452914374,157979.12184034
"Age_7",1986,1,"Both",1744261.49396499,0.0987276973163931,152779.118824647
"Age_7",1987,1,"Both",1444275.40944745,0.108773243991739,138472.669651695
"Age_7",1988,1,"Both",1535157.67888688,0.113116670647206,156514.021729209
"Age_7",1989,1,"Both",3966118.29617911,0.104867325046244,373265.940328739
"Age_7",1990,1,"Both",1194222.94215969,0.125472672153077,134713.013460523
"Age_7",1991,1,"Both",2060925.29712858,0.112894610924863,208813.970589903
"Age_7",1992,1,"Both",662217.841546353,0.115439047077409,68520.9134503039
"Age_7",1993,1,"Both",395730.8065642,0.0999456092671301,35393.1169306054
"Age_7",1994,1,"Both",214943.76447287,0.109337553527061,20980.9453593761
"Age_7",1995,1,"Both",1480579.23903322,0.121263410463399,163497.698799257
"Age_7",1996,1,"Both",1298822.80805898,0.103000706066702,119772.700947497
"Age_7",1997,1,"Both",956052.802838432,0.100788553461703,85964.5757614535
"Age_7",1998,1,"Both",866772.070854747,0.123168324774188,91077.6280120366
"Age_7",1999,1,"Both",2406797.36443825,0.113510364810299,245688.552829726
"Age_7",2000,1,"Both",858955.253117261,0.103437757985016,79494.5306969405
"Age_7",2001,1,"Both",651120.165154372,0.101391763493145,59306.9411782779
"Age_7",2002,1,"Both",935374.856721692,0.09420946884215,78900.3173838621
"Age_7",2003,1,"Both",2602291.14304889,0.0971654470751482,223658.480336233
"Age_7",2004,1,"Both",712985.326943341,0.0994640101315568,62969.9691301772
"Age_7",2005,1,"Both",1163659.18389301,0.102509948033469,106088.46729736
"Age_7",2006,1,"Both",853683.909479969,0.103519139944524,79140.1116466657
"Age_7",2007,1,"Both",1327905.65391177,0.116911570269973,137726.195645719
"Age_7",2008,1,"Both",1059917.74082368,0.123339982948483,115039.449167527
"Age_7",2009,1,"Both",599815.06013306,0.141122431253542,74885.2785171312
"Age_7",2010,1,"Both",404688.195957243,0.120837336500041,43001.744021458
"Age_7",2011,1,"Both",294035.54682132,0.101528784324014,26473.8311790281
"Age_7",2012,1,"Both",430960.084463318,0.0938531835327915,36038.1178289607
"Age_7",2013,1,"Both",759859.865533793,0.0915328282386082,61830.5754530856
"Age_7",2014,1,"Both",3823894.32225167,0.089659263318125,303979.925219668
"Age_7",2015,1,"Both",5516746.41259968,0.09650410664192,456692.837345331
"Age_7",2016,1,"Both",1949680.94682249,0.139141472947859,223260.510695726
