"","Total_1982","Total_1983","Total_1984","Total_1985","Total_1986","Total_1987","Total_1988","Total_1989","Total_1990","Total_1991","Total_1992","Total_1993","Total_1994","Total_1995","Total_1996","Total_1997","Total_1998","Total_1999","Total_2000","Total_2001","Total_2002","Total_2003","Total_2004","Total_2005","Total_2006","Total_2007","Total_2008","Total_2009","Total_2010","Total_2011","Total_2012","Total_2013","Total_2014","Total_2015","Total_2016","Total_2017","Total_2018","Total_2019","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","EBS_2019","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018","NBS_2019"
"1",94294722163.3822,4601110265.35801,1065198248.99673,1496549834.107,1105371934.41005,640447361.100859,1824091774.42315,1137841474.40232,2367905811.58276,794003393.596469,772253563.471008,796408889.026855,853740746.465139,838420013.066955,463112390.257678,602122880.708175,406752601.696043,1297663735.21507,935786837.759007,873344630.245846,362580978.984467,775206421.360304,622850316.658521,692053040.852517,636309822.446706,1573626222.49734,1261777578.46134,344932814.375274,1022826760.08465,739560988.864111,551135163.850616,623931986.345043,1227458352.65725,1335901379.90686,1713608378.87651,964337784.754932,433924692.986919,894343023.738879,94174954655.429,4572036302.97871,1066956964.35467,1430730266.73392,1099899001.71891,644035979.422456,1827897382.72835,1136740006.70462,2365773505.36926,778047187.219632,765047819.735696,771481343.099975,845916664.543744,830259318.905259,442873045.072673,590922528.678548,370862302.69804,1296722469.67557,934475563.149171,873562345.444906,351647309.651426,664919720.272521,580170482.828704,678983922.30571,636400738.032038,1571492950.8846,1259809319.44318,344071559.082653,1022842706.68111,739509594.229805,550696111.787747,622979559.682846,1212307333.04701,1255984700.74192,1471495195.13483,916417113.750367,403393577.088444,867690158.316019,119767507.953333,29073962.3792966,-1758715.35793915,65819567.3730733,5472932.69113692,-3588618.32159519,-3805608.30521808,1101467.69770812,2132306.21348923,15956206.3768361,7205743.7353103,24927545.9268803,7824081.92139076,8160694.16169763,20239345.1850079,11200352.0296245,35890298.9980014,941265.539499908,1311274.60983355,-217715.199056206,10933669.3330397,110286701.087788,42679833.8298214,13069118.5468139,-90915.5853279606,2133271.61272697,1968259.01815405,861255.292623842,-15946.596469518,51394.6343091978,439052.062873192,952426.66219753,15151019.6102389,79916679.1649476,242113183.741679,47920671.0045903,30531115.8984671,26652865.4228608
"2",4601110265.35801,407242587197.206,15016708744.4757,8754946232.56203,4256012953.0077,3003252494.63027,2686898379.79202,3839216778.5892,2736455756.57434,1907024674.50739,1913793874.71046,2565523790.00824,1719184879.14924,1412053530.0416,1726308814.84199,2033744351.73919,1663346936.38026,971943601.820215,2789597491.28552,1928009116.99324,1487905107.96564,3619118856.01916,1756971220.76249,1844032705.9188,1460172053.75469,3070501005.39049,2340833957.31145,730686670.815239,1322726441.76196,2196889347.5245,1314281904.27257,1184233051.85391,4441916744.46292,3886920702.32218,4909406579.52534,2215509645.7924,838319712.682503,2167289162.27177,4482895265.1222,400984305108.622,14529498289.8985,8283311719.79106,4103828926.97754,2810393606.37992,2646240503.87924,3676872252.42668,2630750430.01927,1803916400.96447,1811570887.84474,2287060091.57521,1610082287.09645,1341554924.25885,1499093876.6665,1874348818.65616,1371313691.64717,947143976.164308,2694161116.84641,1855631764.09508,1329986415.4803,2912672210.33499,1468645464.83182,1705913390.29554,1446167738.83972,3050235443.1245,2325285823.47541,724698380.117591,1318073652.92474,2150456825.01088,1291429930.72704,1113423752.8293,3769490023.22318,2632845712.94151,2752887527.43722,2138246797.11957,646671718.356661,2073769599.99019,118215000.235814,6258282088.58393,487210454.577235,471634512.770989,152184026.03018,192858888.25036,40657875.9127969,162344526.162529,105705326.555078,103108273.542914,102222986.865736,278463698.43305,109102592.052793,70498605.7827493,227214938.175497,159395533.083028,292033244.733075,24799625.6559134,95436374.4391147,72377352.8981449,157918692.485335,706446645.684204,288325755.930681,138119315.623273,14004314.914974,20265562.2659728,15548133.8360517,5988290.69764709,4652788.83721831,46432522.5136216,22851973.5455391,70809299.0245812,672426721.239759,1254074989.38068,2156519052.08808,77262848.6728831,191647994.325847,93519562.2815707
"3",1065198248.99674,15016708744.4757,255962128145.991,13965115430.6289,4231723919.49288,1027759291.40832,2733149753.68581,2334691058.46849,2701927949.69115,966613502.256148,1633336495.96869,1423889272.13556,1219329979.85487,2003405484.22979,985135942.499435,1542256877.13989,808365416.368221,1798575323.31029,2034169706.32772,1168033797.23115,699528129.044455,2627738690.21345,1163654542.67115,1489933521.67985,1072097046.28357,2497488911.59231,1980557193.80386,773427916.118307,1253480876.86028,1372852845.38544,985679925.254036,1190460415.83586,2174300305.4623,2164277079.73943,2035017151.61326,1548850161.94943,1043434519.12866,1656350955.38979,1049941280.41209,14531019267.8922,255023320476.375,13619592743.3241,4168927913.19782,999077788.812943,2725937191.66644,2309060634.95455,2685276449.20182,926723051.410722,1601756851.78798,1349864627.47893,1181194793.51221,1976115350.32589,931685529.713485,1493064518.73868,720671868.088638,1786255410.90938,1999232290.97639,1147857875.25779,662234460.213021,2399928227.38586,1083311620.37984,1448285594.84217,1068470740.29246,2487340969.21588,1971859012.61152,770368171.648888,1252267097.48433,1365132930.73201,972162845.143845,1166248113.51149,2076973835.49049,2009153575.36059,1869506262.35691,1494001134.97646,984074584.368503,1595867436.3423,15256968.5846346,485689476.583486,938807669.61576,345522687.304855,62796006.2950511,28681502.5953782,7212562.01936286,25630423.5139293,16651500.4893252,39890450.8454206,31579644.1807059,74024644.6566281,38135186.3426591,27290133.9038897,53450412.7859536,49192358.4012087,87693548.2795779,12319912.4009114,34937415.3513377,20175921.9733591,37293668.8314286,227810462.827619,80342922.2913126,41647926.8376881,3626305.99112032,10147942.3764394,8698181.1923498,3059744.46942521,1213779.37593772,7719914.65343074,13517080.1101841,24212302.3243608,97326469.9718167,155123504.378843,165510889.256345,54849026.972992,59359934.7601426,60483519.0475092
"4",1496549834.107,8754946232.56202,13965115430.6289,398567942468.047,19028322254.4512,3289195857.5216,3840116054.29103,5555658123.23724,4617854731.84629,2492898035.15406,2290114425.41014,1397299349.4543,1383066155.71208,1404581514.65591,1150973541.38142,2759086011.01156,1732968638.41665,1912840620.47974,1514618039.25945,1351350357.74302,599118550.796277,2462897866.43586,1359602507.62872,1807659739.73684,1732509043.08406,4627196456.24594,4746977788.35032,940229843.705049,2905946647.43189,2837935180.17726,2155403170.84021,2195402070.56381,4308602393.21643,3409065529.44523,1910907327.24115,1614022749.58539,1187234955.17,3030331574.68611,1521157133.24479,8771515370.48351,13926237755.6796,393456454352.973,18924294597.3479,3370885425.49992,3852873580.62651,5624213655.51457,4627464484.46583,2423176066.97055,2285024685.53731,1435475084.21335,1367887214.31319,1388417042.58441,1171701791.81361,2766282019.0188,1743474534.75349,1905612140.12204,1494932535.42285,1343100222.4708,582666856.860639,2361409994.94722,1311012465.07037,1725754580.56726,1727343845.10079,4616602840.36787,4741456295.21912,935767108.549912,2903473446.10297,2844102308.15108,2158772606.52587,2201766221.92467,4457156979.92224,3581490190.87141,2204287064.0431,1596083117.00267,1181989004.39497,2952639227.15363,-24607299.1378045,-16569137.921452,38877674.9492619,5111488115.07347,104027657.103274,-81689567.9783174,-12757526.3355286,-68555532.2773387,-9609752.61954883,69721968.1835227,5089739.8728265,-38175734.7590365,15178941.3989016,16164472.0714936,-20728250.4321837,-7196008.00722784,-10505896.3368463,7228480.35768134,19685503.8365853,8250135.27222903,16451693.9356311,101487871.488665,48590042.558359,81905159.169591,5165197.98327012,10593615.8780687,5521493.13122106,4462735.15514344,2473201.32890543,-6167127.97382458,-3369435.68566447,-6364151.36087066,-148554586.705832,-172424661.426156,-293379736.801957,17939632.5827725,5245950.77501985,77692347.5324608
"5",1105371934.41004,4256012953.00771,4231723919.49288,19028322254.4512,309290922259.053,8351059733.46083,4894120969.51686,2807114007.81808,4260321335.70289,1318265654.31439,2055599786.49186,1108518832.50895,1607393967.05002,1591887434.14325,592108868.691763,1383931981.04239,673877724.295325,3367955430.611,1076071902.55346,1221721335.06007,493930287.065984,1985711622.1711,996044717.691061,979015654.245764,1459363118.92494,3404052989.61484,3220336902.75782,1083222645.19734,1936544787.06912,1532137860.4926,1820589155.45034,1020395751.34309,2231486616.45173,2357548434.25847,1777208174.36457,1264708419.01439,570592947.97256,1486346958.90263,1093906117.57048,4090346918.25851,4154894884.31781,18621187926.058,308048983899.621,8194977709.67456,4873660363.69468,2761400305.14051,4221344196.0796,1280250753.16282,2009878411.02294,1031951457.65396,1556579543.43942,1556753478.42211,535018379.015979,1329918463.29111,585450263.734926,3350853287.82771,1039428030.4596,1196323212.28025,456232149.369674,1783711688.71847,906089608.578612,931119078.409794,1452771092.15867,3392982966.24688,3211609636.74358,1078790874.88141,1933945766.0198,1525225128.04707,1807201857.2734,995584944.220062,2128935175.00679,2162882178.96191,1404313920.36076,1252645895.47173,522699663.209162,1434706029.31904,11465816.839568,165666034.749216,76829035.1750501,407134328.39322,1241938359.43207,156082023.786269,20460605.8221492,45713702.6775671,38977139.6233004,38014901.1515673,45721375.4689338,76567374.854996,50814423.610603,35133955.7211349,57090489.675787,54013517.7512746,88427460.5603946,17102142.7832982,36643872.0938651,25398122.77981,37698137.6963036,201999933.452649,89955109.1124578,47896575.8359752,6592026.76627654,11070023.3679613,8727266.01424588,4431770.3159251,2599021.04931151,6912732.44553134,13387298.1769393,24810807.1230303,102551441.444943,194666255.296558,372894254.003805,12062523.5426865,47893284.7633987,51640929.5835855
"6",640447361.100861,3003252494.63028,1027759291.40832,3289195857.52159,8351059733.46084,407708216627.054,17772749643.0425,5873017978.02639,3701268353.05788,2375986471.70234,955199677.649271,1891040504.93608,748621422.649035,233269993.348016,1099394343.04196,1167695319.32954,1069903048.02464,-506575877.96699,1367243435.8901,1155672357.58588,870558814.860858,2993638542.52943,1337949403.1824,2138711182.38533,824080242.942304,1761017354.39083,1144721963.82769,277827063.150756,600076315.630608,1857716951.84011,147556325.382894,319963319.422372,3030271171.65039,2324584121.7727,2841040231.49968,1068860965.06794,1266669932.59177,1634550384.02649,619216459.410499,2784227701.22363,952079757.691289,3033025261.36465,8177231179.41072,406169997007.142,17714176499.1318,5697059536.34892,3620099606.66794,2309355714.98646,907261584.219101,1714411954.07553,704988729.41965,209653962.39679,963470595.743064,1086306362.44455,898630247.148898,-508948088.878397,1334689477.3869,1121123249.46431,788674847.489748,2525417203.25235,1166419849.23849,2048894617.6124,818967065.56373,1755741792.92802,1141267409.41532,277379861.527959,598052859.719365,1836692909.01777,146141693.744141,301054257.356843,2665388003.48625,1708501905.99968,1477159677.79252,1026212429.65769,1096249960.41167,1560503675.58157,21230901.6903537,219024793.406657,75679533.7170363,256170596.156941,173828554.050105,1538219619.91189,58573143.9107219,175958441.677513,81168746.3899364,66630756.7158808,47938093.430179,176628550.860563,43632693.2293821,23616030.9512252,135923747.298898,81388956.8849855,171272800.875744,2372210.91141148,32553958.5032009,34549108.1215605,81883967.3711091,468221339.277112,171529553.943917,89816564.7729425,5113177.37858013,5275561.46280265,3454554.41237955,447201.622797189,2023455.91124795,21024042.8223342,1414631.63875308,18909062.0655152,364883168.164148,616082215.773018,1363880553.70714,42648535.4102649,170419972.180098,74046708.444919
"7",1824091774.42313,2686898379.79201,2733149753.6858,3840116054.29103,4894120969.51686,17772749643.0425,1135133793710.02,15246938828.761,12702826071.0286,3333842094.40273,4210087704.41982,1614751728.53093,2490843266.49548,3273465719.01332,802284866.232531,1523017736.51403,739699238.7931,3857658273.31319,3497982595.19227,1883849757.92893,513531247.582819,2067454722.50597,1093151960.77094,1642586607.25824,1762649321.3698,4631480657.07631,3324725723.61462,1391658276.33711,2581986349.4046,2089267335.81874,1499527983.17929,1541517357.07974,2567272101.21989,3180465962.38642,3355083444.57368,2398665537.26058,1251195623.2711,1944821435.55519,1835063870.88666,2713546873.21962,2750048827.95317,3787856148.37277,4910446903.7893,17854001688.7642,1134915530349.11,15318374852.7435,12724095632.5235,3306020508.3439,4208625825.23056,1589455240.78553,2482515450.24812,3265585000.08192,762211261.498077,1504368761.18002,695208962.959834,3856958646.54052,3486985192.35436,1882119837.22483,495125343.68997,1940824190.35732,1043112708.12214,1615649760.25644,1761107971.36619,4626850295.77009,3319445736.10266,1389018309.03845,2581374470.83932,2088785084.17606,1499685543.71426,1536717990.58954,2536780335.99464,2941056331.41822,2792739075.82758,2352281964.91986,1202551696.91225,1879926909.25514,-10972096.4635299,-26648493.4275982,-16899074.2673534,52259905.918274,-16325934.2724355,-81252045.7217113,218263360.903252,-71436023.982599,-21269561.4949739,27821586.0588265,1461879.18924684,25296487.7453968,8327816.24733247,7880718.93142085,40073604.7344572,18648975.3340128,44490275.8332618,699626.772656154,10997402.8379193,1729920.70411558,18405903.8928469,126630532.148671,50039252.6488073,26936847.0018173,1541350.00362818,4630361.30622937,5279987.5119629,2639967.29867041,611878.565295034,482251.642678875,-157560.534972495,4799366.49022586,30491765.2252673,239409630.968213,562344368.746101,46383572.3407586,48643926.3588338,64894526.300091
"8",1137841474.40234,3839216778.58921,2334691058.46851,5555658123.23724,2807114007.81808,5873017978.02641,15246938828.761,655854822995.666,11904291826.2967,4084775026.68384,2270446154.86305,2746584473.62955,1287106788.71616,985084037.928814,2153940781.1317,2585879943.3751,2204551278.30234,504000435.584849,1988687449.03218,1526495312.42616,1014035534.21895,5849178957.84886,2019316028.71434,3457583657.45653,1736321012.7761,3223847168.88184,2877574295.90121,526566280.744386,1929218290.35896,2969618835.34739,554583451.845239,1305020078.35635,5462881536.28876,3686143003.64932,3534445745.03155,1355266588.58734,2682127517.13857,3430163849.45716,1140393962.40095,3773343992.18615,2314131240.1895,5402951510.82065,2771874372.72109,5875036442.98143,15246733186.1629,654729750802.345,11873019163.7494,4043599010.67034,2236372111.49758,2673644200.26998,1253068277.88901,960923032.935985,2098258005.30783,2540802837.61719,2133184759.0852,499198193.417283,1987744840.17532,1515922783.14654,1003394552.07444,5637911071.23444,1907445706.64721,3406081303.04909,1734842271.32047,3220335932.30698,2871522149.10215,525955091.320932,1927507341.54424,2978563305.25368,548222822.960181,1291050842.71408,5272370089.4716,3199731454.24679,2315698487.67486,1265111971.08522,2623606905.37135,3339366451.86978,-2552487.99863131,65872786.4030439,20559818.2790018,152706612.416591,35239635.0969928,-2018464.95503493,205642.598097999,1125072193.32179,31272662.5472686,41176016.0135085,34074043.3654673,72940273.3595761,34038510.8271406,24161004.9928389,55682775.8238612,45077105.757895,71366519.2171408,4802242.16755263,942608.856850609,10572529.2796227,10640982.1444989,211267886.614432,111870322.067146,51502354.4074466,1478741.4556317,3511236.57484656,6052146.79905992,611189.423461343,1710948.81470475,-8944469.906285,6360628.8850508,13969235.6422744,190511446.817169,486411549.402549,1218747257.35667,90154617.5021629,58520611.7671975,90797397.5873695
"9",2367905811.58276,2736455756.57434,2701927949.69115,4617854731.84629,4260321335.70292,3701268353.05787,12702826071.0285,11904291826.2967,1186518145674.85,17293050467.8207,5954146127.31252,2870202061.5181,2496911470.90506,2002301821.49209,1544747018.42593,1537286113.22296,1523411173.54297,3765620154.68022,3063761064.32373,2771748624.86312,1004719780.61435,3921469204.95382,1829575979.58374,3014772471.29692,2063681441.42001,5598541064.69398,4102417964.42102,2020435087.06449,2630330691.77568,3444703113.47624,1452379053.52547,1700103321.04525,3935536820.28145,5315390051.25478,4740593855.07366,3486738032.37873,2004976235.18822,3321363535.75369,2355770842.10579,2657103916.00209,2694550625.4839,4398340409.78166,4224577170.89028,3646123268.86669,12675274114.9403,11735427906.3832,1185492751047.7,17196559206.9554,5925837339.02279,2778690448.97319,2463829145.22472,1970980650.63399,1463128974.72208,1469778769.67784,1293424425.43331,3755391352.59143,3031307304.08012,2769424362.42873,961970571.121677,3455045004.65493,1686406462.83629,2969121388.11257,2064900125.46592,5590143173.13795,4092174337.79465,2017415444.20458,2629460195.64525,3424121800.00568,1441669297.75659,1684109158.74975,3876801602.42259,5219865406.51205,4497087925.04898,3342226401.56461,1875750727.84089,3143295997.40136,12134969.4769639,79351840.572283,7377324.20727089,219514322.064641,35744164.8126015,55145084.1911794,27551956.0882094,168863919.913439,1025394627.15129,96491260.8653771,28308788.2897071,91511612.5449186,33082325.6803571,31321170.858071,81618043.7038568,67507343.5451137,229986748.109641,10228802.0887636,32453760.2436109,2324262.43438852,42749209.4926578,466424200.298943,143169516.747482,45651083.184376,-1218684.045862,8397891.55610421,10243626.6263842,3019642.85993376,870496.130415045,20581313.4705547,10709755.7688481,15994162.2954641,58735217.8588468,95524644.7427188,243505930.024661,144511630.814135,129225507.347313,178067538.352313
"10",794003393.596473,1907024674.50737,966613502.256146,2492898035.15407,1318265654.31439,2375986471.70235,3333842094.40273,4084775026.68385,17293050467.8208,298577236092.909,5719073350.07096,2122300542.07786,1827703780.93561,953247744.962063,820483593.340972,941045429.25363,722517165.138302,656217302.165876,1327418507.41014,1294973989.13551,831722648.817355,2993787285.11037,1445531089.88239,1942850393.22491,1312884531.5353,3119493527.04384,2160547897.80699,781503936.067511,1462460569.93996,2096752467.22714,661836184.708708,1203231691.53127,2455632814.7137,2265987494.26588,1624504240.43671,1569048812.74572,1399521721.99601,2253181722.19372,798001009.637924,1898131508.01016,960609181.291837,2389958855.75096,1315841838.35735,2388328261.2655,3340740082.60311,4132518215.56808,17367023177.5178,297759807505.938,5817599097.47331,2215347482.99717,1858406479.90504,970314158.819988,859549153.48211,960200564.160152,747850664.047847,663864640.740741,1356216578.84955,1303493928.41493,870476285.673068,3048160116.0906,1468503862.69771,1953107570.75251,1316330949.55556,3125550212.54285,2164584243.29469,783611402.874929,1462882282.47193,2118373878.82846,671500665.012313,1229700017.68936,2687349944.26775,2688978293.29126,1884054507.15927,1463028601.35602,1305346988.76696,2193813245.85285,-3997616.04147037,8893166.4972392,6004320.96430647,102939179.403099,2423815.95704374,-12341789.5631478,-6897988.20040723,-47743188.8842387,-73972709.6970329,817428586.971405,-98525747.4023695,-93046940.919293,-30702698.969417,-17066413.8579385,-39065560.1411375,-19155134.9065263,-25333498.9095535,-7647338.57487847,-28798071.4394186,-8519939.27942191,-38753636.8557185,-54372830.9802139,-22972772.8153073,-10257177.5275932,-3446418.02024864,-6056685.49900817,-4036345.48767992,-2107466.80740956,-421712.531977678,-21621411.6013216,-9664480.30361386,-26468326.1581062,-231717129.554075,-422990799.025382,-259550266.722558,106020211.389733,94174733.2290484,59368476.340856
