1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
18956345665783.99,41808649155226.96,30535238184491.324,39769722594581.22,32984639305554.582,36181600408264.57,54150878681333.56,51378044268673.664,58636237196651.42,31394565923670.84,24952343751612.152,28138555136989.254,32212637109623.5,41936173689862.18,15734679023448.201,21730724318376.156,13329690089044.287,24883707822576.24,35306222843555.086,21393335093621.844,27468773503706.7,54912530177241.1,17481870191018.492,31087999930427.605,14384130232628.71,30549868547208.496,16449212396877.844,12900531620006.809,19996598441937.504,14019828591994.89,17264400351512.652,26490985090025.934,46938390507276.13,36078335895305.86,23947824408631.9,30152219516012.63,15774384313545.398,33740860054997.535
21390367244892.4,47186685079103.945,34460925900239.246,44901830386760.27,37228225026632.984,40804097618572.11,61031812284420.8,57967670492254.6,66015506651491.984,35396516995403.74,28138555136989.254,31754733429274.418,36342881295356.805,47160408846481.1,17763429202592.86,24510416934330.527,15044106844818.418,28067742630157.348,39817567678729.055,24157270321461.66,31005574253326.254,61693814916223.97,19735377071696.645,35094454882661.832,16242803516940.95,34482757610393.027,18575614914889.992,14567406651040.8,22567225066107.508,15830416036534.7,19489715242968.62,29913683274376.598,52979433522811.97,40731384796736.305,27019940295841.773,34043497798078.023,17792360310142.51,38077689491562.37
24487452494686.113,54004578114541.56,39442555348509.52,51367672106969.305,42606765689321.98,46730004896257.49,69906847031984.46,66367010585640.27,75664782585256.42,40546979981710.43,32212637109623.5,36342881295356.805,41611273902161.22,54043585334422.34,20324496762817.805,28065756579489.98,17218848944882.875,32144582919144.285,45599453397544.766,27631967566028.58,35480538875783.32,70672043002340.39,22580156579868.64,40156073792518.24,18579010911794.13,39462495229209.53,21245314136557.91,16662265973406.24,25828696313943.84,18108779919724.395,22299395178546.863,34215129839475.074,60626452001177.17,46601804766488.914,30932087861447.42,38947104581218,20375397609925.203,43574805366589.375
31787336166810.164,70061416019952.11,51179835531734.9,66558548954522.61,55271821270409.43,60783362127260.05,91207690458847.17,86201569641501.31,99164622849983.875,52784816788024.57,41936173689862.18,47160408846481.1,54043585334422.34,71376075847721.75,26339837595876.633,36490355095229.04,22333450727868.535,41779613590856.3,59314153234899.625,35783942605297.96,46009891535918.25,94200530248645.95,29266350501279.21,52057214703681.12,24056996145011.28,51179624731717.57,27508858789046.035,21578439517588.207,33511500567693.742,23451867640908.543,28903733208160.016,44313902638052.78,78637592655735.44,60392344695024.76,40164761645572.27,50454294191337.96,26483960052738.125,56549576375518.305
11964169726991.352,26398326942126.348,19277834104649.547,25128438835945.836,20827411346585.06,22812940712006.082,34113661150049.59,32420432139432.066,36873590408481.57,19785247390682.176,15734679023448.201,17763429202592.86,20324496762817.805,26339837595876.633,9939671835796.932,13705209897935.125,8415649530788.127,15693321251157.785,22262050934717.332,13520488541199.445,17347446361674.047,34464794769724.723,11043039676188.129,19637044264959.484,9090856910803.807,19292549205794.06,10397354697135.916,8153401369665.989,12624074607496.328,8859416668496.709,10905523737723.541,16742907979600.418,29641194854399.426,22792615311399.09,15111757743707.816,19050997791276.187,9948036302797.43,21301785124049.164
16515060457809.09,36419224233642.336,26599724235286.336,34636448589626.105,28732647913753.89,31523424900887.016,47167669023049.01,44761391905684.77,51073072545390.266,27355178994494.168,21730724318376.156,24510416934330.527,28065756579489.98,36490355095229.04,13705209897935.125,18931753179854.84,11612355991468.56,21682660448718.01,30760310143103.902,18631163984666.895,23926439489466.14,47725852613480.93,15226459188791.328,27078105662498.965,12527116137662.32,26611450663444.453,14324467481302.307,11234603367226.086,17419078313659.498,12210418634048.48,15037130018691.031,23069597579284.344,40884257598785.34,31423827854609.23,20862857350248.082,26261886385126.95,13744373487849.059,29387581749702.082
10134360611691.162,22354927172529.656,16326233065311.957,21271394397540.12,17637103503368.707,19332100908501.258,28912316166308.645,27463361905631.406,31272121980381.418,16770502543980.781,13329690089044.287,15044106844818.418,17218848944882.875,22333450727868.535,8415649530788.127,11612355991468.56,7127740284055.041,13298573769194.424,18864568534641.777,11444205151253.809,14689000161371.43,29207469682536.918,9349715351532.658,16625937974549.21,7694964379989.532,16336378181279.357,8799704215890.2,6901017173700.135,10691574052932.012,7499766013434.204,9233304402183.04,14170724059558.408,25098675777120.652,19296423671814.746,12801578575861.832,16128367586739.82,8430151130141.505,18039213250270.473
18914266528445.086,41705572732254.16,30461416970828.465,39657900812906.6,32903203800834.168,36105902135231.29,54020535180349.43,51264822501556.086,58499556771528.06,31334212800188.336,24883707822576.24,28067742630157.348,32144582919144.285,41779613590856.3,15693321251157.785,21682660448718.01,13298573769194.424,24836009662165.36,35231577489828.24,21331358537848.895,27398105381573.07,54618766086780.305,17434858989157.37,31006225723028.51,14342746363997.81,30473702994205.223,16399744457590.227,12862609687165.418,19947702976904.344,13980628742263.15,17218143507704.09,26412327841416.332,46815989195824.3,35981381467400.98,23893270924984.63,30070272687037.855,15742719907862.996,33650869454386.242
26831204869623.93,59163650530757.63,43212566862560.57,56259443250365.586,46676449464690.09,51221950536317.6,76649020215486.64,72724556434133.73,83016364586959.64,44452749860904.414,35306222843555.086,39817567678729.055,45599453397544.766,59314153234899.625,22262050934717.332,30760310143103.902,18864568534641.777,35231577489828.24,49981750503786.63,30260638867190.86,38866973412788.12,77573388745252.55,24732976566968.22,43985352103355.51,20346348674987.168,43229704369902.83,23265032189487.93,18247065394452.08,28297786093561.363,19832455049305.62,24425579586190.8,37469348176343.44,66414464420679.57,51042825515345.2,33894884029188.09,42656741478279.12,22332318321516.83,47739086772153.88
16267902170373.24,35902358291756.34,26216807236539.23,34186510684053.043,28326019651680.2,31008683743500.246,46363715435940.16,44080502870544.57,50087063597366.17,26887799592457.69,21393335093621.844,24157270321461.66,27631967566028.58,35783942605297.96,13520488541199.445,18631163984666.895,11444205151253.809,21331358537848.895,30260638867190.86,18395718774562.047,23594992928190.49,46838161442013.92,15021589941561.54,26711400580915.633,12368697234256.754,26239821493226.54,14147728139889.928,11093728475634.363,17167852519833.205,12052892031304.889,14834470516379.895,22781334596154.28,40316299322683.96,31005600638691.17,20546763038623.81,25916485867528.812,13522010320698.514,28971425077105.617
20884831360568.055,46078288622168.41,33649985073116.105,43855559773525.445,36354007185329.7,39828792287531.96,59566671031948.05,56596895364510.9,64403744418941.73,34545610766477.906,27468773503706.7,31005574253326.254,35480538875783.32,46009891535918.25,17347446361674.047,23926439489466.14,14689000161371.43,27398105381573.07,38866973412788.12,23594992928190.49,30278202830909.367,60202820537591.94,19273149720434.453,34273576847170.734,15864440283182.41,33674274798779.547,18144377474905.098,14228749680569.848,22035117034126.72,15460795679508.379,19033316695943.74,29218951261931.664,51736715185239.4,39779640455629.26,26379048978993.73,33247808492175.03,17366993824208.186,37180603518376.64
41576580996011.83,91672722086489.55,66960870565160.26,87122145728722.64,72322432127824.11,79482470174087.5,119438882339275.28,112766171339730.7,129961501494794.14,69005133356825.63,54912530177241.1,61693814916223.97,70672043002340.39,94200530248645.95,34464794769724.723,47725852613480.93,29207469682536.918,54618766086780.305,77573388745252.55,46838161442013.92,60202820537591.94,125777775461891.27,38295755853101.98,68127363259256.414,31485120010958.543,66970408736584.28,36014065889359.62,28248031054768.6,43835788295284.12,30688048605994.34,37821940308029.81,58016733911227.41,102907062769554.42,79033923746153.875,52526343519594.13,66020701313948.484,34621455332623.848,74000007464799.3
13292013851036.195,29328562154845.914,21417643409423.2,27918226035500.418,23139250432701.35,25345033859678.484,37900983380358.4,36018649973097.875,40967709690304.52,21981161805489.4,17481870191018.492,19735377071696.645,22580156579868.64,29266350501279.21,11043039676188.129,15226459188791.328,9349715351532.658,17434858989157.37,24732976566968.22,15021589941561.54,19273149720434.453,38295755853101.98,12268970598285.486,21816912918924.65,10100142489473.62,21434019428438.164,11551791205615.781,9058647037026.1875,14025403338732.082,9842963785440.262,12116181307048.154,18601872355728.35,32931733472813.14,25322859858488.45,16789096250151.285,21165894814039.594,11052078300619.145,23666731001674.523
23638237174279.695,52157472657370.88,38088584691207.18,49647034569899.78,41150414302147.77,45073145268104.87,67406825276173.234,64057875423262.79,72864595424262.73,39091263749901.09,31087999930427.605,35094454882661.832,40156073792518.24,52057214703681.12,19637044264959.484,27078105662498.965,16625937974549.21,31006225723028.51,43985352103355.51,26711400580915.633,34273576847170.734,68127363259256.414,21816912918924.65,38797625896574.52,17959637612899.805,38117890320259.445,20541585197946.02,16108321541614.514,24941114090353.035,17502147375622.014,21545452322142.516,33079073213037.875,58563753956739.61,45031176520922.08,29855579272304.465,37637035656043.59,19653701361765.176,42084778278097.74
10938031722708.967,24139167647083.082,17627142314621.664,22985440796211.633,19045188719129.664,20849474962752.437,31172572119179.613,29637750983907.727,33675777476723.76,18078832719571.895,14384130232628.71,16242803516940.95,18579010911794.13,24056996145011.28,9090856910803.807,12527116137662.32,7694964379989.532,14342746363997.81,20346348674987.168,12368697234256.754,15864440283182.41,31485120010958.543,10100142489473.62,17959637612899.805,8316426913123.691,17642477967102.36,9512370291800.61,7459000908533.139,11543234188600.232,8104173163433.878,9974283498758.5,15317106318125.285,27106975593756.23,20847041579073.145,13815343628594.506,17425678210292.338,9092160609710.473,19479703158107.562
23228528278991.266,51248360668620.734,37425585788881.93,48773510832972.51,40432941978808.33,44299092238296.64,66254782617507.18,62950274497758.05,71639064526007.125,38423690427227.57,30549868547208.496,34482757610393.027,39462495229209.53,51179624731717.57,19292549205794.06,26611450663444.453,16336378181279.357,30473702994205.223,43229704369902.83,26239821493226.54,33674274798779.547,66970408736584.28,21434019428438.164,38117890320259.445,17642477967102.36,37452461952249.71,20178185423290.41,15823789410977.855,24506643693000.28,17193581763626.586,21167453011305.375,32494775975152.65,57540159661950.18,44240603376320.89,29338130737216.41,36975021494894.695,19315621670518.937,41349587527330.35
12508487178154.623,27608020306006.496,20159591168855.492,26291642928936.203,21782058586005.9,23839820539721.687,35644432299622.24,33893600160423.562,38499766773513.19,20670074417902.586,16449212396877.844,18575614914889.992,21245314136557.91,27508858789046.035,10397354697135.916,14324467481302.307,8799704215890.2,16399744457590.227,23265032189487.93,14147728139889.928,18144377474905.098,36014065889359.62,11551791205615.781,20541585197946.02,9512370291800.61,20178185423290.41,10881118566082.918,8532080793137.009,13201110565639.104,9269189762313.588,11407907743636.502,17521173120278.47,31003150198430.266,23844283482103.164,15798043445127.715,19930543024045.043,10395686350863.314,22278060268290.375
9809848808771.59,21650573502091.363,15809631887885.383,20616613440471.5,17081745382887.354,18697978111413.6,27957355025375.273,26581570375993.766,30200872159753.52,16212674921826.758,12900531620006.809,14567406651040.8,16662265973406.24,21578439517588.207,8153401369665.989,11234603367226.086,6901017173700.135,12862609687165.418,18247065394452.08,11093728475634.363,14228749680569.848,28248031054768.6,9058647037026.1875,16108321541614.514,7459000908533.139,15823789410977.855,8532080793137.009,6690252374798.811,10352636166468.107,7268444521668.339,8945827712476.762,13738791878409.15,24312540714383.234,18697961382772.133,12389812660385.406,15628804363033.705,8153505482081.369,17470624828451.816
15202033602004.256,33535163039032.35,24491050343238.89,31910796850076.758,26457779601239.02,28998794551387.695,43373220915917.55,41197638243944.01,46913780832065.54,25155757201444.527,19996598441937.504,22567225066107.508,25828696313943.84,33511500567693.742,12624074607496.328,17419078313659.498,10691574052932.012,19947702976904.344,28297786093561.363,17167852519833.205,22035117034126.72,43835788295284.12,14025403338732.082,24941114090353.035,11543234188600.232,24506643693000.28,13201110565639.104,10352636166468.107,16038070686188.12,11250161221572.303,13850856106770.318,21258855115319.027,37651544477875.32,28947018194668.402,19202512615116.613,24193813530714.164,12644720792911.271,27060483058537.996
10660728353750.49,23525398501201.38,17179304774618.021,22398828800240.758,18560898305291.21,20323126594053.797,30386134528448.48,28886459474255.785,32831605030328.62,17623572991828.625,14019828591994.89,15830416036534.7,18108779919724.395,23451867640908.543,8859416668496.709,12210418634048.48,7499766013434.204,13980628742263.15,19832455049305.62,12052892031304.889,15460795679508.379,30688048605994.34,9842963785440.262,17502147375622.014,8104173163433.878,17193581763626.586,9269189762313.588,7268444521668.339,11250161221572.303,7897559265942.313,9720295301771.396,14925598285941.102,26417136711425.598,20315745557345.043,13465505320416.771,16981641247386.174,8862757763917.854,18984712011487.73
13126726476908.404,28963840736729.457,21151285367455.41,27570756865878.117,22851485360549.14,25029971079356.465,37430342603023.77,35571078797882.234,40459549966781.836,21707987656283.953,17264400351512.652,19489715242968.62,22299395178546.863,28903733208160.016,10905523737723.541,15037130018691.031,9233304402183.04,17218143507704.09,24425579586190.8,14834470516379.895,19033316695943.74,37821940308029.81,12116181307048.154,21545452322142.516,9974283498758.5,21167453011305.375,11407907743636.502,8945827712476.762,13850856106770.318,9720295301771.396,11965318302123.73,18370272828912.312,32522045005214.332,25007649456157.258,16580161121776.117,20902235337841.668,10914569176186.986,23372061081766.953
20144276187203.03,44460147393135.77,32465308201445.637,42337596815921.72,35077887319481.5,38394962819258.48,57410202128536.36,54585526658482.48,62016030073902.18,33291047858298.812,26490985090025.934,29913683274376.598,34215129839475.074,44313902638052.78,16742907979600.418,23069597579284.344,14170724059558.408,26412327841416.332,37469348176343.44,22781334596154.28,29218951261931.664,58016733911227.41,18601872355728.35,33079073213037.875,15317106318125.285,32494775975152.65,17521173120278.47,13738791878409.15,21258855115319.027,14925598285941.102,18370272828912.312,28213719154401.316,49926667119964.19,38396823064760.945,25441540728517.047,32093604769123.906,16742122275922.057,35875500167827.336
35686346889504.81,78735497256126.72,57498720851513.836,74936659235809.3,62119190930407.61,68057691755959.47,101790840775412.52,96710258266900.28,110062481315120.84,59030314675020.24,46938390507276.13,52979433522811.97,60626452001177.17,78637592655735.44,29641194854399.426,40884257598785.34,25098675777120.652,46815989195824.3,66414464420679.57,40316299322683.96,51736715185239.4,102907062769554.42,32931733472813.14,58563753956739.61,27106975593756.23,57540159661950.18,31003150198430.266,24312540714383.234,37651544477875.32,26417136711425.598,32522045005214.332,49926667119964.19,88404036616215.625,67971466177068.516,45073956145143.85,56809485612410.58,29675007232627.945,63530847410720.81
27433417740356.797,60534396954310.82,44205444426250.18,57626059585881.945,47759659069349.89,52305164906327.336,78216588771874.73,74340152441374.52,84535598592486.77,45361158623384.83,36078335895305.86,40731384796736.305,46601804766488.914,60392344695024.76,22792615311399.09,31423827854609.23,19296423671814.746,35981381467400.98,51042825515345.2,31005600638691.17,39779640455629.26,79033923746153.875,25322859858488.45,45031176520922.08,20847041579073.145,44240603376320.89,23844283482103.164,18697961382772.133,28947018194668.402,20315745557345.043,25007649456157.258,38396823064760.945,67971466177068.516,52267510464490.39,34649259042005.17,43686327911836.59,22807810739463.203,48845468934516.55
18203610191952.74,40148723350332.25,29322539787411.98,38193538909507.07,31675349173716.367,34735454912848.21,51960163265379.64,49333639938085.01,56230457259725.14,30137543725416.58,23947824408631.9,27019940295841.773,30932087861447.42,40164761645572.27,15111757743707.816,20862857350248.082,12801578575861.832,23893270924984.63,33894884029188.09,20546763038623.81,26379048978993.73,52526343519594.13,16789096250151.285,29855579272304.465,13815343628594.506,29338130737216.41,15798043445127.715,12389812660385.406,19202512615116.613,13465505320416.771,16580161121776.117,25441540728517.047,45073956145143.85,34649259042005.17,22995491230874.316,28959348065997.95,15146158488674.34,32397953522147.734
22927584326699.723,50592465267418.46,36945317784058.36,48164871591957.93,39915937555239.9,43712099037565.37,65360601626204.55,62127088420719.4,70632686212087.75,37907849490442.57,30152219516012.63,34043497798078.023,38947104581218,50454294191337.96,19050997791276.187,26261886385126.95,16128367586739.82,30070272687037.855,42656741478279.12,25916485867528.812,33247808492175.03,66020701313948.484,21165894814039.594,37637035656043.59,17425678210292.338,36975021494894.695,19930543024045.043,15628804363033.705,24193813530714.164,16981641247386.174,20902235337841.668,32093604769123.906,56809485612410.58,43686327911836.59,28959348065997.95,36515665797434.65,19061910056975.703,40825877429420.54
11989010366398.41,26435011126853.414,19308147145427.09,25137801306744.684,20855678290629.902,22886935127093.867,34241909441809.9,32493243199617.664,37081986575490.59,19862364895659.863,15774384313545.398,17792360310142.51,20375397609925.203,26483960052738.125,9948036302797.43,13744373487849.059,8430151130141.505,15742719907862.996,22332318321516.83,13522010320698.514,17366993824208.186,34621455332623.848,11052078300619.145,19653701361765.176,9092160609710.473,19315621670518.937,10395686350863.314,8153505482081.369,12644720792911.271,8862757763917.854,10914569176186.986,16742122275922.057,29675007232627.945,22807810739463.203,15146158488674.34,19061910056975.703,9979620433827.572,21331919667181.113
25647852287961.805,56582491309210.42,41322137270900.33,53848337414880.79,44641235486270.91,48921516604543.01,73174243348832.48,69504287310344.15,79140532376015.55,42435632614791.555,33740860054997.535,38077689491562.37,43574805366589.375,56549576375518.305,21301785124049.164,29387581749702.082,18039213250270.473,33650869454386.242,47739086772153.88,28971425077105.617,37180603518376.64,74000007464799.3,23666731001674.523,42084778278097.74,19479703158107.562,41349587527330.35,22278060268290.375,17470624828451.816,27060483058537.996,18984712011487.73,23372061081766.953,35875500167827.336,63530847410720.81,48845468934516.55,32397953522147.734,40825877429420.54,21331919667181.113,45661236451115.89
