V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
41774948.01964238,86600210.46013637,65190799.216060854,88269734.14721712,69044906.76410231,81552579.51879485,110226828.2235992,98583258.65051599,119449679.54966426,70869292.66102558,63238817.71568101,71112428.45687968,71572819.19779305,91874783.72486462,40914226.659673735,50531623.23483873,35682196.261672616,54653260.54062998,76796673.55567166,55031394.90213071,63363972.91377136,138814025.53484398,45441428.30997794,69196581.68104857,39406476.08101565,63118516.91789523,40693876.60626307,31949853.257043254,48527030.89654474,39825267.99507334,43730379.68823864,61179107.0780697,102510641.61802433,84818500.87783311,61386089.45828414,80430049.24495636,41918944.17643813,88204211.43997817
43704023.511382654,90958273.50649798,68351042.31229486,92553911.43848553,72488994.60096373,85036607.15571098,115308688.82415365,103786493.85053445,124482532.4623602,73810533.23596162,65677796.364163145,73991821.3693004,74795231.78360085,95438529.53329608,42581078.63140777,52655654.47957614,37050422.385944664,57082482.314848304,80216215.33700837,57350669.87424334,66244861.2128595,143505382.32815194,47289153.95403398,72497657.12905675,40963300.05595762,66331684.25600746,42492685.08072918,33353534.023448482,50580298.134811334,41329863.769076854,45555406.88731717,64068638.31773528,107427565.74428585,88669869.538867,63785206.863534905,83651740.41092685,43445960.46843191,91679359.00671946
46740385.69250396,97607771.11885667,73218581.11333385,98822026.89132534,77737670.7352096,90899687.04271683,124297150.35968232,112029503.20299728,134534686.0982765,78925641.81750937,69765850.49761228,78483772.20316698,79967698.92402117,103065798.03724712,45080394.86355194,56173901.53484251,39180080.19240909,61096884.325525604,85941772.64275523,60723402.05601597,70606862.68340851,154110758.87191674,50064199.64234767,77426124.81332709,43233199.51540611,71181754.27069226,45079295.45752928,35386459.764996,53766948.44104486,43547610.423163004,48295057.48216262,68235488.3845316,114881461.29252614,94376652.01272216,67634065.6563938,88424612.12128115,46004779.73870416,97077404.05986048
37466516.57536659,77212411.97005846,58321823.75640958,79549966.89199755,61646199.08152619,73239413.00732811,97922927.82085027,86833613.8404555,105952941.99323012,63576990.1841593,57742467.86978774,64850421.74200175,64199855.78631155,82643136.92554127,37452863.76803036,45584711.315194294,32698141.053273983,48885025.141128145,68689907.17838177,50398121.67341262,57260100.94319155,126778454.89460059,41605598.42152056,62310314.49042889,36297774.57884368,56275221.727193,37148465.26280031,29158609.13613431,44052620.642916836,36785487.064549685,39935170.61957946,55437690.698818415,92073606.45208572,76871913.41596057,55986744.47408943,73840764.17180073,38309378.32397172,80775687.87409656
45164611.812337965,94300074.29740122,70777256.74774796,96002178.30447683,75134547.01152174,87644846.02288166,118991755.63220714,107592860.84450106,127917038.8095696,75969661.83673252,67638959.01756875,76316673.94292362,77217501.04478037,97920356.96702433,43944852.46339214,54273929.156859614,38152653.181277156,58865516.18107116,82751799.21507767,59290043.42329437,68531167.56271413,146876840.31543562,48810643.49061962,75106555.24264823,42282712.03225401,68802252.39555742,43996552.86410097,34519915.090754785,52213245.3417253,42608471.73776429,47047414.25901458,66441283.60902225,111293877.16179596,91772512.09540945,65683231.34447416,86331188.23657139,44630702.93410435,94533460.90173092
41539398.811237134,86184600.43831317,64867409.60087172,88063551.34675543,68724833.26476516,80887004.04521567,108960691.29646203,97856682.35666816,117460189.53197572,70198036.59320508,62830627.668828435,70824919.09912463,71111194.41112816,90196290.12961328,40819892.660609834,50172573.27896617,35555305.61392615,54224655.91608696,76153505.23660088,54966034.75700926,63138116.369319804,136309329.7503322,45334163.99665411,68975499.40759182,39368276.94976847,62845143.65128977,40656602.945341,31911702.543607395,48322489.72180202,39778283.823213175,43620669.24493979,61093612.26016645,102097105.29447767,84604399.17761748,61080433.55638131,80290890.34814738,41659404.84726202,87888023.41186729
43106404.02916923,89599740.86723809,67372530.74206074,91299409.27467294,71421460.64793848,83912878.90508816,113514818.66734768,102064283.71917938,122520131.4728587,72838566.66917127,64939050.67325047,73168043.39399518,73785623.42041521,93988835.55587009,42126104.43860051,51989728.40970879,36673799.65920657,56300129.24805129,79097890.69328286,56727310.903089054,65396802.700911105,141593212.28368846,46784215.195408605,71518521.40658715,40560814.203188345,65336717.14069569,42001861.21413812,32968834.101400133,49981281.03184427,40947728.06757869,45048964.115225285,63248239.07366489,105938262.79519893,87564790.55441347,63090584.4328778,82793928.70607243,42999588.11631098,90707060.27685215
42022362.60648421,87174376.96704565,65603165.16192327,88848899.069298625,69499139.10372229,81967175.55223507,110798316.8796781,99251901.77780099,119924363.4655718,71207036.50681183,63523447.29159825,71477428.58185396,71977804.18440534,92161145.49207984,41133871.471919,50788185.923032075,35856534.89597998,54950662.30781583,77207377.46903583,55343592.6809825,63742709.62804431,139133141.39673352,45683883.289525524,69637288.06430554,39614765.39034087,63546001.96277668,40938461.9081343,32139901.634379845,48789949.95772272,40024426.960848436,43970503.259819634,61572948.49819467,103157524.75336096,85333245.26265754,61683274.962100886,80856999.90655822,42100041.00578255,88644062.53957942
42939858.18305929,89354399.59009768,67170655.42568651,91257138.45414856,71232905.01052035,83403305.59264788,112538302.90509683,101550188.98141979,120895252.83063312,72304826.79836218,64651344.951621,72989617.08678561,73445466.10494429,92630462.01866324,42082612.08093779,51720095.706679314,36588018.024594665,55966163.58208246,78607520.83395532,56738314.18760803,65276991.61328907,139564380.7419801,46737457.69722212,71416861.54124507,40569852.72418452,65185539.857828334,42027396.43748557,32978569.220974095,49853300.2229233,40943903.40871969,45000156.62503331,63269809.71849849,105720833.68965517,87486313.18942507,62870617.48032153,82753908.94253828,42792386.34284543,90523829.99981046
48064280.73513608,100617922.78162818,75399261.14651142,101768769.76186977,80112742.35987857,93354535.62557262,128035449.56560798,115649545.97675613,138418850.58602574,81010568.16924953,71523491.66065384,80468876.94597891,82184950.19465011,105976968.91415608,46209074.88089365,57664436.957771644,40103192.36981068,62773379.782537766,88352380.01063773,62300175.12303793,72585200.6017317,158061090.91782004,51322689.743653305,79690605.10286419,44284517.780805066,73391907.44852877,46309025.74826368,36344920.63045046,55177328.96916166,44559724.27915734,49540334.234941244,70221471.08883907,118285118.57879065,97006190.14756648,69281005.22074091,90600851.29092301,47051989.824787885,99477095.77173066
42535366.666567735,88423820.56400427,66495934.80407487,90281768.54347488,70495272.47797048,82701058.92975095,111582103.09307607,100508673.39276189,120069619.36637528,71731844.02196416,64120547.339177825,72340393.17392768,72779201.45063248,92061667.57318497,41695481.272535026,51280512.04893162,36277637.96245555,55481492.5305991,77925084.87208156,56184352.12458838,64635099.22984657,138812104.50985834,46306342.17016832,70682308.33980426,40191734.67191076,64494689.242308006,41597835.447188355,32645853.17244193,49397157.548700675,40577573.353766665,44577978.79580531,62595044.016740695,104640248.56204408,86608141.99080406,62344046.81273416,81989795.94561744,42467542.10531785,89724639.3607555
37653744.566262774,77640759.77974454,58625368.73079765,79886661.38725635,61977859.41958938,73610994.74585956,98522861.84732816,87443610.89508413,106629454.52889025,63914116.594299704,57916878.293921866,65055527.61746173,64525061.076762676,82955020.08541642,37550703.71489473,45789668.97533211,32783905.963256154,49153287.6557588,69066558.71902858,50523249.67095984,57492089.48914672,126964178.0818798,41713875.786622316,62582667.00022831,36365992.56398127,56585029.73715111,37251961.792252615,29241126.92891228,44213542.59371099,36844989.77170425,40050184.12048264,55636244.68652677,92507990.0689309,77153310.39308777,56166902.394916505,74008960.04648931,38428194.76103122,80989496.36586161
39685410.04826411,81984458.49820893,61826622.406339616,83856855.66375796,65399376.43746326,77690886.52653183,104670010.7425401,92950061.02056366,113752319.26791394,67547931.60665838,60650063.35119621,68046733.14900737,68044919.33696578,88041454.21074605,39165198.10305432,48202567.60677107,34208549.508332685,51943793.216258906,73020970.36469674,52650690.97540569,60331242.72013319,133870521.06116101,43508284.61606274,65746634.06619296,37803937.66359446,59730419.49108471,38864220.37253854,30514666.907791127,46335007.005376495,38264481.69345079,41820421.88203082,58235535.362751,97349772.81711537,80810155.48196915,58779967.31846675,77075153.91979384,40214672.6056684,84544253.3258965
39889409.72957557,82555294.604376107,62215359.57433058,84613973.81884004,65860635.81819803,77753046.46932368,104303303.93673661,93397766.38130985,112431336.70632543,67479418.6074051,60683495.3552318,68381798.35080394,68306461.27635232,86555388.68369453,39449216.05023108,48290423.08548622,34391094.360780075,52056993.921205364,73095544.02820635,53106478.69136017,60751825.59490661,131360483.02284318,43813888.373437405,66275133.32486833,38115822.16387643,60190581.12825005,39229659.2982711,30791943.225263014,46584000.18571568,38555976.96617526,42119929.80881613,58798035.21518285,98027605.75289695,81467317.95128974,58996397.908470556,77663171.3444926,40284429.845585145,84959564.41004573
39685410.04826411,81984458.49820893,61826622.406339616,83856855.66375796,65399376.43746326,77690886.52653183,104670010.7425401,92950061.02056366,113752319.26791394,67547931.60665838,60650063.35119621,68046733.14900737,68044919.33696578,88041454.21074605,39165198.10305432,48202567.60677107,34208549.508332685,51943793.216258906,73020970.36469674,52650690.97540569,60331242.72013319,133870521.06116101,43508284.61606274,65746634.06619296,37803937.66359446,59730419.49108471,38864220.37253854,30514666.907791127,46335007.005376495,38264481.69345079,41820421.88203082,58235535.362751,97349772.81711537,80810155.48196915,58779967.31846675,77075153.91979384,40214672.6056684,84544253.3258965
43591109.03001103,90672945.80630286,68146925.32415861,92186529.3657352,72259708.49402682,84897010.02803524,115216815.0833977,103545779.0618955,124617950.12917915,73727727.54092425,65534361.49771984,73771223.98962419,74626129.61067499,95590936.99045901,42430777.10963171,52552068.13355011,36941060.206740394,56983624.801618755,80084207.6062858,57118493.206761345,66022728.38368116,143747950.11034116,47121572.33980555,72238485.0806424,40800051.827326655,66111782.03198036,42311309.192071274,33215475.105738245,50429503.342920095,41172269.78705242,45394093.072664656,63796445.48159697,107068763.53183562,88340626.17214307,63623635.65907572,83340233.83075386,43361679.105613165,91393564.73095748
