V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
39907888.99046611,82509828.46920387,62201330.63466693,84419873.40316716,65817504.70163817,78003861.43612635,104966344.72153543,93518325.68323547,113755333.87013301,67780716.81968439,60848997.90162538,68380326.80441613,68395385.769189775,87827562.00692323,39384281.12238163,48406206.51330916,34376647.06037904,52187241.15232532,73330981.30198607,52968366.28331908,60689269.21263008,133382929.31291191,43747363.53175294,66169179.3812735,38019356.996743925,60128563.16749047,39112541.807893105,30706854.458423104,46577237.98642558,38470812.0990616,42056051.760763094,58627634.35863639,97946531.59224735,81313400.05349356,59044122.60045789,77507537.54406671,40366383.07059518,84944351.26687342
37607615.81967509,77614899.74291688,58585886.338664405,79970834.85858248,61962727.10654155,73312489.48880506,97748353.32501206,87279632.98681068,105162205.70897523,63582671.64308162,57660024.64763705,64978781.649293296,64393753.43078809,81374553.22519991,37565914.373830065,45636769.97669207,32761913.96553885,49001882.27416646,68787211.21753162,50582725.09016125,57487921.50906488,124311302.88119173,41723273.930721514,62614449.50290992,36404918.006306686,56592325.119050875,37308567.74130535,29280523.18466228,44171942.50414418,36873490.510280594,40060709.99861,55720613.08277028,92483466.53643198,77206026.8765359,56062050.91910345,74057921.14642991,38314353.01310786,80889020.33788766
48876691.45405592,102368530.15593046,76681707.8624779,103318818.14073972,81491761.35625759,94973211.24149127,130650065.53953949,117936595.89678507,141536933.5821434,82454047.45192072,72600248.09797181,81597863.596415,83582470.59089042,108381026.64961793,46817687.33534137,58619310.07257816,40634587.997146234,63885674.924593545,89945375.41621895,63093362.799529575,73690593.50356218,161391888.46981198,51995411.631933644,80940717.96080673,44808488.76170095,74660006.44041552,46916694.53528553,36827291.821762174,55987525.8475477,45071206.97367299,50210255.209656544,71225167.44837381,120198786.573485,98417381.15599948,70274144.75021607,91734360.17179379,47730829.437090985,100810762.27141812
41705883.82711628,86543616.45190139,65132983.30044703,88422848.31241946,69009814.8175096,81201438.01539515,109399785.1910049,98275296.47136982,117918027.88703805,70468137.25482878,63063423.87167102,71092297.58036451,71393431.43702014,90535112.87086242,40973860.32091311,50365835.21732847,35686449.62901798,54439165.004838794,76454971.89865036,55176096.9800448,63388598.078224905,136793756.28215247,45505097.70338772,69254974.78602386,39514618.82504153,63108195.03855111,40815175.40438121,32035871.93248891,48508466.07056768,39923516.524459876,43787013.6537982,61339310.11414295,102512434.6513537,84939302.4572955,61307972.425049715,80591460.55152725,41810533.50702739,88215674.96369104
41729634.29164388,86467535.16438074,65103279.434282586,88131620.39478879,68940810.40758921,81514170.7018741,110185227.64824383,98431200.72769487,119517358.61789264,70852738.990619,63229881.18984935,71066794.42000374,71508792.85513517,91986084.6171678,40879190.71515106,50506169.88767961,35663458.72989039,54613993.81274369,76748747.29012987,54972587.5314911,63289479.8696636,139053258.78342623,45403814.06543785,69097819.22216582,39373229.142242566,63015238.42112379,40641888.47746312,31910445.961499326,48487522.82428977,39798719.42595165,43690261.81030757,61086177.07241517,102371636.95387486,84711078.1055132,61359023.76435,80362883.2485649,41915207.82841317,88154672.02685708
41874732.35741382,86878836.31635024,65385433.9877342,88686593.10849561,69272545.78780077,81589887.81899947,110054227.90624285,98749041.41059563,118816132.9294118,70834155.94805895,63319260.387370124,71328828.72559756,71699472.59803057,91261752.7633482,41087048.81160756,50587823.34727157,35797744.88772084,54697455.77263381,76830341.05678795,55309530.10862897,63598729.12786709,137858592.64883447,45631277.54679574,69480553.24246083,39604405.18652161,63343864.17223009,40912378.863691635,32115005.111644324,48675450.17235646,40015179.24319278,43911972.7371457,61500531.0059206,102875236.12460697,85191037.77092215,61529343.15537835,80796652.69186251,41975682.41959975,88492300.02420494
44803289.03652577,93269667.01050591,70062565.73113684,94613810.8622174,74311362.88058949,87288158.92009023,118849021.80890328,106779481.25784592,128794496.05075403,75836497.54971337,67206902.23077998,75588400.00112163,76708737.30602904,98783313.67608559,43434125.074132554,53984387.46141856,37814122.64786015,58615053.413151674,82403495.812947,58451884.88960667,67746420.57049148,148268698.1146057,48234698.29150559,74165342.32839437,41708757.92441555,67998787.75333975,43321369.96225192,34012102.66165585,51710739.43484832,42070196.298416235,46488251.73728481,65407579.25918267,109988158.49644014,90584346.54609114,65202114.30476236,85256108.68239422,44433331.32269905,93580671.0374552
38976385.57364127,80529743.49579614,60734646.682485946,82543776.32629853,64251900.54433024,76161449.4450805,102265804.48452795,91088143.0260925,110693856.57100937,66156038.94553809,59553991.81840719,66947813.94292631,66790735.76101115,85561429.64937519,38590898.456668474,47299575.431948505,33682250.73673043,50932243.783871785,71557470.30775492,51912637.23062319,59351077.19225974,130178997.05431153,42866194.011368446,64683810.51949688,37291865.332674615,58690170.76656212,38317883.88648928,30080761.038439754,45573004.618159436,37747608.446098834,41193716.3702055,57375166.8322341,95700243.61425754,79564983.82590511,57800175.94993983,75982048.91135079,39519260.61823163,83215693.0875818
42422385.64005113,88195345.60922551,66319777.637023695,90008942.91719674,70310131.72448453,82495698.98824562,111373712.18159251,100297662.1685255,119909097.16090795,71562767.76974693,63931933.39291863,72111086.85459082,72589913.769091,91942568.13766089,41554287.508746736,51143973.164317615,36156902.85099705,55346612.68006879,77740847.62236573,55988514.715319246,64441713.61403459,138592760.7793204,46149331.52701969,70474956.78393622,40045379.22907296,64325722.55155375,41455235.455795795,32534877.885749,49246280.42865281,40427696.659198605,44430070.028648764,62393722.20566,104346136.52035281,86336205.78200655,62150809.17936387,81702353.13099036,42337903.80185588,89429437.83667967
46613559.34968404,97441974.33506128,73081698.42954744,98892830.12750131,77612034.4675808,90502712.7013946,123463762.31168392,111569108.16627748,133098655.32199253,78492078.33090965,69602921.70311649,78424440.40839033,79702483.99654454,101895873.69302739,45097800.14203129,55975397.420387164,39149033.40577299,60817753.008129925,85544772.69054323,60823613.56899238,70569163.12962238,152434106.36711988,50090366.35057222,77402199.12143968,43310669.21073333,71084600.70824331,45169640.77339276,35445323.3154296,53711453.07556055,43614873.983927265,48313428.80747026,68343920.91907188,114789455.79597461,94410254.46928473,67510055.30703418,88514848.35141319,45863273.132468216,97052372.57709886
37084968.90527434,76426262.53543423,57730237.79719765,78796760.14769483,61023136.47440803,72444870.52409072,96735188.28779662,85879417.72677433,104511570.19745858,62867008.093784325,57145493.95731487,64227600.14778173,63533132.11238559,81465991.0712237,37113314.00485784,45105800.48780994,32394095.666227836,48359778.5676008,67935501.40164086,49951000.3135076,56707856.92550636,124993566.70381758,41226526.97546198,61710843.8424061,35982093.17601379,55708720.55078628,36817788.09013341,28897659.425313193,43625156.85704444,36466448.83521354,39568095.51440278,54929850.81005117,91161194.8794764,76152726.452103,55440218.44554628,73182858.80930726,37928011.81108859,80010908.81131019
42326499.76454116,88037451.37667672,66200268.0102477,90036711.17002642,70193789.59936556,82182711.00967264,110661584.67975931,99896777.36611126,118711633.95271036,71224696.47246875,63804037.16383118,72077433.13521993,72388798.26502159,90955857.9499605,41584098.898081094,50992499.81269019,36153132.48379005,55135058.82989634,77422095.51049922,56076777.232426874,64409954.37867854,137193965.8776262,46183636.69176884,70447579.20613803,40121436.51524618,64229890.78146715,41525151.10836007,32582375.216691982,49208809.30891793,40501729.0967751,44454688.83620825,62463898.78941961,104245055.00457714,86362545.13628377,62077756.81864614,81804546.84896769,42253586.77926284,89429160.0752102
41705883.82711628,86543616.45190139,65132983.30044703,88422848.31241946,69009814.8175096,81201438.01539515,109399785.1910049,98275296.47136982,117918027.88703805,70468137.25482878,63063423.87167102,71092297.58036451,71393431.43702014,90535112.87086242,40973860.32091311,50365835.21732847,35686449.62901798,54439165.004838794,76454971.89865036,55176096.9800448,63388598.078224905,136793756.28215247,45505097.70338772,69254974.78602386,39514618.82504153,63108195.03855111,40815175.40438121,32035871.93248891,48508466.07056768,39923516.524459876,43787013.6537982,61339310.11414295,102512434.6513537,84939302.4572955,61307972.425049715,80591460.55152725,41810533.50702739,88215674.96369104
43162643.52666142,89546242.97758584,67367265.05229624,90942922.67961338,71367530.13104671,84361571.25915794,114579094.3637267,102343563.1485813,124639422.65237436,73379493.86314683,65156500.67106101,73151597.69375047,73979819.05652717,95853561.41806202,42012936.01818446,52194682.553061604,36655766.17167888,56566858.32910649,79523075.80908383,56468567.93049621,65289666.29574477,144457090.27930117,46661123.84967911,71339944.78156303,40379938.96068437,65249005.32008449,41779656.541868225,32809487.149996355,49969990.47964309,40788927.70393993,44932773.47325063,62927911.52411024,105791840.948651,87291737.14542621,63178238.85665164,82509954.18474443,43153724.22445048,90638668.57330926
39982742.024660796,82580180.22458555,62280511.15753547,84426597.49477306,65872320.28641902,78332988.3124104,105637810.38467994,93672954.20921282,114976646.31019749,68128326.67453328,61146270.82769572,68547540.44842198,68570289.71698073,89075237.707237,39434871.113587566,48589691.10040357,34454849.469839446,52361383.07216674,73625376.38748254,53001126.602605306,60759916.26939144,135474701.5042357,43810025.52415942,66204266.710171215,38055390.87922932,60156632.32126596,39119704.4170632,30716873.38173787,46674538.406940304,38521709.20998519,42110740.266016856,58621151.84251561,98049869.002109,81365251.03478464,59224395.59707562,77598779.5785468,40530961.487800874,85163787.16233118
50356595.813324064,105527497.29007445,79010619.2894233,106211983.370028,83987752.14255612,97901974.41333179,135199693.48798147,121942686.17781536,146855340.75712335,85049367.54381908,74622589.56671676,83760506.14352386,86124121.72855107,112477103.61576498,48006922.45847941,60368252.09437484,41672384.71702527,65888667.563347414,92799830.87464297,64657100.1640311,75757614.9659781,167156668.08257914,53311286.43842859,83259010.83091663,45867216.751834154,76952154.56576206,48102204.464773476,37765652.55364706,57518975.564691,46116166.51654356,51507940.95495738,73132623.42434457,123715804.29590961,101089927.2940989,72167848.34587732,93984394.50151087,49025047.884191684,103400532.88858275
43595145.502772525,90718023.55470137,68177522.46163894,92356576.9957812,72301350.65395842,84814247.32590702,114922350.8581618,103453378.25871713,124002822.10944608,73609107.75354362,65543151.356440045,73856672.72545943,74606134.72921339,95070326.72372945,42513150.01415647,52528713.89835789,36990551.8468398,56928309.87847801,79993418.53670454,57263950.98782044,66104999.41929105,143008326.92296138,47213950.53110128,72336970.20447345,40910326.77862815,66158382.083341286,42424167.71569737,33298839.38319507,50479909.81199536,41280083.38479426,45478444.693051286,63947014.468827486,107174831.06497146,88497062.16236085,63665320.1787235,83530313.91228187,43364111.48400942,91525647.06234588
37479029.013449736,77283907.90970491,58358385.327994935,79610064.55627103,61700107.17244187,73188836.76986578,97757364.76994032,86930199.3595728,105544253.31129365,63514186.03828057,57629789.372536615,64811489.429782085,64204277.74781346,82019614.51807863,37442147.95242711,45551852.848216526,32676338.731796138,48880330.182886876,68656582.86059986,50394007.76380753,57275056.74750427,125557512.1288535,41590481.89756868,62349933.15227014,36282411.20063629,56335696.93727942,37155568.27734538,29163097.72449129,44041289.99999342,36761189.61582619,39926857.57318436,55470494.09850388,92121452.65134549,76897919.05858898,55941107.23536462,73813711.33692208,38260782.144797675,80702647.07465109
38064937.41362227,78563394.32788844,59291940.17217252,80766017.16519196,62705377.13031678,74337973.09831399,99477190.81244911,88569664.73039773,107460098.17058018,64532061.74394083,58356177.06845841,65636867.63323727,65213311.52375938,83250747.49497902,37887511.23151145,46226533.82882633,33063950.676880747,49679306.13058493,69780710.19899943,50985112.97641571,58087342.47164751,127063338.9849545,42084637.93135086,63267360.28990544,36672743.38690854,57265415.83034652,37610111.144988686,29521656.46890793,44636355.51928011,37140715.17233941,40418926.704527035,56219622.1751334,93526404.51347908,77942716.00700518,56656683.07280918,74653307.30819476,38741483.346530676,81667594.82751517
36964589.93552915,76176722.16867317,57545796.04311881,78625818.9529379,60830968.44234253,72138579.29008497,96139208.6479012,85492353.46400954,103638399.88930549,62571195.52881096,56950913.93511521,64078122.16390162,63307909.01581116,80714736.34440216,37056870.94785206,44938804.06375555,32333922.415898412,48162045.72926237,67633796.25880738,49889643.358042166,56570622.44338938,123881312.17011438,41161272.60662928,61562910.02071468,35947942.70481397,55536329.58423495,36770538.373273194,28858498.333126936,43516461.77103832,36433496.410922065,39500371.48924422,54836820.21616259,90902746.46058384,76001812.73420796,55298289.04286796,73089416.19189796,37820351.14209595,79842136.85950522
45102561.875442676,94024938.70613419,70594567.14831504,95442155.29246224,74908967.42025934,87735193.49615942,119446589.29017422,107591180.37479089,129105515.8758145,76164578.85187219,67552998.97909491,76055912.73082025,77177938.46979755,98937685.6806287,43728715.15463519,54273597.17468254,38027980.44726437,58932136.34299343,82852804.72025816,58900047.57353105,68252894.80829601,148361415.5231067,48563382.087499134,74767689.33121754,42004668.905021854,68568903.05358516,43681814.11216137,34287991.128601424,52046088.89541455,42346446.62863437,46814022.70289836,65986776.42551231,110862207.52769493,91296487.5958511,65552973.442156054,85842848.7903971,44620050.39774825,94157828.6914998
44610258.053424016,92990123.52578351,69827280.81065865,94503077.26311122,74091755.8275661,86737252.53982407,117903190.82078944,106271521.2376252,127254488.51651853,75271515.22100204,66864269.155387826,75327788.68317828,76324106.86590636,97504521.92581308,43334169.84205552,53680582.41994171,37677020.71045602,58253037.00539139,81885885.8441461,58387062.38049056,67570999.38135658,146314084.74640843,48126209.14281287,74010761.93870787,41654558.957869016,67821032.69009183,43296470.566167705,33982324.93572669,51532776.24205862,41998049.447789714,46384158.81065316,65370412.71409624,109707201.22787474,90420345.57730441,64909645.68030653,85096013.53925334,44173691.83559408,93285716.58726238
42639343.57045822,88525674.92775106,66592674.44580113,90139958.28437343,70566788.90892848,83139343.06938256,112539971.13326712,100904127.49920093,121810922.40048118,72223178.71510965,64339226.69092197,72399978.78809516,73025836.94989148,93552180.36705212,41653786.14988804,51494913.03802418,36298384.31636765,55759159.70343651,78349287.18060464,56048240.15704169,64638116.8195504,141048988.75687954,46260296.93357083,70648820.6256159,40091929.89255936,64534392.64709355,41477612.18325246,32563122.31978597,49443970.57251671,40491526.274202846,44538273.651314035,62435551.19700703,104678359.78904858,86512542.252048,62471214.31937144,81855248.77873753,42621396.66509506,89754583.3968012
39350873.56626824,81363426.39097118,61344448.832604975,83426994.73092474,64916357.42491059,76783697.01088877,102986535.05856928,92000295.47957323,111184423.38722885,66660047.24749426,60005998.093387574,67554130.79629663,67404508.33410126,85754358.83128268,38964951.74824427,47695445.40088297,33987388.528861284,51377347.81017482,72155218.44611998,52438224.2508461,59942859.206618175,130336992.73790453,43278316.471443534,65357247.54263192,37658522.65357517,59311711.06196345,38718320.930662066,30392347.672227487,45998343.37685607,38108247.49592298,41594622.378828205,57991489.437657215,96670462.15198569,80381087.51024395,58300756.95229892,76721378.7815346,39834754.67494368,83958513.82547766
40851480.19481743,84635440.5507894,63742856.5633933,86535155.0901842,67500062.87873256,79651399.42116651,107199384.85460822,96016386.41828851,115752277.06600228,69156258.58735321,61971682.388658315,69793322.5357885,69962033.74702136,89028894.55067955,40220245.60741298,49418290.44375724,35061686.85786248,53359091.19548517,74943585.93935665,54132393.913010135,62108806.2950209,134796463.4054271,44670026.63090269,67797792.47614513,38806515.00976677,61702134.181742676,40011749.62374183,31408466.85226986,47587136.09799738,39234058.25399002,42965536.17360893,60061475.53108248,100347009.18840143,83225863.97120464,60220032.01772096,79129653.9511698,41111026.628432445,86643774.84018499
38538207.96697274,79709378.29269917,60104512.615809895,82043055.53604883,63618723.46140684,74949069.50274684,99927525.4962555,89752530.50064467,107086661.75494452,64955565.46201627,58747951.65746196,66366728.7504511,65944338.32820525,82397365.20042357,38380928.36054149,46636434.32209342,33433119.401208475,50167386.630690105,70386100.28031312,51715845.05668975,58881360.733475275,125375827.35796313,42623645.21130896,64210440.42357289,37169684.826565504,58140883.924990796,38183921.45862573,29963571.592980552,45165903.924275234,37614875.61048439,40949066.969187774,57119853.03057601,94843544.8224811,79077717.67854536,57218760.216114946,75638391.94671056,39048499.145166606,82548353.69939028
40699356.65868442,84281989.64227301,63491611.66225059,86221537.49027745,67223627.97661127,79372073.04815692,106747784.06947757,95553257.65862377,115270254.71535034,68914530.3456955,61809078.00830779,69602995.24957931,69705723.81032024,88705491.43501481,40116682.59245496,49256173.11104884,34977128.589571536,53158547.63354161,74660771.72274593,53990568.65425571,61900101.01712145,134412733.25679109,44555674.078427315,67552259.99778819,38719529.28793185,61442664.41556839,39897407.97220149,31318733.80946927,47443854.295262314,39154123.85342654,42848495.861445166,59861811.384386264,99971169.17988493,82956981.61389984,60060053.02287524,78938717.06272793,41010590.38924905,86427018.71008104
46298941.810016744,96836677.26716688,72615856.32003726,98323915.74451028,77128475.24175216,89846428.20607962,122544660.45591986,110830594.31874196,131967646.57037093,77897170.17071393,69117772.67599216,77906522.20693333,79148764.55977511,101007550.64601322,44809631.06461658,55576841.892874375,38881437.47539354,60375503.324027926,84928916.0871742,60459792.01848532,70127650.01708661,151079680.17254192,49772718.87298071,76932093.42131016,43044779.151770435,70649937.62485506,44910112.226122,35237884.511916995,53358754.29851362,43339160.237941906,48008979.44071945,67958927.44693281,114086045.71060221,93837161.99404716,67039037.52219229,87958333.22244085,45521293.6665238,96416485.0307929
38897276.86392509,80380645.55621836,60621452.90569973,82475917.95168363,64138761.62023735,75924070.14834526,101769133.96898217,90816776.35757332,109902374.92768279,65915331.97135072,59407411.01815378,66859582.152522735,66632972.027305126,84864623.07289079,38570621.10740681,47174786.67790087,33649874.15972164,50783351.13605688,71324549.69585006,51904673.71086973,59278999.58521927,129132275.44726099,42841334.72345449,64612303.11710449,37292546.61919012,58592772.33086668,38313334.0112831,30074468.782190386,45508722.315538175,37747251.54592265,41166259.1120563,57351976.75495396,95555441.7225902,79503098.37552348,57706273.17366513,75959705.1435978,39439191.60791573,83120994.57500525
38240892.844226584,78882806.88178034,59549427.03983842,81111100.97508614,62963657.81546655,74744461.37955706,100075266.33013093,88908349.88753824,108278520.8460448,64900829.31960029,58737145.277538605,65998538.30816359,65529313.65853578,84090612.4913888,38087570.70765689,46481822.04653018,33249938.175080057,49926288.33887743,70147313.60173237,51245155.95347492,58361573.26370762,128527368.04109082,42309549.08602368,63544307.52516195,36872090.277700454,57491063.80200571,37792121.09632752,29665485.83639582,44868294.29407718,37351014.740616806,40628902.62466934,56469524.85680365,93942456.57391731,78307048.70807849,56979729.52335833,75054030.81071283,38978101.05275123,82138523.0627083
39878343.02763887,82351987.16295864,62107541.68491866,84084398.54822041,65682416.05976091,78229102.40072376,105723885.56238241,93546437.0488835,115379080.85696734,68080117.03218266,61011715.8465529,68303363.5009269,68418278.80899315,89483685.99904045,39255791.58624542,48496137.640514635,34315704.49800344,52280853.26134441,73541858.45117196,52737263.932912104,60540066.0497962,136067849.33397838,43613991.78115019,65957862.85303546,37856324.36511421,59976717.825209886,38924495.50503855,30566860.554049436,46514872.049398474,38320518.83911446,41927481.22827282,58352025.806371056,97734940.80544174,81026965.79630168,59034324.7307396,77223543.7222827,40419160.38509238,84839955.79945858
46404694.602691054,96872636.55605415,72682461.95558965,98159992.10910733,77159065.0273539,90239681.362341,123235730.40519887,111080731.84595336,133296399.22695607,78342077.5110185,69325164.16916567,78014609.54653211,79392795.5249318,102118040.17705597,44826113.200610235,55783878.08398231,38961356.15947082,60643102.30538505,85291142.92436571,60386161.73041123,70142578.00807181,152807562.6728635,49782335.0039792,76898598.66594884,43011498.279684246,70647634.40802057,44818853.95979899,35180707.02989307,53429698.820852675,43332795.09375519,48014065.29309643,67804758.91075654,114074847.19554615,93779814.94168589,67227006.81486326,87948178.74006665,45731340.35512356,96522233.0756136
44983425.30681703,93616506.52944885,70322574.55184433,94822852.63664629,74580348.44175431,87729168.75888214,119663308.5765978,107343993.6906134,129987414.29142018,76268220.2935357,67457158.11490242,75791257.09829421,77043983.87283543,99741910.24080086,43514301.97608381,54225200.53974752,37905571.870569885,58914356.38347779,82838691.03558911,58524281.21257316,67933020.33485113,149637268.5539095,48322647.129321985,74365740.13619494,41749652.759124584,68237805.82459554,43372336.69336255,34057618.66457968,51861526.768508404,42112828.82165073,46579820.366653815,65512847.75186976,110330293.88852663,90782444.0281313,65409535.83956146,85380293.55814442,44599518.67315479,93799440.39354299
44685784.47596778,93208827.10485768,69984087.77105749,94885752.06945644,74271405.95667972,86774663.8604851,117743640.67908183,106338635.14514726,126708696.06698261,75243137.35387847,66987170.95397578,75556382.79435888,76419524.43691887,97031546.5479343,43503660.29317468,53736975.27686689,37793799.61579001,58273874.177783646,81906534.67275666,58665027.00013839,67787197.04269606,145654287.2926819,48317739.969244435,74259876.45402132,41858010.91837388,67997592.13147847,43512183.968911715,34143984.360921726,51679517.71355188,42196598.854514055,46563824.31848035,65675654.09904594,110033139.69300671,90767790.71810928,65060032.71973733,85466182.57494602,44238746.92733826,93601638.21345566
40595221.665329434,83998509.12033063,63291412.1654293,85764144.28384443,66988577.90772097,79366637.44672415,107070297.53816901,95428196.60417773,116191057.42308311,68991208.13055827,61742976.152602054,69358675.69645306,69581146.36389641,89605267.4870183,39911900.498564385,49208901.61149351,34837910.84131902,53127310.39740709,74663427.20349097,53664892.27422203,61640992.77237917,135803794.409103,44332641.01275089,67240462.15230083,38482431.59860393,61208814.00168374,39645564.139326625,31127968.947198022,47278402.672500595,38923346.25238783,42637232.26222085,59501061.420547076,99587104.53263709,82536437.09381029,59896568.66231055,78502146.3035228,40944013.799270235,86099272.6883896
50733363.65931587,106542532.48396991,79716488.20415583,107371633.2589314,84785728.55498531,98475547.97435816,136008599.59941405,122989851.23040977,147259677.39950565,85454644.03148197,75112180.9246472,84390413.41364947,86706233.6862672,112721821.65090144,48393186.690519266,60741278.88117149,41937490.76763734,66264460.85388635,93373857.03432165,65274651.617409624,76441188.87316185,167361660.03859505,53752582.241800055,84073297.13443878,46268565.3520631,77714756.41517745,48610011.5103015,38149746.337197624,57965137.973321594,46483899.883104466,51946944.66119704,73953167.62114008,124919574.37094082,102054880.59043874,72610438.66768584,94764192.06842358,49237491.16925791,104184468.54597805
40699356.65868442,84281989.64227301,63491611.66225059,86221537.49027745,67223627.97661127,79372073.04815692,106747784.06947757,95553257.65862377,115270254.71535034,68914530.3456955,61809078.00830779,69602995.24957931,69705723.81032024,88705491.43501481,40116682.59245496,49256173.11104884,34977128.589571536,53158547.63354161,74660771.72274593,53990568.65425571,61900101.01712145,134412733.25679109,44555674.078427315,67552259.99778819,38719529.28793185,61442664.41556839,39897407.97220149,31318733.80946927,47443854.295262314,39154123.85342654,42848495.861445166,59861811.384386264,99971169.17988493,82956981.61389984,60060053.02287524,78938717.06272793,41010590.38924905,86427018.71008104
39776677.25052225,82183134.13780865,61971323.62937762,84028520.49259903,65555017.81070547,77875012.20857777,104963014.98696645,93214212.91281609,114100132.80150066,67713408.30123398,60763985.0158364,68169575.65717812,68203423.99868414,88288582.57055525,39229190.88399757,48309107.907178186,34265157.92935925,52071464.25306452,73202368.97229995,52733873.772667944,60453293.776878044,134196412.60570794,43579288.0302369,65884708.69254809,37857595.1930837,59874057.20475822,38928503.10795447,30565662.543101378,46424440.04077207,38316308.48358208,41891754.45678283,58344261.9090899,97564183.09948611,80964116.91934562,58887972.745655894,77193505.02592425,40288310.01443344,84686231.73542874
49925265.88731566,104696546.42252915,78375931.50429738,105493406.14113715,83327011.92905073,96987972.91231707,133827378.76467896,120853634.08459802,145093331.27105984,84207596.67762926,73993053.77758624,83110744.21649392,85359667.83468926,111095700.76581271,47656741.1854517,59825375.96365179,41339978.30884863,65263620.11442072,91927734.52130283,64230851.227583826,75189239.30659012,165114272.03700528,52927643.295453966,82648483.39745218,45562329.6973974,76357866.31225127,47798462.64322226,37519959.26871344,57067726.859832644,45800354.335553795,51136115.375631765,72665504.5457473,122788437.25283815,100371807.37868282,71563166.16753784,93325253.5932191,48578688.63065005,102619152.38567396
38034440.35996597,78455622.62703547,59227222.69711387,80667873.4667474,62622425.41079065,74346493.90920909,99553632.7969876,88431744.66779478,107731172.79511645,64557311.71213751,58423844.382571146,65640932.12310654,65176961.82141737,83675551.67327613,37879491.044203736,46233200.97092616,33069133.18845121,49659385.63194843,69774109.08262569,50964014.7640817,58044218.928416945,127896727.53497314,42078509.94302212,63198033.90897122,36669662.44545876,57179014.99949282,37584572.606976606,29502715.1188394,44625129.104475826,37146134.69393054,40407119.851504505,56159895.675701365,93432773.46504787,77879396.06630453,56672014.01624999,74643127.63268141,38768644.498296164,81693188.39384194
39935920.05464025,82695615.43012257,62310145.22524333,84818964.94359867,65974649.7987255,77750787.27340989,104176342.80221324,93487002.1566539,112035250.1990139,67440501.10927704,60693092.77612869,68470757.54754134,68360945.43263076,86149768.23055768,39526716.72842982,48304986.55922254,34439014.491350755,52071301.02501193,73095968.96448149,53234858.82153428,60861907.05676777,130701035.26621024,43898091.86440533,66413718.83811947,38204686.312233426,60305600.47275959,39332810.210290745,30869636.122383296,46648274.33042154,38639105.21769942,42201682.64579873,58954107.69975927,98202824.10204981,81644511.49493247,59049771.191849194,77827304.88822182,40297386.750864886,85075052.98029123
39400008.92170243,81428809.50274228,61403441.095944546,83442742.26101731,64966393.77655964,76968498.58936723,103364611.16828735,92134064.4937958,111842495.279831,66853441.685565785,60149176.017377496,67635398.70492822,67511939.95326471,86384996.86085017,38986662.45258374,47795810.24475975,34023336.073402435,51482989.70398924,72326632.53827447,52447910.3218547,59985757.28083209,131353454.56062374,43305068.65130232,65386998.23989727,37668125.5141123,59347675.54437577,38718669.39109665,30395199.721519556,46049426.33255361,38123640.25762258,41619495.86162141,57990816.934063785,96743800.08978558,80412358.64374587,58390069.45164009,76755087.9411195,39915948.64836762,84057914.64734866
42339250.94390832,88063918.1605313,66218641.189153746,90038636.77348419,70213274.8095386,82219766.75927652,110753005.90975861,99957123.52847885,118857489.67582591,71263875.49950989,63815603.21021699,72078215.07548897,72414135.94424845,91073060.15500668,41578499.87488339,51009745.64914754,36150716.445922084,55161081.73461282,77461752.21665008,56064497.74147823,64414964.49999357,137351104.14806533,46177290.590633124,70454170.3880153,40109645.202710904,64247264.85219789,41516673.10501881,32576483.249187462,49212240.40876025,40489211.12468093,44450235.83543875,62457942.93659173,104262856.2222742,86360712.09609377,62082532.02945035,81787519.85327336,42259522.1195566,89423862.73116027
46353694.638766296,96896629.82789877,72676249.14811867,98383611.69672374,77180250.58280514,89983586.06747176,122683579.50874715,110891011.1916143,132186266.89513984,78031386.02337027,69234875.1181697,78028138.6704187,79254079.04296736,101191410.91459475,44878740.917259365,55663487.60124392,38955772.27831457,60464968.599765,85044308.96973707,60535890.4058286,70201196.57578848,151420459.66851225,49847674.71330522,76994497.24836397,43111813.38396826,70689349.32014549,44954216.10118476,35274905.22344188,53434108.38075373,43416300.916894555,48076057.60776545,68004724.49161036,114173026.2311682,93931991.49118577,67162158.4468997,88096081.56119052,45623295.29722164,96573403.5988339
42034745.968969256,87366004.39731295,65712426.381408125,89315606.69742912,69660515.56543022,81684622.14686516,110013051.2610256,99166264.81734277,118194001.37911619,70823565.41111878,63416499.514364086,71594710.74739751,71910505.5661602,90610642.50564641,41292499.02141661,50676859.878556564,35920125.519240566,54791777.65863911,76941154.38416885,55657178.138630144,63936990.36579906,136736211.1930101,45858818.04756846,69907669.11844632,39832333.494370975,63730062.439197406,41200890.07674515,32331622.03172726,48871858.28396235,40220570.75798446,44137965.30774605,61960122.279387355,103456079.76993935,85709861.90015711,61688409.754022606,81224793.51429422,42014704.965486825,88830621.65836136
