year,subarea,tot_num_hauls,tot_cpue_no_ha_dist,tot_cpue_no_ha_var_dist,tot_cpue_kg_ha_dist,tot_cpue_kg_ha_var_dist,tot_area,tot_area_ha,biomass_MT_ha,biomass_th_t,biomass_MT_ha_var,population_num_ha,population_num_ha_var,num_hauls_subarea,edf_biomass,edf_pop,df_bm,df_num,t_stat_bm,t_stat_num,low95_bm,high95_bm,low95_num,high95_num
1983,5,25,373.5383948595709,340584.7516550754,222.28038733823539,86629.66164172509,38792.43627929,3879243.6279289997,862279.7761954395,862.2797761954395,1303649159548.7964,1449046438.0458171,5125300235923131e3,25,24,24,24,24,2.0638985616280254,2.0638985616280254,862277.7122968779,862281.8400940011,1449046435.9819186,1449046440.1097157
1983,6,65,491.2599156037785,237733.38597876034,147.16175048294585,24578.186198264964,94562.32836934,9456232.836934,1391595.7772575205,1391.5957772575205,2197789753314.9998,4645468145.4018755,21258200076695777e3,65,19.94485886007833,27.354693603041362,19,27,2.093024054408309,2.051830516480285,1391593.6842334662,1391597.8702815748,4645468143.350045,4645468147.453706
1984,1,54,87.64091090423541,70427.71105350099,81.2624999214434,50936.42455928627,77871.19482419,7787119.482418999,632800.7963283444,632.8007963283444,3088745555745.7427,682470244.7593193,4270682157218429400,54,53,53,53,53,2.0057459953178687,2.0057459953178687,632798.79058234906,632802.8020743397,682470242.7535733,682470246.7650653
1984,2,30,15.584004867800175,598.4835334666245,6.40295838063165,36.24209758780937,41027.07031248,4102707.031248,26269.462369005778,26.26946236900578,610034415.6572641,63936606.34612683,10073797515009532,30,29,29,29,29,2.0452296421327034,2.0452296421327034,26267.417139363646,26271.50759864791,63936604.30089719,63936608.391356476
1984,3,76,176.66432917693828,86325.53562887174,117.81863968628322,31898.598798163628,103300.22729512,10330022.729512,1217069.2259194902,1217.0692259194902,3403879368627.6514,1824946535.8917623,9211743486668888e3,76,65.66876899219693,70.1123451436977,65,70,1.9971379083920036,1.994437111771186,1217067.2287815819,1217071.2230573986,1824946533.897325,1824946537.8861995
1984,4,91,73.64878876577686,10232.673035104293,50.877017600208305,5976.161688356439,107822.24743647,10782224.743647,548567.4380519299,548.5674380519299,694766866946.4005,794097792.5699904,1189613426781551400,91,27.425803149153992,34.34714676019209,27,34,2.051830516480285,2.0322445093177186,548565.3862214135,548569.4898824464,794097790.5377458,794097794.602235
1984,5,24,226.17217707054687,89656.14782985186,154.6294327602944,38825.35886638484,38792.43627929,3879243.6279289997,599845.2417256478,599.8452417256478,584264621333.3993,877376976.7157484,1349193331149683500,24,23,23,23,23,2.068657610419048,2.068657610419048,599843.1730680374,599847.3103832583,877376974.6470908,877376978.7844061
1984,6,66,361.00257265646906,150248.68708693117,175.24012263160313,32641.10661995016,94562.32836934,9456232.836934,1657111.4019773067,1657.1114019773067,2918778834511.9243,3413724381.771755,134352886036806e5,66,6.853971916382408,9.06335948942079,6,9,2.446911851144969,2.262157162798205,1657108.9550654555,1657113.8488891579,3413724379.5095983,3413724384.033912
1985,0,1,132.16639837377767,0,34.794121751718684,0,200207,20020700,696602.6733546343,696.6026733546344,0,2646063811.9218903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,1,56,327.3709009893155,2394033.556407521,35.677362915689606,5447.848590279717,77871.19482419,7787119.482418999,277823.88784209965,277.8238878420996,330353342763.9148,2549276321.0709596,14517235105603414e4,56,55,55,55,55,2.0040447832891455,2.0040447832891455,277821.88379731635,277825.89188688295,2549276319.0669146,2549276323.0750046
1985,2,31,87.24329544643288,20807.88639238544,9.847812239976935,114.6037388427724,41027.07031248,4102707.031248,40402.68851936349,40.40268851936349,1929033624.1632028,357933681.65732676,350242609045655e3,31,30,30,30,30,2.0422724563012378,2.0422724563012378,40400.646246907185,40404.73079181979,357933679.6150543,357933683.6995992
1985,3,75,143.94584757156488,45994.30082581562,99.6818957658547,17154.3900016777,103300.22729512,10330022.729512,1029716.2489821252,1029.7162489821253,1830534142818.3591,1486963877.233135,4908022845958378e3,75,20.369737628553423,37.93221367647693,20,37,2.085963447265865,2.026192463029109,1029714.163018678,1029718.3349455724,1486963875.2069426,1486963879.2593274
1985,4,90,139.29139356178527,32112.357447571496,46.93446802448625,5022.1229936391455,107822.24743647,10782224.743647,506057.98246352456,506.0579824635246,583853791055.9355,1501871110.2389536,3733266122565035500,90,35.554647107045305,24.447518971292393,35,24,2.0301079282503425,2.0638985616280254,506055.9523555963,506060.0125714528,1501871108.175055,1501871112.3028522
1985,5,25,315.79767582994697,55591.51997821195,218.14284708479343,27972.315825574125,38792.43627929,3879243.6279289997,846229.2495319752,846.2292495319753,420942265334.664,1225056121.6781096,836570718668606100,25,24,24,24,24,2.0638985616280254,2.0638985616280254,846227.1856334136,846231.3134305369,1225056119.614211,1225056123.7420082
1985,6,67,430.18322136687345,200809.1081526162,199.39787536629495,60223.313570024555,94562.32836934,9456232.836934,1885552.7366536316,1885.5527366536317,5385189143217.56,4067912703.7874765,17956418618933666e3,67,26.514083863719282,27.146743091320356,26,27,2.0555294386428726,2.051830516480285,1885550.681124193,1885554.7921830702,4067912701.7356462,4067912705.839307
1985,8,2,755.663926330762,2241.484380224723,361.3640776760502,6589.549129247449,17954,1795400,648793.0650595806,648.7930650595806,21241155680.040974,1356719013.33425,7225337840401066,2,1,1,1,1,12.706204736174694,12.706204736174694,648780.3588548445,648805.7712643167,1356719000.6280453,1356719026.0404546
1985,9,2,2218.666923899627,1116379.0133069942,551.4207836734272,21548.859324294364,11567.95970497,1156795.970497,637881.3406017185,637.8813406017185,28836186143.1675,2566544957.442063,1493912626630426600,2,1,1,1,1,12.706204736174694,12.706204736174694,637868.6343969824,637894.0468064547,2566544944.735858,2566544970.1482677
1986,1,55,113.35051438718973,41470.10193694764,60.09144585685317,34906.149191467164,77871.19482419,7787119.482418999,467939.26875862776,467.93926875862775,2116682003422.7544,882673998.9267002,2514715042571978e3,55,54,54,54,54,2.004879288188057,2.004879288188057,467937.26387933956,467941.27363791596,882673996.921821,882674000.9315795
1986,2,31,56.85215080062143,11012.941849278945,9.142232260605208,71.64405853693393,41027.07031248,4102707.031248,37507.90057688729,37.50790057688729,1205927479.1974053,233247718.83128113,185372094686708030,31,29.999999999999996,30.000000000000004,30,30,2.0422724563012378,2.0422724563012378,37505.858304430985,37509.94284934359,233247716.78900868,233247720.87355357
1986,3,75,181.615918169108,35741.36658510214,118.42489624759064,15189.194156876907,103300.22729512,10330022.729512,1223331.8699777117,1223.3318699777117,1620829333094.3875,1876096562.7280772,3813938696661207e3,75,6.927314096362494,7.279721190087982,6,7,2.446911851144969,2.3646242515927836,1223329.4230658605,1223334.3168895629,1876096560.363453,1876096565.0927014
1986,4,96,122.60629290500371,48339.94445748858,48.587528307936275,4335.7033906683755,107822.24743647,10782224.743647,523881.64995447954,523.8816499544795,504053139427.69086,1321968605.0871627,5619826489053526e3,96,68.21746892047372,60.72125070526704,68,60,1.9954689314298435,2.0002978220142595,523879.6544855481,523883.645423411,1321968603.086865,1321968607.0874605
1986,5,26,180.87196134033218,100851.25879847728,123.49250202853561,42203.17965768864,38792.43627929,3879243.6279289997,479057.5015912059,479.0575015912059,635095862645.4248,701646403.500504,1517663307006943700,26,24.999999999999996,25,25,25,2.0595385527532977,2.0595385527532977,479055.4420526531,479059.56112975866,701646401.4409654,701646405.5600426
1986,6,65,478.2809172630424,214745.68267774774,234.43252761503612,74804.08303252353,94562.32836934,9456232.836934,2216848.5656787413,2216.848565678741,6689006498234.207,4522735715.101695,19202631843968442e3,65,37.25162296734559,10.14527477801083,37,10,2.026192463029109,2.228138851986274,2216846.5394862783,2216850.5918712043,4522735712.873556,4522735717.329834
1987,1,53,30.532145706008293,2947.8746551379363,35.078135953584834,4176.359313438942,77871.19482419,7787119.482418999,273157.63589110284,273.1576358911028,253251212274.7751,237757466.6673128,178756848733169100,53,52,52,52,52,2.006646805061688,2.006646805061688,273155.6292442978,273159.6425379079,237757464.660666,237757468.6739596
1987,2,29,11.458820474706128,288.76030437868377,8.854792314209204,56.30176973888757,41027.07031248,4102707.031248,36328.61868774685,36.32861868774685,947682929.2210993,47012183.331385374,4860472634616941,29,28,28.000000000000004,28,28,2.0484071417952445,2.0484071417952445,36326.570280605054,36330.667094888646,47012181.28297823,47012185.37979252
1987,3,75,150.27841039376935,74210.91698885283,91.547293959489,21546.522807288846,103300.22729512,10330022.729512,945685.6274268379,945.6856274268379,2299215865670.4966,1552379395.1225698,7919000168742135e3,75,58.83670956392979,54.98977056337354,58,54,2.0017174841452356,2.004879288188057,945683.6257093538,945687.629144322,1552379393.1176906,1552379397.127449
1987,4,88,141.9997380326158,27476.314237990347,88.09091394568057,4141.752833324959,107822.24743647,10782224.743647,949816.0320355955,949.8160320355955,481505151589.5217,1531073089.006662,3194296565897190400,88,59.611637964475555,84.99601084861311,59,84,2.000995378088267,1.9886096669757085,949814.0310402174,949818.0330309736,1531073087.0180523,1531073090.9952714
1987,5,22,138.62977878109143,83404.11983085405,94.82970235729758,26931.08743818573,38792.43627929,3879243.6279289997,367867.5186079503,367.86751860795033,405273307538.99554,537778685.9777559,1255109493213470500,22,21,21,21,21,2.07961384472768,2.07961384472768,367865.43899410556,367869.59822179505,537778683.8981421,537778688.0573697
1987,6,58,523.2818873474963,611411.1583757516,293.7987624701308,181305.2559280894,94562.32836934,9456232.836934,2778229.505120623,2778.229505120623,16212377532115.76,4948275366.108192,5467259333544882e4,58,55.79722692524155,55.73673538284201,55,55,2.0040447832891455,2.0040447832891455,2778227.5010758396,2778231.509165406,4948275364.104148,4948275368.112237
1987,8,6,162.23047456499538,18104.432251199498,110.21292948144561,11064.63097579259,17954,1795400,197876.29359098745,197.87629359098744,35666408200.20032,291268594.0339927,58358934185592944,6,5,5,5,5,2.5705818356363137,2.5705818356363137,197873.7230091518,197878.8641728231,291268591.46341085,291268596.60457456
1987,9,8,300.2736160249056,27437.676794734496,163.30626279736674,7551.398374758026,11567.95970497,1156795.970497,188912.026760918,188.912026760918,10105106998.876633,347355309.06417423,36716465752645576,8,7,7,7,7,2.3646242515927836,2.3646242515927836,188909.66213666642,188914.39138516958,347355306.69955,347355311.4287985
1988,1,50,19.95952800356849,2425.3278280962813,21.501538393651373,2037.0788082242423,77871.19482419,7787119.482418999,167435.04852718272,167.43504852718272,123526890040.80005,155427229.37647578,147070011589439900,50,49,49,49,49,2.0095752371292397,2.0095752371292397,167433.03895194558,167437.05810241986,155427227.36690053,155427231.38605103
1988,2,31,26.023515558739728,1382.7661411462352,10.9546152250709,144.9693565729586,41027.07031248,4102707.031248,44943.57690851477,44.94357690851477,2440153926.2711263,106766860.2606332,23275003133056256,31,30,30.000000000000004,30,30,2.0422724563012378,2.0422724563012378,44941.534636058466,44945.61918097107,106766858.21836074,106766862.30290566
1988,3,75,163.07699652184363,25981.448188425322,121.6197750961477,13467.45024401036,103300.22729512,10330022.729512,1256335.0411013432,1256.3350411013432,1437103125553.131,1684589080.731194,2772463957280171e3,75,7.76493226325577,7.566095718313174,7,7,2.3646242515927836,2.3646242515927836,1256332.6764770916,1256337.4057255948,1684589078.3665698,1684589083.0958183
1988,4,96,147.9396217792683,55543.57653536642,108.31252977597316,19921.513424883888,107822.24743647,10782224.743647,1167850.0385975004,1167.8500385975003,2316002844100.379,1595118250.5142052,6457294608286794e3,96,92.30180363869495,83.02862534922502,92,83,1.98608631695113,1.9889597801751624,1167848.0525111835,1167852.0246838173,1595118248.5252454,1595118252.503165
1988,5,25,133.7873604591253,42921.88868775016,101.99134121443373,22126.80376678633,38792.43627929,3879243.6279289997,395649.26051002444,395.6492605100244,332975895177.43994,518993765.5585021,645911377854000300,25,24,24,24,24,2.0638985616280254,2.0638985616280254,395647.1966114628,395651.3244085861,518993763.4946035,518993767.62240064
1988,6,67,872.1618795188073,1198728.7603617941,424.0675610470705,296812.35672718135,94562.32836934,9456232.836934,4010081.5958518223,4010.0815958518224,26541061696339.715,8247365804.22782,10719073267957922e4,67,53.95900673421422,44.72057566191813,53,44,2.0057459953178687,2.0153675744437636,4010079.590105827,4010083.6015978176,8247365802.212453,8247365806.243188
1988,8,12,22.40709162914741,493.21386652013604,0.256878910677714,0.055704847369565054,17954,1795400,461.20039623076775,0.46120039623076775,179562.4119195211,40229692.31097126,1589855742301082.7,12,11,11,11,11,2.200985160091639,2.200985160091639,458.9994110706761,463.4013813908594,40229690.1099861,40229694.51195642
1988,9,8,441.6212133641739,228161.28438230432,155.1861529694739,11458.006246417683,11567.95970497,1156795.970497,179518.7164320185,179.5187164320185,15332839477.901026,510865640.1056723,305320164195175940,8,7,7,7,7,2.3646242515927836,2.3646242515927836,179516.3518077669,179521.08105627008,510865637.74104804,510865642.47029656
1989,1,48,16.92075035115959,1997.9062291160756,14.231793731544794,622.7857772753763,77871.19482419,7787119.482418999,110824.67823668107,110.82467823668107,37765249885.217514,131763904.71666297,121151495013090160,48,47,47,47,47,2.0117405137297655,2.0117405137297655,110822.66649616734,110826.6899771948,131763902.70492245,131763906.7284035
1989,2,27,44.85312356836799,28138.972486707262,9.10159012274241,73.94404921146604,41027.07031248,4102707.031248,37341.15779211263,37.34115779211263,1244641393.6929972,184019225.43737873,4.7364095294247763e+017,27,26,26,26,26,2.0555294386428726,2.0555294386428726,37339.10226267399,37343.21332155127,184019223.3818493,184019227.49290818
1989,3,74,127.17512716471398,62073.960710990905,95.46722896324289,22286.601399310657,103300.22729512,10330022.729512,986178.6451138254,986.1786451138255,2378189185673.853,1313721954.2400744,6623873215562976e3,74,9.366406832191442,9.39988853730144,9,9,2.262157162798205,2.262157162798205,986176.3829566627,986180.9072709882,1313721951.9779172,1313721956.5022316
1989,4,95,237.54901462751397,47725.39924715602,162.06965420108594,18064.196101288566,107822.24743647,10782224.743647,1747471.435721262,1747.471435721262,2100077873336.3298,2561306863.3457446,5548381693439722e3,95,51.955929709855624,76.86141565068758,51,76,2.007583770315836,1.9916726096446642,1747469.4281374917,1747473.443305032,2561306861.354072,2561306865.337417
1989,5,26,186.9348864704432,223325.14208206406,133.70415678021567,95196.62750218387,38792.43627929,3879243.6279289997,518670.99821727164,518.6709982172716,1432569411945.2473,725165967.1780977,336071535157852e4,26,25,25,25,25,2.0595385527532977,2.0595385527532977,518668.93867871887,518673.0577558244,725165965.1185591,725165969.2376363
1989,6,66,512.5158766024936,309091.29697112646,277.0964245644179,90489.75274925522,94562.32836934,9456232.836934,2620288.3089630534,2620.288308963053,8091624409060.756,4846469461.778513,2763904870123981e4,66,14.112375903243857,11.775571849614165,14,11,2.144786687917804,2.200985160091639,2620286.1641763654,2620290.4537497414,4846469459.577528,4846469463.979498
1989,8,11,309.63972351057384,446967.8923587172,118.63818141935393,66252.0792439991,17954,1795400,213002.99092030805,213.00299092030804,213561004212.2733,555927159.5908843,1440783640785385700,11,10,10,10,10,2.228138851986274,2.228138851986274,213000.76278145605,213005.21905916004,555927157.3627455,555927161.8190231
1989,9,8,857.8111725098571,1773082.8930898842,387.86901761884474,338059.3548284245,11567.95970497,1156795.970497,448685.3166621096,448.6853166621096,452383225328.3679,992312507.8067096,2372698600095396e3,8,7,6.999999999999999,7,7,2.3646242515927836,2.3646242515927836,448682.95203785796,448687.6812863612,992312505.4420854,992312510.1713339
1990,0,23,0,0,0,0,200207,20020700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,1,81,38.83095404658368,9296.928531154284,13.072535318139382,506.71040348027486,77871.19482419,7787119.482418999,101797.39446049363,101.79739446049362,30726528615.65047,302381278.7770686,563758585946005060,81,80,80,80,80,1.990063421254446,1.990063421254446,101795.40439707237,101799.38452391488,302381276.7870052,302381280.76713204
1990,2,45,11.63517534455893,460.16906727046364,4.023711972509559,26.846916476028593,41027.07031248,4102707.031248,16508.111401331724,16.508111401331725,451892801.3195996,47735715.69592529,7745660067708390,45,44,44,44,44,2.0153675744437636,2.0153675744437636,16506.09603375728,16510.126768906168,47735713.68055771,47735717.71129286
1990,3,75,120.81415178162086,133968.30191125028,96.28192294127234,99656.1862028196,103300.22729512,10330022.729512,994594.4524244663,994.5944524244662,10634248805669.225,1248012933.9508562,14295673042291671e3,75,39.72222483124218,29.22144651686979,39,29,2.0226909200367604,2.0452296421327034,994592.4297335462,994596.4751153863,1248012931.9056265,1248012935.996086
1990,4,93,117.8113372968289,14392.558309446771,80.42159234554762,8189.566940724277,107822.24743647,10782224.743647,867123.6829116559,867.1236829116559,952089327860.8131,1270268316.0840113,167322659015067e4,93,60.363040110793854,82.20423282852866,60,82,2.0002978220142595,1.9893185571365724,867121.6826138338,867125.6832094779,1270268314.0946927,1270268318.07333
1990,5,38,105.80959898465647,77349.97193529386,93.53338422671229,49875.06427799139,38792.43627929,3879243.6279289997,362838.78476010845,362.83878476010847,750546457140.138,410461212.6349514,1164003460172822300,38,37,37,37,37,2.026192463029109,2.026192463029109,362836.75856764545,362840.81095257145,410461210.6087589,410461214.6611439
1990,6,64,814.3260911196086,1035111.4261697052,510.76768953349415,474294.27072040294,94562.32836934,9456232.836934,4829938.197811538,4829.938197811538,42411554694743.82,7700457122.817351,9256001511355012e4,64,40.03300486816037,36.23900647452878,40,36,2.0210753903062733,2.0280940009804507,4829936.176736148,4829940.218886929,7700457120.789257,7700457124.845446
1990,8,8,223.23748052054304,67532.3099241283,31.507877048065033,5450.5947252394835,17954,1795400,56569.24245209596,56.56924245209596,17569780395.710346,400800572.52658296,217687778085510140,8,7,7,7,7,2.3646242515927836,2.3646242515927836,56566.87782784437,56571.60707634755,400800570.1619587,400800574.8912072
1990,9,13,143.76216146705102,29437.753211211755,80.71224070006359,9365.800989865598,11567.95970497,1156795.970497,93367.59481161753,93.36759481161752,12533098697.207752,166303489.0950237,39392921846127744,13,12,12,12,12,2.1788128296672284,2.1788128296672284,93365.41599878787,93369.77362444719,166303486.91621086,166303491.27383652
1991,0,1,3.5291150547780004,0,0.03266231994575149,0,200207,20020700,653.9225089379069,0.6539225089379068,0,70655353.7771939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,1,82,22.449824694934026,2452.7959356884207,10.31890697977559,384.8443518162867,77871.19482419,7787119.482418999,80354.5615794799,80.35456157947989,23336665099.90042,174819467.25881192,148735656478810100,82,81,81,81,81,1.9896863234569027,1.9896863234569027,80352.57189315643,80356.55126580335,174819465.2691256,174819469.24849823
1991,2,45,34.456735418405735,4974.666974360853,10.974771169017126,297.12484287696054,41027.07031248,4102707.031248,45026.27084146439,45.026270841464395,5001266261.218601,141365890.6749452,83734614240829460,45,44,44,44,44,2.0153675744437636,2.0153675744437636,45024.25547388995,45028.28620903884,141365888.65957764,141365892.69031277
1991,3,75,181.94314888760326,91625.16060916192,160.01822115515694,129689.79471125921,103300.22729512,10330022.729512,1652991.8616688491,1652.9918616688492,13839116236184.787,1879476863.4879277,977726312739091e4,75,7.963352644349345,7.219014560140953,7,7,2.3646242515927836,2.3646242515927836,1652989.4970445975,1652994.2262931007,1879476861.1233034,1879476865.852552
1991,4,94,78.10101514832971,8137.5834810386805,53.04240771271688,4351.713261095089,107822.24743647,10782224.743647,571915.1609026685,571.9151609026685,505914388854.43536,842102698.0362699,946045919515760600,94,85.91753338620249,79.64625997922434,85,79,1.9882679074772216,1.9904502102301285,571913.172634761,571917.149170576,842102696.0458196,842102700.0267202
1991,5,39,73.64776903359099,11639.457569887561,74.52886070482388,10583.319395529488,38792.43627929,3879243.6279289997,289115.60798599606,289.11560798599606,159263411327.61868,285697638.7347446,175156739516564930,39,38,38,38,38,2.0243941639119694,2.0243941639119694,289113.58359183214,289117.63238016,285697636.71035045,285697640.75913876
1991,6,67,500.68715322085075,282410.66019872925,236.4048164030669,82486.3995222106,94562.32836934,9456232.836934,2235498.9876800347,2235.4989876800346,7375961846629.647,4734614299.318014,25253257103874765e3,67,28.690966387225956,32.8290165432343,28,32,2.0484071417952445,2.0369333434601016,2235496.939272893,2235501.0360871763,4734614297.281081,4734614301.354947
1991,8,12,25.412359661257714,734.2197817690047,0.28598445390225313,0.070354448280916,17954,1795400,513.4564885361053,0.5134564885361054,226784.8314667615,45625350.5358221,2366728949436063,12,11,11,11,11,2.200985160091639,2.200985160091639,511.2555033760137,515.6574736961969,45625348.33483694,45625352.736807264
1991,9,12,112.93031997137344,30077.404905179457,35.691954505846084,4254.028644099382,11567.95970497,1156795.970497,41288.30915152499,41.28830915152499,5692642937.313953,130637339.08982168,40248888978144330,12,11,11,11,11,2.200985160091639,2.200985160091639,41286.1081663649,41290.51013668508,130637336.88883652,130637341.29080684
1992,1,50,18.45778280747851,988.2471813064035,24.686305964565243,2475.389374549198,77871.19482419,7787119.482418999,192235.21412562235,192.23521412562235,150105705210.61722,143732960.10237437,59926547959517440,50,49,49,49,49,2.0095752371292397,2.0095752371292397,192233.2045503852,192237.2237008595,143732958.09279913,143732962.11194962
1992,2,15,122.51153077488948,62333.992520389766,12.361035484268415,119.50577267840139,41027.07031248,4102707.031248,50713.70719481405,50.71370719481405,2011545662.5242476,502628918.7190948,1049218539590017700,15,14,14,14,14,2.144786687917804,2.144786687917804,50711.562408126134,50715.85198150197,502628916.5743081,502628920.8638815
1992,3,75,138.29055396199567,67857.87397366893,93.79294425007322,11477.794903223672,103300.22729512,10330022.729512,968883.2459711082,968.8832459711082,1224788258431.961,1428544565.704221,7241070953599513e3,75,10.566150289991063,10.917859175882034,10,10,2.228138851986274,2.228138851986274,968881.0178322563,968885.4741099601,1428544563.476082,1428544567.93236
1992,4,92,98.74744510952416,12049.229344516798,59.294144582865144,3431.5314521394007,107822.24743647,10782224.743647,639322.7928747514,639.3227928747514,398937391616.4242,1064717146.0318354,1400799669981965800,92,39.27560214174226,41.98815868756842,39,41,2.0226909200367604,2.0195409704413754,639320.7701838313,639324.8155656714,1064717144.0122944,1064717148.0513765
1992,5,26,78.47113914207694,10902.370958730628,62.95786184619854,2703.9131946273005,38792.43627929,3879243.6279289997,244228.8843949,244.2288843949,40689921868.18136,304408666.4932319,164064668706876e3,26,25,25,25,25,2.0595385527532977,2.0595385527532977,244226.82485634726,244230.94393345274,304408664.43369335,304408668.55277044
1992,6,65,390.31532920311435,275240.13112411083,248.34545428918426,153127.9338278677,94562.32836934,9456232.836934,2348412.439752676,2348.412439752676,13692751824662.406,3690912632.769194,2461206595986935e4,65,58.077776489027784,58.90064627857618,58,58,2.0017174841452356,2.0017174841452356,2348410.438035192,2348414.44147016,3690912630.7674766,3690912634.7709117
1992,8,12,13.212471640435217,174.8886272740876,0.43672387091837217,0.43582478046177964,17954,1795400,784.0940378468454,0.7840940378468454,1404864.2523840736,23721671.583237387,563746697343738.1,12,11,11,11,11,2.200985160091639,2.200985160091639,781.8930526867538,786.295023006937,23721669.382252228,23721673.784222547
1992,9,8,259.24280179603943,39050.61147103152,180.41961560030745,19705.146804795055,11567.95970497,1156795.970497,208708.68432505336,208.70868432505335,26368972607.329384,299891028.4980109,52256626879253670,8,7,7,7,7,2.3646242515927836,2.3646242515927836,208706.31970080177,208711.04894930494,299891026.1333866,299891030.86263514
1993,1,52,82.69651127691407,30023.157704030313,57.25779416955037,11535.318304501017,77871.19482419,7787119.482418999,445873.2844980427,445.8732844980427,699492817868.8654,643967614.09254,1820581160341195800,52,51,51.00000000000001,51,51,2.007583770315836,2.007583770315836,445871.2769142724,445875.29208181304,643967612.0849563,643967616.1001238
1993,2,31,163.04017120003928,233872.1102535409,18.50032782693566,927.8457526772166,41027.07031248,4102707.031248,75901.42505596197,75.90142505596197,15617689902.830288,668906056.7582788,3936583299887132e3,31,30,30,30,30,2.0422724563012378,2.0422724563012378,75899.38278350567,75903.46732841826,668906054.7160064,668906058.8005513
