590756034000 316832751000 295614858000 324282824000 310303330000 280476046000 484298810000 441447730000 523550640000 284705149000 183178187000 267746784000 264194949000 424226415000 125601348000 182913900000 123419869000 239665246000 287409477000 181439449000 187860276000 549737214000 167005513000 276142276000 126097212000 277503013000 127491926000 87093880400 175641477000 123263279000 150439280000 225363083000 362531064000 355140839000 180716836000
316832751000 1407280580000 491818572000 623381780000 584544490000 565557960000 908882645000 821118171000 959642259000 474997599000 415721553000 435242058000 510387112000 688222106000 256141201000 388805511000 206556003000 439058300000 532893345000 312246788000 425176034000 759056543000 315370593000 526692028000 234195803000 510966020000 258502605000 175753824000 347377262000 234929853000 311178470000 426424990000 727238342000 686844810000 440425547000
295614858000 491818572000 1021500540000 465372440000 469035764000 382703462000 745559150000 584378037000 766908241000 423111576000 279301291000 335547538000 360646758000 454180196000 188804408000 277397381000 131804281000 366220515000 452376558000 256051946000 323583968000 725984340000 264114698000 371094693000 170124991000 375847149000 209167027000 134942812000 279286943000 181948359000 259730881000 326639243000 552717283000 494740391000 278950569000
324282824000 623381780000 465372440000 1048451680000 542153547000 521730810000 910624169000 834976285000 906767702000 536323284000 431183672000 461582768000 487581032000 579023010000 230464734000 412183812000 192185208000 453034647000 501469103000 310408166000 406418303000 673757913000 306930846000 513132662000 212833973000 504564842000 262274884000 173951292000 336196175000 220585710000 267584345000 405881593000 702462304000 626934626000 399448839000
310303330000 584544490000 469035764000 542153547000 1179207780000 504211972000 852443828000 744918477000 876199054000 426513714000 362058120000 426534538000 419005920000 626245142000 218831564000 336908101000 171112829000 375355446000 468306395000 285209263000 394620809000 810532074000 281053363000 460466960000 211787949000 435990120000 248069056000 151904488000 286394226000 198245570000 259634034000 354291515000 658393417000 638704900000 364445148000
280476046000 565557960000 382703462000 521730810000 504211972000 1838992160000 850387832000 703590807000 758051803000 422516183000 400633350000 376793858000 422120345000 449983198000 238359604000 277719526000 141434438000 341386653000 408412734000 259918269000 343270071000 794849180000 276174153000 454825017000 173483046000 390056508000 219012980000 158553515000 247898005000 192059131000 252205508000 372524656000 667592354000 575425048000 378325315000
484298810000 908882645000 745559150000 910624169000 852443828000 850387832000 3776593730000 1113679030000 1376305350000 843127583000 521674700000 782173356000 687776973000 1233550960000 385095202000 591977298000 327745927000 624987006000 792195821000 516019422000 754265828000 1095402810000 532731968000 766628098000 343127448000 741341588000 362699193000 258376532000 486118569000 308254011000 414229468000 573178272000 1121845060000 964391709000 630306075000
441447730000 821118171000 584378037000 834976285000 744918477000 703590807000 1113679030000 2283350800000 1337620850000 726678587000 563587117000 622438692000 623339754000 950138786000 330113801000 518290207000 248601735000 577616566000 688174343000 441369221000 577487186000 1290519520000 392861915000 673574818000 328984470000 659746528000 365646353000 228420765000 423434189000 295690088000 399180060000 570679668000 1006323150000 823557359000 547429564000
523550640000 959642259000 766908241000 906767702000 876199054000 758051803000 1376305350000 1337620850000 5834980160000 976445423000 630362754000 708620479000 826893618000 1221701380000 403124651000 635097333000 359887357000 690214127000 726610717000 580384010000 662437036000 1365880940000 533863227000 768043555000 365859079000 719312312000 342449458000 264193989000 519845076000 361380139000 491084834000 603901449000 1.162917e+12 1039448340000 654656999000
284705149000 474997599000 423111576000 536323284000 426513714000 422516183000 843127583000 726678587000 976445423000 2127034160000 319572037000 367192338000 464587281000 690404054000 251483576000 261056505000 159361479000 386712104000 468458355000 295802275000 381076513000 516889349000 283508154000 411704350000 187678466000 446599940000 242182919000 152669156000 283311548000 198260265000 241646998000 373253397000 671295250000 569479865000 330059962000
