590756.034 316832.751 295614.858 324282.824 310303.33 280476.046 484298.81 441447.73 523550.64 284705.149 183178.187 267746.784 264194.949 424226.415 125601.348 182913.9 123419.869 239665.246 287409.477 181439.449 187860.276 549737.214 167005.513 276142.276 126097.212 277503.013 127491.926 87093.8804 175641.477 123263.279 150439.28 225363.083 362531.064 355140.839 180716.836
316832.751 1407280.58 491818.572 623381.78 584544.49 565557.96 908882.645 821118.171 959642.259 474997.599 415721.553 435242.058 510387.112 688222.106 256141.201 388805.511 206556.003 439058.3 532893.345 312246.788 425176.034 759056.543 315370.593 526692.028 234195.803 510966.02 258502.605 175753.824 347377.262 234929.853 311178.47 426424.99 727238.342 686844.81 440425.547
295614.858 491818.572 1021500.54 465372.44 469035.764 382703.462 745559.15 584378.037 766908.241 423111.576 279301.291 335547.538 360646.758 454180.196 188804.408 277397.381 131804.281 366220.515 452376.558 256051.946 323583.968 725984.34 264114.698 371094.693 170124.991 375847.149 209167.027 134942.812 279286.943 181948.359 259730.881 326639.243 552717.283 494740.391 278950.569
324282.824 623381.78 465372.44 1048451.68 542153.547 521730.81 910624.169 834976.285 906767.702 536323.284 431183.672 461582.768 487581.032 579023.01 230464.734 412183.812 192185.208 453034.647 501469.103 310408.166 406418.303 673757.913 306930.846 513132.662 212833.973 504564.842 262274.884 173951.292 336196.175 220585.71 267584.345 405881.593 702462.304 626934.626 399448.839
310303.33 584544.49 469035.764 542153.547 1179207.78 504211.972 852443.828 744918.477 876199.054 426513.714 362058.12 426534.538 419005.92 626245.142 218831.564 336908.101 171112.829 375355.446 468306.395 285209.263 394620.809 810532.074 281053.363 460466.96 211787.949 435990.12 248069.056 151904.488 286394.226 198245.57 259634.034 354291.515 658393.417 638704.9 364445.148
280476.046 565557.96 382703.462 521730.81 504211.972 1838992.16 850387.832 703590.807 758051.803 422516.183 400633.35 376793.858 422120.345 449983.198 238359.604 277719.526 141434.438 341386.653 408412.734 259918.269 343270.071 794849.18 276174.153 454825.017 173483.046 390056.508 219012.98 158553.515 247898.005 192059.131 252205.508 372524.656 667592.354 575425.048 378325.315
484298.81 908882.645 745559.15 910624.169 852443.828 850387.832 3776593.73 1113679.03 1376305.35 843127.583 521674.7 782173.356 687776.973 1233550.96 385095.202 591977.298 327745.927 624987.006 792195.821 516019.422 754265.828 1095402.81 532731.968 766628.098 343127.448 741341.588 362699.193 258376.532 486118.569 308254.011 414229.468 573178.272 1121845.06 964391.709 630306.075
441447.73 821118.171 584378.037 834976.285 744918.477 703590.807 1113679.03 2283350.8 1337620.85 726678.587 563587.117 622438.692 623339.754 950138.786 330113.801 518290.207 248601.735 577616.566 688174.343 441369.221 577487.186 1290519.52 392861.915 673574.818 328984.47 659746.528 365646.353 228420.765 423434.189 295690.088 399180.06 570679.668 1006323.15 823557.359 547429.564
523550.64 959642.259 766908.241 906767.702 876199.054 758051.803 1376305.35 1337620.85 5834980.16 976445.423 630362.754 708620.479 826893.618 1221701.38 403124.651 635097.333 359887.357 690214.127 726610.717 580384.01 662437.036 1365880.94 533863.227 768043.555 365859.079 719312.312 342449.458 264193.989 519845.076 361380.139 491084.834 603901.449 1162917 1039448.34 654656.999
284705.149 474997.599 423111.576 536323.284 426513.714 422516.183 843127.583 726678.587 976445.423 2127034.16 319572.037 367192.338 464587.281 690404.054 251483.576 261056.505 159361.479 386712.104 468458.355 295802.275 381076.513 516889.349 283508.154 411704.35 187678.466 446599.94 242182.919 152669.156 283311.548 198260.265 241646.998 373253.397 671295.25 569479.865 330059.962
183178.187 415721.553 279301.291 431183.672 362058.12 400633.35 521674.7 563587.117 630362.754 319572.037 1241042.22 303730.592 275930.325 375227.6 177883.653 294299.434 122415.649 286433.699 369418.597 195237.973 261725.973 671348.868 192634.371 296907.6 158141.981 320889.91 161365.126 104898.797 219453.363 167147.136 157934.201 271320.372 448575.329 415841.894 295548.8
267746.784 435242.058 335547.538 461582.768 426534.538 376793.858 782173.356 622438.692 708620.479 367192.338 303730.592 1055195.05 365353.687 567257.465 200428.237 265894.177 147524.691 285289.67 355665.742 244485.169 374803.596 629780.61 232774.333 392175.508 151374.397 418819.771 193741.717 124274.821 252558.491 158737.022 221574.345 299194.467 561647.359 501602.311 309605.079
264194.949 510387.112 360646.758 487581.032 419005.92 422120.345 687776.973 623339.754 826893.618 464587.281 275930.325 365353.687 1344454.87 541258.654 181629.212 302349.472 128929.944 348936.842 374728.687 221850.587 316897.86 776287.252 252543.287 376816.471 182443.29 364871.379 204075.698 120650.728 257182.599 152844.122 225533.13 339545.811 586998.812 509691.587 308107.26
424226.415 688222.106 454180.196 579023.01 626245.142 449983.198 1233550.96 950138.786 1221701.38 690404.054 375227.6 567257.465 541258.654 5806662.39 232523.682 448548.941 236893.987 439585.222 513632.181 298705.66 557731.106 774800.318 389311.052 518718.565 262686.813 555294.035 306753.845 167920.857 355110.965 288500.881 275367.202 430417.32 834681.745 725515.669 427346.352
125601.348 256141.201 188804.408 230464.734 218831.564 238359.604 385095.202 330113.801 403124.651 251483.576 177883.653 200428.237 181629.212 232523.682 275032.412 144662.655 79503.6585 170278.861 191600.699 132145.191 173592.987 173477.781 129628.292 206873.319 85860.6936 187246.59 106143.161 73932.9044 140642.328 88465.3774 119738.355 164036.017 291887.175 273614.896 150984.565
