574738 342526 211392 292454 278436 309592 477908 435377 443636 248787 217548 244825 302799 228499 151499 169702 95578.675 185624 268624 159041 246595 545940 177834 278694 91663.933 277593 137969 90770.888 162563 125152 155278 199069 380007 320279 255737 197170
342526 1480450 504570 673638 613973 679245 992009 961975 945006 541677 453165 536238 555608 649877 322085 367700 222857 459755 553148 370684 554236 1507850 415783 582816 226651 553400 295051 211647 406648 264260 357450 490267 855040 658704 456067 456216
211392 504570 964328 477551 422690 467000 646550 609845 791793 411872 356755 375491 391275 482758 219276 242953 175227 351278 385627 258077 359055 789024 274463 403543 154706 402055 190303 147283 295799 181799 222238 316089 560606 479796 306024 291329
292454 673638 477551 1074460 571394 590853 858965 869645 955155 487966 459426 522868 522601 560610 267840 346412 231224 363449 529441 325497 453747 1157850 363641 511683 219288 524389 267757 198017 389832 232791 308422 418675 789610 606166 404920 414968
278436 613973 422690 571394 1206400 499637 913282 807353 868245 456427 414517 464516 471847 498040 233970 309808 195677 309745 494613 311742 433321 853348 354383 479621 215675 472726 234017 175416 317824 213374 286512 376898 665804 541968 385187 365592
309592 679245 467000 590853 499637 1971350 1024560 859555 1038700 534880 482260 480114 451332 477609 280646 355738 199347 432229 543505 315592 475023 1105350 382139 520274 185347 468041 282919 193848 417356 235978 294232 420856 787227 601662 420032 405202
477908 992009 646550 858965 913282 1024560 3590940 1288670 1483410 716170 755623 775636 728583 614003 359210 500572 287767 537578 732668 495784 691478 1648820 564264 734549 311746 737459 392577 271618 504149 335812 465610 682414 1047730 898818 622600 569338
435377 961975 609845 869645 807353 859555 1288670 2440390 1212430 767720 688107 721064 657072 765860 394690 501245 279001 545411 733262 419246 700203 1492450 529527 731852 330881 721200 366962 241588 477869 317825 435424 591675 1075350 779096 601752 542159
443636 945006 791793 955155 868245 1038700 1483410 1212430 5496030 774108 640512 806866 700667 773667 406335 570137 342459 536364 809113 509593 904494 1955040 607220 858608 322195 810797 461704 321669 565211 362696 501004 747469 1235700 894230 713944 563038
248787 541677 411872 487966 456427 534880 716170 767720 774108 1903220 391983 354908 421448 554045 265366 294195 163562 393892 433104 269677 352353 1116300 294421 394489 198148 392367 239767 174284 325833 195380 273600 360650 669641 460692 337304 305469
217548 453165 356755 459426 414517 482260 755623 688107 640512 391983 1378260 359356 383898 446023 184340 307767 164465 271968 414066 251485 344852 785589 281697 397147 174354 333141 188219 140927 293643 151537 229403 332761 554886 451105 277769 315347
244825 536238 375491 522868 464516 480114 775636 721064 806866 354908 359356 1099290 406621 474198 226549 274618 174287 299577 439826 273980 384704 644273 293154 400947 162047 403824 246020 122304 262703 162360 243935 326189 611548 492471 343277 327515
302799 555608 391275 522601 471847 451332 728583 657072 700667 421448 383898 406621 1365460 533039 238118 286324 164874 336878 428365 263740 367564 1164500 303260 481750 176337 409307 244977 146970 282494 182779 264137 338092 658800 514241 331040 295883
228499 649877 482758 560610 498040 477609 614003 765860 773667 554045 446023 474198 533039 5697570 257155 250203 218072 435408 435831 258989 430358 282598 341295 418063 130687 405671 295627 208618 359051 191448 235820 376207 657085 572556 416276 334007
151499 322085 219276 267840 233970 280646 359210 394690 406335 265366 184340 226549 238118 257155 323342 157785 106704 191305 235642 144798 194274 505449 159362 244320 98083.377 232923 127071 78799.125 174963 98317.141 129641 182066 333578 273697 199235 201796
169702 367700 242953 346412 309808 355738 500572 501245 570137 294195 307767 274618 286324 250203 157785 778903 148922 244311 313221 190829 276836 470890 208101 305613 119740 311805 156727 121776 240106 123650 192824 259068 399871 337449 270835 211878
95578.675 222857 175227 231224 195677 199347 287767 279001 342459 163562 164465 174287 164874 218072 106704 148922 329445 171852 207949 120576 166785 304788 122795 188633 71303.889 158837 90879.848 64865.004 133108 63812.45 100875 148628 268245 210301 147330 139340
185624 459755 351278 363449 309745 432229 537578 545411 536364 393892 271968 299577 336878 435408 191305 244311 171852 1004490 304352 211483 286897 701269 218689 314089 122031 326064 168449 132471 265271 126641 198295 287810 484675 342835 274450 278554
268624 553148 385627 529441 494613 543505 732668 733262 809113 433104 414066 439826 428365 435831 235642 313221 207949 304352 1771890 300674 387945 575799 285333 413319 167231 395669 240310 148193 284268 187822 244637 362282 639117 497625 393502 293110
159041 370684 258077 325497 311742 315592 495784 419246 509593 269677 251485 273980 263740 258989 144798 190829 120576 211483 300674 478101 257610 521856 200429 275653 126133 241060 140257 106321 180220 118800 149387 224163 415575 346496 221814 211614
246595 554236 359055 453747 433321 475023 691478 700203 904494 352353 344852 384704 367564 430358 194274 276836 166785 286897 387945 257610 1009760 755317 318613 405239 176906 361325 203509 147750 271871 188916 231534 346554 574495 431429 313071 306889
545940 1507850 789024 1157850 853348 1105350 1648820 1492450 1955040 1116300 785589 644273 1164500 282598 505449 470890 304788 701269 575799 521856 755317 21234900 648669 858980 391540 943722 566363 274736 547827 528093 558257 661453 1250170 1110590 803583 829700
177834 415783 274463 363641 354383 382139 564264 529527 607220 294421 281697 293154 303260 341295 159362 208101 122795 218689 285333 200429 318613 648669 561100 304108 139186 285189 155447 102468 233764 124472 181265 266599 425596 348046 252732 243514
278694 582816 403543 511683 479621 520274 734549 731852 858608 394489 397147 400947 481750 418063 244320 305613 188633 314089 413319 275653 405239 858980 304108 1022550 209886 441187 235573 154230 307269 163160 243855 345651 672848 524115 363646 357849
