573226 346307 266413 350842 285661 310111 495476 419221 670165 276482 217348 269653 274810 369082 135192 191592 105193 159738 256504 192112 233943 290861 177131 253271 117591 271264 160907 123520 181264 124723 167520 223717 423632 315801 189394 199742 119546 250809 84455.119611
346307 1501720 571373 673688 617504 631670 1073680 939568 1146840 596923 418832 570252 573422 712870 295186 391195 254916 456906 535588 418467 491803 453844 394828 571508 279387 573649 284123 241939 403607 270279 314565 445737 887971 730384 491398 441832 318792 588341 188605
266413 571373 1041170 503822 431133 415474 697725 618241 869982 428833 321865 314635 414240 590311 207191 295576 145274 252684 373270 267162 352001 354640 286809 411863 184597 367747 247726 151639 281134 164174 219840 300300 562505 482970 289806 306310 171534 357915 148020
350842 673688 503822 1162930 523820 588038 964269 874706 1036740 550637 383974 472209 513135 704183 291314 356706 207216 396370 476845 379700 493173 371603 354619 538681 251496 436342 293838 226321 368806 238097 294829 394995 797533 649569 442994 391218 268735 483168 184250
285661 617504 431133 523820 1194580 513556 922860 759059 1006050 507776 349169 464272 451669 601456 256058 361053 180251 316494 452888 322678 472442 552203 278116 428093 246362 435757 273571 203402 328858 214025 226948 332843 701769 564188 373280 351100 231971 441944 146070
310111 631670 415474 588038 513556 1890080 1008830 766812 1055390 522063 365895 494654 439698 470892 281419 272910 168913 429709 480262 325511 470861 344520 316301 465075 229578 439179 286748 202658 370136 227823 259837 370737 800155 639857 396582 377678 217781 453570 162445
495476 1073680 697725 964269 922860 1008830 3968650 1155780 1614180 897938 633539 760460 923370 1217230 416592 547363 299028 542679 807933 531460 812186 690100 498401 806374 421135 763247 429322 343635 525366 348344 454430 625979 1243450 993954 657420 620665 469734 778086 286638
419221 939568 618241 874706 759059 766812 1155780 2254440 1403170 792381 504841 673409 741558 880670 346367 431850 268080 526789 755483 459424 628108 995133 475177 655216 322801 655229 406300 303455 434258 323336 362901 567923 1033260 863436 586088 532790 335023 668641 232034
670165 1146840 869982 1036740 1006050 1055390 1614180 1403170 6005130 930421 737745 860170 903554 1145330 476591 595152 400682 652163 801964 558364 810721 949942 598941 862938 411941 879587 471407 321959 480157 360756 452534 644846 1261240 1080860 758469 585992 433810 862572 265532
276482 596923 428833 550637 507776 522063 897938 792381 930421 2208830 323093 444857 457734 762950 259167 334277 218137 358972 390147 326638 503100 462887 286546 482418 264863 343718 234549 193031 266033 198239 245792 384668 738336 563941 306021 352824 193613 437281 190044
217348 418832 321865 383974 349169 365895 633539 504841 737745 323093 1291560 278872 405292 494829 143516 253474 131773 246618 250960 210163 257325 207260 228211 309268 161017 290105 152468 130855 217858 141924 171476 224863 446929 404549 283315 234578 193348 361367 118763
269653 570252 314635 472209 464272 494654 760460 673409 860170 444857 278872 1162500 443025 588387 214644 245579 169471 295346 402492 282799 419464 261368 238284 367672 202822 393365 206385 174749 240603 167460 219280 297396 694607 501445 303528 316784 197271 344589 141462
274810 573422 414240 513135 451669 439698 923370 741558 903554 457734 405292 443025 1447270 651064 231570 279361 159050 369912 453684 278784 411781 539322 274488 434602 223068 429516 256465 193973 304574 207744 225714 344012 684418 545510 360823 356166 269748 411513 145124
369082 712870 590311 704183 601456 470892 1217230 880670 1145330 762950 494829 588387 651064 5570220 312077 442728 203149 364153 499392 432084 524001 116206 440239 655001 346613 516944 377237 219423 334764 282657 433693 496254 918290 724798 483093 468786 304586 627181 207376
135192 295186 207191 291314 256058 281419 416592 346367 476591 259167 143516 214644 231570 312077 302885 168855 84951.184619 170943 207346 156916 217591 145211 152166 227789 109518 215527 129084 92455.84188 159115 110226 117159 174734 351422 279365 198502 181886 110910 220314 80588.156357
191592 391195 295576 356706 361053 272910 547363 431850 595152 334277 253474 245579 279361 442728 168855 797934 132846 220802 296316 196842 290199 310362 209776 297505 146881 276067 191217 96983.152975 202138 143278 164939 235670 473603 378796 300453 225985 173934 288845 106680
105193 254916 145274 207216 180251 168913 299028 268080 400682 218137 131773 169471 159050 203149 84951.184619 132846 331162 137150 201509 120505 151832 183891 117039 186826 76907.018855 155178 103511 74972.90977 119321 73645.767961 84103.542403 143988 266927 210941 140988 121825 100196 189332 56774.651801
159738 456906 252684 396370 316494 429709 542679 526789 652163 358972 246618 295346 369912 364153 170943 220802 137150 1111060 295299 237644 263145 179563 207646 273661 160970 306740 177709 116973 242295 158282 167162 264540 543833 422484 290122 244062 210258 281989 118922
256504 535588 373270 476845 452888 480262 807933 755483 801964 390147 250960 402492 453684 499392 207346 296316 201509 295299 1593470 332236 388125 472586 247439 379623 169848 478514 226319 179844 287172 202945 231747 339613 658097 532374 356635 355105 214844 397693 138985
192112 418467 267162 379700 322678 325511 531460 459424 558364 326638 210163 282799 278784 432084 156916 196842 120505 237644 332236 499196 277114 301474 191577 304779 148960 255042 174506 118727 192002 130547 177583 252564 437322 373464 243437 217204 142849 259704 92796.48968
233943 491803 352001 493173 472442 470861 812186 628108 810721 503100 257325 419464 411781 524001 217591 290199 151832 263145 388125 277114 1001700 495322 266017 408316 190488 347028 206172 166076 262052 173591 249859 319918 610670 474076 331177 313980 203979 384889 136314
290861 453844 354640 371603 552203 344520 690100 995133 949942 462887 207260 261368 539322 116206 145211 310362 183891 179563 472586 301474 495322 21214500 421076 442469 162900 352689 235790 254020 412631 88501.145186 76845.117453 434161 563232 596419 399931 231125 128856 538102 147336
177131 394828 286809 354619 278116 316301 498401 475177 598941 286546 228211 238284 274488 440239 152166 209776 117039 207646 247439 191577 266017 421076 518009 270383 127970 251663 132298 126879 168022 115362 157672 209205 424785 346610 209862 210431 146333 259272 98842.142935
253271 571508 411863 538681 428093 465075 806374 655216 862938 482418 309268 367672 434602 655001 227789 297505 186826 273661 379623 304779 408316 442469 270383 995519 207778 374787 267669 179927 268443 182322 216712 329133 677050 531643 371957 305065 213779 384614 140488
117591 279387 184597 251496 246362 229578 421135 322801 411941 264863 161017 202822 223068 346613 109518 146881 76907.018855 160970 169848 148960 190488 162900 127970 207778 299222 196793 124903 89018.80073 131488 104591 106444 163388 314845 259169 179894 163967 96815.120041 184492 66075.457395
