561383.520736688 326165.457553146 250711.85489565 270739.500474573 238254.279453748 289793.37621281 377324.458537491 425184.584080029 436834.600540235 231673.551379333 183391.30562945 192228.245191158 231249.047264126 316738.282909743 121089.015357317 158227.173557862 96031.4694629365 174522.978119836 272801.185789573 178355.475644745 240042.340633161 451318.143664362 139712.164972951 235117.887940324 119352.574391288 236806.603750617 147251.267265112 97719.0868494713 144535.893144343 114543.798559812 142858.501257515 229593.348218211 373773.081390345 276192.959508697 196166.905702076 193020.840346841 125009.314535627
326165.457553146 1381254.20799162 552466.571341785 668753.71133352 502979.756871751 639260.011953284 1055444.41936655 924904.799198905 1079808.48216298 507383.696685108 423018.785661814 435541.085478722 525433.044087162 812683.292914833 293476.464153692 381693.187979117 212581.490923454 410268.203141584 629275.033564935 400471.301548123 560532.599371632 974604.358209724 344288.954096939 573953.49100767 273994.609024169 554339.190567474 315518.330486429 226103.285500182 392207.814131612 241206.469232616 313921.535685758 468377.99245358 814601.64871049 648523.295120701 491019.825330567 427013.996252158 218134.994473518
250711.85489565 552466.571341785 1038823.47218317 496352.345710958 376478.358516475 502218.222750116 745340.620277794 705423.517212879 799644.786822695 465373.285186343 323228.256121455 329015.338427063 416620.690373582 567774.752929888 238517.911209529 289473.826183829 156419.498712889 285565.23257 496180.160933264 322530.127545403 368395.86894224 939886.493142749 274771.871702871 448901.610705637 208268.483387623 368071.12811107 207052.61296956 168035.951896637 299608.991368751 186211.84158473 234643.718763508 367499.529776793 618220.334737131 500961.123177839 312609.011038988 333205.764405908 199186.520215034
270739.500474573 668753.71133352 496352.345710958 1138715.86358417 476465.925504714 605660.483336899 975221.188441573 873742.063707011 936375.984258391 569596.157323084 429242.406285486 410147.375671829 527989.207952001 766025.07530995 267262.483747587 369287.036993223 235531.061774657 376199.591303892 609982.094702429 385126.960060497 481892.617707622 1072220.63772678 357350.346541064 547426.242216369 249381.641986661 527759.121892092 274696.062821113 189613.042531374 385335.059743532 219113.632490039 288387.013143461 471547.502133221 759437.995791371 632400.728167783 460240.846580662 429274.664348477 255695.996062789
238254.279453748 502979.756871751 376478.358516475 476465.925504714 1096977.5461505 506337.059113593 795962.749764558 754749.104325914 701314.16179838 431210.728828739 350086.845753222 373449.123097273 387166.809301938 599263.177907346 208197.874105332 278936.526457584 142136.52885476 292617.089095959 469280.331560996 290418.938393149 402602.583864567 735987.436989216 295250.329545822 412629.592224371 198719.302786792 400747.31812182 237762.278453831 161349.21836153 287733.382280683 199721.81401939 267701.889296701 348931.986496811 619747.780676977 480092.99213748 376104.568892491 307674.66857 162480.198015047
289793.37621281 639260.011953284 502218.222750116 605660.483336899 506337.059113593 1956304.87897628 923165.807001 864045.788387019 1027293.94851067 550308.836130627 437828.133202084 443869.247524417 544442.856767768 638939.208700527 248068.805845664 312572.989668369 183000.274240422 383815.486459284 553999.099829982 348451.80461713 511946.991766886 1201984.52999055 346905.64034854 516602.883291597 240718.032212486 497052.921517875 318885.79639138 210951.270358549 382617.248880968 210123.435178696 301910.577748271 435647.936441931 767426.388794722 600585.803823579 477010.711301579 404560.330981656 213519.412154874
377324.458537491 1055444.41936655 745340.620277794 975221.188441573 795962.749764558 923165.807001 3684855.36636859 1325451.83049164 1466206.56485941 848908.742642456 576161.776704107 641298.078319962 734878.488481484 1060535.70963681 417523.026765392 524305.1814731 305667.574542456 643839.76391283 880684.019127307 526264.572686647 729057.990097348 1270876.92645822 533424.004534664 797027.950990808 394169.939504266 814947.717086436 424683.596599585 327541.28435377 519107.406340915 327563.641010399 476439.951466894 684639.073029562 1108725.81801019 870504.086807006 783649.689177354 626302.587321674 318766.327255445
425184.584080029 924904.799198905 705423.517212879 873742.063707011 754749.104325914 864045.788387019 1325451.83049164 2474034.67573493 1340683.38436639 758754.515889265 599318.296748036 590840.055118552 684182.239922064 945629.403510465 360948.039469637 537602.00774223 282175.487287393 450455.792146959 808808.675839251 536386.520589285 744515.375279911 1566623.2911498 472687.762503445 748248.305679629 354307.82073411 763291.596573885 438952.570119976 274453.927019632 478853.668351877 322152.204536708 399922.910840927 657786.717366003 1068329.34717632 831433.712426821 612611.291468648 606795.399165084 389770.830400247
436834.600540235 1079808.48216298 799644.786822695 936375.984258391 701314.16179838 1027293.94851067 1466206.56485941 1340683.38436639 5369184.22253361 867622.675301314 656826.608704631 617311.642221479 814884.427009114 1212510.76866 421908.024649059 582025.108543128 343430.650637359 601875.115687578 923259.664566816 559875.11661436 744459.433540745 1464594.47846569 594198.387991843 813239.014592547 410349.849501874 856687.087434255 537841.12609261 299344.248359731 571375.890706732 353586.321035964 395427.48292372 719300.949267101 1154549.36364685 849259.735383541 709990.404833594 627259.663929692 388585.793004452
231673.551379333 507383.696685108 465373.285186343 569596.157323084 431210.728828739 550308.836130627 848908.742642456 758754.515889265 867622.675301314 2018223.52911542 258635.314852893 317095.064536051 374327.015329133 482001.72753169 220694.798262963 309651.351349086 165968.948739619 364091.751662479 467088.948319935 353728.186494626 474327.313798718 644340.433966458 318344.64825097 476457.566543032 212290.143235429 465435.022366767 237204.511797634 166594.564053942 294080.510212804 184957.82889154 240895.883121593 370229.776006896 685228.512396148 558944.761764695 382223.027712022 353937.389540466 259505.93417948
