5.61384E+11	3.26165E+11	2.50712E+11	2.7074E+11	2.38254E+11	2.89793E+11	3.77324E+11	4.25185E+11	4.36835E+11	2.31674E+11	1.83391E+11	1.92228E+11	2.31249E+11	3.16738E+11	1.21089E+11	1.58227E+11	96031469463	1.74523E+11	2.72801E+11	1.78355E+11	2.40042E+11	4.51318E+11	1.39712E+11	2.35118E+11	1.19353E+11	2.36807E+11	1.47251E+11	97719086849	1.44536E+11	1.14544E+11	1.42859E+11	2.29593E+11	3.73773E+11	2.76193E+11	1.96167E+11	1.93021E+11	1.25009E+11
3.26165E+11	1.38125E+12	5.52467E+11	6.68754E+11	5.0298E+11	6.3926E+11	1.05544E+12	9.24905E+11	1.07981E+12	5.07384E+11	4.23019E+11	4.35541E+11	5.25433E+11	8.12683E+11	2.93476E+11	3.81693E+11	2.12581E+11	4.10268E+11	6.29275E+11	4.00471E+11	5.60533E+11	9.74604E+11	3.44289E+11	5.73953E+11	2.73995E+11	5.54339E+11	3.15518E+11	2.26103E+11	3.92208E+11	2.41206E+11	3.13922E+11	4.68378E+11	8.14602E+11	6.48523E+11	4.9102E+11	4.27014E+11	2.18135E+11
2.50712E+11	5.52467E+11	1.03882E+12	4.96352E+11	3.76478E+11	5.02218E+11	7.45341E+11	7.05424E+11	7.99645E+11	4.65373E+11	3.23228E+11	3.29015E+11	4.16621E+11	5.67775E+11	2.38518E+11	2.89474E+11	1.56419E+11	2.85565E+11	4.9618E+11	3.2253E+11	3.68396E+11	9.39886E+11	2.74772E+11	4.48902E+11	2.08268E+11	3.68071E+11	2.07053E+11	1.68036E+11	2.99609E+11	1.86212E+11	2.34644E+11	3.675E+11	6.1822E+11	5.00961E+11	3.12609E+11	3.33206E+11	1.99187E+11
2.7074E+11	6.68754E+11	4.96352E+11	1.13872E+12	4.76466E+11	6.0566E+11	9.75221E+11	8.73742E+11	9.36376E+11	5.69596E+11	4.29242E+11	4.10147E+11	5.27989E+11	7.66025E+11	2.67262E+11	3.69287E+11	2.35531E+11	3.762E+11	6.09982E+11	3.85127E+11	4.81893E+11	1.07222E+12	3.5735E+11	5.47426E+11	2.49382E+11	5.27759E+11	2.74696E+11	1.89613E+11	3.85335E+11	2.19114E+11	2.88387E+11	4.71548E+11	7.59438E+11	6.32401E+11	4.60241E+11	4.29275E+11	2.55696E+11
2.38254E+11	5.0298E+11	3.76478E+11	4.76466E+11	1.09698E+12	5.06337E+11	7.95963E+11	7.54749E+11	7.01314E+11	4.31211E+11	3.50087E+11	3.73449E+11	3.87167E+11	5.99263E+11	2.08198E+11	2.78937E+11	1.42137E+11	2.92617E+11	4.6928E+11	2.90419E+11	4.02603E+11	7.35987E+11	2.9525E+11	4.1263E+11	1.98719E+11	4.00747E+11	2.37762E+11	1.61349E+11	2.87733E+11	1.99722E+11	2.67702E+11	3.48932E+11	6.19748E+11	4.80093E+11	3.76105E+11	3.07675E+11	1.6248E+11
2.89793E+11	6.3926E+11	5.02218E+11	6.0566E+11	5.06337E+11	1.9563E+12	9.23166E+11	8.64046E+11	1.02729E+12	5.50309E+11	4.37828E+11	4.43869E+11	5.44443E+11	6.38939E+11	2.48069E+11	3.12573E+11	1.83E+11	3.83815E+11	5.53999E+11	3.48452E+11	5.11947E+11	1.20198E+12	3.46906E+11	5.16603E+11	2.40718E+11	4.97053E+11	3.18886E+11	2.10951E+11	3.82617E+11	2.10123E+11	3.01911E+11	4.35648E+11	7.67426E+11	6.00586E+11	4.77011E+11	4.0456E+11	2.13519E+11
3.77324E+11	1.05544E+12	7.45341E+11	9.75221E+11	7.95963E+11	9.23166E+11	3.68486E+12	1.32545E+12	1.46621E+12	8.48909E+11	5.76162E+11	6.41298E+11	7.34878E+11	1.06054E+12	4.17523E+11	5.24305E+11	3.05668E+11	6.4384E+11	8.80684E+11	5.26265E+11	7.29058E+11	1.27088E+12	5.33424E+11	7.97028E+11	3.9417E+11	8.14948E+11	4.24684E+11	3.27541E+11	5.19107E+11	3.27564E+11	4.7644E+11	6.84639E+11	1.10873E+12	8.70504E+11	7.8365E+11	6.26303E+11	3.18766E+11
4.25185E+11	9.24905E+11	7.05424E+11	8.73742E+11	7.54749E+11	8.64046E+11	1.32545E+12	2.47403E+12	1.34068E+12	7.58755E+11	5.99318E+11	5.9084E+11	6.84182E+11	9.45629E+11	3.60948E+11	5.37602E+11	2.82175E+11	4.50456E+11	8.08809E+11	5.36387E+11	7.44515E+11	1.56662E+12	4.72688E+11	7.48248E+11	3.54308E+11	7.63292E+11	4.38953E+11	2.74454E+11	4.78854E+11	3.22152E+11	3.99923E+11	6.57787E+11	1.06833E+12	8.31434E+11	6.12611E+11	6.06795E+11	3.89771E+11
4.36835E+11	1.07981E+12	7.99645E+11	9.36376E+11	7.01314E+11	1.02729E+12	1.46621E+12	1.34068E+12	5.36918E+12	8.67623E+11	6.56827E+11	6.17312E+11	8.14884E+11	1.21251E+12	4.21908E+11	5.82025E+11	3.43431E+11	6.01875E+11	9.2326E+11	5.59875E+11	7.44459E+11	1.46459E+12	5.94198E+11	8.13239E+11	4.1035E+11	8.56687E+11	5.37841E+11	2.99344E+11	5.71376E+11	3.53586E+11	3.95427E+11	7.19301E+11	1.15455E+12	8.4926E+11	7.0999E+11	6.2726E+11	3.88586E+11
2.31674E+11	5.07384E+11	4.65373E+11	5.69596E+11	4.31211E+11	5.50309E+11	8.48909E+11	7.58755E+11	8.67623E+11	2.01822E+12	2.58635E+11	3.17095E+11	3.74327E+11	4.82002E+11	2.20695E+11	3.09651E+11	1.65969E+11	3.64092E+11	4.67089E+11	3.53728E+11	4.74327E+11	6.4434E+11	3.18345E+11	4.76458E+11	2.1229E+11	4.65435E+11	2.37205E+11	1.66595E+11	2.94081E+11	1.84958E+11	2.40896E+11	3.7023E+11	6.85229E+11	5.58945E+11	3.82223E+11	3.53937E+11	2.59506E+11
1.83391E+11	4.23019E+11	3.23228E+11	4.29242E+11	3.50087E+11	4.37828E+11	5.76162E+11	5.99318E+11	6.56827E+11	2.58635E+11	1.32116E+12	3.00161E+11	3.14333E+11	4.86798E+11	1.88248E+11	2.01557E+11	1.57074E+11	2.22872E+11	3.87924E+11	2.65852E+11	3.40029E+11	6.56301E+11	2.5542E+11	3.92662E+11	1.47551E+11	3.15368E+11	1.80839E+11	1.18379E+11	2.51383E+11	1.55011E+11	1.94984E+11	2.90818E+11	5.13223E+11	3.85845E+11	3.05131E+11	2.40513E+11	1.53011E+11
1.92228E+11	4.35541E+11	3.29015E+11	4.10147E+11	3.73449E+11	4.43869E+11	6.41298E+11	5.9084E+11	6.17312E+11	3.17095E+11	3.00161E+11	1.10181E+12	3.70447E+11	4.90946E+11	1.96016E+11	2.61483E+11	1.0781E+11	2.40156E+11	3.86889E+11	2.55712E+11	3.68401E+11	5.16387E+11	2.65385E+11	3.80914E+11	1.55346E+11	3.55107E+11	1.83381E+11	1.45451E+11	2.56141E+11	1.50439E+11	2.11142E+11	2.92843E+11	5.14317E+11	4.17515E+11	3.52963E+11	2.56794E+11	1.71425E+11
2.31249E+11	5.25433E+11	4.16621E+11	5.27989E+11	3.87167E+11	5.44443E+11	7.34878E+11	6.84182E+11	8.14884E+11	3.74327E+11	3.14333E+11	3.70447E+11	1.43831E+12	5.31753E+11	2.32049E+11	2.94047E+11	1.65522E+11	3.49706E+11	4.89148E+11	3.05984E+11	3.91644E+11	8.22103E+11	3.04941E+11	3.97936E+11	1.73567E+11	4.38226E+11	2.65669E+11	1.72239E+11	3.17195E+11	1.54484E+11	2.33808E+11	3.94559E+11	6.6094E+11	4.97599E+11	3.79175E+11	3.03575E+11	2.16555E+11
