1234.5	2943.8	3309.918	4340	1488.8	202.6	139.97	66.93	42.13	26.309	16.253	10.139	3.467	1.36046	1.301927																																									
4798.2	734.13	1656.315	2980	6689	2041.7	371.3	197.72	89.21	77.37	57.53	20.425	8.0351	6.82	2.968791																																									
435.47	362.8	537.883	1534.7	1904.9	4451	853.3	189.39	88.17	31.236	20.83	8.056	4.787	5.7361	2.887266																																									
5339.81	430.09	1491.796	691.8	2653	2011.2	1501.3823	297.68912	78.96	64.0729	22.685	7.771	8.609	0.668933	0.396118																																									
2773.617	678	533.39	1875.4	1135.3	1889.8	1653.2	1500.6	470.6	71.74	33.148	14.7638	1.31465	3.7167	1.350843																																									
379.16	759.02	1031.8449	780.2	4741	1297	1202.4	478.8	1520.5	236.6	71.06	28.01	5.1933	2.4352	2.025251																																									
1455.4	808.7	1898.353	3582	1561.9	5048	1496.8	1132.6	647	1536.2	145.17	86.68	18.022	23.697	12.03133																																									
971.68	303.7	467.1	1564.2	3884	875.1	3474	533.6	663.3	258	812	141.61	124.48	62.6	87.204424																																									
2075.67	394.86	141.9124	893.7	1808	6076	1221.4	3008	304.3	536.9	82.44	769.7	67.07	49.83	67.89496																																									
3025.37	899.44	326.199	102.88	628.7	590.7	1963.5	739.6	1594.3	416.9	562.6	116.16	348.7	49.16	44.04816																																									
1566	443.87	2303.235	375.1	408.5	680.6	616.2	895.7	400.8	770	272.2	338.4	146.25	115.86	91.6164																																									
2553.489	381.86	835.37	3752	817.5	656.9	339.7	466.7	633.6	390.4	343	250.5	196.57	108.56	130.22081																																									
1667.11	751.6	579.82	1622	4394	770	200.01	172.57	193.28	363.8	222	310.1	117.06	112.59	186.83358																																									
2231.03	206.03	384.745	1940.1	2615	4293	1824	480.5	293.73	183.69	346.4	138.58	255.98	101.4	145.23906																																									
1488.35	318.08	125.6836	253.1	897.2	1310.6	1213.1	414.8	103.47	111.13	75.05	141.03	45.9	82.81	110.258257																																									
2502.28	360.92	84.1523	99.6	1459.05334	991.95334	730.98	923.4546	160.36	81.77	61.8546	66.9	110.79	36.03	123.319503																																									
677.84	613.56	299.6472	176.13	303	1740.2	500	352.6	284.3	71.22	33.34	11.877	26.335	29.77	69.684268																																									
1122.91	1037.64	965.7656	1040.9	589	1030.7	2554	679.9	321.9	300.8	109.98	46.77	18.972	26.761	93.09138																																									
1105.32	422.1	531.8395	1810.8	1791.9	914.9	765.1	2492	974.9	511.9	216.8	146.29	45.08	19.877	86.202363																																									
1811.76	1051.49	569.25	541.8	1369.2579	1431.8276	615.26974	305.28	907.7	651.3487	248.7	198.84	78.63	28.09	76.2409																																									
788.19	400	812.008	1164.1	1206.428	1584.891	824.525	403.7123	551.8	1035.9451	516.1291	228.2	134.81	40.37	43.1687																																									
534.57	150.389	968.8753	1679.7	2021.2	1861.6	2495	1411.4	646.4	839.1	1713.5	740.4	277.8	145.56	105.413038																																									
388.9	248.686	160.2029	1304.5	1300.5	999	588.1	635.8	313.6	196.2	194.96	352.2	149.52	36.07	28.345196																																									
352.93	119.193	226.4	1041.7	2940.04248	1981.4	1034.6	470	356.5	262.47	70.16	147.98	240.6	92.01	94.565442																																									
861.773	66.123	68.9312	279.3	910.2	1217.5	798.9	387.1	221.12	190.41	90.84018	56.93	82.14	109.71	109.205644																																									
1945.43	66.2364	165.1008	463	1435.6	1690.8	1231.4	886.9	377.2	168.32	156.87	136.84	62.42	77.56	150.76595																																									
525.08	117.36	96.20307	182.63	515.8	1035.8	820.1	582.1	370.6	148.28	124.39	95.18	43.34	23.737	148.782247																																									
790.73	219.891	462.02564	499	288.5654	416.719	558.285	434.8539	315.5	152.311	100.8539	32.95	33.15	17.27	69.1632																																									
470.51	90.984	244.07489	2822	1288.3	403.2	343	363.6	383.4	262.5	226.63	82.16	49.93	28.77	62.06691																																									
1127.81	113.662	212.1143	340.3	1779.0616	871.7495	251.7869	140.65	221.2	220.54475	184.78	141.75	59.91	28.38	76.08685																																									
1145.48	206.737	362.3	2940	728.5	1191.5	405.7	161.76	121.86	166.58	138.88	121.9	101.79	36.38	65.3486																																									
1189.41	116.269	223.3669	903.4	4639.3116	1098.7	695.3	245.2	82.93	75.74	99.86	74.66	69.62	37.87	50.405775																																									
2120.68	581.492	222.02104	235.58	1306.1	5343	2840	644.1	357.5	133.11	51.05	72.63	73.97	34.48	91.820128																																									
1056.4	670.105	2160.51608	537.5	1082.94475	2042.74475	4110.08951	1221.12984	294.6	141.26984	17.91584	16.888	29.35	17.511	36.065198																																									
702.8	412.499	653.3524	3280	1330.96	886.43	1244.8	1828	357.8	140.11	45.46	10.7181	11.208	3.75	7.413459																																									
573.7	241.505	450.827	2345.6	2833.557	1230.753	844.1	758.1799	892.9	256.1	91.0299	33	4.694	2.3734	6.676345																																									
864.1	372.964	167.3651	352.5	2571	1452.2	491.5	360.6	366	281.4	89.14	14.3203	2.217	0.2609	5.6253854																																									
1449	387.671	332.6	362.9	1111.4	4294	1774.4674	418.4	298.2	171.1474	98.15	42.58	16.207	3.1368	0.7398963																																									
