5.73226E+11	3.46307E+11	2.66413E+11	3.50842E+11	2.85661E+11	3.10111E+11	4.95476E+11	4.19221E+11	6.70165E+11	2.76482E+11	2.17348E+11	2.69653E+11	2.7481E+11	3.69082E+11	1.35192E+11	1.91592E+11	1.05193E+11	1.59738E+11	2.56504E+11	1.92112E+11	2.33943E+11	2.90861E+11	1.77131E+11	2.53271E+11	1.17591E+11	2.71264E+11	1.60907E+11	1.2352E+11	1.81264E+11	1.24723E+11	1.6752E+11	2.23717E+11	4.23632E+11	3.15801E+11	1.89394E+11	1.99742E+11	1.19546E+11	2.50809E+11	84455119611
3.46307E+11	1.50172E+12	5.71373E+11	6.73688E+11	6.17504E+11	6.3167E+11	1.07368E+12	9.39568E+11	1.14684E+12	5.96923E+11	4.18832E+11	5.70252E+11	5.73422E+11	7.1287E+11	2.95186E+11	3.91195E+11	2.54916E+11	4.56906E+11	5.35588E+11	4.18467E+11	4.91803E+11	4.53844E+11	3.94828E+11	5.71508E+11	2.79387E+11	5.73649E+11	2.84123E+11	2.41939E+11	4.03607E+11	2.70279E+11	3.14565E+11	4.45737E+11	8.87971E+11	7.30384E+11	4.91398E+11	4.41832E+11	3.18792E+11	5.88341E+11	1.88605E+11
2.66413E+11	5.71373E+11	1.04117E+12	5.03822E+11	4.31133E+11	4.15474E+11	6.97725E+11	6.18241E+11	8.69982E+11	4.28833E+11	3.21865E+11	3.14635E+11	4.1424E+11	5.90311E+11	2.07191E+11	2.95576E+11	1.45274E+11	2.52684E+11	3.7327E+11	2.67162E+11	3.52001E+11	3.5464E+11	2.86809E+11	4.11863E+11	1.84597E+11	3.67747E+11	2.47726E+11	1.51639E+11	2.81134E+11	1.64174E+11	2.1984E+11	3.003E+11	5.62505E+11	4.8297E+11	2.89806E+11	3.0631E+11	1.71534E+11	3.57915E+11	1.4802E+11
3.50842E+11	6.73688E+11	5.03822E+11	1.16293E+12	5.2382E+11	5.88038E+11	9.64269E+11	8.74706E+11	1.03674E+12	5.50637E+11	3.83974E+11	4.72209E+11	5.13135E+11	7.04183E+11	2.91314E+11	3.56706E+11	2.07216E+11	3.9637E+11	4.76845E+11	3.797E+11	4.93173E+11	3.71603E+11	3.54619E+11	5.38681E+11	2.51496E+11	4.36342E+11	2.93838E+11	2.26321E+11	3.68806E+11	2.38097E+11	2.94829E+11	3.94995E+11	7.97533E+11	6.49569E+11	4.42994E+11	3.91218E+11	2.68735E+11	4.83168E+11	1.8425E+11
2.85661E+11	6.17504E+11	4.31133E+11	5.2382E+11	1.19458E+12	5.13556E+11	9.2286E+11	7.59059E+11	1.00605E+12	5.07776E+11	3.49169E+11	4.64272E+11	4.51669E+11	6.01456E+11	2.56058E+11	3.61053E+11	1.80251E+11	3.16494E+11	4.52888E+11	3.22678E+11	4.72442E+11	5.52203E+11	2.78116E+11	4.28093E+11	2.46362E+11	4.35757E+11	2.73571E+11	2.03402E+11	3.28858E+11	2.14025E+11	2.26948E+11	3.32843E+11	7.01769E+11	5.64188E+11	3.7328E+11	3.511E+11	2.31971E+11	4.41944E+11	1.4607E+11
3.10111E+11	6.3167E+11	4.15474E+11	5.88038E+11	5.13556E+11	1.89008E+12	1.00883E+12	7.66812E+11	1.05539E+12	5.22063E+11	3.65895E+11	4.94654E+11	4.39698E+11	4.70892E+11	2.81419E+11	2.7291E+11	1.68913E+11	4.29709E+11	4.80262E+11	3.25511E+11	4.70861E+11	3.4452E+11	3.16301E+11	4.65075E+11	2.29578E+11	4.39179E+11	2.86748E+11	2.02658E+11	3.70136E+11	2.27823E+11	2.59837E+11	3.70737E+11	8.00155E+11	6.39857E+11	3.96582E+11	3.77678E+11	2.17781E+11	4.5357E+11	1.62445E+11
4.95476E+11	1.07368E+12	6.97725E+11	9.64269E+11	9.2286E+11	1.00883E+12	3.96865E+12	1.15578E+12	1.61418E+12	8.97938E+11	6.33539E+11	7.6046E+11	9.2337E+11	1.21723E+12	4.16592E+11	5.47363E+11	2.99028E+11	5.42679E+11	8.07933E+11	5.3146E+11	8.12186E+11	6.901E+11	4.98401E+11	8.06374E+11	4.21135E+11	7.63247E+11	4.29322E+11	3.43635E+11	5.25366E+11	3.48344E+11	4.5443E+11	6.25979E+11	1.24345E+12	9.93954E+11	6.5742E+11	6.20665E+11	4.69734E+11	7.78086E+11	2.86638E+11
4.19221E+11	9.39568E+11	6.18241E+11	8.74706E+11	7.59059E+11	7.66812E+11	1.15578E+12	2.25444E+12	1.40317E+12	7.92381E+11	5.04841E+11	6.73409E+11	7.41558E+11	8.8067E+11	3.46367E+11	4.3185E+11	2.6808E+11	5.26789E+11	7.55483E+11	4.59424E+11	6.28108E+11	9.95133E+11	4.75177E+11	6.55216E+11	3.22801E+11	6.55229E+11	4.063E+11	3.03455E+11	4.34258E+11	3.23336E+11	3.62901E+11	5.67923E+11	1.03326E+12	8.63436E+11	5.86088E+11	5.3279E+11	3.35023E+11	6.68641E+11	2.32034E+11
6.70165E+11	1.14684E+12	8.69982E+11	1.03674E+12	1.00605E+12	1.05539E+12	1.61418E+12	1.40317E+12	6.00513E+12	9.30421E+11	7.37745E+11	8.6017E+11	9.03554E+11	1.14533E+12	4.76591E+11	5.95152E+11	4.00682E+11	6.52163E+11	8.01964E+11	5.58364E+11	8.10721E+11	9.49942E+11	5.98941E+11	8.62938E+11	4.11941E+11	8.79587E+11	4.71407E+11	3.21959E+11	4.80157E+11	3.60756E+11	4.52534E+11	6.44846E+11	1.26124E+12	1.08086E+12	7.58469E+11	5.85992E+11	4.3381E+11	8.62572E+11	2.65532E+11
2.76482E+11	5.96923E+11	4.28833E+11	5.50637E+11	5.07776E+11	5.22063E+11	8.97938E+11	7.92381E+11	9.30421E+11	2.20883E+12	3.23093E+11	4.44857E+11	4.57734E+11	7.6295E+11	2.59167E+11	3.34277E+11	2.18137E+11	3.58972E+11	3.90147E+11	3.26638E+11	5.031E+11	4.62887E+11	2.86546E+11	4.82418E+11	2.64863E+11	3.43718E+11	2.34549E+11	1.93031E+11	2.66033E+11	1.98239E+11	2.45792E+11	3.84668E+11	7.38336E+11	5.63941E+11	3.06021E+11	3.52824E+11	1.93613E+11	4.37281E+11	1.90044E+11
