96016545117,5496643876,1063407839,475880316.5,406363676.5,77037443.31,683400668.6,459375120.3,600031014.2,337574408.6,306555092.4,230934683.9,254730818.3,202230389.6,102240829.9,96926041.74,131977640.2,320721453.8,341941695.4,355293315.7,134617819.9,470495295.8,233936076.1,324947612.7,212907341.6,370239317.3,218434273.3,108102748.8,228218633.4,248550668.7,153779939.7,256710147.6,271143331.9,280746028.9,655356462.2,130667206.9,125835499.7
5496643876,5.1967E+11,20730655768,11002987084,2436952759,1549160248,708110582.2,1908437701,-130555383.2,1065557502,718237600.8,700700097.1,706766377.3,-664273896.8,606963456.7,985793206.2,1421253271,113113891.4,1474068646,948684541,1058594852,1113837009,1125872542,819978988.4,387916442.3,734409718.4,440239091.2,284562578.4,603011564.4,835366578.4,280940564.9,151302435.9,2246440926,3391921908,4963106199,530020728.4,458928390.4
1063407839,20730655768,2.84352E+11,20420028021,3726152755,863023010.8,1547187428,1470821289,1671536864,825092953.2,681434848.9,616263742.1,676412339.1,378056282.5,340278295,415788007.1,678182168.3,645232194,1089529394,376016218.2,287055526.8,730478745.6,222396647.4,670623244.2,145168771.2,555875134.7,265849850.9,369693287.3,271283570.2,947079907,184829215.4,462989134.2,833479123,935449955.4,2083097984,679790960.4,506570262.6
475880316.5,11002987084,20420028021,4.54932E+11,18451515390,2682517823,1345455819,1578940982,890749313.8,974123489.6,495958774.2,344619092,462660753,172391154.6,201382909.4,381273360.3,908591150.5,77473457.37,748677187.4,302816771,34519732.29,553590679.3,153887023.8,599529422.6,29628895.4,703415134.9,428628651.9,414532932.2,505213445.1,739594113.5,346710314,227675186.3,642187122,-189203081.1,1437280754,875428231.2,1106874858
406363676.5,2436952759,3726152755,18451515390,3.45547E+11,12216763232,3015566710,1011879627,1738192521,491492584.6,632396812.7,742489529.1,522969389,636254283.2,412890715.6,455932681.4,695509874.9,620750421.3,470334719.8,482313324,196989424.7,1043742298,365379763,494030911.9,119435324.2,365982872.2,225680602.3,197397330.8,239397337,442743177.5,203283019.1,396704303.9,949255394.9,1245762708,2420668979,351411276.3,402167367.5
77037443.31,1549160248,863023010.8,2682517823,12216763232,4.47109E+11,14916099392,4133570303,1007464819,1249959862,752723781.5,572511225,671300168.4,-92821254.28,223193123.9,230675435.7,340154054.7,-47718630.69,891741409,655613829.3,632765346.7,394261312.6,450430263.8,642806599.2,237321064.3,417965899.2,355761768.1,448074843.6,415965370.5,564404740.3,227731424.1,7420699.844,1048060319,1330059061,1873532585,258661058.5,251194286
683400668.6,708110582.2,1547187428,1345455819,3015566710,14916099392,8.9775E+11,20682419643,6905702542,1822152761,1241580816,650490481.1,483780825,623751916.7,241142421.8,274071092.7,351713096.5,612605241.5,1361477269,618859737.5,390478149.3,970834546.7,324455619.2,819051138.7,352396001.3,980693707.6,581392819.3,391023389.7,926637868.6,935348647.8,221323437.7,432983390.1,697670716.8,539537142.1,1624972216,588413085.4,235772549.9
459375120.3,1908437701,1470821289,1578940982,1011879627,4133570303,20682419643,6.85123E+11,23963393816,3998177142,1596755345,1086262027,947814520.5,106430584.5,422596303.8,514211385.5,697267098.1,273339560.5,1445279796,556485098.4,635827278.3,763951702.4,619982489.6,997896167.4,568808854.5,526598109.2,665486489.5,548507390.3,561775066.6,1229508402,200127524.1,175089064.4,1886453336,2078543976,3421098096,602880712.1,296433005.6
600031014.2,-130555383.2,1671536864,890749313.8,1738192521,1007464819,6905702542,23963393816,1.2594E+12,20161481271,4911810270,1773762571,971729248.8,1621712092,448728279.7,427516721.4,618132521.7,1413805909,1394557464,625966254.2,461227321.6,1385052234,194744826.2,1008581577,393461195.6,1191073890,692251998.4,632329814.8,233175758,849907071.6,399126670.3,738936334.8,674388835.6,608515915.3,1966459655,623933626.3,521270432.2
337574408.6,1065557502,825092953.2,974123489.6,491492584.6,1249959862,1822152761,3998177142,20161481271,3.49536E+11,12257128850,1011189794,466307786.7,-61770856.78,33202155.73,108092139.7,147357829.3,251241589.7,864399514.8,949233153.9,686903318.2,489767032.8,361281098.7,591641069.5,274859673.6,1168069803,374493935.5,547536464.6,724343680.4,732093609.5,349795232.9,225410364.5,868373288,628834945.2,1397831233,558183906.8,384507887.7
306555092.4,718237600.8,681434848.9,495958774.2,632396812.7,752723781.5,1241580816,1596755345,4911810270,12257128850,2.8047E+11,10135200992,1991841589,912391167.6,470312395,467811735.3,545524488.4,449007475.7,1070724521,525242104.8,521784377.9,974944539.5,554370446.2,660258461.7,249610177.5,630389162.1,394008695.2,387662931.1,366561939,698815897.8,216610703,334557671.8,1110520491,1530038099,2459259045,409776852.7,263417950.3
230934683.9,700700097.1,616263742.1,344619092,742489529.1,572511225,650490481.1,1086262027,1773762571,1011189794,10135200992,3.38855E+11,12070260853,2865738917,1253117913,876797430.1,1078734776,438607484.5,923001311,393457253.6,626343964.8,1759590725,824480264.3,785874350.6,227267547.3,398688699.4,498137459.1,216191093.5,170327173.4,579186337.8,237276748.4,342355741.6,2133799958,2859943351,4471883687,450413078.6,401164243.3
254730818.3,706766377.3,676412339.1,462660753,522969389,671300168.4,483780825,947814520.5,971729248.8,466307786.7,1991841589,12070260853,3.30778E+11,9473004316,1236245987,683702905.6,853244656.6,198842342.8,911910375,383894343.2,479045675.5,1178440382,601362825.8,818289164.3,199636069.4,444090665.2,392683854.9,301098626.2,226895196.9,611153133.6,175096201.4,244857385.9,1397094212,2117793339,3524164636,268231745.6,411818418
202230389.6,-664273896.8,378056282.5,172391154.6,636254283.2,-92821254.28,623751916.7,106430584.5,1621712092,-61770856.78,912391167.6,2865738917,9473004316,2.95683E+11,4429559791,1005969454,707144942.8,525688307.3,324912845.5,9302495.474,239901976.7,1452306240,234636833.1,310032824.7,51127294.41,431094082.4,251679816.6,225253245.3,-65885062.71,308611098.3,199018796.4,386718456.8,983393835.6,794510205.6,1439657533,360402650,347344698.8
102240829.9,606963456.7,340278295,201382909.4,412890715.6,223193123.9,241142421.8,422596303.8,448728279.7,33202155.73,470312395,1253117913,1236245987,4429559791,80943506505,3631325997,1947251364,470128425.8,642026684.5,366858556.2,535276865.2,1425755802,728613477.4,500341594.8,128317507.4,273110536.1,235136637.7,77432935.27,95714031.52,341687279.3,163835298.5,231512550.6,1634464623,2487625984,3950038180,283794997.6,282482153.2
96926041.74,985793206.2,415788007.1,381273360.3,455932681.4,230675435.7,274071092.7,514211385.5,427516721.4,108092139.7,467811735.3,876797430.1,683702905.6,1005969454,3631325997,1.29728E+11,7159727184,744594625,854133845.8,418815667.2,675356748.6,1760739693,823752731,464513059.5,144110913.8,355791858.5,106966380.9,102933470.7,84339144.67,324406133.5,202319968.8,285885142.4,1884983686,2885395927,4691468663,333750005.9,436885545
131977640.2,1421253271,678182168.3,908591150.5,695509874.9,340154054.7,351713096.5,697267098.1,618132521.7,147357829.3,545524488.4,1078734776,853244656.6,707144942.8,1947251364,7159727184,1.1026E+11,1177580661,1538980190,594205244.2,1058955678,3288440019,1335605311,559732638.2,103801795.1,559005009.5,126823838,233563124.8,85829979.54,508832262.6,272408327.2,416227370.6,3245488689,4837775723,8824856879,386809734.4,780344452
320721453.8,113113891.4,645232194,77473457.37,620750421.3,-47718630.69,612605241.5,273339560.5,1413805909,251241589.7,449007475.7,438607484.5,198842342.8,525688307.3,470128425.8,744594625,1177580661,1.75027E+11,6717707628,1369162282,476095372,1030275435,302090919.2,226748916,236322949.7,481155130.5,128577187.2,223622555.6,42123927.06,404337024.3,145836958.7,422193766.7,703329851.6,1060437532,2106987208,302886065.9,259410461.1
341941695.4,1474068646,1089529394,748677187.4,470334719.8,891741409,1361477269,1445279796,1394557464,864399514.8,1070724521,923001311,911910375,324912845.5,642026684.5,854133845.8,1538980190,6717707628,4.28918E+11,10397136267,2284165073,2156914455,1040263612,1367307934,368520356.1,1002178321,715720817.9,344981061.7,714901525.2,1085007148,150482237.7,138656057.2,1585404868,2401213105,3333329379,733896380.4,282274279.7
355293315.7,948684541,376016218.2,302816771,482313324,655613829.3,618859737.5,556485098.4,625966254.2,949233153.9,525242104.8,393457253.6,383894343.2,9302495.474,366858556.2,418815667.2,594205244.2,1369162282,10397136267,2.12452E+11,6633761709,2408587630,1041291474,913610182.6,292209325,811792898.7,429907228.6,295766604.3,573424511.2,400844926.8,246956871.8,250354092.6,1101045843,1399953776,2476649726,323097880.1,211928630.2
134617819.9,1058594852,287055526.8,34519732.29,196989424.7,632765346.7,390478149.3,635827278.3,461227321.6,686903318.2,521784377.9,626343964.8,479045675.5,239901976.7,535276865.2,675356748.6,1058955678,476095372,2284165073,6633761709,2.33205E+11,12081533986,2084228326,1009653843,276135902.1,922587770.3,300219258.7,272958198.5,335943052.4,568821179.8,260240293.7,211010837.6,1921490804,2654163437,3743005901,392555196.4,293232164
470495295.8,1113837009,730478745.6,553590679.3,1043742298,394261312.6,970834546.7,763951702.4,1385052234,489767032.8,974944539.5,1759590725,1178440382,1452306240,1425755802,1760739693,3288440019,1030275435,2156914455,2408587630,12081533986,6.82349E+11,13149670110,3353508121,407522199.8,1460430319,414234898,350118165.3,403511416.4,720607070.6,489830201.8,807159497.9,4526776800,6969570623,12576456859,636134842.4,1120775566
233936076.1,1125872542,222396647.4,153887023.8,365379763,450430263.8,324455619.2,619982489.6,194744826.2,361281098.7,554370446.2,824480264.3,601362825.8,234636833.1,728613477.4,823752731,1335605311,302090919.2,1040263612,1041291474,2084228326,13149670110,1.61795E+11,7740815479,639542039.4,736679145.1,402708629.6,147458245.8,301159066.6,473876149.3,242450794.8,308041250.4,2611554468,4139520766,6522278129,366369136.5,320627589.2
324947612.7,819978988.4,670623244.2,599529422.6,494030911.9,642806599.2,819051138.7,997896167.4,1008581577,591641069.5,660258461.7,785874350.6,818289164.3,310032824.7,500341594.8,464513059.5,559732638.2,226748916,1367307934,913610182.6,1009653843,3353508121,7740815479,2.87334E+11,3949403024,2138073017,979139301.5,332266508.3,660837010.2,699877724.6,211048200.9,251752185.3,1386744142,1727790410,2771799679,475388983.6,228794385.1
212907341.6,387916442.3,145168771.2,29628895.4,119435324.2,237321064.3,352396001.3,568808854.5,393461195.6,274859673.6,249610177.5,227267547.3,199636069.4,51127294.41,128317507.4,144110913.8,103801795.1,236322949.7,368520356.1,292209325,276135902.1,407522199.8,639542039.4,3949403024,88595537994,4848233435,831673502.5,191478501.3,296846959.1,281035910.9,115914581.8,86425377.08,434038511.6,468100164.5,760874932,123204519.6,62437874.08
