year,stratum,avg_cpue_no_ha,var_cpue_no_ha,avg_cpue_kg_ha,var_cpue_kg_ha,number_hauls,tot_area_fished
1985,61,431.50585888091376,230254.26161517907,195.09336838908672,69046.17964596975,60,287.356832
1985,62,412.05039190153207,172525.9374990822,258.41093837224014,53213.24445465841,7,33.1770877
1985,81,689.9415446187658,NA,181.6339886719426,NA,1,4.4713933
1985,82,755.663926330762,2241.484380224723,361.3640776760502,6589.549129247449,2,6.885077099999999
1985,90,2218.666923899627,1116379.0133069942,551.4207836734272,21548.859324294364,2,9.3525742
1986,10,113.35051438718973,41470.10193694764,60.09144585685317,34906.149191467164,55,241.01816540000002
1986,20,56.85215080062143,11012.941849278945,9.142232260605208,71.64405853693393,31,135.8575803
1986,31,144.32302590436788,39150.644996181734,88.88252171548308,16150.971992839686,68,303.0406732
1986,32,583.3804092178486,410151.99082370143,436.6913633267749,230836.12581772127,7,32.2906003
1986,41,144.69155411582608,138174.32456657602,46.1880641644105,10481.908008657174,43,199.0872659
1986,42,143.22311408017381,30318.115956015637,85.57894405270086,15196.298252970917,31,142.2173282
1986,43,33.546142660362044,2783.012562773659,13.635851038756977,970.0355022924336,22,100.62760850000001
1986,50,180.87196134033218,100851.25879847728,123.49250202853561,42203.17965768864,26,119.3060461
1986,61,449.85355432025256,243560.9979857491,228.7042290463467,85911.64477479039,58,266.0040776
1986,62,868.0086536375709,686972.2288092114,312.9652018889616,38171.38694108775,7,29.899797
1987,10,30.532145706008293,2947.8746551379363,35.078135953584834,4176.359313438942,53,240.41950409999998
1987,20,11.458820474706128,288.76030437868377,8.854792314209204,56.30176973888757,29,132.74067250000002
1987,31,149.74580258077563,88398.2366837003,92.52328186037919,25673.630958512094,68,319.5259621
1987,32,156.0163109405265,26579.64611628294,81.03276267864184,6795.897864725416,7,32.1956989
1987,41,121.71261617638714,72306.89071953093,72.93746006952257,8419.046328450826,44,208.1998171
1987,42,176.2598590671709,41813.096137754124,125.60635104601982,21337.841889739397,27,125.8356514
1987,43,163.29291996239928,24761.917580246587,90.43070455135778,6166.051113006746,17,77.7606858
1987,50,138.62977878109143,83404.11983085405,94.82970235729758,26931.08743818573,22,105.8257847
1987,61,535.0445316472603,703506.0899013926,299.71299766361636,208559.15728885468,51,236.5739322
1987,62,362.0207550380538,66286.92538312463,212.71697169754236,30094.727609454378,7,32.5523833
1987,82,162.23047456499538,18104.432251199498,110.21292948144561,11064.63097579259,6,28.692641699999996
1987,90,300.2736160249056,27437.676794734496,163.30626279736674,7551.398374758026,8,35.918838
1988,10,19.95952800356849,2425.3278280962813,21.501538393651373,2037.0788082242423,50,208.3827978
1988,20,26.023515558739728,1382.7661411462352,10.9546152250709,144.9693565729586,31,120.1285981
1988,31,127.41937293168044,26718.462547793693,100.28061851165712,14359.32499351767,67,297.4258975
1988,32,547.2243802112142,500249.56333468016,351.5111797025742,200130.0429959653,8,30.6716832
1988,41,143.94452190832092,153712.08862921,99.19325270901318,52742.54924858642,44,191.2725194
1988,42,174.40244574191277,47165.74121327852,138.87151042921832,28107.915932173386,31,128.3740718
1988,43,129.7048239634676,31834.40263502716,100.64025233052516,18014.305362877698,21,85.498622
1988,50,133.7873604591253,42921.88868775016,101.99134121443373,22126.80376678633,25,118.2662244
1988,61,876.9282310673873,1376722.4344083439,425.11435970683425,341115.6511339322,60,253.95856080000001
1988,62,806.8171128047186,612447.2185395309,409.7163715635211,108227.62352013645,7,31.1668253
1988,82,22.40709162914741,493.21386652013604,0.256878910677714,0.055704847369565054,12,51.2071641
1988,90,441.6212133641739,228161.28438230432,155.1861529694739,11458.006246417683,8,35.1665772
1989,10,16.92075035115959,1997.9062291160756,14.231793731544794,622.7857772753763,48,209.6900638
1989,20,44.85312356836799,28138.972486707262,9.10159012274241,73.94404921146604,27,115.7701655
1989,31,100.36965630983497,72270.2889897321,78.49222646848246,25938.73353504079,66,314.3355372
1989,32,415.95633187472544,216137.94049646045,278.3426463335038,78608.81647772958,8,26.427348799999997
1989,41,206.4491133860954,108419.23730215359,134.55355371259347,32571.408879942424,44,189.8263457
1989,42,326.8210231100117,169725.41151043584,255.09029947692864,126077.82668700564,29,116.7079148
1989,43,228.38427709739742,68931.61123304111,137.99445222761847,20779.62159165838,22,81.945655
1989,50,186.9348864704432,223325.14208206406,133.70415678021567,95196.62750218387,26,118.8831603
1989,61,491.4153123197124,353457.8855358056,270.83225117125636,103657.72886592682,59,257.3955902
1989,62,801.7961440231236,445288.91586065345,362.9757276038015,96684.27067485602,7,22.062019
1989,82,309.63972351057384,446967.8923587172,118.63818141935393,66252.0792439991,11,50.3676607
1989,90,857.8111725098571,1773082.8930898842,387.86901761884474,338059.3548284245,8,33.6918523
1990,10,38.83095404658368,9296.928531154284,13.072535318139382,506.71040348027486,81,293.1607888
1990,20,11.63517534455893,460.16906727046364,4.023711972509559,26.846916476028593,45,127.6550822
1990,31,105.08485477317774,159284.02986293615,84.3478535279594,118653.1114057464,67,304.6722573
1990,32,290.26931128735333,82307.75995923043,224.85026486398567,42066.211710777,8,28.5845552
1990,41,115.92263419872633,35387.68038731317,62.33037686189351,16399.60785363519,44,193.5515729
1990,42,154.69033271191338,38696.198175908416,140.61945099864639,45168.35938318023,30,125.9036581
1990,43,81.47025444330144,13194.136736480914,65.6860106550873,10524.826739234968,19,82.82329150000001
1990,50,105.80959898465647,77349.97193529386,93.53338422671229,49875.06427799139,38,116.5487369
1990,61,824.747739185055,1189666.1198456474,517.1465894494092,545226.6736264067,57,216.3385456
1990,62,671.4494789620744,368002.82134854706,423.31553191365384,147097.79439930944,7,20.33427
1990,70,0,0,0,0,23,0
1990,82,223.23748052054304,67532.3099241283,31.507877048065033,5450.5947252394835,8,35.9151199
1990,90,143.76216146705102,29437.753211211755,80.71224070006359,9365.800989865598,13,38.0022628
1991,10,22.449824694934026,2452.7959356884207,10.31890697977559,384.8443518162867,82,253.80838549999999
1991,20,34.456735418405735,4974.666974360853,10.974771169017126,297.12484287696054,45,129.5046637
1991,31,144.20490098520867,103753.4988458441,125.91981914446121,149686.49919436002,68,331.117893
1991,32,588.5055537003859,658178.8165884303,527.3677694859853,603180.4688695039,7,26.8265375
1991,41,69.89459027312176,20326.380021972305,47.133896990173064,11422.429408102767,44,184.2163975
1991,42,114.94970073381727,20744.270906549136,76.85968084444441,7666.286100600697,30,114.7869916
1991,43,60.56211652364384,6121.019243542235,43.50112297832196,2831.9538211272848,20,85.5348378
1991,50,73.64776903359099,11639.457569887561,74.52886070482388,10583.319395529488,39,127.5088075
1991,61,507.2550262711029,324021.28203623334,238.9054637569783,94583.76214007143,60,280.4713456
1991,62,410.644249775272,205039.11162841154,202.12194483766118,70460.51694148233,7,33.373224
1991,81,18.42286028817113,NA,0.17050545185072669,NA,1,5.319478000000001
1991,82,25.412359661257714,734.2197817690047,0.28598445390225313,0.070354448280916,12,53.7510133
1991,90,112.93031997137344,30077.404905179457,35.691954505846084,4254.028644099382,12,37.5164776
1992,10,18.45778280747851,988.2471813064035,24.686305964565243,2475.389374549198,50,214.8584374
1992,20,122.51153077488948,62333.992520389766,12.361035484268415,119.50577267840139,15,61.7866116
1992,31,114.5112461724933,78908.30100551975,79.77184921480728,13315.207893914665,67,300.248238
1992,32,394.47024160112363,247415.96211170737,244.84527000695022,45529.11164340902,8,31.9793921
1992,41,84.79408518846873,25073.211111389694,39.623244838116584,6209.83539049575,41,181.6770673
1992,42,194.95967278152955,71134.2753983499,145.38565945065602,25880.54110326393,30,103.7558658
1992,43,30.75157428239232,1094.875318171234,19.795881556282634,1251.1032218391647,21,96.6818183
1992,50,78.47113914207694,10902.370958730628,62.95786184619854,2703.9131946273005,26,123.60545880000001
1992,61,410.4703603534744,316816.2177701848,259.0695739745358,176268.93388817634,58,262.758492
1992,62,113.99794152997328,7749.427349456321,101.3220776223858,2350.3804063721295,7,36.8894108
1992,82,13.212471640435217,174.8886272740876,0.43672387091837217,0.43582478046177964,12,59.4928919
1992,90,259.24280179603943,39050.61147103152,180.41961560030745,19705.146804795055,8,34.7540658
1993,10,82.69651127691407,30023.157704030313,57.25779416955037,11535.318304501017,52,243.6244815
1993,20,163.04017120003928,233872.1102535409,18.50032782693566,927.8457526772166,31,150.3245732
1993,31,296.2692648893297,260669.80220103954,180.64317518994497,106091.53979738128,69,342.0046536
1993,32,261.41240292605676,80758.32227978115,143.97104386001743,23117.344204300734,8,40.4675783
1993,41,132.86962763812718,47484.32078370991,70.84676382167261,7008.33094237521,44,224.573552
1993,42,356.3709707104945,356212.9872694662,199.27119647659651,108953.78130397927,29,133.6449514
1993,43,207.62705000159417,85859.37881493857,105.60723790618752,15952.977346300479,22,107.3208614
1993,50,150.74199223992252,55491.96228558527,107.69213339666264,20911.90393090184,25,134.5353844
1993,61,213.6863774971971,58821.83873387393,142.66748262008426,20521.587534249597,60,318.6920496
1993,62,273.2037161770018,18769.36108820704,152.731659400024,7707.563922415165,7,37.080729000000005
1993,82,84.61068942419111,26671.714515071435,31.32378654691431,4001.693418457233,12,59.8732922
1993,90,105.09214154696629,8976.040890021197,36.41460595551715,328.6033879745943,8,44.636799
1994,10,45.61698634565868,9853.322748891933,50.51496465718061,11853.92648202856,57,243.4550036
1994,20,32.670485602993935,2380.9706199962707,28.623954098264843,1260.9767553841928,31,134.233571
1994,31,251.940380651284,169022.47232163302,165.99625627590888,65812.1713138849,69,309.5663971
1994,32,369.59707313257087,54424.65512038104,204.9113074597445,11449.537749029803,8,33.7452784
1994,41,94.72984539149247,33492.67497665393,38.29383708442755,6739.229055326755,44,203.8284182
1994,42,180.00681466177377,49679.46177202413,141.26919558412817,29067.70133834155,30,135.43073
1994,43,25.26108828550058,188.61043993134007,13.363743873070245,141.61768679736775,21,98.3822876
1994,50,195.3595352495319,219274.1744226477,140.77156852664447,95987.66288978598,25,116.2425309
1994,61,373.7903503017067,431587.2495786411,182.73809827849982,89404.49309799541,58,281.8104637
1994,62,164.1389186391874,46838.03335572665,71.87800678454569,1200.8066581525761,7,34.8390469
1994,81,0.5933714475593149,NA,0.03580007733607867,NA,1,5.055854999999999
1994,82,10.885225938264984,73.2784260961196,0.12856677585751583,0.009311589095838029,12,56.2743959
1994,90,59.43524453432621,2066.1681306419387,42.75205856709887,470.23452075350673,8,38.0837382
1995,10,25.641488430869977,3098.921616393445,39.441805782889425,7433.533417042487,53,236.2257484
1995,20,24.229623213359815,2119.813937120435,8.314304121528728,64.25489077050095,31,137.0950334
1995,31,300.18991503491867,927313.1724856244,219.8116687551809,454245.49401209236,69,316.8814124
1995,32,181.95870253000743,52468.76751418018,139.47800209957134,28682.95803387439,8,39.169954999999995
1995,41,83.24603186824812,26865.051486017222,28.550056622633818,6976.445886646737,43,210.5108743
1995,42,228.38503307590827,108227.82062230977,162.71383223729265,79325.87692644708,29,136.2741196
1995,43,209.0958691804172,305080.52212644246,99.1430675708751,73003.07754183353,22,103.73204
1995,50,187.7632670566881,306955.5991247077,131.1556287824017,132295.55849091412,25,124.9941967
1995,61,433.7854064517223,1359605.152634338,179.0019503449054,289817.2738526503,59,297.4698465
1995,62,413.5342142862236,167145.84605074703,161.95143782457762,27936.8224066348,7,34.715586099999996
1995,82,5.7106583798996935,40.47838037371116,1.6360422343166268,14.085130297972745,12,62.5046543
1995,90,146.57255788648826,50441.387604116506,56.71171949729546,4660.823736693745,8,42.987630800000005
1996,10,23.240663262636424,1399.794855977022,22.752475842254977,1202.537645465779,56,241.5296118
1996,20,30.234420549269817,1764.280830642696,11.645147406128523,109.56422698294621,31,142.0622035
1996,31,118.5250206024958,39416.88712771249,87.53930085215613,19726.482985531202,68,309.4772337
1996,32,829.6852404308173,612002.3325793593,533.8053912069804,226723.95807837023,8,30.3073971
1996,41,84.16488086078411,15511.763166604702,47.834580464592456,4602.457504719471,44,212.6927483
1996,42,321.8048284512916,159644.89090909145,179.54060591235057,54484.08885770848,30,128.978467
1996,43,165.85513624176792,33573.469241736646,77.3301992691751,8497.508360092033,21,101.63704650000001
1996,50,25.538536522744742,1731.011120135125,17.9450520359861,1546.548587492063,23,113.6525801
1996,61,146.10519467393186,29050.341152976518,58.356864307626985,7923.199539198402,59,286.8973592
1996,62,100.4589279155077,796.2970843607309,48.68789896883125,171.08140943183463,7,34.8817374
1996,82,109.15694502185501,28670.23844000865,40.49135193757015,4831.86094265958,12,59.1293016
1996,90,192.46425601925017,9166.893470173669,61.26792520798715,808.3666707736271,8,39.9271857
1997,10,19.267098931610157,1291.16410942436,13.118340732946766,380.78677955067286,55,239.3744672
1997,20,79.08232392555814,47574.4884217353,8.916665685754257,66.84132887253377,29,124.5442516
1997,31,71.50455404248312,20181.43350230363,54.63824317446396,7963.368799933356,69,318.163937
1997,32,171.23370204355544,34118.709509219494,91.9422517515014,6055.538145540727,8,37.444677600000006
1997,41,79.41621975073173,12931.388581190391,42.48721317194914,5028.71183795258,44,212.7047222
1997,42,375.1887926128462,513059.7427701909,212.4361167557673,148678.30180961872,31,141.5129131
1997,43,322.9970836784583,286091.376391964,205.05146750156683,103642.67191331535,22,94.4116418
1997,50,53.91443573330164,15064.048768773395,53.009329801480774,17213.26618109245,23,115.8700529
1997,61,275.8953487008011,256213.8176823403,82.82549205057825,14363.086876231053,57,272.7955958
1997,62,248.79657808869314,51051.32061190883,86.8085639911318,4768.787836197018,7,35.2249961
1997,82,550.2619241120027,1408349.6891988106,260.31186479910843,303208.65396602504,12,56.8813086
1997,90,445.17279705667255,199155.5905433864,195.4234088177752,33051.39347244082,8,37.3052477
1998,10,58.982378887361875,12669.028995982295,48.60460931795976,5465.8043571453545,58,257.9880823
1998,20,23.956740056096347,621.7488935733029,11.014160530996008,73.76906968865745,31,141.22932939999998
1998,31,75.23555396939342,25356.901607161402,45.091096254958856,8534.272688179972,67,326.9706467
1998,32,395.55615143893687,678201.279833098,195.48957642525855,156646.89806231644,8,38.6243688
1998,41,95.21178024171563,31752.416254630883,47.09023203038862,5504.006286920463,44,226.7723313
1998,42,167.18816528472215,97031.94106578133,62.54775926572152,13767.817782757773,30,151.1264309
1998,43,222.9582720818123,48826.9477141811,115.87854346123927,14230.65056077552,22,107.4380503
1998,50,3.629597621938363,78.78368457806744,2.2474194439380057,29.417663203019774,21,109.52215369999999
1998,61,117.72915620166603,23096.87933489719,47.63940100984493,4571.299295026618,59,311.6329373
1998,62,130.92438297214974,16015.427236780777,28.023449144007184,330.8676640127235,7,37.8983836
1998,82,524.5457374227293,524102.5842664594,283.59666526623647,150078.92692093304,11,56.9334586
1998,90,152.12575148992585,9546.998770676337,72.58600081850194,1892.973449019151,8,43.731582
1999,10,10.849046051807518,155.48489610804745,13.894891308359613,429.8515940112656,54,243.94522469999998
1999,20,23.914520608954504,916.4478611701409,7.9843627586222725,41.66659034366247,31,139.7505057
1999,31,54.08108782274659,5704.945541144264,45.10202113210656,4796.750649916017,69,332.9200416
1999,32,54.57036287450284,411.60344516134,26.171223306596048,80.01092526186635,8,38.0031152
1999,41,84.88691078394832,68161.45189023582,45.897830776280685,14561.817487977745,44,222.742884
1999,42,155.28682190147114,29420.87327462762,99.37374631277918,19322.234752124885,31,144.2074349
1999,43,46.02288709328905,3628.3131685266408,27.655296993609504,943.5850072792116,21,108.1446547
1999,50,22.30567501922389,1664.8555850714265,16.346861275666164,985.679686886217,26,134.0478342
1999,61,536.0590823566528,465265.1327916551,254.36969966778238,134403.4254607412,59,286.5841918
1999,62,575.4597749007128,223759.22052337378,248.2943867512127,22411.416312654732,7,37.2177218
1999,82,16.666092289837714,1175.171521709657,13.060104461423563,1415.2064208879162,12,65.66597
1999,90,206.19168040417122,42833.848679831855,152.43634866216584,17223.64622846443,8,40.0413679
2000,10,49.637106172911544,6036.5988944354995,30.38447161973967,4631.659689339317,57,241.1225334
2000,20,30.48781017989904,2371.734122297049,19.88577737981445,496.6696940069062,30,136.3609199
2000,31,166.92822222594032,64213.63122005013,129.60420044070165,38452.27731276484,68,310.7967668
2000,32,403.0698329741099,56140.76185839477,234.7106255332405,20047.023883001977,8,37.2561412
2000,41,180.04002248137627,76670.22830867626,111.84621142998415,29638.38258979417,44,213.2280236
2000,42,188.82279893005372,51095.273569675555,94.04170922872972,16297.90442275606,30,141.7710143
2000,43,276.45247160848714,100348.3343869709,147.08420093063594,24137.304393509658,22,100.7614121
2000,50,57.5344687596842,14783.448512946696,41.37723385289846,6331.574993480466,26,132.5518641
2000,61,411.38603084572725,681608.7178006081,229.04487223209452,197419.95259715052,53,248.20353020000002
2000,62,171.42414100974457,14283.31466920602,84.92422029341179,3243.55809581596,7,36.2436017
2000,82,6.675397217446424,110.01694364990612,3.941956223340286,143.98836754741257,11,57.2475809
2000,90,157.41416504819136,34934.220468459986,96.88638654828782,13916.390247653566,8,41.1413385
2001,10,46.28008515060206,7863.724276353763,26.199026305675535,2181.6512196787794,56,234.1448298
2001,20,22.57351051878392,1768.9321053863357,19.980728455092205,1240.4695727037092,30,124.933577
2001,31,234.21291823831976,154671.8656586772,104.48212748105986,31157.323612929784,69,306.1889079
2001,32,75.82132479726356,4341.6855910581535,43.169360594359816,1856.8706472866618,8,35.5457193
2001,41,146.62904351126116,37693.97215494265,75.06956794736344,8115.712803832804,44,211.4226318
2001,42,195.41972267471508,67825.54192324201,74.55032055928388,10563.536454212428,31,141.08667690000001
2001,43,117.09233612796352,8826.174448730007,101.05831630623061,9809.66098561536,22,103.8281025
2001,50,36.32105528889334,1420.5378600828858,34.21689861523917,1209.584140573701,26,127.3367115
2001,61,353.0830755073145,174405.94785499258,205.58352200527582,46024.09572190941,57,283.3974487
2001,62,326.6084001501127,43699.04471440774,193.25070926420463,13672.63165140248,7,35.0403041
2001,70,14.347069186451535,113.28853228358749,0.09750376633339164,0.004606639274151162,4,18.2034962
2001,81,19.518497297761858,616.7629615642004,0.4825937450290055,1.0411295005438492,20,97.7609169
2001,82,20.947801859675042,597.789853039847,11.309342119085214,420.79918691807376,12,61.4777536
2001,90,42.07229932915545,1115.7467714659072,26.627772072590574,477.29084045490157,8,42.4216364
2002,10,13.040570993903884,1036.876526188342,11.493745562550867,1156.891825963806,54,238.061082
2002,20,47.03089757731154,8012.0823649248705,16.548378865054012,468.1732739292789,31,140.0031307
2002,31,103.93312423060522,18742.163659570386,93.366334057369,16570.62145937666,73,345.1310411
2002,32,148.06213344629552,73903.87563064207,86.84620794004721,22705.331030636604,10,44.8892532
2002,41,221.4361580300729,212263.43120806344,154.63314790971972,69294.91622808087,49,225.014592
2002,42,266.876171259907,144841.27199991548,132.45644676332387,34574.30029349834,32,148.0535468
2002,43,358.8061303207401,118759.42357708132,260.5861249029447,70705.6271992581,22,106.1917215
2002,50,104.34870027125645,34739.79588240194,93.63643108962016,29400.96995669363,23,119.2523922
2002,61,217.37935241414453,161822.17789641672,125.88892647537678,46125.49566418437,66,311.9728204
2002,62,262.97334791774676,95630.6784412105,134.67727278980723,29382.665614093137,8,37.6367293
2002,82,24.329507521932854,1142.6380537696098,17.959689444501983,865.9807486386541,12,62.001579
2002,90,244.683776823488,89817.6503664935,143.08930829000371,32416.875027507558,8,40.0482884
2003,10,43.14427744482194,46219.34407860398,49.694450020412894,56304.78904352796,53,222.02136240000002
2003,20,15.964512038062033,703.4512676684078,13.3488625070706,712.5962954697133,30,135.5021146
2003,31,316.5927918877816,2307112.4746605353,318.3680210247088,2968981.77333237,68,312.5044221
2003,32,255.29179410452667,55747.092017403615,175.42168416250234,20008.639794595805,8,38.9743155
2003,41,241.78251745001936,37526.67918329148,180.19960688970693,25457.515406645245,44,224.3761908
2003,42,199.52040773634667,21508.11516503905,139.39425038659013,11162.810607653373,30,146.5540836
2003,43,483.61087325242863,290649.83114474535,279.83372619671627,104631.04942288731,22,112.9224108
2003,50,32.04921809838524,5097.669829580598,32.79883868624051,5521.325730412418,26,137.0152776
2003,61,388.776507054245,299748.2340214806,286.32507511876713,192153.54631560162,55,272.5704458
2003,62,284.0224884248845,34752.07706381525,147.95675189592617,3462.5249744053103,7,36.7490108
2003,82,133.96030564648726,6779.1779748810295,106.38038467561779,4482.057762253346,12,64.436621
2003,90,166.6979344287419,12006.341535140871,82.0430797011393,2511.958767991087,8,42.6432224
2004,10,10.885538830017499,178.76168033458808,13.738984653470654,440.8586970034762,58,265.5656761
2004,20,16.735023980682243,664.5785816835819,11.172112924307362,193.96150974145954,31,145.4766721
2004,31,107.27081091689018,27968.78866775364,90.25574327829342,15325.930783737065,76,363.6158027
2004,32,389.8971227721373,571395.9498513772,280.76344680134486,294425.9521242346,11,50.6828491
2004,41,106.70932873243855,17379.70357154154,78.5908256153487,8389.604869006149,52,246.0698244
2004,42,363.174323384699,124004.21913023002,246.9827280287802,56184.03807079359,32,148.4084814
2004,43,80.47238513093772,4788.622609505728,43.607046395467904,1190.4583175985258,24,116.0036244
2004,50,48.87892439522126,13986.73371494536,37.93102425870759,7199.376311042664,24,125.385212
2004,61,137.09413165751016,56997.84652711057,92.06572921159824,30511.01757047442,72,356.0084372
2004,62,30.945460319332454,891.9858279894404,18.469198745797105,271.07025450220664,10,45.1436954
2004,82,75.03926939092533,14132.898405071941,43.51723738971583,2807.794432089244,12,56.0432317
2004,90,79.84765120928535,3532.827456035852,34.873940650997866,373.1073233913412,8,37.6221062
2005,10,11.584506758779442,946.2038480913636,10.580416189584586,1143.479411074159,54,235.6222885
2005,20,14.500340973155494,229.87285898495006,10.862390024697635,46.69910008051871,31,137.6271644
2005,31,104.56521264867435,25079.131523193668,90.45475255157271,17576.825450243403,69,318.4453962
2005,32,575.1297443520552,220204.16694028405,404.79911764908104,107731.2189293295,8,32.9363288
2005,41,141.04260222958635,72677.27468988535,102.99941662144208,36613.45963785194,44,206.85234640000002
2005,42,202.18103937475337,39066.420233448785,137.09299549007596,19990.953734929648,29,130.4887717
2005,43,120.0692193513767,15445.129985074074,74.12342209880535,5294.615880193838,21,101.1149793
2005,50,94.9231018574474,25209.876362625007,80.11824128191397,17821.414611905813,24,119.4946229
2005,61,357.1896637711141,257776.3577033943,226.17280511667937,92531.01830742895,55,254.9545214
2005,62,290.9060823892843,30445.74559410711,174.5543756105652,14276.794053311241,7,33.7456325
2005,70,8.58193731493525,39.411419940656685,10.204649150488837,61.712235089556856,5,22.4208771
2005,81,4.539820931264462,17.787430088637816,4.308808409729499,29.827831747901726,24,116.8251601
2005,82,38.489328348459274,1953.4574670843785,27.396478678637497,980.1293225672437,12,60.290015
2005,90,174.6417818784115,26462.570391349964,76.3832671158575,2350.556849169405,8,37.9676873
2006,10,12.050959472522008,1260.199599044768,12.126815950786128,1564.7002113141116,50,222.5992105
2006,20,101.92683508054527,22024.55693441457,8.590046051612472,93.17776937176023,30,139.8934164
2006,31,47.460433421490926,5732.707135783012,45.910027583897126,4865.453321177409,69,334.19860869999997
2006,32,408.4284634918735,122168.17053523482,279.76523689668034,54113.64028868218,8,37.537771
2006,41,58.33764018669883,15263.309639302257,39.68793932475071,6735.069749631687,44,222.2686933
2006,42,191.546204081243,72035.36697646203,151.192367853243,39254.47831731983,31,148.7226794
2006,43,47.340193751566616,2268.1187329656573,32.635289591772924,1093.157352355776,22,103.3548183
2006,50,74.79234516847526,20507.817879213777,63.03844898293947,14784.923160371134,25,126.3359891
2006,61,198.1848710164414,77468.27230896006,123.96120829196232,34148.62561744986,57,292.2446368
2006,62,245.72679559903509,31822.480603023094,150.57847602176363,10130.160966687687,7,35.2737714
2006,70,3.6513414017478403,13.39740864466697,0.21403334951073516,0.05494456356248769,4,19.5181477
2006,81,3.658744751919675,47.851839629955244,0.11596850562490849,0.048757851217929575,19,98.2380713
2006,82,5.217682929482968,14.791636199404635,0.17158039923425092,0.054306396479283855,12,63.155678800000004
2006,90,325.8258235902471,71681.37097366428,172.47556339746095,13124.98675397582,8,42.5576797
2007,10,12.192574247657666,418.9854578322233,3.5860457688645253,131.7994162684546,51,228.2538599
2007,20,135.4126386920965,125598.04981858033,4.19116774911658,29.558524178550687,27,122.0437533
2007,31,90.93143930218926,65937.20169844257,84.99710740374917,52124.062355817776,69,331.5018599
2007,32,335.82058522290004,143485.18500131092,311.69180314442457,113489.64893876933,8,37.4936709
