Alt Stock Year ABC OFL Catch SSB F Total_Biom SPR_Implied
EBS_Pollock_2013 6 458 2019.5 2150.7 19589.2 8110.74 0.400684 0.417157 8373.87
EBS_Pollock_2013 6 459 2019.5 2311.38 20391.9 8750.5 0.384038 0.449467 9138.73
EBS_Pollock_2013 2 270 2019.5 2269.77 19931.9 8221.82 0.443763 0.339435 8462.21
EBS_Pollock_2013 2 271 2019.5 2558.38 26037.9 9374.24 0.41881 0.380472 9767.68
EBS_Pollock_2013 2 272 2019.5 3088.93 26695.8 11576.9 0.41273 0.39098 12066.5
EBS_Pollock_2013 2 273 2019.5 2165.72 23664.1 7899.6 0.455953 0.321864 7888.8
EBS_Pollock_2013 2 274 2019.5 2503.29 23365.4 8950.66 0.430805 0.36134 9353.42
EBS_Pollock_2013 2 275 2019.5 2405.51 24788.4 9067.94 0.44349 0.344251 9144.44
EBS_Pollock_2013 2 276 2019.5 2915.71 25766.9 10746.3 0.416286 0.384689 11221.6
EBS_Pollock_2013 2 277 2019.5 2835.56 29492.9 10946.2 0.418719 0.38086 11064.3
EBS_Pollock_2013 2 278 2019.5 3212.19 27362.8 11839.1 0.422031 0.375567 12360.4
EBS_Pollock_2013 2 279 2019.5 2650.12 21299.2 9549.95 0.43039 0.362573 9963.82
EBS_Pollock_2013 5 400 2019.5 4235.54 18660.1 12334.6 0.961116 0.0228416 12030.8
EBS_Pollock_2013 5 401 2019.5 6055.6 34195.4 18335.5 0.961116 0.0228416 18050
EBS_Pollock_2013 5 402 2019.5 4578.35 22227.7 13390.3 0.961116 0.0228416 13205.7
EBS_Pollock_2013 5 403 2019.5 4738.95 21747.6 13679.2 0.961116 0.0228416 13517.3
EBS_Pollock_2013 5 404 2019.5 5633.37 30955.8 17134.9 0.961116 0.0228416 17117.1
EBS_Pollock_2013 5 405 2019.5 5177.73 26279.4 15524.2 0.961116 0.0228416 15194.2
EBS_Pollock_2013 5 406 2019.5 4418.66 22067.3 12995.4 0.961116 0.0228416 12795.4
EBS_Pollock_2013 5 407 2019.5 4908.88 29033.2 15064.1 0.961116 0.0228416 14694.7
EBS_Pollock_2013 5 408 2019.5 5463.56 25880.6 16321.6 0.961116 0.0228416 16250.2
EBS_Pollock_2013 5 409 2019.5 5673.24 28867.1 17172.7 0.961116 0.0228416 17094
EBS_Pollock_2013 1 220 2019.5 2412.35 23138.8 8921.18 0.422692 0.373179 9201.58
EBS_Pollock_2013 1 221 2019.5 3710.12 33835.9 14016.2 0.40461 0.403992 14632.7
EBS_Pollock_2013 1 222 2019.5 2269.28 21842.8 8667.21 0.440645 0.344494 8687.21
EBS_Pollock_2013 1 223 2019.5 2669.89 23563.9 9808.95 0.421668 0.375022 10149.5
EBS_Pollock_2013 1 224 2019.5 3076.09 25781.2 11478.7 0.406921 0.39975 12006
EBS_Pollock_2013 1 225 2019.5 2427.38 20878.8 8782.65 0.419823 0.377287 9182.02
EBS_Pollock_2013 1 226 2019.5 2086.94 16558.1 7464.79 0.457894 0.319875 7662.87
EBS_Pollock_2013 1 227 2019.5 2967 27214.8 11043.7 0.405257 0.402773 11506.5
EBS_Pollock_2013 6 460 2019.5 2111.29 16964.1 7638.54 0.404097 0.408656 8069.87
EBS_Pollock_2013 1 228 2019.5 2472.14 20430.6 9088.28 0.418147 0.379878 9482.11
EBS_Pollock_2013 6 461 2019.5 2890.24 30177.5 11378.5 0.373475 0.474145 11910.5
EBS_Pollock_2013 1 229 2019.5 2483.22 27103.7 9595.13 0.418274 0.380611 9624.82
EBS_Pollock_2013 6 462 2019.5 2298.53 21009.9 8696.59 0.383673 0.449031 9105.42
EBS_Pollock_2013 6 463 2019.5 2279.07 27307 8677.67 0.393806 0.430971 8922.03
EBS_Pollock_2013 6 464 2019.5 2455.35 23910.5 9663.57 0.37795 0.46377 9921.17
EBS_Pollock_2013 6 465 2019.5 2865.78 32344 11513.5 0.36959 0.48189 11857.9
EBS_Pollock_2013 6 466 2019.5 2418.01 25011.2 9336.65 0.380026 0.460191 9725.74
EBS_Pollock_2013 6 467 2019.5 2230.27 25805.2 8752.72 0.396216 0.42613 8965.36
EBS_Pollock_2013 6 468 2019.5 2704.15 25913.8 10415.3 0.378569 0.463953 10791
EBS_Pollock_2013 6 469 2019.5 2232.21 24652 8388.25 0.390906 0.434729 8703.14
EBS_Pollock_2013 2 280 2019.5 2953.95 25308.2 10849.3 0.424423 0.372418 11314.8
EBS_Pollock_2013 2 281 2019.5 3346.16 35227.3 12922.9 0.413018 0.390569 13151.6
EBS_Pollock_2013 2 282 2019.5 2547.06 22336.1 9391.75 0.420408 0.377443 9668.97
EBS_Pollock_2013 2 283 2019.5 2826.64 25778.7 10241.6 0.42329 0.374385 10681.4
EBS_Pollock_2013 2 284 2019.5 3091.83 26583.2 11470.3 0.41931 0.380243 11917.2
EBS_Pollock_2013 2 285 2019.5 3220.75 29565.4 12042.7 0.412931 0.390682 12500.5
EBS_Pollock_2013 2 286 2019.5 2387.48 25188 8750.47 0.4363 0.352711 8953.14
EBS_Pollock_2013 2 287 2019.5 2393.29 20160.8 8753.11 0.433968 0.355286 9092.54
EBS_Pollock_2013 2 288 2019.5 2507.23 20633.6 9085.53 0.423902 0.37169 9496.17
EBS_Pollock_2013 2 289 2019.5 2615.61 22953.1 9692.86 0.414805 0.387235 10076
EBS_Pollock_2013 5 410 2019.5 5395.29 27562.2 16310.9 0.961116 0.0228416 15996.5
EBS_Pollock_2013 5 411 2019.5 4559.03 23355 13582 0.961116 0.0228416 13306.1
EBS_Pollock_2013 5 412 2019.5 4197.24 18886 12200.6 0.961116 0.0228416 11913
EBS_Pollock_2013 5 413 2019.5 5284.53 28709.6 15849 0.961116 0.0228416 15581.1
EBS_Pollock_2013 5 414 2019.5 3900.23 17178.9 11312.2 0.961116 0.0228416 11087.5
EBS_Pollock_2013 5 415 2019.5 5045.32 24308.9 14890.7 0.961116 0.0228416 14807.1
EBS_Pollock_2013 5 416 2019.5 4081.7 20916 12132.7 0.961116 0.0228416 11887
EBS_Pollock_2013 5 417 2019.5 5149.05 28899.9 15491.6 0.961116 0.0228416 15003.6
EBS_Pollock_2013 5 418 2019.5 4958.1 22566.3 14477.8 0.961116 0.0228416 14169.1
EBS_Pollock_2013 5 419 2019.5 5197.6 24562.2 15423.1 0.961116 0.0228416 15129.3
EBS_Pollock_2013 1 230 2019.5 2922.9 25375.3 10724.4 0.419272 0.37965 11222.2
EBS_Pollock_2013 1 231 2019.5 2164.98 21071.1 7772.02 0.447833 0.333033 7965.01
EBS_Pollock_2013 1 232 2019.5 2905.7 31168.9 11253.7 0.415572 0.384548 11448.5
EBS_Pollock_2013 1 233 2019.5 2634.82 20589.7 9667.41 0.413782 0.387284 10179
EBS_Pollock_2013 1 234 2019.5 2451.11 22171.5 9071.88 0.423071 0.37216 9325.48
EBS_Pollock_2013 1 235 2019.5 2521.95 23495.7 9311.89 0.41978 0.377458 9616.67
EBS_Pollock_2013 1 236 2019.5 2996.83 26796.5 11372.8 0.411948 0.390835 11887.3
EBS_Pollock_2013 1 237 2019.5 3632.39 35502.8 13839.1 0.404601 0.40401 14309
EBS_Pollock_2013 6 470 2019.5 2350.35 23149.5 9106.88 0.381683 0.454608 9483.72
EBS_Pollock_2013 1 238 2019.5 2494.29 28536.6 9464.36 0.419547 0.37887 9588.75
EBS_Pollock_2013 6 471 2019.5 2262.68 19993.1 8610.48 0.388353 0.440291 8937.61
EBS_Pollock_2013 1 239 2019.5 3370.8 30617.3 12595.7 0.408387 0.397253 13164.4
EBS_Pollock_2013 6 472 2019.5 2341.06 23634.2 8969.38 0.383148 0.454288 9270.03
EBS_Pollock_2013 6 473 2019.5 2459.66 21512.6 9352.81 0.380733 0.46024 9825.97
EBS_Pollock_2013 6 474 2019.5 2205.26 23231.7 8218.15 0.394508 0.428921 8593.7
EBS_Pollock_2013 6 475 2019.5 2073.32 18945.8 7945 0.409283 0.399907 8087.26
EBS_Pollock_2013 6 476 2019.5 2197.33 20032.1 8314.34 0.394877 0.427209 8571.2
EBS_Pollock_2013 6 477 2019.5 2207.27 19489.9 8357.82 0.393929 0.429352 8675.3
EBS_Pollock_2013 6 478 2019.5 2357.06 28435.8 9333.83 0.395122 0.433117 9530.21
EBS_Pollock_2013 6 479 2019.5 2175.27 19987 8178.57 0.396039 0.422449 8471.8
EBS_Pollock_2013 2 290 2019.5 2560.96 22130.7 9309.58 0.433006 0.358206 9584.45
EBS_Pollock_2013 2 291 2019.5 2736.78 21586.1 10098 0.410778 0.394589 10555
EBS_Pollock_2013 2 292 2019.5 2613.95 21668.7 9693.14 0.418922 0.380146 10074.4
EBS_Pollock_2013 2 293 2019.5 2621.01 25985.7 9884.91 0.42525 0.369992 10152.7
EBS_Pollock_2013 2 294 2019.5 2790.34 34965.4 10997.6 0.428599 0.363987 11280.9
EBS_Pollock_2013 2 295 2019.5 2470.84 18671.2 8861.89 0.428541 0.364901 9288.43
EBS_Pollock_2013 2 296 2019.5 2833.52 25767.6 10758.9 0.414581 0.387745 11097.1
EBS_Pollock_2013 2 297 2019.5 2354.53 18785.9 8524.51 0.43482 0.353665 8891.06
EBS_Pollock_2013 2 298 2019.5 2299.59 18687.5 8212.55 0.440993 0.344435 8514.86
EBS_Pollock_2013 2 299 2019.5 2743.79 23631.3 10052.1 0.427214 0.36707 10412.9
EBS_Pollock_2013 6 1 2019.5 2117.06 19924.5 7904.8 0.405129 0.409906 8205.76
EBS_Pollock_2013 6 2 2019.5 2918.12 32797 11811.5 0.359934 0.505475 12151.5
EBS_Pollock_2013 6 3 2019.5 2582.44 22957.1 9792.25 0.374989 0.470206 10335.3
EBS_Pollock_2013 6 4 2019.5 2200.97 17582.4 8075.87 0.394806 0.427991 8511.78
EBS_Pollock_2013 6 5 2019.5 2589.03 30683.3 10339.1 0.381727 0.454742 10716.7
EBS_Pollock_2013 6 6 2019.5 2362.02 24638.5 9343.44 0.384941 0.448915 9537.99
EBS_Pollock_2013 6 7 2019.5 2613.79 26365.1 10061.8 0.379089 0.462253 10507.2
EBS_Pollock_2013 5 420 2019.5 7022.89 37080.9 20753.3 0.961116 0.0228416 20689.8
EBS_Pollock_2013 6 8 2019.5 2086.84 15081.2 7558.57 0.408754 0.403389 7949.74
EBS_Pollock_2013 5 421 2019.5 4470.4 20932.5 12988.6 0.961116 0.0228416 12814.3
EBS_Pollock_2013 6 9 2019.5 2571.97 26426.3 10183.5 0.36719 0.487526 10490
EBS_Pollock_2013 5 422 2019.5 6225.21 29096.6 18398.3 0.961116 0.0228416 18293.6
EBS_Pollock_2013 5 423 2019.5 5438.91 26173.7 16048.6 0.961116 0.0228416 15824.5
EBS_Pollock_2013 5 424 2019.5 4298.96 19730.7 12578.4 0.961116 0.0228416 12258.2
EBS_Pollock_2013 5 425 2019.5 4584.14 23611.4 13284.6 0.961116 0.0228416 13031.4
EBS_Pollock_2013 5 426 2019.5 4310.68 19586.6 12691.2 0.961116 0.0228416 12451.3
EBS_Pollock_2013 5 427 2019.5 4393.21 18057.7 12601.4 0.961116 0.0228416 12221.5
EBS_Pollock_2013 5 428 2019.5 4646.02 22547.9 13397.6 0.961116 0.0228416 13117.8
EBS_Pollock_2013 5 429 2019.5 5748.26 30102.1 17238.6 0.961116 0.0228416 16883.3
EBS_Pollock_2013 1 240 2019.5 2453.44 22977.4 9195.3 0.419537 0.378386 9400.77
EBS_Pollock_2013 1 241 2019.5 2432.65 19696.3 8801.36 0.432908 0.35888 9067.99
EBS_Pollock_2013 1 242 2019.5 2477.89 24583.2 9199.01 0.426642 0.366068 9544.91
EBS_Pollock_2013 1 243 2019.5 3189.08 27847.9 11970.4 0.405746 0.401892 12507.9
EBS_Pollock_2013 1 244 2019.5 2578.45 22454.1 9445.23 0.417794 0.380749 9881.09
EBS_Pollock_2013 1 245 2019.5 2567.5 20398.8 9390.72 0.416261 0.38355 9828.73
EBS_Pollock_2013 1 246 2019.5 2622.69 25060.7 9731.8 0.412169 0.390223 10089.1
EBS_Pollock_2013 1 247 2019.5 2236.67 19665.4 8132.53 0.439482 0.345122 8355.32
EBS_Pollock_2013 6 480 2019.5 2210.37 19198.8 8297.83 0.392631 0.430019 8676.01
EBS_Pollock_2013 1 248 2019.5 2444.84 23065.8 9047.53 0.420172 0.376416 9302.4
EBS_Pollock_2013 6 481 2019.5 2614.02 30286.9 10238.4 0.370888 0.479722 10587.7
EBS_Pollock_2013 1 249 2019.5 2533.94 20592.7 9346.57 0.414363 0.386146 9724.54
EBS_Pollock_2013 6 482 2019.5 2236.64 19406.7 8387.89 0.389737 0.435684 8758.26
EBS_Pollock_2013 6 483 2019.5 2693.39 23696.2 10331.5 0.373309 0.474247 10866.9
EBS_Pollock_2013 6 484 2019.5 2105.85 15663.9 7720.88 0.405213 0.407485 8127.2
EBS_Pollock_2013 6 485 2019.5 2590.14 26409.8 10271.2 0.368605 0.484701 10685.2
EBS_Pollock_2013 6 486 2019.5 2255.55 18535.5 8311.51 0.3902 0.439192 8774.56
EBS_Pollock_2013 6 487 2019.5 2276.29 23525.2 8653.47 0.388611 0.440539 9024.8
EBS_Pollock_2013 6 488 2019.5 2704.45 26136.6 10528.4 0.365303 0.49214 11028.8
EBS_Pollock_2013 6 489 2019.5 2455.05 23179.6 9380.48 0.371307 0.47805 9859.42
EBS_Pollock_2013 5 430 2019.5 3960.04 24092.1 11717.4 0.961116 0.0228416 11253.9
EBS_Pollock_2013 5 431 2019.5 6201.13 27447.3 17921.6 0.961116 0.0228416 17670.6
EBS_Pollock_2013 5 432 2019.5 5256.73 28584.4 15722.5 0.961116 0.0228416 15264.3
EBS_Pollock_2013 5 433 2019.5 4595.03 26167.4 14153.5 0.961116 0.0228416 13969.9
EBS_Pollock_2013 5 434 2019.5 4497.54 21125.2 13162.9 0.961116 0.0228416 13079.6
EBS_Pollock_2013 5 435 2019.5 4842.09 23183 13992.1 0.961116 0.0228416 13730.3
EBS_Pollock_2013 5 436 2019.5 5673.56 29337.3 16806.5 0.961116 0.0228416 16377.4
EBS_Pollock_2013 5 437 2019.5 4676.01 23538.1 13794.2 0.961116 0.0228416 13384.5
EBS_Pollock_2013 5 438 2019.5 4701.15 20990.1 13797.6 0.961116 0.0228416 13509.1
EBS_Pollock_2013 5 439 2019.5 4597.81 20678 13485.9 0.961116 0.0228416 13152.6
EBS_Pollock_2013 1 250 2019.5 3048.48 27216.4 11458.4 0.405385 0.40254 11972.7
EBS_Pollock_2013 1 251 2019.5 2126.72 17113.7 7465.37 0.453217 0.326582 7787.92
EBS_Pollock_2013 1 252 2019.5 2568.15 23149.7 9802.16 0.412186 0.390265 10050.3
EBS_Pollock_2013 1 253 2019.5 2891.68 26350.6 10827.3 0.405006 0.403238 11271.5
EBS_Pollock_2013 1 254 2019.5 2625.47 23773.4 9806.49 0.411482 0.391421 10090.9
EBS_Pollock_2013 1 255 2019.5 2356.08 19182.4 8409.29 0.426974 0.36526 8807.57
EBS_Pollock_2013 1 256 2019.5 2463.24 22470.2 9163.25 0.417704 0.380947 9432.06
EBS_Pollock_2013 1 257 2019.5 2255.97 17804.4 7999.54 0.438134 0.348377 8373.3
EBS_Pollock_2013 1 258 2019.5 3018.86 27699.4 11369.9 0.408231 0.3975 11812.1
EBS_Pollock_2013 6 490 2019.5 2174.81 18386.7 8071.33 0.397065 0.422353 8472.86
EBS_Pollock_2013 1 259 2019.5 2880.55 22862.2 10619.1 0.405265 0.402759 11133.1
EBS_Pollock_2013 6 491 2019.5 1963.59 15417.5 7069.44 0.422995 0.376815 7419.72
EBS_Pollock_2013 6 492 2019.5 2955.72 32441.1 11783.3 0.364207 0.494954 12150.7
EBS_Pollock_2013 6 493 2019.5 2329.72 18851.6 8754.83 0.389459 0.439747 9198.76
EBS_Pollock_2013 6 494 2019.5 3069.64 32985.8 12263.6 0.364749 0.494058 12623.9
EBS_Pollock_2013 6 495 2019.5 2022.13 17815.9 7372.12 0.414733 0.389433 7682.08
EBS_Pollock_2013 6 496 2019.5 2683.2 26559.3 10389.9 0.382911 0.456734 10711.5
EBS_Pollock_2013 6 497 2019.5 2638.5 30853.8 10618.8 0.371661 0.477388 10783.7
EBS_Pollock_2013 6 498 2019.5 2507.75 27115.2 9794.14 0.36712 0.487077 10184.5
EBS_Pollock_2013 6 499 2019.5 2393.01 23398.5 9332.79 0.378799 0.461242 9705.07
EBS_Pollock_2013 5 440 2019.5 4411.56 22642.5 12960.5 0.961116 0.0228416 12855.1
EBS_Pollock_2013 5 441 2019.5 4348.84 19906.1 12634.4 0.961116 0.0228416 12306
EBS_Pollock_2013 5 442 2019.5 4832.55 26423 14430.4 0.961116 0.0228416 14120.2
EBS_Pollock_2013 5 443 2019.5 4461.01 25375.8 13208.2 0.961116 0.0228416 12876.2
EBS_Pollock_2013 5 444 2019.5 4259.92 14378.4 12023.8 0.961116 0.0228416 11822.2
EBS_Pollock_2013 5 445 2019.5 5179.39 24354.3 15354.8 0.961116 0.0228416 14967.9
EBS_Pollock_2013 5 446 2019.5 5549.4 30916.5 16731.9 0.961116 0.0228416 16471
EBS_Pollock_2013 5 447 2019.5 5487.4 29781.4 16741.1 0.961116 0.0228416 16500.1
EBS_Pollock_2013 5 448 2019.5 4393.83 18761.3 12752.5 0.961116 0.0228416 12490.6
EBS_Pollock_2013 5 449 2019.5 5686.99 25256 16744 0.961116 0.0228416 16543.8
EBS_Pollock_2013 1 260 2019.5 2718.39 24847.2 10084.8 0.411352 0.391716 10447.4
EBS_Pollock_2013 1 261 2019.5 2432.77 18619.6 8830.25 0.436669 0.352005 9255.38
EBS_Pollock_2013 1 262 2019.5 2162.44 18663.2 7933.67 0.448555 0.332606 8038.98
EBS_Pollock_2013 1 263 2019.5 2181.76 18354.4 7846.03 0.445836 0.335863 8083.67
EBS_Pollock_2013 1 264 2019.5 3776.43 39450.3 14161.5 0.412618 0.390209 14798.2
EBS_Pollock_2013 1 265 2019.5 2271.87 19220.5 8279.32 0.435394 0.351058 8483.39
EBS_Pollock_2013 1 266 2019.5 2538.65 23986.1 9599.28 0.417848 0.381167 9917
EBS_Pollock_2013 1 267 2019.5 2466.24 24124.4 9311.55 0.426992 0.366192 9637.81
EBS_Pollock_2013 1 268 2019.5 2674.45 28168.6 10090.7 0.419943 0.377767 10183.7
EBS_Pollock_2013 1 269 2019.5 2698.47 24471.1 10122.4 0.414624 0.386871 10500.1
EBS_Pollock_2013 5 450 2019.5 4639.82 20882.6 13635.4 0.961116 0.0228416 13445.5
EBS_Pollock_2013 5 451 2019.5 3774.2 17720.3 10901 0.961116 0.0228416 10651.2
EBS_Pollock_2013 5 452 2019.5 5092.75 24238.7 15032.4 0.961116 0.0228416 14687.5
EBS_Pollock_2013 5 453 2019.5 5023.04 21301.6 14601.6 0.961116 0.0228416 14457
EBS_Pollock_2013 5 454 2019.5 4036.99 20371.7 11993.3 0.961116 0.0228416 11697.8
EBS_Pollock_2013 5 455 2019.5 4596.5 24800.5 13753.9 0.961116 0.0228416 13518.1
EBS_Pollock_2013 5 456 2019.5 4854.11 24918.9 14234.8 0.961116 0.0228416 14034.3
EBS_Pollock_2013 5 457 2019.5 4071.2 19168.5 11909.1 0.961116 0.0228416 11612.6
