Alt Stock Year ABC OFL Catch SSB F Total_Biom SPR_Implied
EBS_Pollock_2013 6 433 2019.5 2465.58 26167.4 9760.52 0.392612 0.435735 10076.9
EBS_Pollock_2013 6 434 2019.5 2296.22 21125.2 8603.85 0.388396 0.442871 9056.09
EBS_Pollock_2013 6 435 2019.5 2319.25 23183 8730.48 0.388417 0.44159 9139.71
EBS_Pollock_2013 1 1 2019.5 2271.67 19924.5 8233.83 0.438477 0.349662 8521.84
EBS_Pollock_2013 6 436 2019.5 2652.84 29337.3 10502 0.3688 0.483734 10813.9
EBS_Pollock_2013 1 2 2019.5 3231.9 32797 12488.5 0.404594 0.404023 12823.2
EBS_Pollock_2013 6 437 2019.5 2274.56 23538.1 8795.72 0.389175 0.441041 9045.12
EBS_Pollock_2013 1 3 2019.5 2819.03 22957.1 10302.4 0.41237 0.390228 10843.3
EBS_Pollock_2013 6 438 2019.5 2305.82 20990.1 8817.03 0.383038 0.450604 9156.8
EBS_Pollock_2013 1 4 2019.5 2373.93 17582.4 8447.67 0.427832 0.364629 8871.69
EBS_Pollock_2013 6 439 2019.5 2239.34 20678 8571.71 0.393854 0.432756 8886.99
EBS_Pollock_2013 1 5 2019.5 2777.04 30683.3 10734.7 0.417549 0.381055 11108.6
EBS_Pollock_2013 1 6 2019.5 2553.21 24638.5 9752.6 0.419838 0.377637 9934.96
EBS_Pollock_2013 1 7 2019.5 2838.46 26365.1 10538.5 0.417303 0.382098 10984.1
EBS_Pollock_2013 1 8 2019.5 2248.21 15081.2 7904.75 0.441651 0.344843 8280.34
EBS_Pollock_2013 1 9 2019.5 2821.17 26426.3 10720.9 0.406794 0.399952 11019.5
EBS_Pollock_2013 2 250 2019.5 3077.75 27216.4 11522.5 0.410407 0.395297 12033.8
EBS_Pollock_2013 2 251 2019.5 2154.54 17113.7 7526.28 0.457829 0.319958 7845.77
EBS_Pollock_2013 2 252 2019.5 2597.05 23149.7 9865.48 0.417161 0.383125 10110.6
EBS_Pollock_2013 2 253 2019.5 2924.44 26350.6 10899 0.410637 0.394864 11339.7
EBS_Pollock_2013 2 254 2019.5 2654.6 23773.4 9870.29 0.416389 0.384309 10151.7
EBS_Pollock_2013 2 255 2019.5 2383.82 19182.4 8470.02 0.431627 0.358613 8865.28
EBS_Pollock_2013 2 256 2019.5 2491.18 22470.2 9224.44 0.422505 0.374123 9490.29
EBS_Pollock_2013 2 257 2019.5 2283.8 17804.4 8060.47 0.442752 0.341749 8431.18
EBS_Pollock_2013 7 490 2019.5 2207.65 18386.7 8142.67 0.401684 0.412516 8541
EBS_Pollock_2013 2 258 2019.5 3047.27 27699.4 11432.1 0.412925 0.390713 11871.3
EBS_Pollock_2013 7 491 2019.5 1998.37 15417.5 7144.8 0.426871 0.367412 7491.39
EBS_Pollock_2013 2 259 2019.5 2913.24 22862.2 10690.7 0.410884 0.394407 11201.2
EBS_Pollock_2013 7 492 2019.5 2988.61 32441.1 11854.7 0.3688 0.485142 12219
EBS_Pollock_2013 7 493 2019.5 2369.45 18851.6 8841.85 0.395343 0.426861 9282.77
EBS_Pollock_2013 7 494 2019.5 3103.71 32985.8 12337.5 0.369297 0.48406 12694.7
EBS_Pollock_2013 7 495 2019.5 2056.17 17815.9 7445.93 0.418932 0.379868 7752.45
EBS_Pollock_2013 7 496 2019.5 2717.66 26559.3 10465 0.387823 0.446192 10783.5
EBS_Pollock_2013 7 497 2019.5 2671.16 30853.8 10689.8 0.376339 0.467512 10851.6
EBS_Pollock_2013 7 498 2019.5 2542.61 27115.2 9870.12 0.372173 0.476281 10257.4
EBS_Pollock_2013 7 499 2019.5 2427.61 23398.5 9408.24 0.383879 0.450466 9777.45
EBS_Pollock_2013 1 200 2019.5 2880.86 29550.1 11062.7 0.412355 0.390362 11252.5
EBS_Pollock_2013 1 201 2019.5 2711.54 24900.4 10115.1 0.414202 0.387118 10532.4
EBS_Pollock_2013 1 202 2019.5 3000.49 24382.2 10979.1 0.419296 0.378616 11440.1
EBS_Pollock_2013 1 203 2019.5 2622.58 26644.1 9923.43 0.414054 0.387138 10278.7
EBS_Pollock_2013 1 204 2019.5 2424.44 19467.1 8884.85 0.420486 0.375588 9214.89
EBS_Pollock_2013 1 205 2019.5 2398.76 20511.4 8782.74 0.426705 0.367055 9101.61
EBS_Pollock_2013 1 206 2019.5 3343.92 34201.2 13027.4 0.407136 0.399386 13471.6
EBS_Pollock_2013 1 207 2019.5 2591.56 20150.2 9452.92 0.418476 0.379691 9853.25
EBS_Pollock_2013 6 440 2019.5 2267.93 22642.5 8525.5 0.38947 0.439759 8965.56
EBS_Pollock_2013 1 208 2019.5 2321.06 22122.5 8498.94 0.431367 0.359357 8764.65
EBS_Pollock_2013 6 441 2019.5 2151.76 19906.1 8063.36 0.399986 0.417384 8362.91
EBS_Pollock_2013 1 209 2019.5 2506.01 19951.3 9120.35 0.419801 0.377638 9507.13
EBS_Pollock_2013 6 442 2019.5 2419.25 26423 9419.92 0.381975 0.454464 9668.02
EBS_Pollock_2013 6 443 2019.5 2241.26 25375.8 8599.36 0.390332 0.436682 8842.1
EBS_Pollock_2013 6 444 2019.5 2084.83 14378.4 7489.89 0.4087 0.402954 7913.62
EBS_Pollock_2013 6 445 2019.5 2470.82 24354.3 9710.59 0.372991 0.473646 9998.16
EBS_Pollock_2013 6 446 2019.5 2754.5 30916.5 10927 0.371289 0.480334 11259.7
EBS_Pollock_2013 6 447 2019.5 2725.29 29781.4 11002.9 0.366177 0.490106 11380.4
EBS_Pollock_2013 6 448 2019.5 2187.54 18761.3 8166.99 0.395064 0.425096 8515.91
EBS_Pollock_2013 6 449 2019.5 2687.28 25256 10490 0.364453 0.494185 10983.5
EBS_Pollock_2013 2 260 2019.5 2750.92 24847.2 10156.1 0.41694 0.383419 10515.2
EBS_Pollock_2013 2 261 2019.5 2460.94 18619.6 8891.88 0.441135 0.345467 9313.84
EBS_Pollock_2013 2 262 2019.5 2190.71 18663.2 7995.51 0.452979 0.326086 8097.62
EBS_Pollock_2013 2 263 2019.5 2209.71 18354.4 7907.21 0.450394 0.329275 8141.76
EBS_Pollock_2013 2 264 2019.5 3804.54 39450.3 14223.1 0.417228 0.383544 14856.7
EBS_Pollock_2013 2 265 2019.5 2299.89 19220.5 8340.64 0.439919 0.344492 8541.63
EBS_Pollock_2013 2 266 2019.5 2566.71 23986.1 9660.69 0.422373 0.374595 9975.32
EBS_Pollock_2013 2 267 2019.5 2494.07 24124.4 9372.47 0.431598 0.359581 9695.71
EBS_Pollock_2013 2 268 2019.5 2702.64 28168.6 10152.3 0.424515 0.371131 10242.4
EBS_Pollock_2013 2 269 2019.5 2729.17 24471.1 10189.7 0.419908 0.379149 10564.1
EBS_Pollock_2013 1 210 2019.5 2243.43 17594.9 7995.21 0.439243 0.346263 8312.29
EBS_Pollock_2013 1 211 2019.5 3064.14 28560.3 11369.4 0.409552 0.395299 11831.1
EBS_Pollock_2013 1 212 2019.5 2313.11 17886.1 8272.59 0.435812 0.356739 8596.59
EBS_Pollock_2013 1 213 2019.5 2363.72 23232.5 8732.52 0.451206 0.334391 9011.63
EBS_Pollock_2013 1 214 2019.5 3074.26 26758.8 11381.5 0.408183 0.397343 11900.8
EBS_Pollock_2013 1 215 2019.5 2219.35 16870.6 7880.1 0.441219 0.342202 8232.28
EBS_Pollock_2013 1 216 2019.5 2618.17 24350.8 9764.33 0.410888 0.392527 10175.8
EBS_Pollock_2013 1 217 2019.5 2800.25 29632.6 10608.1 0.410131 0.394148 10873.5
EBS_Pollock_2013 1 218 2019.5 2258.02 23504 8397.36 0.444494 0.341156 8651.6
EBS_Pollock_2013 6 450 2019.5 2305.72 20882.6 8787.58 0.383383 0.450584 9201.28
EBS_Pollock_2013 1 219 2019.5 2505.94 24235 9399.09 0.420215 0.376769 9559.89
EBS_Pollock_2013 6 451 2019.5 1971.66 17720.3 7165.22 0.420628 0.378552 7455.96
EBS_Pollock_2013 6 452 2019.5 2429.27 24238.7 9480.64 0.375727 0.468327 9817.62
EBS_Pollock_2013 6 453 2019.5 2463.65 21301.6 9266.61 0.392231 0.436814 9706.23
EBS_Pollock_2013 6 454 2019.5 2105.58 20371.7 7995.4 0.407325 0.404424 8264.98
EBS_Pollock_2013 6 455 2019.5 2348.22 24800.5 9098.96 0.385753 0.44799 9431.52
EBS_Pollock_2013 6 456 2019.5 2375.08 24918.9 9078.96 0.377977 0.464328 9463.07
EBS_Pollock_2013 6 457 2019.5 2087.51 19168.5 7793.08 0.40612 0.403527 8060.73
