YEAR,MONTH,TYPE,SECTOR,SPECIES_GROUP_CODE,FMP_SUBAREA,PRODUCT_GROUP_DESC,PERMITS,PROD_MT,CONFIDENTIAL_FLAG
2005,7,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,8,1811.443,0
2005,7,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,32.718,1
2005,7,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,11,3661.809,0
2005,7,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,13,7104.693,0
2005,7,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,7,456.597,0
2005,7,ATSEA,AFA-CP,PLCK,BS,ROE,15,248.322,0
2005,7,ATSEA,AFA-CP,PLCK,BS,SURIMI,15,9534.842,0
2005,7,ATSEA,AFA-CP,PLCK,BS,WHOLE FISH,4,2.355,0
2005,7,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,2,1473.793,1
2005,7,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,2140.3,1
2005,7,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,1,259.756,1
2005,7,ATSEA,AFA-MS,PLCK,BS,ROE,2,29.741,1
2005,7,ATSEA,AFA-MS,PLCK,BS,SURIMI,2,6287.54,1
2005,7,ATSEA,AFA-MS,PLCK,BS,WHOLE FISH,1,155.72,1
2005,7,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,8,2061.477,0
2005,7,ATSEA,CDQ,PLCK,BS,FISHMEAL,6,1309.541,0
2005,7,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,9,22.127,0
2005,7,ATSEA,CDQ,PLCK,BS,MINCED FISH,7,1148.277,0
2005,7,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,10,4789.583,0
2005,7,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,3,24.432,0
2005,7,ATSEA,CDQ,PLCK,BS,ROE,10,79.983,0
2005,7,ATSEA,CDQ,PLCK,BS,SURIMI,10,5517.464,0
2005,7,ATSEA,CDQ,PLCK,BS,WHOLE FISH,2,1.438,1
2005,7,ATSEA,OTH,PLCK,BS,HEAD AND GUT,22,688.839,0
2005,7,ATSEA,OTH,PLCK,BS,ROE,2,0.196,1
2005,7,ATSEA,OTH,PLCK,BS,WHOLE FISH,1,0.131,1
2005,7,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,3,4850.253,0
2005,7,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,6,7192.843,0
2005,7,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,85.501,1
2005,7,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,2,873.306,1
2005,7,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,6,8983.783,0
2005,7,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,5,4470.561,0
2005,7,INSHORE,AFA-IS,PLCK,BSAI,ROE,6,402.8,0
2005,7,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,5,11724.728,0
2005,7,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,3,56.279,0
2005,8,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,13,6629.915,0
2005,8,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,8,2128.001,0
2005,8,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,48.279,1
2005,8,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,9,2421.74,0
2005,8,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,14,7585.935,0
2005,8,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,7,262.8,0
2005,8,ATSEA,AFA-CP,PLCK,BS,ROE,15,228.051,0
2005,8,ATSEA,AFA-CP,PLCK,BS,SURIMI,15,11783.265,0
2005,8,ATSEA,AFA-CP,PLCK,BS,WHOLE FISH,2,1.972,1
2005,8,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,3,697.512,0
2005,8,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,1590.9,1
2005,8,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,1,281.425,1
2005,8,ATSEA,AFA-MS,PLCK,BS,ROE,3,11.526,0
2005,8,ATSEA,AFA-MS,PLCK,BS,SURIMI,3,2639.657,0
2005,8,ATSEA,AFA-MS,PLCK,BS,WHOLE FISH,1,4.28,1
2005,8,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,5,518.04,0
2005,8,ATSEA,CDQ,PLCK,BS,FISHMEAL,6,518.872,0
2005,8,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,13,60.825,0
2005,8,ATSEA,CDQ,PLCK,BS,MINCED FISH,4,215.274,0
2005,8,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,8,1309.078,0
2005,8,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,3,47.965,0
2005,8,ATSEA,CDQ,PLCK,BS,ROE,9,38.432,0
2005,8,ATSEA,CDQ,PLCK,BS,SURIMI,9,3261.068,0
2005,8,ATSEA,CDQ,PLCK,BS,WHOLE FISH,2,0.402,1
2005,8,ATSEA,OTH,PLCK,BS,HEAD AND GUT,53,1106.553,0
2005,8,ATSEA,OTH,PLCK,BS,OTHER PRODUCTS,1,0.42,1
2005,8,ATSEA,OTH,PLCK,BS,ROE,1,0.813,1
2005,8,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,3,1723.401,0
2005,8,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,6,6910.9,0
2005,8,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,161.817,1
2005,8,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,2,845.655,1
2005,8,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,6,11151.321,0
2005,8,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,5,4610.117,0
2005,8,INSHORE,AFA-IS,PLCK,BSAI,ROE,6,420.492,0
2005,8,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,5,12026.125,0
2005,8,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,3,19.699,0
2005,9,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,13,4441.513,0
2005,9,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,7,1819.709,0
2005,9,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,7,1172.422,0
2005,9,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,12,5788.489,0
2005,9,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,6,183.678,0
2005,9,ATSEA,AFA-CP,PLCK,BS,ROE,13,176.052,0
2005,9,ATSEA,AFA-CP,PLCK,BS,SURIMI,13,10022.145,0
2005,9,ATSEA,AFA-CP,PLCK,BS,WHOLE FISH,1,1.68,1
2005,9,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,2,644.702,1
2005,9,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,1,12.155,1
2005,9,ATSEA,AFA-MS,PLCK,BS,ROE,2,32.871,1
2005,9,ATSEA,AFA-MS,PLCK,BS,SURIMI,2,3817.151,1
2005,9,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,6,548.4,0
2005,9,ATSEA,CDQ,PLCK,BS,FISHMEAL,3,127.104,0
2005,9,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,1,0.008,1
2005,9,ATSEA,CDQ,PLCK,BS,MINCED FISH,3,560.829,0
2005,9,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,6,1431.997,0
2005,9,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,3,17.78,0
2005,9,ATSEA,CDQ,PLCK,BS,ROE,7,29.979,0
2005,9,ATSEA,CDQ,PLCK,BS,SURIMI,7,1490.761,0
2005,9,ATSEA,CDQ,PLCK,BS,WHOLE FISH,1,8.973,1
2005,9,ATSEA,OTH,PLCK,BS,HEAD AND GUT,34,159.95,0
2005,9,ATSEA,OTH,PLCK,BS,OTHER PRODUCTS,1,0.6,1
2005,9,ATSEA,OTH,PLCK,BS,WHOLE FISH,3,4.08,0
2005,9,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,2,137.187,1
2005,9,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,6,4960.347,0
2005,9,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,117.588,1
2005,9,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,2,424.24,1
2005,9,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,6,7225.56,0
2005,9,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,5,3409.181,0
2005,9,INSHORE,AFA-IS,PLCK,BSAI,ROE,6,346.328,0
2005,9,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,5,11721.331,0
2005,9,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,3,24.489,0
2005,10,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,7,1071.545,0
2005,10,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,4,362.362,0
2005,10,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,5,563.712,0
2005,10,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,7,1249.336,0
2005,10,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,2,42.73,1
2005,10,ATSEA,AFA-CP,PLCK,BS,ROE,8,49.54,0
2005,10,ATSEA,AFA-CP,PLCK,BS,SURIMI,8,1946.007,0
2005,10,ATSEA,AFA-CP,PLCK,BS,WHOLE FISH,1,1.224,1
2005,10,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,1,293.376,1
2005,10,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,24.605,1
2005,10,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,1,5.461,1
2005,10,ATSEA,AFA-MS,PLCK,BS,ROE,1,13.56,1
2005,10,ATSEA,AFA-MS,PLCK,BS,SURIMI,1,1541.672,1
2005,10,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,1,32.857,1
2005,10,ATSEA,CDQ,PLCK,BS,FISHMEAL,1,52.453,1
2005,10,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,3,4.14,0
2005,10,ATSEA,CDQ,PLCK,BS,MINCED FISH,3,116.995,0
2005,10,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,3,405.817,0
2005,10,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,1,19.927,1
2005,10,ATSEA,CDQ,PLCK,BS,ROE,3,8.406,0
2005,10,ATSEA,CDQ,PLCK,BS,SURIMI,3,281.399,0
2005,10,ATSEA,CDQ,PLCK,BS,WHOLE FISH,1,1.224,1
2005,10,ATSEA,OTH,PLCK,BS,HEAD AND GUT,35,265.283,0
2005,10,ATSEA,OTH,PLCK,BS,OTHER PRODUCTS,1,0.68,1
2005,10,ATSEA,OTH,PLCK,BS,WHOLE FISH,2,3.26,1
2005,10,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,2,347.799,1
2005,10,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,6,3381.059,0
2005,10,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,39.539,1
2005,10,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,2,126.702,1
2005,10,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,6,4071.79,0
2005,10,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,5,2529.412,0
2005,10,INSHORE,AFA-IS,PLCK,BSAI,ROE,6,321.641,0
2005,10,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,5,8500.917,0
2005,10,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,2,6.808,1
2005,11,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,3,39.496,0
2005,11,ATSEA,OTH,PLCK,BS,HEAD AND GUT,33,133.893,0
2005,11,ATSEA,OTH,PLCK,BS,OTHER PRODUCTS,1,0.42,1
2005,11,ATSEA,OTH,PLCK,BS,WHOLE FISH,2,1.435,1
2005,11,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,2,147.048,1
2005,11,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,2,95.606,1
2005,11,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,2,94.801,1
2005,11,INSHORE,AFA-IS,PLCK,BSAI,ROE,2,12.101,1
2005,11,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,2,327.301,1
2005,11,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,1,1.091,1
2005,12,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,1,1100.478,1
2005,12,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,654.8,1
2005,12,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,1,102.622,1
2005,12,ATSEA,AFA-MS,PLCK,BS,ROE,1,1.374,1
2005,12,ATSEA,AFA-MS,PLCK,BS,SURIMI,1,886.92,1
2005,12,ATSEA,AFA-MS,PLCK,BS,WHOLE FISH,1,75.66,1
2005,12,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,11,6.535,0
2005,12,ATSEA,CDQ,PLCK,BS,WHOLE FISH,1,0.058,1
2005,12,ATSEA,OTH,PLCK,BS,HEAD AND GUT,33,111.856,0
2005,12,ATSEA,OTH,PLCK,BS,OTHER PRODUCTS,1,0.16,1
2005,12,ATSEA,OTH,PLCK,BS,WHOLE FISH,1,0.581,1
2006,1,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,14,3375.157,0
2006,1,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,9,778.171,0
2006,1,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,34.045,1
2006,1,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,7,1305.843,0
2006,1,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,13,2188.307,0
2006,1,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,8,260.914,0
2006,1,ATSEA,AFA-CP,PLCK,BS,ROE,17,1999.633,0
2006,1,ATSEA,AFA-CP,PLCK,BS,SURIMI,15,4589.819,0
2006,1,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,3,431.785,0
2006,1,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,538.99,1
2006,1,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,1,88.278,1
2006,1,ATSEA,AFA-MS,PLCK,BS,ROE,3,399.875,0
2006,1,ATSEA,AFA-MS,PLCK,BS,SURIMI,3,1777.651,0
2006,1,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,6,315.237,0
2006,1,ATSEA,CDQ,PLCK,BS,FISHMEAL,4,79.109,0
2006,1,ATSEA,CDQ,PLCK,BS,MINCED FISH,2,78.044,1
2006,1,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,4,116.542,0
2006,1,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,2,3.725,1
2006,1,ATSEA,CDQ,PLCK,BS,ROE,7,163.999,0
2006,1,ATSEA,CDQ,PLCK,BS,SURIMI,7,457.477,0
2006,1,ATSEA,OTH,PLCK,BS,HEAD AND GUT,46,533.625,0
2006,1,ATSEA,OTH,PLCK,BS,ROE,18,37.936,0
2006,1,ATSEA,OTH,PLCK,BS,WHOLE FISH,2,65.637,1
2006,1,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,2,1375.261,1
2006,1,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,8,3170.612,0
2006,1,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,6.411,1
2006,1,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,5,644.986,0
2006,1,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,7,3110.968,0
2006,1,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,7,1285.269,0
2006,1,INSHORE,AFA-IS,PLCK,BSAI,ROE,8,1583.797,0
2006,1,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,7,6154.395,0
2006,1,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,3,112.123,0
2006,1,INSHORE,OTH,PLCK,BSAI,WHOLE FISH,2,40.028,1
2006,2,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,14,5970.578,0
2006,2,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,9,1960.913,0
2006,2,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,84.035,1
2006,2,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,10,2180.874,0
2006,2,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,16,5478.995,0
2006,2,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,9,617.843,0
2006,2,ATSEA,AFA-CP,PLCK,BS,ROE,18,4573.654,0
2006,2,ATSEA,AFA-CP,PLCK,BS,SURIMI,16,9537.276,0
2006,2,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,3,1482.276,0
2006,2,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,2013.17,1
2006,2,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,2,236.036,1
2006,2,ATSEA,AFA-MS,PLCK,BS,ROE,3,1451.645,0
2006,2,ATSEA,AFA-MS,PLCK,BS,SURIMI,3,6363.155,0
2006,2,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,10,1649.523,0
2006,2,ATSEA,CDQ,PLCK,BS,FISHMEAL,8,757.485,0
2006,2,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,4,5.776,0
2006,2,ATSEA,CDQ,PLCK,BS,MINCED FISH,6,430.954,0
2006,2,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,11,1750.741,0
2006,2,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,5,136.106,0
2006,2,ATSEA,CDQ,PLCK,BS,ROE,15,1471.612,0
2006,2,ATSEA,CDQ,PLCK,BS,SURIMI,12,3533.107,0
2006,2,ATSEA,OTH,PLCK,BS,HEAD AND GUT,49,1241.137,0
2006,2,ATSEA,OTH,PLCK,BS,ROE,28,101.826,0
2006,2,ATSEA,OTH,PLCK,BS,WHOLE FISH,5,292.934,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,3,4431.388,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,8,9189.148,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,33.294,1
2006,2,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,5,2216.294,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,7,8998.915,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,7,3341.885,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,ROE,8,5398.17,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,7,17897.17,0
2006,2,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,1,31.047,1
2006,2,INSHORE,OTH,PLCK,BSAI,WHOLE FISH,3,182.092,0
2006,3,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,8,1114.739,0
2006,3,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,9,1675.572,0
2006,3,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,18.82,1
2006,3,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,10,2435.047,0
2006,3,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,16,7300.548,0
2006,3,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,8,374.994,0
2006,3,ATSEA,AFA-CP,PLCK,BS,ROE,17,3461.823,0
2006,3,ATSEA,AFA-CP,PLCK,BS,SURIMI,16,6835.733,0
2006,3,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,3,264.302,0
2006,3,ATSEA,AFA-MS,PLCK,BS,HEAD AND GUT,1,224.17,1
2006,3,ATSEA,AFA-MS,PLCK,BS,OTHER PRODUCTS,2,27.821,1
2006,3,ATSEA,AFA-MS,PLCK,BS,ROE,3,263.85,0
2006,3,ATSEA,AFA-MS,PLCK,BS,SURIMI,3,1131.488,0
2006,3,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,4,137.523,0
2006,3,ATSEA,CDQ,PLCK,BS,FISHMEAL,8,670.468,0
2006,3,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,9,50.685,0
2006,3,ATSEA,CDQ,PLCK,BS,MINCED FISH,6,595.602,0
2006,3,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,10,2143.052,0
2006,3,ATSEA,CDQ,PLCK,BS,OTHER PRODUCTS,3,85.779,0
2006,3,ATSEA,CDQ,PLCK,BS,ROE,14,1193.442,0
2006,3,ATSEA,CDQ,PLCK,BS,SURIMI,11,3172.678,0
2006,3,ATSEA,OTH,PLCK,BS,HEAD AND GUT,20,832.349,0
2006,3,ATSEA,OTH,PLCK,BS,ROE,15,38.479,0
2006,3,ATSEA,OTH,PLCK,BS,WHOLE FISH,2,13.132,1
2006,3,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,3,1996.988,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,7,6029.446,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,61.413,1
2006,3,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,5,1125.825,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,7,6838.801,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,6,1680.957,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,ROE,7,3177.231,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,6,10237.94,0
2006,3,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,3,70.785,0
2006,3,INSHORE,OTH,PLCK,BSAI,HEAD AND GUT,1,353.004,1
2006,3,INSHORE,OTH,PLCK,BSAI,ROE,1,49.448,1
2006,3,INSHORE,OTH,PLCK,BSAI,WHOLE FISH,2,76.612,1
2006,4,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,4,102.767,0
2006,4,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,80.563,1
2006,4,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,5,143.152,0
2006,4,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,4,108.085,0
2006,4,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,1,2.066,1
2006,4,ATSEA,AFA-CP,PLCK,BS,ROE,7,55.306,0
2006,4,ATSEA,AFA-CP,PLCK,BS,SURIMI,2,78.245,1
2006,4,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,6,16.887,0
2006,4,ATSEA,CDQ,PLCK,BS,MINCED FISH,1,1.092,1
2006,4,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,1,2.404,1
2006,4,ATSEA,CDQ,PLCK,BS,ROE,4,0.962,0
2006,4,ATSEA,CDQ,PLCK,BS,SURIMI,1,0.87,1
2006,4,ATSEA,OTH,PLCK,BS,HEAD AND GUT,20,1161.27,0
2006,4,ATSEA,OTH,PLCK,BS,ROE,12,24.021,0
2006,4,ATSEA,OTH,PLCK,BS,WHOLE FISH,1,0.68,1
2006,4,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,1,1.347,1
2006,4,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,3,85.28,0
2006,4,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,30.481,1
2006,4,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,1,1.37,1
2006,4,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,2,23.409,1
2006,4,INSHORE,AFA-IS,PLCK,BSAI,ROE,2,1.2,1
2006,4,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,2,16.092,1
2006,4,INSHORE,OTH,PLCK,BSAI,HEAD AND GUT,1,86.696,1
2006,4,INSHORE,OTH,PLCK,BSAI,ROE,1,6.942,1
2006,4,INSHORE,OTH,PLCK,BSAI,WHOLE FISH,1,12.103,1
2006,5,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,1.365,1
2006,5,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,4,52.484,0
2006,5,ATSEA,OTH,PLCK,BS,HEAD AND GUT,18,286.68,0
2006,5,ATSEA,OTH,PLCK,BS,ROE,2,0.129,1
2006,6,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,7,1588.564,0
2006,6,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,3,400.501,0
2006,6,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,8,1098.505,0
2006,6,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,6,1294.31,0
2006,6,ATSEA,AFA-CP,PLCK,BS,OTHER PRODUCTS,2,35.109,1
2006,6,ATSEA,AFA-CP,PLCK,BS,ROE,8,40.399,0
2006,6,ATSEA,AFA-CP,PLCK,BS,SURIMI,8,1613.947,0
2006,6,ATSEA,AFA-MS,PLCK,BS,FISHMEAL,1,67.78,1
2006,6,ATSEA,AFA-MS,PLCK,BS,ROE,1,0.732,1
2006,6,ATSEA,AFA-MS,PLCK,BS,SURIMI,1,356.38,1
2006,6,ATSEA,CDQ,PLCK,BS,DEEP-SKIN FILLETS,1,245.045,1
2006,6,ATSEA,CDQ,PLCK,BS,FISHMEAL,1,22.837,1
2006,6,ATSEA,CDQ,PLCK,BS,HEAD AND GUT,1,18.357,1
2006,6,ATSEA,CDQ,PLCK,BS,MINCED FISH,2,143.7,1
2006,6,ATSEA,CDQ,PLCK,BS,OTHER FILLETS,1,78.171,1
2006,6,ATSEA,CDQ,PLCK,BS,ROE,1,2.86,1
2006,6,ATSEA,CDQ,PLCK,BS,SURIMI,2,150.507,1
2006,6,ATSEA,OTH,PLCK,BS,HEAD AND GUT,6,23.888,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,DEEP-SKIN FILLETS,2,2052.26,1
2006,6,INSHORE,AFA-IS,PLCK,BSAI,FISHMEAL,5,3260.486,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,HEAD AND GUT,1,60.013,1
2006,6,INSHORE,AFA-IS,PLCK,BSAI,MINCED FISH,3,926.861,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,OTHER FILLETS,5,6013.94,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,OTHER PRODUCTS,4,1204.398,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,ROE,5,153.936,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,SURIMI,4,4159.568,0
2006,6,INSHORE,AFA-IS,PLCK,BSAI,WHOLE FISH,3,95.546,0
2006,7,ATSEA,AFA-CP,PLCK,BS,DEEP-SKIN FILLETS,14,8177.114,0
2006,7,ATSEA,AFA-CP,PLCK,BS,FISHMEAL,8,1251.11,0
2006,7,ATSEA,AFA-CP,PLCK,BS,HEAD AND GUT,1,8.986,1
2006,7,ATSEA,AFA-CP,PLCK,BS,MINCED FISH,12,4311.972,0
2006,7,ATSEA,AFA-CP,PLCK,BS,OTHER FILLETS,13,3656.053,0
