"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1982,1,"All",3818993.32534199,0.0982064649945426,309865.366114038
1983,1,"All",9824660.06328553,0.091069188307618,720881.240242403
1984,1,"All",6986428.8573275,0.094386769869242,533246.423767674
1985,1,"All",8199420.00456724,0.103502219458325,674486.701910503
1986,1,"All",7399334.22108724,0.0978579735766737,587832.692768127
1987,1,"All",7786862.42318488,0.10561722008662,668662.081638322
1988,1,"All",10922033.2970486,0.105038319544693,947496.54578557
1989,1,"All",10482383.2596424,0.0963429397305369,827721.659530629
1990,1,"All",11674228.8559574,0.116966400620018,1122230.52370057
1991,1,"All",7514669.34480075,0.096552197945376,591215.861613654
1992,1,"All",6698642.25089524,0.0970979802145643,529593.908105748
1993,1,"All",7936605.37514751,0.0891908996124829,582112.188629177
1994,1,"All",7431863.10462722,0.0940499825651334,575132.893798982
1995,1,"All",6544127.24334831,0.098492895953839,543767.32495596
1996,1,"All",4066835.66874638,0.084510221267206,284505.7231505
1997,1,"All",5030769.45859706,0.0869619727211123,360177.093229417
1998,1,"All",4037571.21536526,0.102737296859843,332054.41951447
1999,1,"All",5184650.54520982,0.0976917555571192,418362.339835135
2000,1,"All",8024333.1145975,0.0995895870497994,654918.185206544
2001,1,"All",6105654.6993084,0.092058336830035,460925.267080467
2002,1,"All",7028476.09276445,0.0831540787105207,482913.539439535
2003,1,"All",11468192.2465125,0.088175401894035,826044.243770739
2004,1,"All",5743141.79596626,0.0859981657678558,402237.28309683
2005,1,"All",7017787.26233548,0.0929782199795948,536035.394646461
2006,1,"All",4015799.08208496,0.0895776783286894,297650.026026914
2007,1,"All",6438167.22000509,0.108962140381335,574871.671736293
2008,1,"All",4257940.57905434,0.109488827386895,381561.273070402
2009,1,"All",2933737.47548876,0.114798629955578,275571.7044569
2010,1,"All",5182947.70742306,0.109248346274861,465943.73356025
2011,1,"All",4603804.77761802,0.0976090809771679,364504.861603925
2012,1,"All",4770803.20462152,0.0859341453699869,340463.805692912
2013,1,"All",6166292.01564444,0.0879211854568225,448491.894125088
2014,1,"All",12508095.6911738,0.0831603555479519,845958.617603973
2015,1,"All",10877713.5665321,0.0869931909329002,749227.066893957
2016,1,"All",9776255.14060475,0.133597141090396,987896.974035599
2017,1,"All",8694051.96347315,0.0692020373534402,490348.65005866
2018,1,"All",5595761.06111603,0.0850334654677545,375540.512142709
1982,1,"EBS",3801931.66819178,0.0983757526006533,309485.976568287
1983,1,"EBS",9601028.74061196,0.09040993358112,704917.459862369
1984,1,"EBS",6926844.1497788,0.0942135043097704,529614.008746703
1985,1,"EBS",7828049.69184061,0.104762340843564,658164.011120984
1986,1,"EBS",7274532.10288739,0.0978503191825751,581365.592006813
1987,1,"EBS",7708388.28238276,0.106001356323619,666768.714001739
1988,1,"EBS",10901263.4826657,0.105168025688188,947353.120439278
1989,1,"EBS",10339675.2874298,0.0969624151598243,824544.228223925
1990,1,"EBS",11614578.4578392,0.117242509159066,1121347.41726324
1991,1,"EBS",7335719.50320432,0.0983404843606899,590113.468907985
1992,1,"EBS",6625179.72437535,0.0973285409635008,527353.381245212
1993,1,"EBS",7776803.77829598,0.0896083920404403,577143.536177239
1994,1,"EBS",7347848.35760863,0.0943677639748903,572989.286333611
1995,1,"EBS",6481101.43984095,0.0988521857866924,542537.676974885
1996,1,"EBS",3915670.66980576,0.0846380404169855,277927.395396952
1997,1,"EBS",4833912.73369133,0.0864145618476876,348681.605728798
