Year,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2001,2000,1999,1998,1997
1964,1834.3,1869,1622.2,1602,1608.1,1601.5,1583.6,1564.3,1600,1716.6,1810.1,1725.5,751.26,917,1037,
1965,2229.8,2324,2076.6,2051.4,2059.2,2050.3,2000.5,2007.8,2050.4,2141.4,2230.9,2195.9,975.71,976,1227,
1966,2404,2563,2186.3,2149.6,2157.4,2158.8,1935.9,1947.4,2007.1,2037.4,2251.5,2250.7,1000.8,919,1096,
1967,3667.2,3888,3397.3,3344,3352.9,3364.8,3130,3148.8,3245.1,3206.1,3517.9,3420.3,1957,1858,2095,
1968,4198.7,4495,3870.9,3800,3808.5,3838.1,3475.5,3510.3,3591.5,3558.1,3881.4,3875.6,2311.9,2312,2510,
1969,5294.7,5690,5220.4,5145.2,5154.3,5187.1,4867.7,5006.9,5019.9,5117.6,5057.9,5137,3379.1,3579,3810,
1970,5936.4,6424,6252.8,6178.6,6187.9,6221.4,5962.2,6158.5,6005.2,6368.2,5929.2,6079.3,3997.5,4479,5083,
1971,6360.1,6858,6945.8,6884.2,6893.7,6917.7,6774.6,6949.4,6726.5,7163.5,6616.7,6579.5,4371.7,5161,5813,
1972,6024.9,6431,6353,6299,6308.1,6328.9,6268.2,6444.4,6288.8,6665.8,6265.1,6078.1,3983.8,4896,5648,
1973,4845.5,5161,4748.6,4692,4700.2,4727.6,4538.8,4695.5,4555.9,4941.8,4750.7,4519.5,2872.5,3357,3922,
1974,3589.9,3846,3348.1,3291.1,3298.4,3329.3,3077.6,3195.5,3064.3,3474.7,3460.1,3193.3,1648.3,1952,2342,
1975,3679.3,3868,3554.2,3515.5,3523,3533.4,3360.1,3383.7,3275.8,3604.2,3584.7,3366.1,2536.2,2683,3014,
1976,3608.7,3872,3609.4,3577.9,3587,3580.3,3454.7,3430.9,3339.3,3583.8,3576.5,3433.7,2694.1,2748,3008,
1977,3535.7,3939,3642.6,3612.5,3623.7,3598.2,3493.7,3456.5,3340.1,3602.2,3581.5,3444,2700.2,2716,2894,
1978,3375.6,3888,3556.6,3524,3537.1,3496.6,3382.9,3340,3202.1,3475.7,3437.6,3326.8,2607.4,2668,2867,3243.6
1979,3239.2,3859,3426.3,3386.9,3402.6,3342.5,3259.4,3211.9,3089.6,3363,3322.9,3280.1,2639.3,2720,2933,3183.4
1980,4068.6,4887,4372.1,4307.4,4332.6,4229.6,4190.6,4123.8,4043.6,4383.9,4319.5,4322.3,3720.7,3888,4294,4617.9
1981,7813.5,9054,8527.7,8320.8,8363.5,8159.6,8166.2,8031,7704,8307.4,8364,8126.7,7829.1,8064,8569,9189.9
1982,9056.6,10289,9766.5,9496.9,9548.8,9313.3,9321.1,9164.5,8782.8,9439,9475.9,9261,9014.8,9229,9778,10524
1983,10240,11383,10911,10560,10621,10340,10345,10168,9803.6,10493,10443,10298,9950.9,10153,10705,11555
1984,10033,11040,10601,10239,10300,10031,10029,9856.5,9517.7,10200,10088,9999.8,9511.2,9685,10179,11028
1985,12237,12951,12838,12409,12478,12186,12213,12027,11802,12531,12285,12181,11175,11370,11919,12853
1986,11531,12019,12036,11621,11685,11426,11440,11269,11075,11773,11486,11381,10271,10440,10913,11796
1987,12143,12334,12615,12243,12308,12063,12080,11915,11732,12401,12077,11951,10630,10769,11116,11952
1988,11497,11536,11906,11583,11642,11424,11372,11227,11004,11617,11330,11159,9904.3,9991,10274,11020
1989,9755.5,9700,10128,9860.9,9912.7,9723.9,9644.3,9520.6,9320.1,9874.5,9584.1,9394,8246.6,8305,8546,9210
1990,7812.1,7701,8101.9,7891.2,7935.9,7764.1,7657.5,7558.3,7344.7,7846.9,7602.7,7393.2,6469,6497,6659,7239.6
1991,6183.5,6063,6331.4,6170.8,6209.3,6048.8,5889.5,5811.2,5590.1,6096.8,5928.5,5581.8,4854.3,4842,5180,5690.2
1992,9476.6,9472,9704.5,9561.7,9601.8,9411,9292.2,9211,8966.2,9557,9269.6,8897.7,7903.5,7800,8294,9464.5
1993,11627,11712,11840,11712,11754,11543,11466,11388,11175,11832,11795,11503,10203,9873,10279,12086
1994,11313,11418,11402,11306,11341,11146,11050,10990,10782,11485,11407,10590,9246.7,8622,8917,10626
1995,13000,13177,13135,13074,13109,12883,12748,12699,12704,13615,13658,12617,10210,8817,8680,9998
1996,11239,11358,11235,11198,11229,11019,10874,10843,10829,11537,11480,10752,8498.3,7147,6811,8141.6
1997,9837.2,9940,9816.4,9801.2,9828.1,9626.5,9457.1,9440.1,9403.2,10104,10056,8983.9,7000.1,5710,5307,6630.8
1998,9908.6,9990,9906.8,9902.7,9929.3,9721.8,9555.5,9537.7,9466.9,10178,9972.8,9334.5,7387.1,5961,5133,
1999,10751,10853,10799,10791,10819,10607,10482,10421,10379,11081,10872,12593,10741,7513,,
2000,9955.3,10068,10031,10020,10044,9840.7,9721.8,9632.2,9503.3,10201,10052,11680,10464,,,
2001,9702.1,9854,9818.9,9802.5,9829.9,9615.7,9481.3,9341.2,9175.1,9897.5,9799.9,11145,,,,
2002,10025,10276,10221,10182,10230,9987.6,9818.1,9595.1,9553.6,10224,10197,,,,,
2003,12080,12365,12278,12211,12269,11974,11780,11453,11182,12865,13320,,,,,
2004,11401,11591,11493,11416,11491,11178,10952,10606,10274,11784,12055,,,,,
2005,9598.8,9705,9601.9,9521.5,9608,9298.6,9056.9,8735.9,8423.4,9597.5,9759.1,,,,,
2006,7390.6,7446,7343.1,7261.9,7348.7,7059.8,6816.8,6542.8,6340.2,7178.1,7950.4,,,,,
2007,6046.5,6045,5932.6,5840,5953.8,5633,5352.1,5089.6,5015.1,5363.4,6360.9,,,,,
2008,4945.8,4849,4721.6,4607.2,4724.2,4392.8,4069.3,3809.2,4222.2,4356.7,6419.9,,,,,
2009,6374.1,6331,6068.8,5879.7,6069.2,6172,5903.2,4761.6,6239.8,6657.9,,,,,,
2010,6657.5,6680,5936.8,5622.3,5768.9,6094.7,6168,4615.5,5766.8,,,,,,,
2011,9637.8,10053,8895.3,7927.5,7780.8,7823.2,9050,6223.3,,,,,,,,
2012,9626.8,10164,8822.7,7853,7866.9,8340.7,,,,,,,,,,
2013,9504.4,10337,9540.8,8261,8138.1,,,,,,,,,,,
2014,8947.8,9805,8960.4,8045.3,7946.1,,,,,,,,,,,
2015,12407,10970,9203.4,7778.4,,,,,,,,,,,,
