"","All_1982","All_1983","All_1984","All_1985","All_1986","All_1987","All_1988","All_1989","All_1990","All_1991","All_1992","All_1993","All_1994","All_1995","All_1996","All_1997","All_1998","All_1999","All_2000","All_2001","All_2002","All_2003","All_2004","All_2005","All_2006","All_2007","All_2008","All_2009","All_2010","All_2011","All_2012","All_2013","All_2014","All_2015","All_2016","All_2017","All_2018","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018"
"1",106658400127.842,5571316323.12248,1681164788.61554,1163018246.6295,1244496716.45782,248445174.402542,931235234.232897,692709322.842242,1952662972.85211,205189534.706884,548931106.483427,608046667.645271,1001503296.92283,696635992.613833,392523934.214384,450952511.338223,188194915.464427,1044106492.42326,517383291.815492,635968321.792536,545873999.81626,311253330.34931,287416875.144721,336604092.218447,349896772.992377,756440324.47647,523806222.957357,439398055.811986,741445933.062532,504884160.12456,347109191.33061,601007685.848225,585540819.845049,735774892.27094,1227577539.34528,612467301.853241,437343706.990357,106473734284.14,5462183718.33596,1657524574.43752,932994413.924216,1213828669.27208,235148332.147782,933790720.907853,684397419.02477,1936366314.72456,146230120.476471,519332964.416969,538476646.747816,971929580.591613,672272793.051664,354239840.469398,426261626.8915,148673166.232112,1037580332.84242,491014541.79125,610833773.994897,498396349.511172,142809748.718156,214332179.743794,289452638.381081,344701783.09333,748620833.203404,518790005.5777,436820654.720377,740392607.509515,496107026.827883,340984063.832222,587064747.015097,522102831.310213,567179805.839299,989876714.634154,501956844.205783,407641187.517875,184665843.702003,109132604.786519,23640214.1780789,230023832.704992,30668047.1857981,13296842.2550982,-2555486.67430042,8311903.81748267,16296658.1269596,58959414.2306721,29598142.066422,69570020.8973104,29573716.3312256,24363199.5621035,38284093.7449885,24690884.4467376,39521749.2323146,6526159.58069527,26368750.0238963,25134547.7976437,47477650.3050177,168443581.631322,73084695.4009316,47151453.8374686,5194989.89929094,7819491.27283426,5016217.37961316,2577401.09151633,1053325.55298005,8777133.29627272,6125127.49842173,13942938.8332548,63437988.5347877,168595086.431621,237700824.711094,110510457.647825,29702519.4724358
"2",5571316323.12248,561133162660.908,25720690515.8504,9581006946.57936,3376564308.47814,3097382302.83546,3234646702.22912,3371121248.5385,2825670674.44324,2681936594.43328,2278137004.90072,3031797086.11437,2695604881.08781,1092137351.03386,2612653411.81595,2494944292.64085,1533002458.00605,409955097.148121,3018145566.56787,2380901430.53896,2326794541.90357,1572693931.34006,2133165567.75727,2517928228.71122,216980318.679584,540195546.587038,1197786597.8446,438417411.717667,893154865.655673,2070997881.34863,684671459.980627,197049588.003836,4916358648.01142,4651269154.58581,7971444276.37347,3706260424.21941,1466047932.39805,5298647110.21918,551571726946.805,24534877308.4161,7712507966.21616,2871999102.69071,2424880635.48476,3087189987.04541,2916846035.60863,2420596474.05997,2175169693.30272,1899866279.41142,2118550759.90279,2343320638.59792,872899607.855628,2058649165.33339,2101882373.24796,1007837031.09151,327320072.158765,2609446850.22806,1953324053.72779,1672435690.92662,-106537664.2895,1419299242.38273,1948616887.8545,136214040.751816,468957632.725991,1159120752.20396,421106295.673986,869424623.56372,1941417583.48219,610446535.75233,612470.825192213,3427689103.57268,1973342163.63851,4550745615.42717,3274873596.31694,1114160896.38018,272669212.901466,9561435714.1045,1185813207.4342,1868498980.37121,504565205.789817,672501667.343926,147456715.162839,454275212.928256,405074200.379617,506766901.124091,378270725.487361,913246326.215968,352284242.489731,219237743.178082,554004246.48256,393061919.392506,525165426.914606,82635024.9931877,408698716.347094,427577376.81216,654358850.978673,1679231595.62725,713866325.374738,569311340.854434,80766277.9226252,71237913.8662033,38665845.6412502,17311116.0452304,23730242.0927368,129580297.875767,74224924.2269701,196437117.178486,1488669544.43925,2677926990.94799,3420698660.94603,431386827.895781,351887036.01826
"3",1681164788.61555,25720690515.8504,471380658496.636,27324286566.3863,6889978030.81554,3061357557.28113,5790448733.05822,4954711019.5293,4980223907.14816,2997315832.53529,3168814186.12995,2047027022.59666,4481145963.83753,4833073842.97965,1963291363.2108,2210320925.33273,1127235023.32697,1187603692.48159,4291551727.59693,2591168704.43816,2456846930.98932,5544160512.04338,1951103138.6956,3854066069.90985,-182153821.05379,-1933936283.64458,154346750.865975,3006409500.27038,1495527836.56344,1720742855.30138,635961748.730116,1324525850.17715,3375183984.48152,2489544340.52156,4918169827.13257,5337703164.80836,2337537951.99183,1580166579.06346,24543946249.4874,469032544822.036,25438961977.2236,6483484312.3233,2728977854.92136,5693979136.57825,4737165791.70429,4752364657.71634,2663809368.72301,2905702834.20997,1547369915.14466,4212058018.63911,4666796026.80983,1724685585.74404,1995646305.60508,884466972.365954,1109109053.8962,4002637265.99469,2287947318.88365,2124648130.56391,4794064689.58648,1638756257.20225,3523672008.62197,-243536547.321737,-2000423227.36124,115781016.973643,2990496867.06636,1479962670.92938,1651576811.30469,553158627.616629,1163568738.76168,2735549645.00551,1819165127.42328,5050404035.39804,4980629942.61383,2334223516.22461,100998209.550887,1176744266.36339,2348113674.59953,1885324589.16728,406493718.49382,332379702.355949,96469596.4685333,217545227.824085,227859249.42846,333506463.808587,263111351.918691,499657107.45434,269087945.198242,166277816.169578,238605777.466798,214674619.727433,242768050.961051,78494638.5874159,288914461.605885,303221385.555008,332198800.426398,750095822.455765,312346881.493455,330394061.286654,61382726.2652054,66486943.7194965,38565733.8927548,15912633.2047929,15565165.6344785,69166044.0018409,82803121.1127207,160957111.415489,639634339.476232,670379213.0986,-132234208.265557,357073222.190974,3314435.7673461
"4",1163018246.62949,9581006946.57935,27324286566.3863,556540351613.958,21528559140.8132,3780603309.90099,4213647167.15026,4125339393.5646,4024779434.88313,2990082540.50112,2477683447.36729,2088356015.68356,2838970986.65131,2358618204.66548,1738364843.66097,2576529502.37483,1827876304.10754,1394467177.53573,2643206097.91932,1720328478.28735,1890871314.88957,4343962704.66679,1513768073.15607,2809286584.83732,540073505.130854,1427296249.37981,2548029142.86369,1500000168.29146,2086916516.51288,2398959114.85746,1671860585.13386,1634736708.36474,4647259940.23544,4673719311.75025,4185493723.37666,3280430629.85709,1800421750.22642,1054292025.54812,8539080198.30053,26535591735.7027,538303794354.525,20526865741.5003,3199275439.69719,4075094424.99709,3821220528.67369,3679417773.60624,2289394402.85353,2087140944.56744,1402752683.00844,2452546171.3678,2095379570.39927,1363798768.15086,2261108086.41463,1433990727.37937,1282750494.12148,2241246003.02451,1349601538.09102,1378253698.26428,3030620658.46239,930716525.94908,2279410399.76601,455342383.259089,1332907599.70558,2492226791.59838,1471828495.5426,2063852376.61455,2287900383.44502,1566717397.25806,1416244504.90917,3600514566.05388,2810040660.38961,2607447225.01289,2514511501.89435,1617972870.92066,108726221.080525,1041926748.27914,788694830.683622,18236557259.437,1001693399.31417,581327870.200857,138552742.143903,304118864.890178,345361661.274424,700688137.644724,390542502.798863,685603332.677024,386424815.283418,263238634.266075,374566075.510128,315421415.960029,393885576.728194,111716683.415908,401960094.897854,370726940.196796,512617616.626098,1313342046.20346,583051547.207087,529876185.070337,84731121.8695462,94388649.6764927,55802351.2655864,28171672.7495099,23064139.8986716,111058731.416495,105143187.875201,218492203.455589,1046745374.18176,1863678651.36092,1578046498.36365,765919127.959923,182448879.305903
"5",1244496716.45781,3376564308.47813,6889978030.81553,21528559140.8132,426792473031.061,10037046924.6382,5602841970.45439,2215625001.45968,4681866291.40764,1032839304.23469,2096743309.95236,1083750835.7518,3615170028.19511,2071971430.00913,188345338.850611,1020338892.36277,529231465.779125,3321972137.03851,940623585.772318,1090420538.91449,688108977.244891,2580931830.43476,620614252.645522,908277354.858349,397606822.320834,327361903.099538,1297760696.31301,1615824801.53754,1519810157.74956,770395662.985124,1630263244.29954,922327734.798256,1468815244.92256,1502899715.92083,1234975730.62271,1093510283.26641,585395437.465349,1180688632.12202,2898915663.24734,6611093317.51951,19973661710.006,424349484097.982,9483519502.99088,5505255828.80372,1991908699.3187,4487240541.63676,794052583.003835,1885116913.39783,707173679.861187,3403530358.21165,1928021571.17911,-19179613.8416195,830042165.895065,298328705.79087,3256537929.58571,724022527.939053,888238755.734682,426541597.293442,1945681270.8288,345816117.155618,679859227.699268,353118055.035244,278800634.016038,1268170200.19742,1602448376.6256,1506909763.76821,712881926.201159,1569443027.4252,808741526.186679,1008750479.71606,882559701.26599,925094179.476104,903517501.75102,620699461.770216,63808084.3351401,477648645.23105,278884713.296052,1554897430.80994,2442988933.08086,553527421.645153,97586141.6434753,223716302.140382,194625749.768728,238786721.228673,211626396.553741,376577155.892094,211639669.983394,143949858.829892,207524952.69224,190296726.46758,230902759.988283,65434207.4541066,216601057.835602,202181783.180188,261567379.952034,635250559.605257,274798135.489993,228418127.158343,44488767.2839195,48561269.0852011,29590496.1157766,13376424.9124289,12900393.9815987,57513736.7870532,60820216.8738505,113586208.611684,460064765.206646,620340014.655097,309881551.146493,189992781.513252,-35304024.3047766
"6",248445174.40254,3097382302.83547,3061357557.28113,3780603309.90101,10037046924.6382,476752253779.272,16801858638.8514,4284397960.39828,2187209989.37029,1429162455.80388,487126072.167879,1569165832.37896,675019564.400917,325612955.537483,1309375292.31212,966439220.246992,920063764.104515,-847974261.849144,1661874236.49811,715329123.89668,934404930.152065,2442842541.83064,1168656366.50717,1517428757.50446,108357650.21486,171508326.16564,501494947.964514,88274080.2399553,99607100.3092672,1083990482.93477,-341781170.369685,43083362.9707286,2424856341.23568,2707063868.2767,3826940495.70355,1119168491.94335,273999740.205608,178781076.71623,2463261842.69524,2763280815.48885,2646745124.3035,9465343036.44598,473223094346.071,16620077290.896,3800489077.81808,1881636788.9787,1078002504.79617,301109740.837102,934482252.955207,517556703.974112,233913568.491295,921884450.419003,744138482.2823,553568137.176459,-865992580.632796,1461190335.93603,480216479.291003,502105683.982531,1075409823.27621,668596207.964059,1126896262.27177,70780928.8891372,143003542.489283,490110405.610746,83566910.4550259,88919352.1181287,995671996.707831,-358762496.304562,-39694101.279558,1424322939.6425,972344553.448651,1284712064.32437,910204962.557731,-186936160.873583,69664097.6861252,634120460.140337,298076741.792288,1133858185.59814,571703888.192515,3529159433.20045,181781347.953645,483908882.580022,305573200.390759,351159951.007205,186016331.330571,634683579.424094,157462860.426788,91699387.0460839,387490841.893097,222300737.96467,366495626.928067,18018318.7839719,200683900.562552,235112644.605781,432299246.169632,1367432718.5543,500060158.54313,390532495.232565,37576721.3253791,28504783.6766676,11384542.3538153,4707169.7850103,10687748.1911909,88318486.2276089,16981325.9347523,82777464.2503946,1000533401.59316,1734719314.82808,2542228431.37913,208963529.385191,460935901.079169
"7",931235234.232886,3234646702.22912,5790448733.05822,4213647167.15027,5602841970.45439,16801858638.8514,1298441673302.64,14057884545.1486,7072730280.57729,2772044822.64589,3670567575.96397,1102730434.81936,3264322974.16869,4158490507.99708,843580837.400628,1589118020.03469,457624710.72105,4213151859.48812,3276314025.69228,1482248761.66765,1168891337.52599,2056805180.15861,577460389.586615,1170901466.81203,945162174.901754,1404870677.00309,1497965194.29424,2134067525.39862,2212208028.45232,953365525.421261,1118877539.55915,1068932072.78339,2078655736.75208,1430168826.13633,2695998536.28497,2671090060.14548,1040598304.54188,933739485.41824,3184846562.65442,5754046886.09019,3838840236.53074,5545679166.68315,16841619594.2974,1298000964739.77,14084285490.6346,7051521213.55089,2661110287.91868,3611047516.59143,982796908.599227,3200786328.71079,4117672200.6007,764824314.968303,1535696723.14025,392185974.398234,4197099268.36047,3203667103.61909,1409321685.32441,1079068606.88446,1808355307.73998,462799454.380325,1055975860.76481,927812120.948269,1387923935.19422,1486074677.60897,2128514705.99547,2208317572.36425,950085882.397243,1107943001.40682,1044009135.83466,2009232076.01995,1214108954.38999,2317720266.59427,2481293322.50352,1041720817.51459,-2504251.18703289,49800139.5752662,36401846.9679926,374806930.626744,57162803.7734551,-39760955.4520808,440708562.857582,-26400945.487438,21209067.0228164,110934534.721385,59520059.3706753,119933526.224078,63536645.457755,40818307.3962702,78756522.4323588,53421296.8940915,65438736.3228695,16052591.1310558,72646922.0797108,72927076.3441091,89822730.6431209,248449872.4166,114660935.206471,114925606.045136,17350053.9488628,16946741.8135986,11890516.6858271,5552819.40454914,3890456.08879505,3279643.03241695,10934538.1511771,24922936.9485255,69423660.7326069,216059871.74698,378278269.690468,189796737.635969,-1122512.97233119
"8",692709322.842235,3371121248.53851,4954711019.52931,4125339393.56462,2215625001.45968,4284397960.39826,14057884545.1486,659531496304.722,20690588320.7197,3212996398.51951,1741389204.48458,2810594728.57432,1410914454.38265,1023140554.57348,1630125216.0059,1870763550.39215,1476217061.11951,-262564205.961981,1571671157.10575,1483314263.99308,1562686611.50484,4478061256.47545,1570140415.02528,3108851682.95321,187994758.290392,623459277.436292,1210419376.70098,172928912.185227,901475962.883885,2218505669.03591,-251808454.700496,520935303.924888,4229267504.93996,2914021870.23573,4608383651.73746,1793650149.91056,2336579808.2876,661752653.292887,3050621109.03761,4789441338.83846,3407081942.70506,2010658124.11043,3952950676.14466,13970319179.5835,657590809486.38,20385508226.3376,2903436479.55133,1570297337.355,2363224159.78534,1271431413.96329,937929228.909492,1383082823.78748,1709353814.71706,1265845146.9836,-282041793.774732,1452428611.1335,1333883556.2947,1322356173.3858,3695362809.11585,1254434281.93538,2870076128.35569,164219174.287245,603538932.029366,1199527062.08939,169676600.696161,894525129.740648,2184241967.03176,-266821616.986526,466982904.109069,3656949155.11675,1867032137.5939,2856864767.2824,1529054532.63716,2118603997.72293,30956669.5493621,320500139.500948,165269680.690898,718257450.859288,204966877.349371,331447284.253996,87565365.5657938,1940686818.34293,305080094.38121,309559918.968409,171091867.129559,447370568.788855,139483040.419381,85211325.663849,247042392.218418,161409735.675118,210371914.13592,19477587.8126409,119242545.971825,149430707.698403,240330438.118922,782698447.359793,315706133.089923,238775554.597671,23775584.0034383,19920345.406593,10892314.6115448,3252311.48894243,6950833.14319389,34263702.003709,15013162.2860397,53952399.8160672,572318349.823089,1046989732.6418,1751518884.45502,264595617.273822,217975810.564561
"9",1952662972.8521,2825670674.44324,4980223907.14815,4024779434.88312,4681866291.40762,2187209989.37031,7072730280.57728,20690588320.7197,1786288218274.35,13718836112.9059,4944122920.02696,2464909327.85871,2997009125.63531,2553973026.10576,1532487375.78523,1373243695.75394,1349248916.64116,3190675605.03661,2372527413.46575,2120336586.94458,2569242884.3116,2052418522.52741,1103291192.87868,1683859923.41666,1495610141.76698,3407253600.90741,2073766873.04408,2973700295.24959,2615622345.5816,1970908513.45732,400028102.616112,3075728201.18615,3162565151.29018,2485838092.82358,4426201530.80712,2210181259.97036,1501504254.00167,1917240519.81214,2677665792.51607,4964301409.81074,3466603887.44814,4582792689.81672,2001664326.80301,6992095482.323,20290696162.3897,1783934107441.09,13360324185.0428,4812160213.85457,2187376139.16185,2900158269.5532,2483532562.46963,1401976475.13941,1248751755.34076,1085695091.88725,3167137525.00338,2265627294.86999,2056153315.81484,2443482391.51947,1471128544.31555,915192729.647609,1560382192.88708,1487879897.84475,3389623457.88832,2055172638.69693,2966680338.09703,2610323194.7904,1914548652.50939,375291325.033573,3004147573.65956,2748769910.79073,1779901431.37178,3628579845.04632,1850323799.03784,1280589371.64651,35422453.0390749,148004881.927462,15922497.3372297,558175547.439287,99073601.5916838,185545662.563283,80634798.243251,399892158.329379,2354110833.2564,358511927.859542,131962706.171624,277533188.699156,96850856.0819862,70440463.636368,130510900.645851,124491940.412978,263553824.753935,23538080.0352396,106900118.600006,64183271.1301048,125760492.793171,581289978.210344,188098463.231141,123477730.528265,7730243.91922346,17630143.0221358,18594234.3475294,7019957.15353872,5299150.79173387,56359860.9531876,24736777.5819296,71580627.5260168,413795240.499952,705936661.452188,797621685.760807,359857460.92847,220914882.355545
"10",205189534.706877,2681936594.4333,2997315832.53529,2990082540.50113,1032839304.23467,1429162455.80388,2772044822.64586,3212996398.51952,13718836112.9059,346093171558.964,8398111268.74226,2205015692.20435,1917099715.29642,926349783.457925,890531956.747725,1174845800.56124,429308346.534976,198162241.391432,2013761230.42474,1296796119.00636,1331917321.28764,2015844307.1252,879516015.453673,1572810332.09859,433331903.070617,1506423895.7527,993294839.515294,370013689.583038,652025828.802581,1321868260.07592,384020179.714983,337449583.985443,2001147615.52739,1265530566.84586,2234674783.08793,2121921617.08405,1291965040.24884,186600108.311323,2486240553.39034,2878492262.35123,2353151602.12018,910756961.039011,1295371618.91491,2741665825.71365,3127343804.44109,13686973834.4075,343502623426.711,8355761490.40152,1998022078.14309,1843416921.20509,882959998.711119,791836469.544132,1094404643.62341,343781617.097618,181531395.797153,1941783244.3676,1196434922.04225,1233260461.32069,1754754976.91142,769923010.753461,1482432257.55336,421793817.489235,1499189429.80174,990864892.955591,369418156.84846,645483330.566279,1319281470.61458,377836150.518155,328727049.200266,1954875758.61315,1163784916.29461,1810139221.8704,1768754585.80729,1145869748.09016,18589426.395069,195696041.043164,118823570.184066,636930938.382943,122082343.196375,133790836.887403,30378996.9269904,85652594.0779724,31862278.4969133,2590548132.25224,42349778.3401812,206993614.062359,73682794.0913129,43389784.7467107,98695487.2035953,80441156.9377457,85526729.4373806,16630845.5952444,71977986.0588538,100361196.9644,98656859.967344,261089330.213293,109593004.700283,90378074.5446917,11538085.5801688,7234465.95215477,2429946.55983035,595532.734924937,6542498.23648516,2586789.46356613,6184029.19648728,8722534.78526828,46271856.914319,101745650.551439,424535561.217436,353167031.275205,146095292.158737
