"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1982,1,"All",3299020.47532401,0.0989948316681854,326585.976624597
1983,1,"All",8432725.3304166,0.0888310945190983,749088.22087983
1984,1,"All",6303663.32139302,0.108916297607091,686571.670327749
1985,1,"All",7320927.45810271,0.101901886823485,746016.321278535
1986,1,"All",6376822.66883907,0.102448130049796,653293.55808171
1987,1,"All",6578322.64354192,0.104961784836406,690472.485895906
1988,1,"All",9886998.53161836,0.115251544245444,1139491.84872146
1989,1,"All",8721244.173174,0.0931192188932147,812115.445182963
1990,1,"All",10712169.3782367,0.124766598717676,1336520.93821023
1991,1,"All",6306945.99117626,0.0932776086060233,588296.839664267
1992,1,"All",5932454.58606044,0.100870293952751,598408.437957258
1993,1,"All",6811229.84401842,0.0899306041935711,612538.015173861
1994,1,"All",6653851.46394387,0.102075284902184,679193.783878891
1995,1,"All",6646416.42061988,0.116150254596166,771982.959407137
1996,1,"All",3642854.77599797,0.0897883691717665,327085.989466439
1997,1,"All",4303510.1116838,0.0888491214243613,382363.092463961
1998,1,"All",3129574.68617177,0.0857845174777391,268469.054363791
1999,1,"All",4896922.86831474,0.109230551912944,534893.587581134
2000,1,"All",6842167.73856043,0.107010430439991,732183.31484597
2001,1,"All",5225393.74565543,0.092135175963929,481442.572236778
2002,1,"All",6233352.41628973,0.0831142216644774,518080.234440311
2003,1,"All",10185899.904786,0.0988503128738559,1006879.39248988
2004,1,"All",4900728.24573373,0.0912366106705877,447125.834958361
2005,1,"All",6251359.5836328,0.0956036486486746,597652.785210157
2006,1,"All",3882417.89216831,0.101205066657281,392920.361568318
2007,1,"All",6307620.19517909,0.123030264702702,776028.182256992
2008,1,"All",4020112.51001075,0.120633244031535,484959.213454353
2009,1,"All",3042861.54978035,0.139313166579974,423910.677964346
2010,1,"All",4935336.59409074,0.119497862519176,589762.173806514
2011,1,"All",3681896.40872743,0.0936406368115111,344775.124387252
2012,1,"All",4592071.08467874,0.0970025874284711,445442.776869304
2013,1,"All",5671553.54206027,0.0945053656515762,535992.241304897
2014,1,"All",10154942.8088019,0.0803927490653651,816383.76900114
2015,1,"All",8702493.4525549,0.082813616066549,720684.951601548
2016,1,"All",7326651.82386251,0.113559657805984,832012.073981415
2017,1,"All",7557013.69752805,0.0785527896591133,593624.507432956
2018,1,"All",4812525.92067506,0.101524561203013,488589.58237466
1982,1,"EBS",3285383.58108879,0.0992636819283707,326119.270805888
1983,1,"EBS",8317300.65782187,0.0888802230448441,739243.53759824
1984,1,"EBS",6259003.44009493,0.109247693546226,683781.689728264
1985,1,"EBS",6998115.31936899,0.104525291321333,731480.042457333
1986,1,"EBS",6325855.7147689,0.10280567976349,650333.896842575
1987,1,"EBS",6510612.83178626,0.105473715767693,686698.52729332
1988,1,"EBS",9870935.03948579,0.115403843024971,1139143.83780649
1989,1,"EBS",8662415.19848072,0.0935527623063716,810392.870062569
1990,1,"EBS",10659779.8130895,0.125245244155855,1335086.72533805
1991,1,"EBS",6161210.65451167,0.095056667282701,585664.151244547
1992,1,"EBS",5884990.34478423,0.101201049735959,595567.200578148
1993,1,"EBS",6708589.15199373,0.0902525776788168,605467.463555581
1994,1,"EBS",6613744.61169326,0.102452720330541,677596.127039435
1995,1,"EBS",6616740.7211511,0.116545708613994,771152.736061628
1996,1,"EBS",3574156.32172851,0.0902468814109175,322556.461711114
1997,1,"EBS",4253004.78786178,0.0892080910251825,379402.438246111
1998,1,"EBS",3036751.52711517,0.086253680551327,261930.996133546
1999,1,"EBS",4886901.83720827,0.109406523383564,534658.940125713
2000,1,"EBS",6796986.02340173,0.107466103017058,730445.600196398
2001,1,"EBS",5183778.0530612,0.0924995017682415,479496.887185306
2002,1,"EBS",6145556.91086366,0.0836229661107095,513909.697288587
2003,1,"EBS",9897787.49621797,0.0997938628243621,987738.447662261
2004,1,"EBS",4775799.12008101,0.0920205558327226,439471.689575281
2005,1,"EBS",6163742.78450899,0.0964816630536067,594688.154484096
2006,1,"EBS",3873596.29743587,0.101397791179953,392774.108482841
2007,1,"EBS",6297311.63164996,0.12319894188458,775822.129736735
2008,1,"EBS",4012017.71890562,0.120840407052054,484813.854252609
2009,1,"EBS",3038984.61852609,0.139471923428658,423853.030015941
2010,1,"EBS",4928266.66606474,0.119657824532824,589705.667978941
2011,1,"EBS",3655399.2952063,0.0940506334680564,343792.619292845
2012,1,"EBS",4579043.0882448,0.0971935966162699,445053.666807384
2013,1,"EBS",5637581.97530706,0.0948769134531697,534876.377156356
2014,1,"EBS",9884989.44044891,0.0800200238218911,790997.090503857
2015,1,"EBS",8102249.67310823,0.0758542436818471,614590.021075116
2016,1,"EBS",6235274.15366014,0.0916683535241029,571577.315437419
2017,1,"EBS",6150104.00175124,0.0903791819521349,555841.368598828
2018,1,"EBS",3728333.26689288,0.116028334372456,432592.298942997
1982,1,"NBS",13636.8942352193,0.589890502577291,8044.27439400686
1983,1,"NBS",115424.672594701,0.579281849867686,66863.4178610306
1984,1,"NBS",44659.8812981217,0.661578849796875,29546.0329012763
1985,1,"NBS",322812.138733701,0.379345717743476,122457.402464242
1986,1,"NBS",50966.9540701304,0.628985655596222,32057.4830195435
1987,1,"NBS",67709.8117556475,0.637108942463384,43138.5265620354
1988,1,"NBS",16063.4921324655,0.585399797896507,9403.56504785745
1989,1,"NBS",58828.9746933861,0.560298970737774,32961.8139702628
1990,1,"NBS",52389.5651470631,0.565129404640731,29606.8837609465
1991,1,"NBS",145735.336664528,0.313727214765005,45721.1412646027
1992,1,"NBS",47464.2412761986,0.68862584160313,32685.1030948762
1993,1,"NBS",102640.692024686,0.698672333091906,71712.2117670549
1994,1,"NBS",40106.8522506156,0.727027736128171,29158.7939949921
1995,1,"NBS",29675.6994687981,0.684781834143614,20321.3799117383
1996,1,"NBS",68698.4542694616,0.649404449878862,44613.0819023878
1997,1,"NBS",50505.3238220107,0.626691432451531,31651.2537324444
1998,1,"NBS",92823.1590565775,0.517210323127148,48009.096089335
1999,1,"NBS",10021.0311064584,0.801414304110474,8030.99767065176
2000,1,"NBS",45181.7151586691,0.694064662783084,31359.031895563
2001,1,"NBS",41615.6925942644,0.723391233445876,30104.4271964693
2002,1,"NBS",87795.5054259997,0.586910460953304,51528.1005592017
2003,1,"NBS",288112.408567958,0.557874153851885,160730.466144079
2004,1,"NBS",124929.125652733,0.52514826178631,65606.3131830164
2005,1,"NBS",87616.7991238331,0.5279859219508,46260.4364637752
2006,1,"NBS",8821.59473242912,0.678187961879535,5982.69935211335
2007,1,"NBS",10308.5635291557,0.656294314806202,6765.45163800343
2008,1,"NBS",8094.79110514424,0.578090211049722,4679.51949837624
2009,1,"NBS",3876.93125426317,0.602338955995999,2335.22672416114
2010,1,"NBS",7069.92802600909,0.306115773776926,2164.21648822895
2011,1,"NBS",26497.1135211032,0.528040691901086,13991.554157065
2012,1,"NBS",13027.9964339467,0.701454267291439,9138.54369284955
2013,1,"NBS",33971.5667531849,0.631902042834703,21466.702429633
2014,1,"NBS",269953.368352955,0.616486156155792,166422.514397222
2015,1,"NBS",600243.779446713,0.563407226678567,338181.683109133
2016,1,"NBS",1091377.67020245,0.509723691007251,556301.05433849
2017,1,"NBS",1406909.69577679,0.14426955910787,202974.241514305
2018,1,"NBS",1084192.6537822,0.205711379063471,223030.76598002
