"","All_1982","All_1983","All_1984","All_1985","All_1986","All_1987","All_1988","All_1989","All_1990","All_1991","All_1992","All_1993","All_1994","All_1995","All_1996","All_1997","All_1998","All_1999","All_2000","All_2001","All_2002","All_2003","All_2004","All_2005","All_2006","All_2007","All_2008","All_2009","All_2010","All_2011","All_2012","All_2013","All_2014","All_2015","All_2016","All_2017","All_2018","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018"
"All_1982",0.00979997669701235,0.000200264906116046,8.08411094103134e-05,4.81543376823858e-05,5.9156763311804e-05,1.14480201324346e-05,2.85502502264396e-05,2.40761796810235e-05,5.5254143221309e-05,9.86168403307726e-06,2.80477745908073e-05,2.70599111304958e-05,4.56240958083875e-05,3.17711803805645e-05,3.26617367278567e-05,3.17631065249434e-05,1.82279384927541e-05,6.46303520831534e-05,2.29210058382339e-05,3.68919364144848e-05,2.65451825807205e-05,9.26252923801931e-06,1.77773339823807e-05,1.6321493632884e-05,2.73182356108996e-05,3.63516498335851e-05,3.94954835101408e-05,4.37714493975311e-05,4.5538392824162e-05,4.15657067537112e-05,2.29125011901418e-05,3.21212900144933e-05,1.74781186653156e-05,2.56280904205539e-05,5.07876793652005e-05,2.45667489255204e-05,2.75463961651955e-05,0.00982361633668604,0.000199066825804691,8.02730518989935e-05,4.04122413242453e-05,5.81638435868257e-05,1.09480058784273e-05,2.86751863690864e-05,2.39488330234962e-05,5.50622905729333e-05,7.19425403486925e-06,2.67494664830645e-05,2.43304794155209e-05,4.45453492536431e-05,3.0797566925184e-05,3.00426922800165e-05,3.03805306654663e-05,1.4840151034583e-05,6.43580837677957e-05,2.1897420909834e-05,3.57183700424338e-05,2.45826442850119e-05,4.37355627134994e-06,1.36036772151089e-05,1.42346893705403e-05,2.69739260156293e-05,3.60347665054299e-05,3.91961803672716e-05,4.3570209934649e-05,4.55389343586561e-05,4.11391717300785e-05,2.25722234662553e-05,3.15651691552585e-05,1.60101288680154e-05,2.12192547425932e-05,4.81216537474607e-05,2.47399552214455e-05,3.31419700958862e-05,0.00410474413840843,0.000286596484432721,0.000160453365738959,0.000215992149917215,0.000182394791384741,5.95267126263575e-05,-4.82223804103833e-05,4.2827647429182e-05,9.42906762108491e-05,0.000122631850153,0.00018902223606383,0.000205455395738253,0.000223512756061354,0.000248856132451188,0.000168922069943194,0.000148188491117154,0.000129060933638587,0.000197405963340904,0.000176905696936664,0.000183074955945738,0.000163919991547296,0.000177217862156176,0.000177328169006008,0.000163125814760118,0.00017850590789597,0.000229929839708973,0.000187838967230046,0.000201515704386465,4.5160902928492e-05,0.000100408184955581,0.000142512346608806,0.000124409554341436,7.12320826686671e-05,8.51397232833401e-05,6.60192541730479e-05,2.38096024384829e-05,8.30427682379195e-06
"All_1983",0.000200264906116046,0.00789096335346097,0.000483862159711388,0.000155194775404869,6.27917707865119e-05,5.58356643125395e-05,3.87966679844723e-05,4.58382440357344e-05,3.12806780662791e-05,5.04268034814369e-05,4.55383679094346e-05,5.27845277889268e-05,4.80413471967055e-05,1.9485957796639e-05,8.50495437327632e-05,6.87495833614798e-05,5.80884216404122e-05,9.92761833133228e-06,5.23092520794959e-05,5.40324226049811e-05,4.42658084339044e-05,1.83095154893923e-05,5.16173838754962e-05,4.7764024383673e-05,6.62750567321836e-06,1.01558788086779e-05,3.53324120741014e-05,1.70858915969278e-05,2.14606087240405e-05,6.6702196353992e-05,1.76809529292237e-05,4.12007896746229e-06,5.74113977580283e-05,6.33811057339505e-05,0.000129021921723181,5.81591121516826e-05,3.61249399078977e-05,0.000191254190370107,0.00786414732582939,0.000464847763197701,0.000130691269336282,5.38390097194599e-05,4.41672684366645e-05,3.70883154703825e-05,3.99306660943525e-05,2.69281307590701e-05,4.18657746108494e-05,3.82832963375202e-05,3.74489567508492e-05,4.20161584357379e-05,1.56441591915025e-05,6.83031672466351e-05,5.86063374962663e-05,3.93561945103286e-05,7.94275319588361e-06,4.55264853288831e-05,4.46848129870865e-05,3.22715799090611e-05,-1.27643025911843e-06,3.52419527821395e-05,3.74898756715773e-05,4.17003369871196e-06,8.831011869714e-06,3.42608303263262e-05,1.64321835561452e-05,2.09203902657721e-05,6.29819612205458e-05,1.58090199860979e-05,1.28832246942541e-08,4.11203932561711e-05,2.88821034126243e-05,8.65484015125552e-05,6.31457501604539e-05,3.54376758440933e-05,0.00237111532514981,0.00982327954935272,0.00314869622848528,0.000686396488790805,0.00117397990812788,0.00117780611358654,0.00108857068675179,0.000915713899915404,0.000916899709090773,0.000412358943606374,0.000945079264438031,0.00105511648284616,0.00104161370369178,0.000876085321187482,0.000956308846732147,0.000922902570901744,0.000670921683530337,0.000977876023410201,0.00107268598286365,0.00121839928915235,0.000883844254318401,0.000691163315485286,0.000677618478479974,0.000770538773340536,0.00108571293523018,0.000819492694967196,0.000566439997613116,0.000529503716552426,0.000398033129762087,0.000579925830081725,0.000675622613312669,0.000685709269620964,0.000653945563854261,0.000529057785529187,0.00037168223081227,3.63607391177738e-05,3.84883109041143e-05
"All_1984",8.08411094103131e-05,0.000483862159711388,0.0118627598844364,0.000592092716097117,0.000171403816481245,7.38254116249549e-05,9.29083488100596e-05,9.01253313300583e-05,7.37527856490505e-05,7.53911531829033e-05,8.47362698048955e-05,4.76765729901163e-05,0.000106837318503642,0.000115356713188156,8.54968055625908e-05,8.14778382792395e-05,5.71394616344314e-05,3.84729303536089e-05,9.95010411897502e-05,7.86653825833173e-05,6.2526397702757e-05,8.63462302646278e-05,6.31577423687922e-05,9.78028849008078e-05,-7.44291392784304e-06,-4.86388857278419e-05,6.09068689806541e-06,0.000156737506460651,4.80711724176256e-05,7.4139798307631e-05,2.19699659163476e-05,3.70480533034548e-05,5.27262592038416e-05,4.53819498052468e-05,0.000106489051334299,0.000112049829419898,7.70535371159469e-05,7.62998668867524e-05,0.00046813270255102,0.0118878900181052,0.000576667242360206,0.000162590876756362,6.64944092824409e-05,9.15091598816827e-05,8.67534148793169e-05,7.07242765975468e-05,6.85873581186885e-05,7.83271695243889e-05,3.65906347812615e-05,0.000101030828531434,0.000111887531649955,7.65496802705946e-05,7.4437999211642e-05,4.6203976276711e-05,3.60037407325134e-05,9.34193515002643e-05,7.00175019731918e-05,5.48444595584712e-05,7.68374166783025e-05,5.44346333871478e-05,9.06896988869904e-05,-9.97371096228177e-06,-5.03934038064421e-05,4.57806029356591e-06,0.0001561068068549,4.76391004899492e-05,7.16755350187051e-05,1.91638141675458e-05,3.27420724605517e-05,4.39010979223114e-05,3.56183248749952e-05,0.000128492435360075,0.000128472094843449,9.93195411907325e-05,0.00117491160426246,0.00161729941750102,0.00834081606122814,0.000926495395285457,0.0012652377749704,0.000778735330635899,0.000952702900718104,0.000586631355164878,0.000689967857499181,0.000363033228194176,0.000879386984843472,0.000772252794569174,0.00106434556488859,0.000888874276844941,0.000550986528202515,0.000674295921494044,0.000414898798822963,0.00124260922804192,0.0010144100851162,0.00115587186209144,0.000600250827014266,0.000413011147913072,0.000396625346350243,0.000598207480891109,0.00110383983248157,0.00102316389975154,0.000755793138820747,0.000651119860694399,0.000349257502844241,0.00041409631025784,0.00100826819184309,0.000751625634089632,0.000375880686246358,0.000177173947670542,-1.92209897035859e-05,4.02622508689419e-05,4.84964710342234e-07
"All_1985",4.81543376823857e-05,0.000155194775404869,0.000592092716097116,0.0103839945381864,0.000461152450659299,7.85018400273531e-05,5.82140203877006e-05,6.46122901430173e-05,5.13214065808293e-05,6.47586760929893e-05,5.70486397414749e-05,4.18806003330367e-05,5.82802960123423e-05,4.84734571498612e-05,6.51827934584259e-05,8.17798271751207e-05,7.97802474562992e-05,3.88972528006072e-05,5.27680696447006e-05,4.49703485923889e-05,4.14356531114378e-05,5.82533063699154e-05,4.21922433214538e-05,6.1384039007823e-05,1.90013513704448e-05,3.09088243165345e-05,8.65765109378832e-05,6.73353329430717e-05,5.77593364625579e-05,8.89990103796029e-05,4.97307894431538e-05,3.93712927499463e-05,6.25105585747768e-05,7.33589012236723e-05,7.80324131962084e-05,5.92945183167771e-05,5.11016667724014e-05,4.38337610354346e-05,0.000140236992073839,0.000579105224395965,0.0105070365436311,0.000443238275284679,6.71218099317309e-05,5.63914522316773e-05,6.0255542741452e-05,4.7148161700048e-05,5.07561246673152e-05,4.84439915577079e-05,2.85616839356426e-05,5.06528245464496e-05,4.3256610375247e-05,5.21207488829985e-05,7.26205189398104e-05,6.45016732628867e-05,3.5854401020054e-05,4.50408987268487e-05,3.55625637579221e-05,3.0633866694842e-05,4.18241718573901e-05,2.6619829572581e-05,5.05140180099252e-05,1.605674890021e-05,2.89120412665535e-05,8.48513222711777e-05,6.61549889778748e-05,5.72029369307636e-05,8.54941076712646e-05,4.67358162632395e-05,3.43146255661367e-05,4.97533420875918e-05,4.73740897596544e-05,5.71207459233862e-05,5.58476705401094e-05,5.92775718885767e-05,0.00108906228428238,0.00123302656250892,0.00241226672625933,0.00771661608517757,0.00268460273793897,0.00117274458041474,0.00117817297606675,0.000706132138214711,0.000900457516235038,0.00065674049058408,0.00112392067055371,0.000912404135368389,0.00131607405138234,0.0012116649945868,0.000744758333991612,0.000853076372378624,0.00057962569535493,0.00152278826148395,0.00121521780279648,0.0012168328243168,0.000797544896289645,0.000622658300100854,0.000637495536215165,0.000826077729752571,0.00131198766189001,0.00125070681957846,0.000941631003309687,0.000992563798315068,0.000445611271515948,0.000572516540676543,0.00110239543428489,0.000878525282252752,0.000529646608903835,0.000424108775523386,0.000197505242828113,7.43619191371908e-05,2.29862770165026e-05
"All_1986",5.91567633118037e-05,6.27917707865119e-05,0.000171403816481245,0.000461152450659298,0.0104956193506999,0.000239269005380548,8.88668044298533e-05,3.98394625816279e-05,6.85389166583295e-05,2.56808446968e-05,5.5425102341069e-05,2.49516672235602e-05,8.52022936308312e-05,4.88868297705904e-05,8.10790550639965e-06,3.71806752861626e-05,2.6518930018502e-05,0.00010638205662275,2.1558463626867e-05,3.27243223537354e-05,1.73113605799659e-05,3.97349608695909e-05,1.98589729542395e-05,2.27845085703176e-05,1.60600616419386e-05,8.13876037176967e-06,5.06234884928501e-05,8.3273676210561e-05,4.82912253680655e-05,3.28123944631553e-05,5.56730218555767e-05,2.55022730802649e-05,2.26822090922666e-05,2.70820762901178e-05,2.64331262055681e-05,2.26917673398191e-05,1.90753234851673e-05,5.63566227371956e-05,5.46573837773057e-05,0.000165639441374261,0.000447581631756078,0.0105196201086815,0.000228424841304344,8.74610871946991e-05,3.60600307107164e-05,6.60125906327654e-05,2.02105840978695e-05,5.02328935392604e-05,1.65306736776717e-05,8.07008052072471e-05,4.56944476065614e-05,-8.41515221050176e-07,3.06055327284694e-05,1.54057003215002e-05,0.000104500455962713,1.67044185247647e-05,2.68706999721627e-05,1.08841822735253e-05,3.08268559520475e-05,1.13552013370363e-05,1.72969746711164e-05,1.42955617817137e-05,6.94279323354958e-06,4.95690232653349e-05,8.26896598709386e-05,4.79500106080194e-05,3.05828842045474e-05,5.37485168523264e-05,2.24963745086408e-05,1.60030663017945e-05,1.70818196081888e-05,2.32662320396592e-05,2.30382650042752e-05,2.6107320627559e-05,0.000733763144323851,0.000648941515911978,0.000979270800807098,0.00075534880906049,0.00751672185121072,0.00128198573954133,0.000952672967980132,0.000596351083786637,0.000582574089372123,0.000256945469024705,0.000699196030618565,0.000575347273844306,0.000827511727939667,0.000760686903242743,0.000473717052159997,0.000590867111934166,0.000390093253458522,0.00102397203560157,0.000751784764255173,0.000761869443836,0.000467204437301516,0.000345763187511992,0.000344941733236266,0.000408826315782928,0.00079085876103618,0.000738733061857549,0.000573247620703317,0.000541062725491751,0.000286143339524448,0.000340383640719125,0.00073209256021358,0.000524331182860334,0.000267255026827323,0.000162068192275953,4.45262702007216e-05,2.1177102482891e-05,-5.10638332422167e-06
"All_1987",1.14480201324343e-05,5.58356643125395e-05,7.38254116249547e-05,7.85018400273534e-05,0.000239269005380547,0.011016976276044,0.000258331690857201,7.46786034646013e-05,3.1038296637399e-05,3.44466757074926e-05,1.24822185433014e-05,3.50209672725063e-05,1.54215522035671e-05,7.44730187470321e-06,5.46395498920227e-05,3.41378800627631e-05,4.46907287100423e-05,-2.63235365939079e-05,3.69223443182153e-05,2.08099825412985e-05,2.27875833172013e-05,3.6456997643464e-05,3.62502526915413e-05,3.68993452001147e-05,4.24269809030654e-06,4.13337209526813e-06,1.89632680646417e-05,4.40997206563483e-06,3.06802115484807e-06,4.47547085881333e-05,-1.13142132502398e-05,1.15476174772161e-06,3.62988914506174e-05,4.72867674911028e-05,7.94019166289667e-05,2.25128301731605e-05,8.65489690610775e-06,8.27218609256858e-06,4.5020779302667e-05,6.71126922956527e-05,5.74931172660555e-05,0.00022745836117363,0.0110491505456353,0.0002559526173725,6.66937784330653e-05,2.68331952811658e-05,2.65973606324751e-05,7.77792731151456e-06,2.11750620727243e-05,1.18958463868361e-05,5.37398100589027e-06,3.92091814862662e-05,2.65976166496297e-05,2.77106463480657e-05,-2.69380022879102e-05,3.26794880261559e-05,1.40823615588351e-05,1.24199178325322e-05,1.65166019938009e-05,2.12815221601295e-05,2.77922854048281e-05,2.77770890115772e-06,3.45204493411063e-06,1.85701713261272e-05,4.18013852432303e-06,2.7427543982526e-06,4.14062880182593e-05,-1.19101474105035e-05,-1.07033057893306e-06,2.19036801457602e-05,1.82431317097472e-05,3.13209610037235e-05,2.24978785872741e-05,-7.62190309843574e-06,0.000776566003070514,0.000835137421768837,0.00101460116277484,0.000533941543047771,0.00170516847915778,0.00792327084366271,0.00172026036913021,0.00125042355008234,0.00088665628894847,0.000366289897658066,0.000595757284860151,0.000939988457168696,0.000596821401339238,0.000469732163436477,0.000857431248344429,0.000669096216550492,0.000600201784004415,0.000273329612567461,0.000675203445760192,0.000858823045021139,0.000748508996499563,0.00072148753732712,0.000608475902452047,0.000677570708028253,0.000647525105746473,0.000420343588469778,0.000213793629919938,0.000184568079353568,0.000229803188502434,0.000506684804536037,0.000198143028427628,0.000370408864311958,0.00056341404696715,0.000439325463389465,0.000354098704073546,2.2578188886924e-05,6.46277304461713e-05
"All_1988",2.85502502264395e-05,3.87966679844724e-05,9.29083488100597e-05,5.82140203877006e-05,8.88668044298534e-05,0.000258331690857201,0.0132829184509595,0.000163033576827487,6.6779812579126e-05,4.44545958908381e-05,6.25798232188497e-05,1.63749263625701e-05,4.96198617797407e-05,6.32825100885847e-05,2.34218059185473e-05,3.73481294169752e-05,1.478971064946e-05,8.70200603307171e-05,4.84314346988268e-05,2.86904662084096e-05,1.89665346649291e-05,2.04234583318737e-05,1.19178278840236e-05,1.89444237631001e-05,2.46229216719497e-05,2.25271547890812e-05,3.76876488785566e-05,7.09351505878392e-05,4.5336158418583e-05,2.61892709244987e-05,2.46439026161976e-05,1.9062664394816e-05,2.07033496447687e-05,1.66218413379408e-05,3.72177083998814e-05,3.57498193974724e-05,2.18698378289989e-05,2.87458511444886e-05,3.87294779967334e-05,9.29830390344295e-05,5.54823022271921e-05,8.86688323016653e-05,0.000261636008015467,0.0133000187053987,0.000164449044323001,6.69067775057345e-05,4.36850006533014e-05,6.20616015753467e-05,1.48172673328779e-05,4.89491092368482e-05,6.29423833479703e-05,2.16433096813298e-05,3.65212065012668e-05,1.30622601769186e-05,8.68662664968675e-05,4.76723471788734e-05,2.74978834068488e-05,1.77591977604245e-05,1.84791150853906e-05,9.80126919565654e-06,1.73278633225025e-05,2.42259722385635e-05,2.22918447710705e-05,3.74639290163007e-05,7.08408369410612e-05,4.53213522492703e-05,2.62883647169402e-05,2.44724933205044e-05,1.87303960041565e-05,2.05584052833471e-05,1.515610378502e-05,3.75959441099967e-05,4.08066719941027e-05,2.8259999345946e-05,-1.8573679465536e-05,4.36382613503152e-05,8.24406458606631e-05,0.000117433846452623,0.000113438473297622,-5.93937485313071e-05,0.00277489819388944,-4.5390370889412e-05,4.09460772260157e-05,7.69905510376131e-05,0.000126833022802936,0.000118183422221821,0.000160229041193339,0.000139119996494105,0.000115951159555688,0.000106982513549094,7.13040322243483e-05,0.000162019864341797,0.00016262602085499,0.000177242230394365,0.000103478351313297,8.72192494913484e-05,9.28297775089427e-05,0.000132667623549764,0.000198924950030597,0.000166273711701019,0.000148569824806588,0.000144864168920766,5.56571617488693e-05,1.2518824182506e-05,8.48903537833997e-05,7.42026084484488e-05,2.60108347520699e-05,3.64067554272241e-05,3.50567668562923e-05,1.36445133607239e-05,-1.04717782784315e-07
"All_1989",2.40761796810236e-05,4.58382440357346e-05,9.01253313300583e-05,6.46122901430172e-05,3.98394625816278e-05,7.46786034646015e-05,0.000163033576827487,0.00867118892728243,0.000221471049062846,5.84134262950245e-05,3.36575872010086e-05,4.73144989987075e-05,2.43135925870946e-05,1.765099962161e-05,5.13098401180953e-05,4.9844543863212e-05,5.40861980601137e-05,-6.14799932767447e-06,2.63384079736677e-05,3.2548854287344e-05,2.87456255551975e-05,5.04094756668793e-05,3.67366394383836e-05,5.70226080462559e-05,5.55219888741305e-06,1.13335016206215e-05,3.45238494253547e-05,6.51638854104563e-06,2.09439661849006e-05,6.90892585028274e-05,-6.28757617669203e-06,1.05318171029738e-05,4.77539420252403e-05,3.83946449508376e-05,7.21214796098446e-05,2.72150466401776e-05,5.56710088993425e-05,2.30957017753033e-05,4.20559477446544e-05,8.77407257376718e-05,5.58242681422607e-05,3.64452140446382e-05,6.96179257956061e-05,0.000162281715070265,0.00870438903018782,0.000219277899985449,5.40340879729171e-05,3.05955097821545e-05,4.03919924459859e-05,2.20428157766886e-05,1.62535228909274e-05,4.43706916894599e-05,4.60847937386933e-05,4.77961457229449e-05,-6.61761362336247e-06,2.45019118287071e-05,2.95048271181493e-05,2.46722499655434e-05,4.2809535194011e-05,3.01178119387806e-05,5.33912960779643e-05,4.86106089221914e-06,1.09893412253435e-05,3.42822061507082e-05,6.40199023169958e-06,2.0812291523865e-05,6.85152864216202e-05,-6.68140558409601e-06,9.49794533933327e-06,4.24193751130518e-05,2.64221239654956e-05,5.25358403943858e-05,2.85076927004681e-05,6.51563302129557e-05,0.000260291696027449,0.000318383920126652,0.000424323590980069,0.000255124306301074,0.000461122760686225,0.00056128626216259,0.000625048841191025,0.00378255917470495,0.00066771423120563,0.000243557445223098,0.000413318054964914,0.000499769090332185,0.000398771747526212,0.000329244032179159,0.000412331081241507,0.000366449489058505,0.000259868098123321,0.00022286625479573,0.000302614742005128,0.000411722196095134,0.000313875956362812,0.000311497139881898,0.00028976162767406,0.000312481300519532,0.000309033560298106,0.000221574749508475,0.000154289398275211,9.61890393284661e-05,0.000112731016967006,0.000148271360336088,0.000132134462473374,0.000182102850662397,0.000243091892124186,0.000200002907395851,0.000184018427217739,2.15644297369432e-05,2.30527847513174e-05
"All_1990",5.52541432213094e-05,3.12806780662794e-05,7.37527856490504e-05,5.13214065808292e-05,6.85389166583294e-05,3.10382966373992e-05,6.67798125791259e-05,0.000221471049062847,0.0155667041555775,0.000203058290198223,7.7799607550375e-05,3.37829819809543e-05,4.20472437556403e-05,3.58716478335246e-05,3.92715114477471e-05,2.97884122268782e-05,4.02466119829167e-05,6.08249775575582e-05,3.23698056062503e-05,3.78798591196101e-05,3.84774294005132e-05,1.8810012764143e-05,2.10160987103285e-05,2.51451394823239e-05,3.59615738828154e-05,5.04268097235115e-05,4.81553222963339e-05,9.12299785063701e-05,4.94744335656881e-05,4.9970934259643e-05,8.1321329278184e-06,5.06254022870854e-05,2.90726465366565e-05,2.66656210271229e-05,5.63959867046784e-05,2.73023639594436e-05,2.91256786995086e-05,5.44769877349854e-05,3.00536025427433e-05,7.40415532330618e-05,4.62429672953956e-05,6.76290829900026e-05,2.87006642713277e-05,6.61259044812193e-05,0.000218665627418095,0.0156225939068404,0.000202429362556926,7.63338017136597e-05,3.04379110626629e-05,4.0935193482554e-05,3.50387262886408e-05,3.66175895334439e-05,2.74096070261794e-05,3.33749931270454e-05,6.05000697619687e-05,3.11167807806118e-05,3.70281201920308e-05,3.71168009519369e-05,1.38750662617473e-05,1.78891241964275e-05,2.36324663040116e-05,3.58571764415446e-05,5.02480068951833e-05,4.7819830891147e-05,9.11307239437874e-05,4.94450308476275e-05,4.88938405994058e-05,7.65096762872596e-06,4.97451748681502e-05,2.59588080721839e-05,2.05075084575684e-05,5.4325495921893e-05,2.80858675724888e-05,3.20640026725272e-05,0.000242485475393858,0.000119701600816847,3.32825190668826e-05,0.000161414861868441,0.000181464568493802,0.000255812504154562,0.000468603046479157,0.000634562169900199,0.00419473646321396,0.000229647282086092,0.000259541756252565,0.000252416606056832,0.000225427790690228,0.000221586761622754,0.000177346405391885,0.000230105312354905,0.000265054723088149,0.000219270998349642,0.000220870667013059,0.000143975067061965,0.000133719429827139,0.000188344716349359,0.00014055429329835,0.000131559987791682,8.18028932941921e-05,0.000159654164994786,0.000214434778388778,0.000169032000047339,6.9970319065958e-05,0.00019856098363568,0.000177250742102918,0.00019669915470576,0.000143093303246287,0.000109789457145072,6.82251435728656e-05,2.38773902595968e-05,1.90213388671981e-05
"All_1991",9.86168403307687e-06,5.04268034814374e-05,7.53911531829032e-05,6.47586760929895e-05,2.56808446967997e-05,3.44466757074928e-05,4.44545958908381e-05,5.84134262950247e-05,0.000203058290198223,0.00870071226725846,0.000224454382842674,5.13295003514696e-05,4.56827762322203e-05,2.20987823474833e-05,3.87604257284971e-05,4.32851502276206e-05,2.17502823835162e-05,6.41620941812659e-06,4.66654165211016e-05,3.93489881453014e-05,3.38794595278319e-05,3.1378954570577e-05,2.84553557380969e-05,3.98917198900151e-05,1.7696984577375e-05,3.78671438208243e-05,3.91760693173071e-05,1.92804198915593e-05,2.09473413858097e-05,5.69242736005303e-05,1.32594751059725e-05,9.43382354488745e-06,3.12451440972654e-05,2.30573728350993e-05,4.83603753241776e-05,4.45204982229716e-05,4.25655812701366e-05,9.00547649707635e-06,4.73959937109701e-05,7.29190100682333e-05,5.33150352639721e-05,2.28278024408007e-05,3.15466607760179e-05,4.40389659345458e-05,5.72423585930183e-05,0.00020358233488292,0.00883984985331047,0.000225123674212707,4.72226087368488e-05,4.41933615226713e-05,2.11581552705432e-05,3.51271443163603e-05,4.08002612091074e-05,1.79495795265644e-05,5.88977927503484e-06,4.52965640840332e-05,3.65951532572769e-05,3.18181153049441e-05,2.81098964338107e-05,2.5561252855469e-05,3.81339012405727e-05,1.72650062838198e-05,3.77469802599189e-05,3.91590806289657e-05,1.92739453487366e-05,2.07669023122126e-05,5.72247003266115e-05,1.30830700197817e-05,9.24535218359802e-06,3.13562298647683e-05,2.27744548501827e-05,4.60296119237698e-05,4.5600122239682e-05,4.87305615343032e-05,0.000216138137604381,0.000268821671155033,0.00042185764188389,0.000312840791310685,0.000379791346077351,0.000313296578485698,0.000299857111436309,0.000230850133093857,9.64301680661279e-05,0.00281843280610449,0.000141470369091523,0.000319755677053367,0.000291291891809078,0.000231828817185156,0.000227788197399655,0.000252535266716315,0.000146091991093627,0.000263137539390854,0.000252590996160538,0.000382375091141116,0.000178170538816185,0.000143683880662514,0.000139091317753054,0.000163552275004074,0.000207380320657645,0.000111272850433864,4.75961653700569e-05,2.43555772039642e-05,0.000146726821517249,1.54790179890657e-05,7.52618324801511e-05,4.07106485733615e-05,2.71774725383219e-05,2.68762748034451e-05,6.16765253478089e-05,3.98010766384099e-05,2.13653813532375e-05
